series,n_years,y0,y1,sd,rho,stat_sd,tau_yr,n_eff,band_sigma_mean
ais,126,1900,2025,0.0136049345717166,0.6154285872430258,0.017260925442975035,2.0600022454582567,29.995753690403774,0.17076191289104
gsic,124,1900,2023,0.01368501146101335,0.5953904520401321,0.017033096529830354,1.9284994677193963,31.447840171580488,0.4592878122851521
gis,126,1900,2025,0.054340331802032904,0.9853816617263077,0.31897105815369414,67.90600086781502,0.9277362927204995,0.18795852173402586
steric,126,1900,2025,0.0692191933064415,0.9733357733518458,0.3017599110436137,37.00117943698244,1.7025447990337477,0.31008638020868695
dang,125,1900,2024,0.06080449499723185,0.4507876923930055,0.06811827225519072,1.2550849785309734,47.32018255382142,2.0210570661495963
