block,seed,rank,eigenvalue,var_frac,loadings
ais_geometry,2026,1,1.8477820222872505,0.2639688603267501,ais_slope +0.71  ais_bedheight0 +0.67  ais_mu +0.16  ais_precip0_LOG +0.15  ais_iceflow0 -0.10  ais_c -0.06  ais_runoff_Ton +0.00
ais_geometry,2026,2,1.2577922112781406,0.17968460161116293,ais_runoff_Ton -0.67  ais_iceflow0 +0.52  ais_c +0.41  ais_precip0_LOG +0.28  ais_mu -0.15  ais_bedheight0 +0.12  ais_slope -0.03
ais_geometry,2026,3,1.0638322739000958,0.15197603912858512,ais_precip0_LOG +0.73  ais_iceflow0 -0.53  ais_mu -0.25  ais_runoff_Ton -0.21  ais_c -0.20  ais_bedheight0 -0.20  ais_slope +0.01
ais_geometry,2026,4,1.0143348731241633,0.14490498187488046,ais_mu +0.79  ais_c +0.48  ais_precip0_LOG +0.26  ais_bedheight0 -0.21  ais_iceflow0 -0.14  ais_runoff_Ton +0.08  ais_slope -0.01
ais_geometry,2026,5,0.9083545355239819,0.12976493364628314,ais_c +0.74  ais_mu -0.47  ais_iceflow0 -0.40  ais_runoff_Ton +0.18  ais_precip0_LOG -0.17  ais_bedheight0 +0.08  ais_slope +0.07
ais_geometry,2026,6,0.7583330795952017,0.10833329708502881,ais_runoff_Ton -0.69  ais_precip0_LOG -0.51  ais_iceflow0 -0.47  ais_mu +0.19  ais_c -0.08  ais_bedheight0 -0.05  ais_slope +0.04
ais_geometry,2026,7,0.1495710042911661,0.021367286327309443,ais_slope +0.70  ais_bedheight0 -0.67  ais_iceflow0 +0.19  ais_mu -0.11  ais_precip0_LOG -0.09  ais_c +0.02  ais_runoff_Ton -0.00
ais_geometry,2027,1,1.8366274626889858,0.2623753518127124,ais_slope +0.63  ais_iceflow0 -0.59  ais_mu +0.40  ais_runoff_Ton -0.25  ais_c +0.18  ais_bedheight0 +0.04  ais_precip0_LOG +0.01
ais_geometry,2027,2,1.2604219202643825,0.18006027432348332,ais_bedheight0 -0.75  ais_runoff_Ton -0.45  ais_slope -0.32  ais_c +0.29  ais_iceflow0 -0.19  ais_mu -0.11  ais_precip0_LOG +0.02
ais_geometry,2027,3,1.1142345867612606,0.15917636953732303,ais_c -0.51  ais_runoff_Ton +0.48  ais_bedheight0 -0.42  ais_precip0_LOG -0.40  ais_iceflow0 -0.29  ais_mu +0.29  ais_slope -0.09
ais_geometry,2027,4,1.0005505405876958,0.14293579151252803,ais_precip0_LOG +0.88  ais_c -0.39  ais_mu +0.19  ais_bedheight0 -0.18  ais_runoff_Ton +0.05  ais_iceflow0 -0.01  ais_slope -0.00
ais_geometry,2027,5,0.879917935940055,0.12570256227715076,ais_mu +0.63  ais_c +0.59  ais_runoff_Ton +0.38  ais_iceflow0 +0.26  ais_slope -0.18  ais_precip0_LOG +0.09  ais_bedheight0 -0.08
ais_geometry,2027,6,0.6991893358893039,0.09988419084132917,ais_runoff_Ton -0.60  ais_mu +0.54  ais_iceflow0 +0.38  ais_c -0.36  ais_precip0_LOG -0.22  ais_slope -0.13  ais_bedheight0 +0.09
ais_geometry,2027,7,0.2090582178683135,0.02986545969547337,ais_slope -0.67  ais_iceflow0 -0.57  ais_bedheight0 +0.46  ais_mu +0.12  ais_runoff_Ton -0.07  ais_precip0_LOG +0.07  ais_c +0.01
ais_geometry,2028,1,2.350710363914618,0.33581576627351695,ais_slope +0.61  ais_iceflow0 -0.59  ais_mu +0.42  ais_runoff_Ton -0.27  ais_bedheight0 +0.13  ais_precip0_LOG -0.12  ais_c -0.00
ais_geometry,2028,2,1.0834748641390743,0.15478212344843925,ais_c +0.63  ais_bedheight0 -0.54  ais_runoff_Ton -0.53  ais_slope -0.12  ais_mu -0.11  ais_iceflow0 -0.07  ais_precip0_LOG -0.04
ais_geometry,2028,3,1.0472092253720233,0.1496013179102891,ais_bedheight0 -0.75  ais_c -0.48  ais_mu +0.25  ais_precip0_LOG -0.23  ais_runoff_Ton +0.21  ais_iceflow0 -0.17  ais_slope -0.12
ais_geometry,2028,4,0.9987965732071614,0.14268522474388026,ais_precip0_LOG -0.92  ais_c +0.26  ais_runoff_Ton +0.24  ais_bedheight0 +0.16  ais_mu -0.09  ais_iceflow0 +0.02  ais_slope -0.02
ais_geometry,2028,5,0.8675994372797678,0.1239427767542526,ais_runoff_Ton -0.60  ais_c -0.54  ais_mu -0.53  ais_precip0_LOG -0.25  ais_bedheight0 +0.08  ais_iceflow0 -0.01  ais_slope +0.01
ais_geometry,2028,6,0.563705943226719,0.08052942046095989,ais_mu -0.68  ais_iceflow0 -0.45  ais_runoff_Ton +0.42  ais_slope +0.29  ais_bedheight0 -0.17  ais_precip0_LOG +0.16  ais_c +0.11
ais_geometry,2028,7,0.08850359286063413,0.012643370408662022,ais_slope -0.72  ais_iceflow0 -0.64  ais_bedheight0 +0.26  ais_mu +0.05  ais_precip0_LOG +0.03  ais_runoff_Ton -0.03  ais_c +0.01
