ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.154594720956313,13.18392789138217,11.422678800825565,15.051269883513765,3.6285910826881995,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,fixed,2000,28.090141375826093,28.068348352400463,24.95695978812459,31.248250764505837,6.291290976381248,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,joint,2000,27.811534270872418,28.077876135169785,19.503847526351947,37.45980530955758,17.955957783205633,2.8540974897864135,0.9900816766556597,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,fixed,2000,52.24915035481352,52.20861417728357,46.42126669718151,58.12340104221231,11.7021343450308,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,joint,2000,51.39070141558885,52.230183228986306,34.520175780737524,72.13895265296871,37.61877687223119,3.214693641609545,0.9835700880608561,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,fixed,2000,105.73478589683074,105.65275424611303,93.94110070603249,117.62230243094794,23.681201724915454,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,joint,2000,102.59619003683989,105.6934089677109,60.19487370337214,157.88472664569633,97.6898529423242,4.125206738961342,0.970316335978083,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,fixed,2000,92.00470035654476,93.61810828942413,69.12364813066044,122.75635115666708,53.63270302600664,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,joint,2000,90.64807913856127,92.4006267836077,55.545725929660854,134.9468101817518,79.40108425209095,1.4804602373590823,0.985254870536764,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,fixed,2000,192.45016036026348,196.34700236417797,156.17409275569307,251.5076891470482,95.33359639135514,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,joint,2000,189.50806269179338,194.86846857606753,130.27729882719237,275.1164919733557,144.83919314616335,1.519288043551637,0.9847124176827781,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,fixed,2000,468.7973579760864,477.43346003727345,368.2468357644631,617.5153995658396,249.2685638013765,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,joint,2000,461.4117677872891,482.78588479690256,316.9248253520334,706.500674303076,389.57584895104264,1.5628759720438175,0.9842456659297681,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap false | run 1850-2300 reref 1995-2014 | julia 1.12.6
