draw,ais2100,ais2300,gis2300,tot2300,ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,antarctic_temp_threshold,anto_alpha,anto_beta,gis_c1,gis_c0,gis_f,gis_alpha_f,gis_beta_f,gis_slow_ell,gis_slow_w,gis_amp,gis_s_high,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,gic_delta,gic_u_pre,gic_s_r5,d2_gsic_1,d2_gsic_2,d2_steric_1,d2_steric_2,antarctic_lambda,antarctic_gamma,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip0_LOG,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric,gis_alpha_s,gis_beta_s
11,16.31675453624697,152.14140938215866,22.19413878187242,253.70705128113417,0.7034493917563017,0.23796246916946973,0.010264379922700531,-15.98367986469731,0.22944357928321352,1.0114763467751646,0.0488387555759745,0.08320508415183223,0.5551574994980623,0.0033326549860326436,0.011691837826783779,-5.7243986685733566,0.9480376860887463,2.122216794151769,-0.6109435729978153,0.17288637683734562,0.05193329230573865,0.4407180157426298,-2.325369778742664,-2.727214662762224,0.1815210427022174,0.21882075139655094,-1.136083381959197,-3.3116581165763437,0.1483616795708515,0.34134892068591055,-1.203132563268393,-2.4346818914276693,0.8375265297991445,2.42610151459244,1.5857004422041046,21.268772255729353,0.3853987116488123,1.4124999776604055,2.7701520724668134,-0.08599516666895501,-0.028080140693606814,0.2674877545049863,0.04479052622938762,0.007289721127458172,2.429664071207764,0.05537727954001126,0.9775103871035098,12.359160687314471,777.396763063472,0.0006485228356492083,0.7836520758949483,-0.6756972565552832,-17.813015511472237,109.35575175228891,0.014687959792351138,0.8762119327056237,0.027180948129692153,0.6810720986033981,0.005508933560655458,0.7848031933400416,0.05811927190927764,0.9829824132334479,0.001576928944025743,0.0001696733865984609
12,5.155052192529725,187.92411080471308,20.553028894711915,283.0779173157491,1.0384639960118882,0.27910816005016265,0.01222158129728519,-15.822504953047693,0.26035582450500716,1.3067279351689776,0.048538864522695305,0.061892487775905766,0.44996392868160806,0.004200677514688577,0.013040366185274778,-4.878733357504239,0.3325503555608353,2.1582845204334595,-0.7523071873388465,0.16931937694591337,0.05726801605738323,0.6227958879844055,-0.1832024624062134,-2.456357166797954,0.13095215075669692,0.26197811152570794,-1.1458263964614603,-3.1242711947475907,0.1038220461107927,0.5720549165247153,-0.6768451986851141,-2.3103168077488325,0.6024853656185493,2.1723488412175125,1.3935512866432307,29.706505382003304,0.21051930565445828,8.78567719195346,3.1938663436354635,-0.09243264476355426,-0.09248499008565007,0.058522039668064574,0.06778862651525575,0.01460031368572682,2.627415042970607,0.07602172462487582,0.8602976028388584,12.14210344167955,775.9664829606279,0.0006422591589621897,0.8139067759012342,-0.30751187029730104,-17.98566041947112,98.27071209369784,0.01901871689194264,0.8873526849811119,0.015919077013682875,0.5184684540052692,0.028207736325666092,0.6802582104759632,0.08540939964146127,0.9741514189732082,0.0012885809827576067,0.005077051049069192
13,6.103848281122833,189.7079887077276,20.113692644182777,282.493838793816,0.7268665176981383,0.23497566655038957,0.00898773021923222,-15.719007638409332,0.3698382088047815,1.0512510037768796,0.04276220467395002,0.07151350205724277,0.5843275207430763,0.005919451792444558,0.008534343295944111,-5.087119217796866,0.7659779458956656,2.2412812347068654,-0.8393184028802851,0.16065530765972844,0.052631659494750654,0.755124720452415,-0.7422121346931667,-2.7345714874008404,0.13635570026867122,0.20916159110846674,-0.4411124827388453,-3.311155191255823,0.10706365047886998,0.5936903374136151,-0.8073689048865011,-2.5412422162335697,0.7974361960718299,2.583564458273328,1.3345264237363772,30.07950863002255,0.3850135726269692,16.713921591225066,3.1580348288405604,0.05555924459432493,0.08878216292212282,0.27251654407673886,-0.03566532436296041,0.01441071231352464,3.1167804522657168,0.06718190117312087,0.8982984893688032,12.483883375170985,781.3166754793481,0.0006523976895600204,0.7774231923087411,-0.44281873326055426,-17.810978260129456,112.15003724309135,0.015030940988536181,0.7037561474518653,0.026505894313902493,0.48918204944207977,0.012162729514939942,0.6115367238409198,0.055000769308144404,0.985533881838525,0.0024097375072047,0.0014452699799221776
14,9.576960272013865,170.03538808074507,20.354200928670778,260.9945529289654,1.135316916621747,0.27255902851128777,0.007728212618134391,-16.09650546258064,0.47135180659355946,1.4776663571260003,0.052579591038538896,0.04178952996876507,0.43114229137647264,0.005668724471960398,0.008716647507089477,-4.96914029530565,0.15921802513786149,1.9672709237711359,-0.5617757611583765,0.16039195583264595,0.058335092062945945,0.7693655056328793,0.11404538047217659,-2.9365374517140674,0.11219679087276828,0.1861645054950341,-2.992615936106942,-3.58824457154206,0.15639254704012706,0.2988968062531956,-1.6657433014623169,-2.53515435878011,0.7974769630759828,3.3131966790075813,1.4484265644027614,27.395513301352192,0.1848606325648277,7.517394480366231,1.6566000044634315,0.024297612968208947,0.041796803630051275,0.37788858452231117,-0.0906434876910372,0.00891863376147184,2.44944132709563,0.05041954697730447,0.8716379838465365,13.401259265559812,774.4734878780074,0.0006409035329277992,0.8037329275299556,-0.771462249982382,-17.81830702491362,112.33266535946504,0.027453338124344865,0.6010024820337171,0.04244122325907344,0.7725179351182544,0.02119931953042461,0.8228882227711242,0.09449962421393554,0.923591874795218,0.0005636159822366787,0.005842694549819886
15,20.492719910319405,107.83612204132167,18.882949429046388,204.81370201940058,0.7850700709958054,0.25409471923176685,0.010566290089098191,-16.393470478423872,0.3783091076976135,1.0817527450707218,0.06676352229875937,0.0624541043132804,0.3611431686083257,0.0035318239559250218,0.013424073692996856,-5.6558386200132915,0.043798365757576334,1.6803523800161753,-0.5797758194454238,0.1803109655466563,0.043281096232155536,0.6076374665628422,0.9576535821587701,-2.861827980994646,0.11457247281188332,0.3754802908401251,-0.21437951365542374,-3.29435733580267,0.18818303257940375,0.24618962659707558,-1.7461866434128024,-2.726037802815321,0.83578165112581,2.196585016410921,1.66463318523204,27.563394376978383,0.24912768439305397,11.760088029142088,1.2271755308494352,0.06632117425557664,0.0628101670878309,0.2645347589062408,-0.15180525276961487,0.004161077303783076,1.761740031847938,0.0628663731862541,1.0052555192372583,12.970667232011879,755.0245989055603,0.0006286516177394838,0.8103046172908552,-0.5656281799492371,-17.732627177805448,109.19049846438537,0.0003313043323314254,0.8338407605071673,0.01799849084536026,0.9773089720045731,0.01921393269361933,0.8170652276511571,0.0591885094662547,0.9768609660586544,7.802246728370355e-5,0.003343874569099215
16,7.211188138398686,34.21156303480526,19.369537409405872,131.80780953239832,0.7579919728185642,0.23250869646760483,0.0075263848338316935,-15.17855669561268,0.4550709453434238,1.2329096190721032,0.04093711169684319,0.08441467189687756,0.4847211187493274,0.00808796890598153,0.009924873405320661,-5.4140145248085485,0.8186286243494332,2.101259651549613,-0.6920795286913122,0.17576155268470114,0.07554046837874627,1.3149073755557306,0.4271825574957638,-2.5040165814238176,0.08941683245263272,0.2719904750800939,-0.6936403419820031,-2.8629863907240667,0.1716860193603059,0.3451547525385537,-1.2149720692129482,-2.602874364221316,0.7227430456327092,1.991426389491011,1.3845211131861672,33.94566401736728,0.07926355794692405,10.264553323883034,3.554677326749035,-0.07595543672556257,-0.04659703225691712,0.1931862314437789,0.003049273318257058,0.01662425083545689,2.2192609786204764,0.05600404767814416,0.944527459032208,11.456923332161827,779.0540740874266,0.0006339908127264016,0.868393336787531,-0.6510653044765422,-17.749191772520394,120.86024449227621,0.01682312051545793,0.6161108669308409,0.022256681007122782,0.8720256564044951,0.01664474048356797,0.8280880749363212,0.07899557453665182,0.9292637355977911,0.0018572551448872545,0.0008077781730699056
17,4.954552661241426,21.65652361958925,25.48208869551305,123.61944229289472,0.906304846156853,0.22662394394804083,0.010093467725647454,-15.093391684661922,0.27699328724199745,1.304318538471395,0.05403324797189107,0.06341345868445843,0.4847084226742632,0.005274281534031824,0.006794022547193133,-5.5906716962097756,0.8712066259775841,2.247629510201538,-0.5395838809074832,0.17937061107818783,0.07949820862501658,0.2839913613090518,-0.5708019916478916,-2.8004212606894634,0.14968878867265425,0.25072275799797933,-1.115664389480984,-3.664384408308557,0.12937488323066795,0.31366878250215885,-1.6725348328729175,-2.5000399129947324,0.800452862785112,2.4364425632027276,1.4512314207342163,30.055945837046117,0.21759229573195701,16.071463293626504,0.18887734701032127,0.0834886234054991,0.05428589554423063,0.23959137477689907,0.05389803478392985,0.009964989460443528,1.5394025858820064,0.05688466214730767,0.8188898712081817,12.80884362264111,757.4235319706385,0.0006339889536941498,0.8054042003011762,-0.6404714765472546,-17.873406671967246,110.50784755580938,0.009872556380007069,0.6909267232403088,0.016448304088099837,0.9473126027670112,0.016785441951625478,0.860669804596673,0.07802218515870453,0.9061665249074122,0.0016564738297030442,0.000480723831915305
18,21.489324625337613,144.47553558901416,21.826672653794503,232.16265179184367,0.6619734652683986,0.17523093987767407,0.01125722212692808,-16.034842493577862,0.2504853467373837,0.8753499466716361,0.068203027723109,0.05048688220517356,0.3432676052277462,0.0014836825530650075,0.015590168384897803,-5.472719228095621,0.022789207739251596,1.9193850200448668,-0.44172553803527465,0.14840919212939221,0.09428243783651324,0.7362408513209894,0.34084184253114264,-2.807179420648957,0.07310611527255392,0.2588989295633833,-0.24146666228280783,-3.0539590856546073,0.14996178741138347,0.2966519847280628,-1.9999905509360356,-2.6167981202994497,0.8758474831411865,1.8165900338967338,1.383181687322878,28.498671864708285,0.2079893925419143,1.0352138169006957,1.887613090237846,0.07293930299536532,0.02811667954730344,0.16612154156760653,-0.010749712774968832,0.006867116419700841,2.5573403698851433,0.05052163996224571,1.0473039035478446,13.14233018198511,746.5682203554558,0.0006440143299377026,0.7398188269516099,-0.7440993243355942,-17.88751376216706,90.83266605666296,0.01812327641961253,0.9108876777294278,0.005629711650875488,0.9809766362641794,0.03276523602085398,0.7363203789325927,0.09123521076283923,0.9878351412015629,4.875495304189108e-5,0.004104086379536924
19,16.725674619086288,251.7698555682972,20.276497498238054,344.31403876416147,0.8626797705093497,0.20532040957320047,0.009958933643685122,-15.736964496158762,0.32328753783815506,1.0984985549525181,0.05008186026711039,0.0686392493186632,0.4762755987985216,0.004105623019508317,0.013353144538404377,-5.307209749941308,0.31492910411578406,2.064513231890885,-0.6438409961499756,0.15416017008318023,0.07869941314486761,0.7924900718210779,-0.3775994290823723,-2.9770718992983976,0.1296859225480429,0.3505468298118789,-1.318809844749576,-3.532874309898127,0.16401714263696718,0.29489403448348717,-1.9706431141085499,-2.770972395518251,0.7902692741240561,2.066858610706803,1.4152301398680447,23.986955499482118,0.25975712262057593,15.539765261561929,1.7258225464286698,0.06593284563879794,0.06255730544981232,0.1844343571915206,-0.10385108625357412,0.014152352752145433,3.2424195558930027,0.04889607937837234,1.0344590663163944,13.363043308742157,747.0924919993165,0.0006386198316519093,0.7772044783679458,-0.7620916546837707,-17.89029719739211,99.53567089847614,0.01944017995717142,0.9011274483731166,0.013358201591247534,0.9639434428461124,0.020539682666010427,0.6511203556720948,0.06553299894269159,0.9682982811671871,0.0007950275271207764,0.003395029942660251
20,5.748551451480992,127.89470209764119,17.115805503412307,217.81293733817063,0.5952079070800558,0.1988646749062873,0.009812445019338223,-14.985891152993213,0.3711117845440904,0.7735569943759424,0.04915859124268709,0.0581535431336777,0.5017187835473348,0.006538413168990702,0.010995276301591464,-5.447499215627324,0.11621112129079098,1.8231004668338655,-0.6136577310807769,0.16679379482151993,0.06208785607289761,0.66590931762206,-0.22058492395482165,-2.5944115896267257,0.09988942823158131,0.335294249925529,-0.1950751365269481,-3.25048676761535,0.13962014355769575,0.31261863996374156,-1.9640735554910553,-2.796701600175198,0.7527648257150164,2.084807570683008,1.3404181964141766,36.00899934499678,0.20814296848809752,1.8896261259856395,3.171047666070097,0.0019318722367011217,0.13600322876410656,0.14362493980370364,0.08114975121706164,0.011957722848098932,4.009792816530721,0.05092383550051167,1.0977453243772635,12.386593169007924,741.2423672694189,0.0006252255690220772,0.7941310822596515,-0.8052598905697921,-17.6530838995108,90.31853310659517,0.008530620580208106,0.9316208535674418,0.027305414001122772,0.9091028469931431,0.010472172986785697,0.8047916401482877,0.07110565126516889,0.982371779846438,0.00025497060767697415,0.0038065337323375656
21,27.53162429070586,181.01366389860368,20.03366118694524,275.38356932912785,0.5332680294359947,0.18914734584374823,0.012122427587348694,-15.655937864717483,0.221103715733697,0.9218698729406585,0.040790776197159324,0.08251670438965575,0.435328449480627,0.011978714590184578,0.002702319155727389,-5.683639128062834,0.9509181192521983,2.203132629181715,-0.6299427148589064,0.17197539440720616,0.058087668553927344,1.1076034379539839,0.4033850259854292,-2.664923024842231,0.15185827255038667,0.24673914926909402,-1.046549887490844,-3.5278222151134964,0.12355085153791222,0.305446749424254,-2.4117974428310784,-2.608237894141163,0.6368417561963058,2.65898606910684,1.4906985351885127,21.113404639994467,0.45446280304132414,0.9925306995187473,2.6663167973855715,0.14532984677752442,0.08296728492433356,0.31416713422495984,-0.00812285700550501,0.008997605828375123,2.461486490428272,0.04134642233083996,1.2357391842230865,13.490910225069879,740.0072959752366,0.0006276571482599233,0.8078238356177148,-0.9047318874439558,-17.68191494473192,82.38422329986255,0.021785211395045148,0.7707341549094824,0.01299501590962778,0.989933042130802,0.016229906205502815,0.37283878269335013,0.045660550479563036,0.9491901498823513,0.0016475222527342407,0.00016693526291935678
22,5.836929160417529,149.94694945725513,18.340910962295748,238.4982799384759,0.5145047447450172,0.20935083972533464,0.007448463260960787,-15.532094488930142,0.33155286069643775,0.9660915098671594,0.03680806931945268,0.07327715974434057,0.5153118239422163,0.008922861822991426,0.006583563906401365,-5.083311571535185,0.9551825549270704,2.0940079988772604,-0.6862725671901748,0.1655005339964022,0.0952898503764708,0.3161679077841331,-2.654637784093883,-2.640209857635556,0.08792909303960625,0.17404874754462504,-2.757959288453102,-3.6518965479623313,0.13766389814568414,0.31253005689810764,-1.313750519357234,-2.420845318522317,0.6497113469732253,3.0521206915461425,1.4537762507167544,29.503413675261108,0.2848503474124563,11.808765989770459,2.0553630297062626,0.09928528308055638,0.01735601068302072,0.35583119714817174,-0.004273654879993102,0.008733988071714046,3.9879188633586335,0.038259141247753974,1.0243746290265474,12.494149142885071,750.4938352031434,0.0006291656882160172,0.7619090157310675,-1.0235317831028699,-17.79793455771148,102.19059904807172,0.010834382457486528,0.6638411482403668,0.01155648619146466,0.9610528408564506,0.016518466431320808,0.4367109387470795,0.05649769661612281,0.9485226905595566,0.0030164316827748275,0.0002778388224013554
