draw,ais2100,ais2300,gis2300,tot2300,ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,antarctic_temp_threshold,anto_alpha,anto_beta,gis_c1,gis_c0,gis_f,gis_alpha_f,gis_beta_f,gis_slow_ell,gis_slow_w,gis_amp,gis_s_high,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,gic_delta,gic_u_pre,gic_s_r5,d2_gsic_1,d2_gsic_2,d2_steric_1,d2_steric_2,antarctic_lambda,antarctic_gamma,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip0_LOG,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric,gis_alpha_s,gis_beta_s
1,25.531003386815872,290.5585263397101,17.41860558786047,380.2296670906141,0.8026440205104832,0.15205970697933482,0.007045489251408262,-15.437637337947537,0.2975938649585821,1.0539808307135856,0.04817448261486004,0.05826434588578374,0.6918777415081924,0.003149851328208285,0.009670914697648081,-4.9070098167032405,0.24873311051962219,1.7933291263821887,-0.8332411327973744,0.1685985250029069,0.0815464213517759,0.3647948092850181,-0.054806972055842784,-2.7667648474705433,0.13625626369824415,0.19052194297553612,-1.5265853713266049,-3.4329599515201217,0.11887023953434049,0.32812376283608286,-1.8549559606635737,-2.672550818965314,0.6558642720332293,2.578122742326573,1.4395869595264872,33.20933944416878,0.28493628692126244,3.9055819337001125,2.45839242562519,0.09237403202763732,0.07987928797135549,0.2090972196832926,0.0949642378728101,0.012875496899766508,3.362400638496507,0.06290239384875417,1.175867195575072,9.06673134190759,750.2363814008254,0.0006415171805200202,0.7037585284534483,-0.6111173792447598,-17.81977023929233,100.3957174191722,0.004509268839237469,0.6467404571304416,0.025284759605287074,0.9845792807452178,0.01576078596920431,0.3421112145090627,0.05748645061220448,0.9614496242065153,0.0009369309639086423,0.0055552929097585305
2,48.730294423150625,297.61554349612493,16.792827413094347,392.61797125359135,0.764891504794415,0.14881194178957063,0.006911500652731772,-15.523416712733486,0.4215422763541697,0.8643106316467172,0.035940105074724546,0.0544318871551986,0.5893582552238533,0.010085127639300353,0.004000380458950541,-4.936860263010658,0.600672397918463,2.0620596261839435,-0.609064300093291,0.17269062606634805,0.05642221331220091,1.5577824586331508,0.05607161617240408,-2.843032752001313,0.17266010393558778,0.3151535815222965,0.13029390274006003,-3.453311690872853,0.1369650321084934,0.3015766500610065,-1.6071928285466455,-2.529233800691689,0.6981135176963935,2.353668847602195,1.5550040537439094,33.302094460017614,0.22289390748427332,21.465221107258348,2.8654058044763864,0.08656158537016595,0.054854467243287595,0.16390728554578407,0.08304556567361512,0.011538717686159456,0.9941285751991725,0.05827038005495181,1.344938628657881,9.190767338113279,757.4499719195577,0.0006456942504220822,0.7123566596087506,-0.7004838760686611,-17.651860048066542,102.36094802264859,0.0047795878496518255,0.6493696262930612,0.004068874950694601,0.8318741381156035,0.015450505105800757,0.5382081896565306,0.06763551373357268,0.9426817427730247,0.002196078107419827,0.0028660130272551492
3,16.019271922572642,123.02485134631333,22.943724911725475,221.37157177182561,1.083276663517317,0.21121215097945054,0.0073272690058792285,-15.255041662804063,0.40659048526033914,1.0425481369242047,0.06236671012933119,0.04086468755003723,0.6404291471068959,0.0007257886307279346,0.010201079609332468,-4.7565090484853325,0.1635523597121196,2.0501725025645867,-0.7105625228750005,0.1729798234371905,0.07717972774979394,1.7898529209300773,0.6366232239665697,-2.927901213634098,0.1320083657752519,0.24658280364016388,-1.0235658118132287,-3.4365037943269234,0.14420594537276263,0.33911369009019293,-1.7762953145847715,-2.411952256032343,0.8205441669491842,2.5377202157566283,1.4317171643629913,28.581489354046123,0.18640370701613637,2.8070366758776526,1.72757511703628,-0.0004384919677568426,0.0212970678694272,0.2465294517356218,-0.015661349648776142,0.004969258347652446,2.248682845812296,0.04270950720946933,1.3096119558063266,11.097568206439128,766.9700684104496,0.0006480823548802718,0.6724788922695816,-1.077546105528895,-17.751067154603568,90.78224280281825,0.00025051682159671395,0.49234106201676975,0.01907170892289535,0.6410231896983268,0.016918808871726167,0.7015148958811878,0.05248663342096759,0.9793022777116874,0.0007161309745512734,0.00718973903974149
4,34.45845418532767,183.75862855133963,22.388994300455188,282.0542303625957,0.7989679609759468,0.19343944266951216,0.00753643146325993,-15.8725822709658,0.3400545651449531,0.8843039965502086,0.058669594128746415,0.05220197509334622,0.756179444446716,0.0019392779251191266,0.007768588448410895,-4.77333967032922,0.2690298189101095,2.128221491818996,-0.895688761076378,0.1633293830072198,0.08711349684256574,1.3021407511841183,-0.18414172830067882,-2.9457266591850817,0.14649698436429748,0.18406659091476005,-2.0557438870585565,-3.4999496132408088,0.13820785193260765,0.4075369121233346,-1.1781834618853735,-2.466993415175469,0.7953227712490151,2.7276145442531763,1.4742134054993428,22.862274075946186,0.3369984244396753,4.696837290390935,3.618607221166206,-0.037207632343599195,-0.019298930810654272,0.09155252621330953,0.03569257637893295,0.0074024300664714045,2.405832003686687,0.04556273000745762,1.2630968209638578,10.713312295029056,764.2137506678856,0.0006514068546961809,0.7161105806080631,-0.9029279226843803,-17.70084004686868,87.67315756714943,0.01858916442084494,0.6890977428320565,0.011561218536203928,0.7931885354891682,0.02384426568493224,0.5375665715902631,0.07188619258974689,0.9737949885297551,0.0011583148312783328,0.006178237253034853
5,10.191698486190505,207.89231659523693,15.858647604884004,295.0003613353751,1.0436673431270873,0.19581221401377677,0.009536481622915885,-15.745234393736657,0.24936634128101245,1.1228807663007494,0.04084130591181024,0.08105725454139974,0.717079852564729,0.0026288509616136453,0.0126891764763977,-5.25181722193764,0.8792546153150727,1.6342986636831536,-0.7307993070259942,0.16615335597779984,0.08014341289724332,0.5319667003898739,0.3094781396251618,-2.5676446611790578,0.11629340022448029,0.14926956757568877,-1.4287129502826466,-3.4263767884228504,0.14104181158303278,0.320622779456873,-1.7776262431006453,-2.6205611863163276,0.6710607591580884,2.6199841547624723,1.44082143705044,26.421790895637546,0.32034257732061805,4.79269748698955,3.141151193734372,0.08215347481810298,0.09181917444415183,0.35975294647119094,-0.0761031595284275,0.010226157382167908,1.1289156756772056,0.06580503002611199,1.0100812564758301,10.501456509108767,750.8131507026651,0.0006438147228651263,0.8151840605327139,-0.41268750807534826,-17.858309094047428,86.61593045665336,0.02017560210372297,0.6162439701514374,0.01910988319517675,0.7313716591366417,0.02237409803166606,0.8384006545216489,0.061286882137938994,0.954424744963067,0.0023460685310608027,0.0006324632567223612
6,37.723684704742595,246.07036529102498,18.579116984638176,328.724124309604,0.7288730776759181,0.17941713816837995,0.010247590058617351,-15.883770287721473,0.3485476762917493,0.9534592318842771,0.046010517772057606,0.08013090579383414,0.5474846901570063,0.006728117054579694,0.007371445996905239,-5.869636082187987,0.9814465187930044,1.8149310010849757,-0.686477996751119,0.13602792108275927,0.05243677354963292,2.0446348191741515,0.44135562250500376,-3.066179846754403,0.12052772262565571,0.15518573806918495,-1.4147397478705217,-3.221241708403474,0.18703501420678456,0.29640440124560635,-1.7194845471547466,-2.5754707493538302,0.7750809413957904,2.064553851667825,1.375582258022648,19.30995064159314,0.2537635213130244,1.8710440148633123,6.370968094366676,-0.059276457052678186,0.0171763275796531,0.085701830309551,-0.07614311553642256,0.011619383628642444,2.488434728580883,0.06941127035464663,1.1434199274607675,11.724975834376197,760.740606026793,0.0006452604784560635,0.8014436598356903,-0.37486009948460236,-17.787897586915438,90.15109862583907,0.0066750827781628976,0.3953885893639287,0.036511269966333304,0.8268161459271168,0.005392989378729986,0.46168363565482784,0.10329548060487162,0.9858741215662872,0.0014118135786649797,5.239319069875006e-5
7,26.90657040313322,135.5545109768081,19.584208517401674,228.09162615422622,0.6461705944654039,0.17717508962186584,0.012050810227689775,-15.811445792376022,0.4788454591429967,0.8200410774143002,0.04732503599021014,0.0777125291886208,0.4930852466114855,0.0045552825187843895,0.01225475895632157,-5.279911028189447,0.4441797401065252,2.042048624394932,-0.7535964901743664,0.1784838431371239,0.049005508022489076,2.229447272021847,0.474797552296333,-2.810408260757639,0.1049569933154246,0.18084276907916502,-2.1449852567643535,-3.354154140851946,0.10207770862692792,0.49876695393726506,-1.0869551404522706,-2.466273206805801,0.7128364394394211,2.4425939923379048,1.3425926598326925,28.574891685325778,0.2700345941710184,5.650862093057908,0.079533044412551,0.0402919514919192,0.0806751424611183,0.19282884733481778,0.02216370602887403,0.005840155883497742,3.788185788903671,0.07030173357906419,1.3309034634594366,13.27565622191962,771.2508508901434,0.0006491775950254724,0.7679773450156072,-0.42454954962894687,-17.57524588730783,85.66059728689658,0.02056171961826901,0.7694236489915444,0.010289026533966109,0.6613253356204697,0.023068458660534356,0.024660781150222688,0.06643274709742836,0.980426603101665,0.0011523483866402856,0.002830728050483769
8,4.4864804304609125,18.31048544415008,18.76132824006936,109.08438989239225,0.9235286252481507,0.20085119575288204,0.01233740591872194,-14.988721610115427,0.32943296379189824,1.1288343653148032,0.04875119648447865,0.07367670815059774,0.47914209132799146,0.004854314129752772,0.009094773715520817,-5.294611762479127,0.7969177814438417,1.6585465084641307,-0.7104043336408292,0.1735053295204253,0.07775284620842587,0.6533689377827067,0.5595003887768089,-2.6238986836936924,0.12416047389253108,0.124698433806207,-2.3805869928373355,-3.5041395088426506,0.1152417405637449,0.3429713186799814,-1.8124681691997766,-2.583117582540929,0.8008346974575509,2.8700774547875954,1.4411681588900755,29.59251309332597,0.2647276133590811,9.395190322018095,3.813107612935508,0.08304745563616048,0.07755092152794363,0.3417639117964059,0.03615334677882993,0.009689805311771554,1.5062610104483103,0.07011261845060146,0.9823298188781354,13.125248071645828,761.0122207516483,0.0006458054351700629,0.7693312508994212,-0.4024438036479158,-17.787645955625425,77.46379844069904,0.005613613441240561,0.8729277728948411,0.02509715913224206,0.5471353868440172,0.026070817120538967,0.6587421078305968,0.06922218713060466,0.9816411407242616,0.0020372959503946408,0.001019180784436559
9,22.2677099494884,106.63128505093133,21.9857741335416,203.26645326831348,1.0993301431190374,0.23818086392823498,0.01231259066143168,-16.045897287583028,0.3702521000468189,1.1033670363284416,0.05334675779822831,0.06409412239872682,0.4421651745722903,0.00462272720068227,0.010790585854213114,-5.626732565448863,0.3906878664007904,2.134005862615595,-0.43564450438356633,0.17646161635007968,0.06985248842957555,0.5546876343818753,-0.8005933640161625,-3.034166568181041,0.1389928558344138,0.2654510802710733,0.3208854113459305,-3.343803168205002,0.09785553384883913,0.30640427075854537,-2.297449477121828,-2.6677120142759394,0.8674904000487379,2.5261522022985345,1.4049730311127662,40.05365064748707,0.21416961746727156,17.998043312547747,3.2156483587760505,0.15292762377849928,0.18414029127095716,0.4068576550279191,0.02282625787888905,0.004193527122586503,1.412560765232805,0.06784829099541799,1.2796718681455441,13.439855935098482,761.011160332043,0.0006455805073855881,0.7497947366853774,-0.5055812618212555,-17.65827412235118,91.05042673515442,0.013293108443188878,0.5998378672287825,0.028844193424833752,0.6827118187169452,0.005602748586885187,0.6640233933358257,0.07587317029252344,0.9052139979870367,0.0007165265646729815,0.0021937186238378038
10,28.80893717020516,240.88856791548926,18.97968427356173,333.56991458153465,1.1184008706753836,0.25651199345547626,0.009363064430744548,-15.76748173782136,0.3790130733716182,1.2622441001889346,0.044821264788362174,0.08830237842343362,0.5329500804075425,0.002022595742915274,0.015109162985714329,-5.4353247448443005,0.8971827633327076,1.7744880622336388,-0.5759381051453923,0.16417101412894014,0.07458544588280742,0.16042859028274759,-2.890745636648684,-2.715267665990009,0.14919596735800317,0.36794728184205394,0.3046825670240533,-3.413526119887368,0.11211023283853323,0.520315020128719,-0.6695292056303078,-2.576863230475751,0.6357448069047021,1.9737724761933295,1.541290753567602,38.36204605872795,0.36892475059205326,16.86666335847783,2.83274156391546,0.013311076742824883,0.07598685087974544,0.2722400191222847,0.016421139948671126,0.01179271589130371,3.374699193672977,0.06902372413446804,1.098050586243708,12.155608825435406,770.8552632695739,0.0006443273966648639,0.7954326785728524,-0.44930179676235205,-17.757814442176915,120.44748687610289,0.015013670914906102,0.7807661036702799,0.03137489523581166,0.9582545348936596,0.0210386580441954,0.5535107469974595,0.03904124418596212,0.9699341866621701,0.00199255654285313,0.00044826453809451944
