year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.7820123951140108,-1.274843526897047,-0.7922289389752039,-2.0698345815168167,-0.5137852620076354,-0.7681519642532018,-7.274189681942476,-6.374014935644013,-5.282826269802069,-8.154959563272302,-4.475406619366626,-7.27700420293,-4.492691751045579,-4.088971177282271,-3.6963800396336643,-5.2321461629956545,-2.9115178454087594,-4.130332357233222,-4.049266358881912,-3.629995700510576,-3.229564806568269,-4.846684311377429,-2.401225182584923,-3.6098928928375242,-15.676040192867232,-14.068466862143291,-12.634340744567503,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1901,-1.7671303943563597,-1.264217655817304,-0.7900807129636483,-2.034811773692128,-0.5192677450485933,-0.7626991406142858,-7.241504960371495,-6.339770586706338,-5.252355680956626,-8.182982579078583,-4.4446878459814405,-7.19201579961,-4.441080624087296,-4.04186137490261,-3.654849719832194,-5.15043292438244,-2.9445415757212907,-4.14182832891291,-4.02085331909326,-3.604524614360609,-3.206903478511206,-4.820652231090468,-2.443855032633882,-3.6964476108551025,-15.253939523024323,-13.659683589465445,-12.240132751013194,NaN,NaN,-13.717743189686836,-7.19201579961,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1902,-1.7497915198135547,-1.2534566395990865,-0.7867236396483313,-2.0131399650247004,-0.4950791293351652,-0.7572272434890415,-7.164870386541304,-6.272985513368415,-5.203709668977108,-8.110233818498735,-4.41222408022679,-7.10599819097,-4.38364554331538,-3.9930097263882796,-3.611939761519577,-5.1654841991466585,-2.9151857719586074,-4.110059530084785,-3.9965987900954496,-3.5827814569151033,-3.187558845111281,-4.726164766268521,-2.456547969074579,-3.7697138309478753,-14.955046696310607,-13.382583098129409,-11.981322966276291,NaN,NaN,-13.307361420412224,-7.10599819097,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1903,-1.73097955642596,-1.2420952730091854,-0.7808372758863064,-1.9969080166990154,-0.488117371083105,-0.7518496647536901,-7.084473354826607,-6.205520960815379,-5.152142192329121,-8.093548953666891,-4.364055639039892,-7.04884410771,-4.34249007369179,-3.959129235296713,-3.5831086016884903,-5.059592595552653,-2.7755217131620578,-4.069244558160955,-3.9769055268580242,-3.565127280937256,-3.1718521307978182,-4.776824808955228,-2.3884269058518566,-3.89201683998108,-14.795904432809909,-13.243805694345143,-11.861990088346165,NaN,NaN,-13.366047505500095,-7.04884410771,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1904,-1.7129262126883413,-1.2311398290030047,-0.7752629874319955,-1.9507133656536992,-0.47721568439105194,-0.7464302197158481,-7.016991802719056,-6.148871439477054,-5.10953598773883,-7.981938524817426,-4.287853159320326,-6.9647086707,-4.307856021654728,-3.934014670751921,-3.5652455067405566,-4.9432740094534084,-2.94433598148092,-3.986545354669745,-4.003470706815846,-3.5889418390531143,-3.1930396651974133,-4.807820861994878,-2.4280701116974885,-4.005975580215455,-14.73962681410922,-13.2100720738098,-11.848434621198,NaN,NaN,-13.401862591297018,-6.9647086707,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1905,-1.6935827066097486,-1.220144596774898,-0.771357544698606,-1.962412289681267,-0.5196975512011792,-0.740978254383817,-6.951196318448061,-6.093667806131647,-5.067515618244697,-7.841586845167691,-4.254425029569256,-6.86514507207,-4.27896088120845,-3.914874843958481,-3.555116194321248,-4.845683818838783,-3.0037048350876248,-3.965610296075995,-3.9879275689682254,-3.5750080746230357,-3.180642957614518,-4.7107959800281165,-2.4517111209057547,-4.084479761123657,-14.555197938411503,-13.050831037470715,-11.711129983682824,NaN,NaN,-13.311246733632538,-6.86514507207,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1906,-1.6753705886986145,-1.2105178904491423,-0.7693035553055151,-1.922469126459097,-0.5054233774720227,-0.7355258122146275,-6.873570029719135,-6.025914058868732,-5.0133641088702285,-7.7826617723457945,-4.141085221070982,-6.78516536626,-4.235806005290318,-3.879865445529502,-3.524535343028553,-4.789379752376268,-2.996809099152396,-3.9195184534246272,-3.957128190089087,-3.547397736601078,-3.156078362135624,-4.802058322015202,-2.2401895030819032,-4.1820330142974855,-14.585692969802455,-13.110950599177087,-11.79047170908584,NaN,NaN,-13.567440039263273,-6.78516536626,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1907,-1.654559982560785,-1.199255263309916,-0.7644790259212132,-1.8958095433024342,-0.5179439417856245,-0.7300945416152622,-6.795696101608783,-5.960300755836649,-4.960106141844268,-7.68051305962848,-4.197235477336335,-6.7199607459,-4.2177651836328245,-3.864523802467332,-3.5179830906946634,-4.8350789933415435,-2.933577639670097,-3.8829637354070488,-3.9239295226187494,-3.5176365380284853,-3.1296001711290025,-4.648004207234764,-2.403475075282835,-4.245766305923461,-14.479006806081879,-13.028320148483893,-11.719280405495109,NaN,NaN,-13.430518857797505,-6.7199607459,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1908,-1.6353583339001638,-1.187382711913237,-0.7591291094833373,-1.945547142443046,-0.491374204612418,-0.7246861591994909,-6.732195729151439,-5.906745608280363,-4.9188219733615455,-7.665228171490167,-4.105602314038653,-6.64097972783,-4.196862684769166,-3.8514758630458856,-3.5118025033489335,-4.728855454799548,-2.924300633716022,-3.8119527643377134,-3.9579325093277484,-3.548118774715001,-3.15671986132985,-4.704492157985988,-2.312144853125635,-4.304152536392211,-14.355465232845914,-12.908671586683546,-11.616513985865733,NaN,NaN,-13.478100215899776,-6.64097972783,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1909,-1.6183215252916214,-1.1765352937034521,-0.7570221380686905,-1.8697329530846758,-0.5033031896550353,-0.719240202015653,-6.661450557461001,-5.846438613612044,-4.870050768339104,-7.554402756246013,-4.058086998119451,-6.56629558477,-4.146880209883114,-3.8083068406313174,-3.474474140145695,-4.60435147732484,-2.9944348868515602,-3.7546384638006036,-3.971537063630486,-3.5603146811457984,-3.1675704169345194,-4.750670277935835,-2.39568963295697,-4.4123697757720945,-14.151160880877889,-12.717077065792122,-11.438092148633768,NaN,NaN,-13.127202387002756,-6.56629558477,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1910,-1.6009797477565173,-1.1671430383692414,-0.7523442052642891,-1.8293958340648842,-0.503926537064425,-0.713820756977811,-6.5954533671077735,-5.791197814390466,-4.825620431276255,-7.419869049621173,-3.9631231576633996,-6.4967437354,-4.0925926374050725,-3.7636649343262487,-3.4348823023238064,-4.41724737715509,-3.1021746989884997,-3.709659749811346,-3.9448979932598927,-3.536433883406044,-3.146323949914673,-4.662613370263812,-2.393643516454921,-4.497396707534791,-13.952862375776146,-12.54155155474853,-11.280033748312079,NaN,NaN,-12.932223767549981,-6.4967437354,"posterior_predictive_ladrillo.jl | tag L30 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L30.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
