form,mode,label,rmse_cm,par,tap2150,tap2300,tot2150,tot2300,onset_K,fires_on_ours,ours_tap2300
A,free,A current (saturating target),3.934001487282994,5.316|10.61|400,0.0,141.02437658420098,45.160576309819106,231.05656474588807,10.60657462740234,False,0.0
A,pinned,A current (saturating target),25.77126187472134,2.994|6.5|400,30.622685545401346,114.74733651489127,75.78326185522045,204.77952467657838,6.5,True,76.45336524567752
B,free,B unsaturating target,1.4151773044955074,1.353|9.099|400,1.2622365611898727,143.41053176707186,46.42281287100898,233.44271992875895,9.098945842966897,False,0.0
B,pinned,B unsaturating target,11.534250149206297,0.6633|6.5|400,13.59509691131447,133.2015248763219,58.75567322113358,223.233713038009,6.5,True,19.21420882580981
C,free,C rate ~ warming excess,0.8534919510717578,0.002631|8.785,2.4116703594418225,144.1911630292616,47.57224666926093,234.22335119094868,8.78501258243678,False,0.0
C,pinned,C rate ~ warming excess,9.288142970732038,0.001405|6.5,12.461431556173636,136.35612238918975,57.62200786599274,226.38831055087684,6.5,True,18.87241004198593
D,free,D power law in time (T-blind),3.719218814856932,1.458|6.5|2.126,7.658349003755301,145.83492322780847,52.81892531357441,235.86711138949556,6.5,True,145.83492322780847
D,pinned,D power law in time (T-blind),3.719218814856932,1.458|6.5|2.126,7.658349003755301,145.83492322780847,52.81892531357441,235.86711138949556,6.5,True,145.83492322780847
