ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio
ssp534over_nomarker,glaciers,2100,fixed,2000,8.979891597198439,9.011272297418278,6.95644974169922,11.126896908673189,4.170447166973968,1.0,1.0
ssp534over_nomarker,glaciers,2100,joint,2000,8.760692755107218,9.029007392701251,6.245387664057944,12.720031486047105,6.4746438219891616,1.5525058975119672,0.9755900347216211
ssp534over_nomarker,glaciers,2150,fixed,2000,10.616020325040354,10.645963053228323,8.262966520642886,13.04631222677347,4.783345706130584,1.0,1.0
ssp534over_nomarker,glaciers,2150,joint,2000,10.329773053436579,10.656276374633151,7.252787623245182,15.391355111606256,8.138567488361073,1.701438279472517,0.9730362920530027
ssp534over_nomarker,glaciers,2300,fixed,2000,12.598788766022388,12.609767002649878,9.780031984221381,15.542371850594067,5.762339866372686,1.0,1.0
ssp534over_nomarker,glaciers,2300,joint,2000,12.12677161800236,12.588935615298993,8.203242627467144,18.498802333461676,10.295559705994531,1.786697755555235,0.9625347200603118
ssp534over_nomarker,gis,2100,fixed,2000,7.623302880702225,7.639581147452447,6.7448277246189985,8.56958253708723,1.8247548124682318,1.0,1.0
ssp534over_nomarker,gis,2100,joint,2000,7.3681947135091725,7.676632954128496,5.5914383627209245,10.816029430290293,5.224591067569368,2.863174291620248,0.9665357429469531
ssp534over_nomarker,gis,2150,fixed,2000,8.760992551577452,8.793235928934948,7.53536913758948,10.198426408803861,2.663057271214382,1.0,1.0
ssp534over_nomarker,gis,2150,joint,2000,8.415355225568621,8.862177819148807,5.960083005094307,13.202684215116745,7.242601210022438,2.719656572282329,0.960548154335938
ssp534over_nomarker,gis,2300,fixed,2000,10.176192165084814,10.292425504164704,8.286153924900987,12.726280558340514,4.440126633439528,1.0,1.0
ssp534over_nomarker,gis,2300,joint,2000,9.654707765265492,10.325522795432306,5.843757519375594,16.82852482681955,10.984767307443956,2.4739761304813612,0.948754466173647
ssp534over_nomarker,ais,2100,fixed,2000,5.346592156765621,12.339325225672045,4.035164407335307,57.95874361166733,53.92357920433202,1.0,1.0
ssp534over_nomarker,ais,2100,joint,2000,5.235828134011664,16.1919824869263,3.781898643914663,67.62625907509275,63.84436043117808,1.1839785372787173,0.9792832481875776
ssp534over_nomarker,ais,2150,fixed,2000,8.0545339873729,16.21985952637406,6.0779168837443995,67.31972385979627,61.24180697605187,1.0,1.0
ssp534over_nomarker,ais,2150,joint,2000,7.7987553338840625,24.692024166535138,5.53831919608059,114.20630755961146,108.66798836353087,1.7744085899690163,0.9682441400222755
ssp534over_nomarker,ais,2300,fixed,2000,15.057435601396477,23.324269415809518,11.609481645167497,71.76030664317683,60.150824998009334,1.0,1.0
ssp534over_nomarker,ais,2300,joint,2000,14.290631821537453,44.060469615821816,10.063972448207819,238.73582898554972,228.6718565373419,3.8016412334312903,0.9490747428607359
ssp534over_nomarker,te,2100,fixed,2000,17.719742470861142,17.643254544695015,16.008734693711727,19.06049376611738,3.051759072405652,1.0,1.0
ssp534over_nomarker,te,2100,joint,2000,17.379066710427402,17.645706931526757,11.522333417576576,24.65322129137432,13.130887873797743,4.302727562122681,0.9807742262059419
ssp534over_nomarker,te,2150,fixed,2000,20.6599374082911,20.57075802153192,18.665026159488487,22.223156393309058,3.5581302338205703,1.0,1.0
ssp534over_nomarker,te,2150,joint,2000,20.104073491367444,20.575022612193965,12.270012281836035,30.365314802349715,18.09530252051368,5.085621191859441,0.9730945982101291
ssp534over_nomarker,te,2300,fixed,2000,24.549690068739192,24.44372042022615,22.179186620210277,26.407224330985265,4.228037710774988,1.0,1.0
ssp534over_nomarker,te,2300,joint,2000,23.717423876851186,24.43090507603376,11.84913627479746,40.00825911554051,28.159122840743052,6.660092640370883,0.9660987088000843
ssp534over_nomarker,lws,2100,fixed,2000,2.596380650083528,2.5963806500835225,2.596380650083528,2.596380650083528,0.0,NaN,1.0
ssp534over_nomarker,lws,2100,joint,2000,2.596380650083528,2.5963806500835225,2.596380650083528,2.596380650083528,0.0,NaN,1.0
ssp534over_nomarker,lws,2150,fixed,2000,4.2307986469202445,4.230798646920235,4.2307986469202445,4.2307986469202445,0.0,NaN,1.0
ssp534over_nomarker,lws,2150,joint,2000,4.2307986469202445,4.230798646920235,4.2307986469202445,4.2307986469202445,0.0,NaN,1.0
ssp534over_nomarker,lws,2300,fixed,2000,8.483616077316128,8.483616077316125,8.483616077316128,8.483616077316128,0.0,NaN,1.0
ssp534over_nomarker,lws,2300,joint,2000,8.483616077316128,8.483616077316125,8.483616077316128,8.483616077316128,0.0,NaN,1.0
ssp534over_nomarker,total,2100,fixed,2000,42.558385665236656,49.22981386532132,39.193172219349364,95.11668907055804,55.923516851208674,1.0,1.0
ssp534over_nomarker,total,2100,joint,2000,42.478928924257914,53.13971041536634,32.380564337611965,113.5430429838206,81.16247864620863,1.4513121351461369,0.9981329944795428
ssp534over_nomarker,total,2150,fixed,2000,52.589194065388966,60.460615176989485,48.49391012246151,110.98603456116436,62.49212443870285,1.0,1.0
ssp534over_nomarker,total,2150,joint,2000,52.53169489691475,69.01629961943131,38.71545972440442,169.688334085662,130.9728743612576,2.095830083192739,0.998906635298447
ssp534over_nomarker,total,2300,fixed,2000,71.19384488472589,79.15379842016637,65.44119060490061,127.53084907545845,62.089658470557836,1.0,1.0
ssp534over_nomarker,total,2300,joint,2000,70.09720036464563,99.889449179903,49.53309248485422,314.65590688722494,265.12281440237075,4.269999560846172,0.9845963577068227
