ais_ocean_temp0,n_members,median_ais_1900,median_dAIS_9217,hist_pass_frac,modern_pass_frac,joint_pass_frac
0.72,2000,-3.9401811240291407,0.9015075111063975,0.008,0.8075,0.0075
1.0,2000,-2.1206002311472183,0.4406802618004746,0.1435,0.5015,0.0205
1.25,2000,-0.9901269189072248,0.1499932227291889,0.164,0.3605,0.0145
1.5,2000,-0.17191929819145857,-0.0807438888405676,0.1425,0.285,0.009
1.75,2000,0.547669536794243,-0.2721365580165447,0.1285,0.243,0.0095
2.0,2000,1.102559220109478,-0.42256619647710325,0.125,0.2115,0.009
2.5,2000,1.9609262240861458,-0.6491486004753799,0.1165,0.1735,0.0045
