year,ssp,component,gmst,med,p05,p17,p83,p95,n_finite
1990,SSP1-2.6,glaciers,0.5557397132233756,-0.7164018888025865,-0.8767215693159343,-0.7994815100968791,-0.6666291821796777,-0.6313538049035966,2000
1991,SSP1-2.6,glaciers,0.5885637306361448,-0.6828063999836569,-0.8307879728201063,-0.7588249946587041,-0.6362521440881762,-0.6032612996148283,2000
1992,SSP1-2.6,glaciers,0.5090689778394178,-0.6450100169661215,-0.7778389322408761,-0.713568148975243,-0.6025094393772994,-0.5732130965806023,2000
1993,SSP1-2.6,glaciers,0.3084522979487564,-0.6255954362681042,-0.7473264036192329,-0.6880795193606086,-0.5860363597840399,-0.5581063056834337,2000
1994,SSP1-2.6,glaciers,0.332676813580452,-0.5846978161526426,-0.6967939359662226,-0.6424378213153414,-0.5478828459824735,-0.5225560894014304,2000
1995,SSP1-2.6,glaciers,0.4547856293863089,-0.5481660487077797,-0.6502401699345464,-0.6007879699547647,-0.5140374986767478,-0.4913829124821292,2000
1996,SSP1-2.6,glaciers,0.5463394857269461,-0.5000195931929339,-0.5921436556455688,-0.548571116629263,-0.4690299751824281,-0.4485481859680694,2000
1997,SSP1-2.6,glaciers,0.600043540445978,-0.4591311906090616,-0.5387420990885291,-0.5005558918504589,-0.4313587540424628,-0.4145585888265218,2000
1998,SSP1-2.6,glaciers,0.6466075693928761,-0.41133257261993306,-0.4806552568083246,-0.44746368113064233,-0.38700204290699763,-0.37244232993666015,2000
1999,SSP1-2.6,glaciers,0.686007840655961,-0.333771414126939,-0.3918997917374408,-0.3641609178783584,-0.3141054429651699,-0.3021135159183939,2000
2000,SSP1-2.6,glaciers,0.7295563669080296,-0.28955233902127864,-0.33847635340485355,-0.31597881293780894,-0.2728549146939723,-0.2626920843251691,2000
2001,SSP1-2.6,glaciers,0.7655239205849365,-0.23938868750228015,-0.27969861080697245,-0.26061834444318244,-0.22528885991375053,-0.21668930251578145,2000
2002,SSP1-2.6,glaciers,0.7999498588212678,-0.17868943050653252,-0.20716133331068956,-0.19406074392330447,-0.16844459923208188,-0.16212181876812665,2000
2003,SSP1-2.6,glaciers,0.8301407393993533,-0.11489410571297398,-0.1304013684021371,-0.12332208741451489,-0.10853553019873013,-0.10451616772420164,2000
2004,SSP1-2.6,glaciers,0.8359312010698448,-0.05098214095769249,-0.05798250531748461,-0.05480481828845701,-0.04726797371931883,-0.044919952578113695,2000
2005,SSP1-2.6,glaciers,0.843916603443868,0.002165787600055591,-0.007890713467999078,-0.0032842088201352924,0.007075159721259938,0.010800165885793508,2000
2006,SSP1-2.6,glaciers,0.8516506513236204,0.07580844331039494,0.06259401729924688,0.06835894267220383,0.08501917175556538,0.09339853605085006,2000
2007,SSP1-2.6,glaciers,0.8597675192449368,0.1585176032312936,0.14123155588470848,0.14808984769102956,0.1727911993067712,0.18494363829451613,2000
2008,SSP1-2.6,glaciers,0.8671015531069908,0.22293770356180698,0.20048139852619284,0.2089811055560183,0.2427360264010162,0.2607137277548096,2000
2009,SSP1-2.6,glaciers,0.8915919796329949,0.26978539497099563,0.2433698776421419,0.2533996715422345,0.2942885416377697,0.31735455698591997,2000
2010,SSP1-2.6,glaciers,0.91224213325433,0.33133585787041486,0.2987031223695382,0.31111147693720453,0.3618593086834969,0.3903430673978073,2000
2011,SSP1-2.6,glaciers,0.9463726707864436,0.42704424729158363,0.3880677433140822,0.4029297329763517,0.46421069715248026,0.49729810908427563,2000
2012,SSP1-2.6,glaciers,0.9634454159642772,0.4909190474784406,0.44614670633064113,0.4632490673100911,0.533937668489465,0.5724916363126522,2000
2013,SSP1-2.6,glaciers,1.0010392042679888,0.5457749549714057,0.4949011234825675,0.513478110932867,0.5935351648606206,0.635531515579601,2000
