arm,component,window,rmse_cm,provenance
L24,ais,1900-1919,0.0077961383358972,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,ais,1920-1949,0.0096251237178596,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,ais,1950-1992,0.0078914880766787,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,ais,1993-2026,0.0551909504631123,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,ais,1900-2026,0.0291672910410797,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gsic,1900-1919,1.4393672498591463,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gsic,1920-1949,0.6039220016195025,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gsic,1950-1992,0.1357613527011018,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gsic,1993-2026,0.0873043008060448,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gsic,1900-2026,0.6562726961962366,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gis,1900-1919,0.064419128294852,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gis,1920-1949,0.0798978043235942,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gis,1950-1992,0.0502122926996166,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gis,1993-2026,0.0459389646858811,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,gis,1900-2026,0.0599314338474485,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,steric,1900-1919,0.630746117945579,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,steric,1920-1949,0.5652453661806406,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,steric,1950-1992,0.2086335627036913,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,steric,1993-2026,0.4145570664134931,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,steric,1900-2026,0.4461909778582661,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,total,1900-1919,1.4637688566392262,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,total,1920-1949,1.0217991953926264,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,total,1950-1992,0.50498930214932,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,total,1993-2026,0.351997867322345,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L24,total,1900-2026,0.8442989211739553,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L26a,ais,1900-1919,0.0258558142772301,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L26a,ais,1920-1949,0.0444438581023489,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
L26a,ais,1950-1992,0.0376022339676173,"hind_rmse_all.jl 2026-09-19 | posterior-mean path (400 draws) vs the bare Table-4 targets (ic_hindcast_obs_sigma.csv), cm rel 1995-2005, ssp245harm | L24 = shipped subsample; L26a/b/c = single-chain 500k seed 2026, 2nd half thinned 1:125 (2000 draws) | arms: README_L26_arms_20260919.md"
