ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvH,glaciers,2100,fixed,2000,11.290778397376332,11.318074768477484,9.72406474712011,13.011045560774832,3.286980813654722,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,ais,2300,joint,2000,233.52911137713107,246.79353059033951,130.13605652657222,404.1180262723361,273.9819697457639,1.2048036560519906,0.9782883559766455,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2100,fixed,2000,23.208510224242985,23.22608381791754,20.609277670834707,25.78838866776783,5.179110996933122,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2100,joint,2000,23.038082386473953,23.233413861404603,15.814211246368977,31.19494497224787,15.380733725878894,2.969763292384889,0.99265666619174,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2150,fixed,2000,40.67199561196813,40.70279263934783,36.11694343562127,45.193130476749246,9.076187041127973,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2150,joint,2000,40.017465419389936,40.72096431631374,26.893551233108514,56.04798153883283,29.154430305724315,3.2121892347098493,0.9839071040717365,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2300,fixed,2000,89.76959744604244,89.83757140967055,79.71586897602725,99.74846498632212,20.032596010294867,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2300,joint,2000,86.9241899164112,89.88507726647225,52.46761263381265,132.19748436374047,79.72987172992782,3.980006969089487,0.9683032161156618,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2100,fixed,2000,70.34154853914832,72.22034244508909,49.74920423238076,104.74614193442325,54.99693770204249,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2100,joint,2000,67.62188553399432,71.85104132357044,43.28511811479086,115.25246708848567,71.96734897369481,1.3085701128232468,0.9613363216813405,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2150,fixed,2000,151.71644048301522,154.23406267400446,109.5753288393768,208.3871372431955,98.8118084038187,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2150,joint,2000,148.09554494209345,151.35503191711788,79.8905256187159,225.78608828966688,145.895562670951,1.4764992669166925,0.9761337958536727,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2300,fixed,2000,424.0759834861219,433.4892075858981,333.12057423497856,566.0916437545332,232.9710695195546,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2300,joint,2000,413.9529670522227,428.04786191894476,264.4975171223272,640.3007157800288,375.80319865770156,1.613089554135211,0.976129239032395,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
