ssp,year,component,med_L10,med_L11,delta,p17_L11,p83_L11
SSP1-2.6,2100,glaciers,9.013391134432728,7.825909359630007,-1.1874817748027215,6.828227868579067,9.026304472821796
SSP1-2.6,2100,gis,6.179526232845555,6.334211283605583,0.15468505076002792,5.819639248614117,6.809472581198214
SSP1-2.6,2100,ais,4.767052378533004,4.688000298844051,-0.07905207968895311,4.193076658521476,5.162382208839295
SSP1-2.6,2100,te,12.864581486100509,13.73843965425263,0.8738581681521218,13.089542546826204,14.294496846055075
SSP1-2.6,2100,total,35.41402516965024,35.135046699128786,-0.2789784705214515,33.78945770367926,36.647521275105014
SSP1-2.6,2150,glaciers,11.086365364791488,9.65914711928841,-1.427218245503079,8.452722059085406,11.067361529826576
SSP1-2.6,2150,gis,7.150996507474817,7.410488965894878,0.25949245842006086,6.62068587747833,8.23900623788106
SSP1-2.6,2150,ais,7.354556229302972,7.226768763895975,-0.12778746540699704,6.430341731415588,7.986327370783766
SSP1-2.6,2150,te,16.099438763738622,17.19303252592654,1.0935937621879184,16.380967302019645,17.888912816959134
SSP1-2.6,2150,total,45.9463968204702,45.68565419319895,-0.26074262727124875,43.89690357470097,47.714647775236806
SSP1-2.6,2300,glaciers,14.027559953985298,12.269987710950842,-1.7575722430344562,10.78182712182842,14.066321627275457
SSP1-2.6,2300,gis,7.788135261393842,8.310475153864592,0.5223398924707503,7.080835839927635,9.869713833279896
SSP1-2.6,2300,ais,14.632221456437287,14.371363674878726,-0.26085778155856154,12.78241226752078,15.890739091534742
SSP1-2.6,2300,te,21.310786323956528,22.758373617725432,1.4475872937689047,21.683444937181974,23.679508596831035
SSP1-2.6,2300,total,66.38350269076633,66.27689335977016,-0.10660933099617864,63.62682380250034,69.27015365574917
SSP2-4.5,2100,glaciers,11.031861680856624,9.857496987331636,-1.1743646935249874,8.667966040398642,11.271490565812668
SSP2-4.5,2100,gis,8.165429317476807,8.34770607654361,0.18227675906680219,7.644078694011742,9.023590763797529
SSP2-4.5,2100,ais,5.950730861145293,5.895336860927523,-0.05539400021776952,4.9985745422264785,19.49710124343386
SSP2-4.5,2100,te,16.854646706773828,17.999539815962482,1.1448931091886543,17.14938145624154,18.728063128338967
SSP2-4.5,2100,total,45.008406517410435,45.28081531753938,0.2724088001289431,42.89428261795901,58.032765122615174
SSP2-4.5,2150,glaciers,15.126148547670397,13.793046921497698,-1.3331016261726987,12.210830365795273,15.645122291442014
SSP2-4.5,2150,gis,11.469524093641756,11.916716727348447,0.4471926337066918,10.584734022151308,13.15761594775648
SSP2-4.5,2150,ais,12.413013424557588,12.15715911451231,-0.2558543100452777,9.125200016201422,70.81095382896562
SSP2-4.5,2150,te,24.93921255571443,26.633269577518018,1.6940570218035873,25.375320929411565,27.711239235099033
SSP2-4.5,2150,total,70.08742859232632,70.95662010740122,0.8691915150749026,64.89134216635973,126.8083139423682
SSP2-4.5,2300,glaciers,19.979980760287603,18.956163417477804,-1.0238173428097994,16.732052258092384,21.316605028004936
SSP2-4.5,2300,gis,14.565897579260572,15.606724521400338,1.0408269421397662,13.161136722494032,18.341224918879476
SSP2-4.5,2300,ais,135.84267727312073,132.9064887221395,-2.936188550981228,22.9799479650101,237.01546885152692
SSP2-4.5,2300,te,39.30717759125031,41.977213786538286,2.6700361952879774,39.994536474601105,43.67622271369896
SSP2-4.5,2300,total,218.7206489905832,218.333834268611,-0.38681472197217204,107.79724251310392,321.50061866375523
SSP5-8.5,2100,glaciers,15.15572753110844,14.111159949907323,-1.0445675812011164,12.52252366618571,15.984124427706185
SSP5-8.5,2100,gis,13.573988412241311,13.78601971725981,0.21203130501849898,12.346990586086193,15.354675421088729
SSP5-8.5,2100,ais,37.72058588698311,37.1824378184228,-0.5381480685603108,24.886887643191905,53.43183220022665
SSP5-8.5,2100,te,25.28372413371349,27.001182947233556,1.7174588135200644,25.725856931143532,28.09404373367196
SSP5-8.5,2100,total,94.2462939929556,95.07644093657812,0.8301469436225233,82.16102738716094,110.90071280977769
SSP5-8.5,2150,glaciers,22.27182741795155,21.781860484023262,-0.4899669339282866,19.363941359900565,24.357845156131845
SSP5-8.5,2150,gis,26.09113108335842,27.1059773948475,1.0148463114890802,23.63055368604048,30.606798533374715
SSP5-8.5,2150,ais,97.20467312345316,96.65888527998077,-0.5457878434723966,71.32271417381546,125.44152710908416
SSP5-8.5,2150,te,46.69085770130049,49.86244843080796,3.1715907295074715,47.50733392215744,51.88060869853875
SSP5-8.5,2150,total,196.2087513203594,199.00773345262803,2.798982132268634,174.30485728156904,228.34991196197944
SSP5-8.5,2300,glaciers,26.890359703329757,27.57617096686971,0.6858112635399536,24.52870364941028,30.68753600649487
SSP5-8.5,2300,gis,39.09962014294884,41.974078491525454,2.874458348576617,34.93890698924551,50.28853080200516
SSP5-8.5,2300,ais,288.45015523201346,288.58406272163563,0.13390748962217458,218.31180845548496,360.9710554937659
SSP5-8.5,2300,te,93.68020654850824,100.04366374880978,6.363457200301539,95.31837866136912,104.09288623126044
SSP5-8.5,2300,total,458.8018566297901,467.07969582772137,8.277839197931257,398.3298540303953,538.2094216684916
