ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp245,glaciers,2100,fixed,2000,9.82190298568629,9.851003634323598,7.6523197492065,12.146502794880968,4.494183045674468,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2100,joint,2000,9.765165480261304,9.97302007180863,7.142937417258904,13.726566089128385,6.583628671869481,1.4649222350224584,0.9942233693910772,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,fixed,2000,13.784361483943847,13.801021478761497,10.889932755350905,16.722821708573594,5.832888953222689,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,joint,2000,13.31269715524756,13.640693802061927,9.665843167231818,18.772608004223866,9.106764836992047,1.5612786236845007,0.9657826494723252,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,fixed,2000,18.942895915628547,19.028540487724644,15.029303460066487,23.019479401801522,7.9901759417350355,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,joint,2000,18.024087287540247,18.356764327168936,12.855813607530491,24.826158891493012,11.970345283962521,1.4981328785812953,0.9514958730607683,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,fixed,2000,8.472526902499293,8.486635439670497,7.448917602655351,9.536418017851192,2.0875004151958407,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,joint,2000,8.38346883838486,8.695021675976689,6.605455844813951,12.035053199404064,5.429597354590113,2.6010042034318497,0.9894886065114574,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,fixed,2000,12.46908976136943,12.506554244707448,10.651749406666339,14.483590964300843,3.8318415576345046,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,joint,2000,11.919847087293295,12.662461006986872,8.865881908701573,19.329381516836275,10.463499608134702,2.7306712583894237,0.9559516625040468,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2300,fixed,2000,18.64416427639965,18.870904753265137,15.045025415537433,23.37883198464885,8.333806569111418,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
