source,module,marker,marker_label,family,component,year,n_draws,med,p05,p17,p83,p95,band_basis
Ladrillo,L21,vvVL,Very Low,SSP1,lws,2300,8000,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvVL,Very Low,SSP1,total,2100,8000,34.68630919919554,26.37552747517935,29.504741797760342,42.097585853798684,50.110944278753514,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvVL,Very Low,SSP1,total,2150,8000,43.87225337517849,32.32361284548966,36.58567407389672,54.42034111183254,65.87611661575417,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvVL,Very Low,SSP1,total,2300,8000,57.117763375916596,40.46799124656833,46.516338742464924,72.56225483951695,90.97567291827824,"joint (Ladrillo posterior x FaIR forcing, tapped)"
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,glaciers,2100,1000,11.229242257826128,8.634056428146582,9.56253843646266,13.153607898243296,14.96314600719024,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,glaciers,2150,1000,15.781657794569636,11.907535804426798,13.346671499322456,18.82444473294739,21.574515412992543,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,glaciers,2300,1000,24.22239581059072,17.79900903545024,19.975241088743303,28.95729180013164,33.55387064852177,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,gis,2100,1000,6.28726274941606,4.732840227170656,5.283605226419473,7.717077259068336,9.63936013853191,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,gis,2150,1000,9.348672775673382,7.047124116364204,7.8878011665564625,11.624709406248144,14.740668139932383,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,gis,2300,1000,17.126436307121693,13.074497934834474,14.64264383440565,21.23745789054301,26.65118836110819,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,ais,2100,1000,4.303826009757147,1.5249019216866084,2.561770079273956,7.500196857794587,58.870542954739165,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,ais,2150,1000,6.566443644819303,2.243874149369284,3.93521186717216,11.626278225294564,98.2853185168062,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,ais,2300,1000,12.484606914373966,5.381459575045695,8.222538243896947,21.90814652146157,158.90159620167614,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,te,2100,1000,13.43124226379814,7.896052076928704,9.869531204073438,17.831572802439755,21.793469303409584,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,te,2150,1000,16.128647322507426,8.669596009937745,11.330304546027966,21.714849882551814,26.78493374065015,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,te,2300,1000,17.44993744657419,7.378177785839521,11.14823483914261,24.995321991985517,32.20625190692287,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,lws,2100,1000,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,lws,2150,1000,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,lws,2300,1000,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,total,2100,1000,37.82120687714239,29.27764696953227,32.480998933708,48.57500133330938,99.67549781957332,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,total,2150,1000,52.03943089096657,39.990779388135614,44.45470639750659,67.6960112161847,154.85180323657323,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvVL,Very Low,SSP1,total,2300,1000,80.74274790469305,62.49105181199744,68.63581267449693,105.52481096711152,244.51100186660756,joint (BRICK 2.0 posterior x FaIR forcing)
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,glaciers,2100,8000,7.87580217562415,5.564117821212089,6.469668578620615,9.727787816594377,11.31877166656411,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,glaciers,2150,8000,9.184633719494943,6.381722205530703,7.438319262975123,11.487684546404779,13.460364244125195,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,glaciers,2300,8000,9.539450998909528,6.573149112377208,7.684944741796461,11.993093027848404,14.143352455354432,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,gis,2100,8000,6.482829415079751,5.038580885515441,5.5327536336930185,7.861235928202545,9.18446498485768,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,gis,2150,8000,7.261379792510718,5.137390733767052,5.849159073863462,9.156253544421935,11.056321956227059,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,gis,2300,8000,4.413977402493687,2.2243599375342478,3.0667418036523415,6.2834024663304024,8.071320152878565,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,ais,2100,8000,4.30543004865664,3.346301505566512,3.6794172830945953,5.290028063530274,6.818381408446407,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,ais,2150,8000,6.32411771743236,4.92069413100697,5.378234500471656,7.962837788379779,10.796229936679522,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,ais,2300,8000,8.437339450474802,6.191947974653505,6.868718075301766,11.263902348734959,16.071379682877716,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,te,2100,8000,15.510131527109875,10.028076638848587,12.524700013228513,18.743536635323032,21.83634903897691,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,te,2150,8000,17.3636387320292,10.536406224279514,13.393278218520527,21.63901132217712,25.65685614049221,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,te,2300,8000,8.061384610572823,0.7315421960459721,3.513242637654238,12.535760520227305,16.176996501572503,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,lws,2100,8000,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,lws,2150,8000,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,lws,2300,8000,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,total,2100,8000,36.73126582334473,29.060656413275677,32.13575775977566,43.42368082179892,51.70761757756984,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,total,2150,8000,44.40988354869822,34.03455480172582,38.105799172451576,53.442004444375364,64.49043044522485,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvLN,Low-to-Neg,SSP2,total,2300,8000,39.02009484651218,28.681662154008933,32.399130466763765,48.53448645693039,60.75090404453733,"joint (Ladrillo posterior x FaIR forcing, tapped)"
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,glaciers,2100,1000,11.697352900136508,9.18683127576041,10.113682870107295,13.546974603353297,15.189375670243377,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,glaciers,2150,1000,16.15198744821832,12.446720838931045,13.745919067879438,19.011748735618426,21.4938544257182,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,glaciers,2300,1000,20.780262696523778,15.069521727478556,17.08780989176835,25.252153520037467,28.68822975002634,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,gis,2100,1000,6.408466127442882,4.74721474619471,5.362866374568765,7.974702051631196,9.787081551019265,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,gis,2150,1000,9.496665707632399,7.092848074135975,7.958050345419516,11.793028464261022,14.694070662617557,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,gis,2300,1000,15.741368526743704,12.638233937306977,13.78559557622155,18.657850459083345,22.02750619346119,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,ais,2100,1000,4.43010541047769,1.3805944193325344,2.522098723651623,23.99849606613657,63.129576045127216,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,ais,2150,1000,6.754705288060966,2.2649088599134872,3.9751875487062285,27.57624152117158,91.69683221136539,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,ais,2300,1000,12.06214622648823,7.361318681899086,9.325530400696923,32.88600939201515,92.98437789720522,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,te,2100,1000,14.357868721658196,8.43556601437073,10.71584258619831,18.557082844986976,22.635380860693342,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,te,2150,1000,16.06526739800681,8.903670104874747,11.565808877339007,21.3615621878073,25.928269184682552,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,te,2300,1000,7.391425832905087,0.7254277238092691,3.0745225439817707,11.893379914038654,15.895317994459619,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,lws,2100,1000,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,lws,2150,1000,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,lws,2300,1000,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,total,2100,1000,39.5205131594922,30.53825262871459,34.23102274986245,63.88615366885231,102.77658677090407,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,total,2150,1000,52.77673611491093,40.99002185634989,45.33045552320955,80.9511261624248,146.4801452669627,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvLN,Low-to-Neg,SSP2,total,2300,1000,65.23925675978822,53.05129808090668,57.32634464044401,93.32939383813134,159.91739306201472,joint (BRICK 2.0 posterior x FaIR forcing)
Ladrillo,L21,vvL,Low,SSP2,glaciers,2100,8000,7.838615927231558,5.537079879851273,6.436402400384874,9.728033336047154,11.347984287467927,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,glaciers,2150,8000,9.598918253455542,6.6514931984246575,7.77040753661387,12.096735868360454,14.228957358341015,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,glaciers,2300,8000,11.101327079089256,7.488318411819356,8.817702391384262,14.140055622210358,16.806301925968135,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,gis,2100,8000,6.476179041141316,5.021849293360623,5.517967302645474,7.89010657816008,9.24483282129586,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,gis,2150,8000,7.85568220178519,5.603992469114734,6.374594855491635,9.989603108915414,12.091755549048841,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,gis,2300,8000,8.114192071731718,4.721904783789742,5.92609103671539,11.076705268824622,14.10717316600374,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,ais,2100,8000,4.285097989894339,3.338949390527625,3.669585584240705,5.280678054112138,7.084770273697313,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,ais,2150,8000,6.552023606278075,5.013178815940131,5.509760051592197,8.354103680431866,12.212500619676607,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,ais,2300,8000,11.957625635961914,8.892007962307169,9.991540002195114,15.593026158539097,23.436518839956886,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,te,2100,8000,15.67202572425424,10.165018541025301,12.663603822751133,18.941104905195864,21.983283532337737,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,te,2150,8000,19.24023319058906,11.786768800320901,14.976910246387368,23.981806000442848,28.171095059827262,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,te,2300,8000,19.88956555944152,9.449487667340367,13.728171037465858,26.683994753417895,32.672696167198225,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,lws,2100,8000,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,lws,2150,8000,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,lws,2300,8000,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,total,2100,8000,36.855418807377106,29.12630859118037,32.17363547376993,43.66582681589221,52.516663590446264,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,total,2150,8000,47.61829184355854,36.31801865205075,40.66421491363285,57.569621369885574,72.02863158059279,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvL,Low,SSP2,total,2300,8000,59.81922735102606,43.81468706673888,49.880256609685134,74.17675399085795,95.43245616049451,"joint (Ladrillo posterior x FaIR forcing, tapped)"
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,glaciers,2100,1000,11.642122459176658,9.1721104481783,10.066065929064353,13.474697321533888,15.128539962457811,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,glaciers,2150,1000,16.62470608965486,12.921768708379402,14.187517365468816,19.497617029665214,22.111579089713018,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,glaciers,2300,1000,25.025953855762715,18.751608250623306,20.731478692375543,29.75761469217539,33.6321665331209,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,gis,2100,1000,6.412589412932785,4.749846578714753,5.360727504997327,7.967707383936889,9.8520032858771,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,gis,2150,1000,9.704504973906234,7.118101430369882,8.030993167473166,12.039494575073624,15.338351965514008,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,gis,2300,1000,17.562719534844405,13.275318870050853,14.851876816380855,21.809550564957174,26.87894851213305,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,ais,2100,1000,4.41798408043902,1.4143299892078736,2.538096916828011,24.067001372343093,60.675038610236996,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,ais,2150,1000,6.763393380682983,2.0719759332836576,3.8257128546319836,42.2302996669047,111.39975236645658,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,ais,2300,1000,12.945342101214056,5.260131781666497,8.310150355396566,46.53706986354547,175.54980480252974,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,te,2100,1000,14.529256781158598,8.602361242877675,10.906630160895752,18.894885906183582,22.81404152896411,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,te,2150,1000,17.974709761958827,10.064752227822117,12.932020205277947,23.477361271802234,28.51520968367484,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,te,2300,1000,18.500381458805244,8.346374079455995,12.000843659612332,26.067304696315883,32.74975961367882,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,lws,2100,1000,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,lws,2150,1000,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,lws,2300,1000,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,total,2100,1000,39.66762605499068,30.80209918325972,34.2537483274961,63.21861087929408,103.40566990533753,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,total,2150,1000,55.28265569164413,42.830348359085384,47.40559779857488,93.74638543855606,166.4621776790191,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvL,Low,SSP2,total,2300,1000,83.93138240219014,64.99554543428638,71.31079813149131,124.41120900064834,260.7928137277694,joint (BRICK 2.0 posterior x FaIR forcing)
Ladrillo,L21,vvML,Medium-to-Low,SSP2,glaciers,2100,8000,9.199448332935946,6.545533641829822,7.595564065679778,11.280151239764994,13.087782522488162,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,glaciers,2150,8000,11.56995124001628,8.140126090312368,9.458974035389026,14.341170117274109,16.73065799932945,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,glaciers,2300,8000,12.386309160304675,8.60840633438101,10.047020542387378,15.461033660870795,18.047727380379566,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,gis,2100,8000,7.808535154871677,6.059456407267163,6.647615972238043,9.427049846952409,11.096742935347622,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,gis,2150,8000,9.792212412292221,7.114441018633188,7.998691050284515,12.294473626529708,15.158412370190906,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,gis,2300,8000,7.150522949084754,4.265344435933905,5.278992760612409,9.913961421110498,12.732525119628287,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,ais,2100,8000,4.875409767507013,3.5515797129322886,4.013315170774622,8.325461038374842,43.59421784862451,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,ais,2150,8000,7.741681598669646,5.440315709202974,6.209756089483089,18.111265558530196,92.89249735508105,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,ais,2300,8000,12.155436033569808,8.155347065165714,9.385492009677677,24.954340375697978,114.02743138414021,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,te,2100,8000,18.92591974555232,12.691769349472278,15.51119529670666,22.63953781823885,26.117491042085103,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,te,2150,8000,23.7808406814531,14.875851829331076,18.8904591625625,29.313608765943627,34.42270453883571,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,te,2300,8000,16.124026939121457,5.725626966210546,9.827213815823615,22.426248609833824,27.744705183442843,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,lws,2100,8000,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,lws,2150,8000,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,lws,2300,8000,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,total,2100,8000,43.521209118070175,34.40688612836829,37.923583515050886,57.27178607504036,90.31793489251582,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,total,2150,8000,57.50168918334201,43.90729355945661,49.00809992065622,80.09820976624064,155.30432904847254,"joint (Ladrillo posterior x FaIR forcing, tapped)"
Ladrillo,L21,vvML,Medium-to-Low,SSP2,total,2300,8000,56.91141621453419,41.3804754824564,47.0152832104174,81.8130341841105,168.48795052692913,"joint (Ladrillo posterior x FaIR forcing, tapped)"
BRICK 2.0,BRICK2.0,vvML,Medium-to-Low,SSP2,glaciers,2100,1000,12.711965183873364,10.03237982985137,11.066922635765318,14.693153726967322,16.469789490577543,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvML,Medium-to-Low,SSP2,glaciers,2150,1000,18.573638620276114,14.522619656696019,15.924734214689668,21.72339276784377,24.506134122924315,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvML,Medium-to-Low,SSP2,glaciers,2300,1000,25.303546609667094,19.05330181040653,21.073410960284733,30.175837337540905,33.88917523016618,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvML,Medium-to-Low,SSP2,gis,2100,1000,6.746924736737423,4.866972415488585,5.503510645051996,8.583887090641209,10.649074724965299,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvML,Medium-to-Low,SSP2,gis,2150,1000,10.378258643981592,7.365327508562908,8.381749043433032,13.392841642889309,17.337453842252117,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,vvML,Medium-to-Low,SSP2,gis,2300,1000,17.740264759130255,13.352817813182154,14.962681493209194,22.114705823300376,27.720079980706476,joint (BRICK 2.0 posterior x FaIR forcing)
