year,component,med_diff_cm,p05_diff_cm,p95_diff_cm
2025,glaciers,0.0,0.0,0.0
2026,glaciers,0.0,0.0,0.0
2027,glaciers,0.0,0.0,0.0
2028,glaciers,0.0,0.0,0.0
2029,glaciers,0.0,0.0,0.0
2030,glaciers,0.0,0.0,0.0
2031,glaciers,0.0,0.0,0.0
2032,glaciers,0.0034184044873541986,0.0018109260368496028,0.00558595388058829
2033,glaciers,0.008560621755087539,0.005081010987342061,0.013662243471519986
2034,glaciers,0.01438497496577984,0.009037693672094659,0.022723583738868625
2035,glaciers,0.020507305047861024,0.013140279211595818,0.03211056984325795
2036,glaciers,0.02663093121964133,0.017124522402699415,0.04151290742046231
2037,glaciers,0.03270203639530189,0.02115003708338921,0.05089067325359169
2038,glaciers,0.03859500365201507,0.024782609460989757,0.06013695408234012
2039,glaciers,0.044245088070139715,0.028209907592709582,0.06921382124018262
2040,glaciers,0.04958767771069539,0.0315803935421128,0.07814185153533798
2041,glaciers,0.054746176925632994,0.034806182079479296,0.08672181482289591
2042,glaciers,0.059646852122499094,0.038038457619249934,0.09455303443209181
2043,glaciers,0.06426085694450911,0.04105827913092628,0.10167052775861113
2044,glaciers,0.06869456780447125,0.04371730411430015,0.10842927427359061
2045,glaciers,0.07282056927451519,0.046159455214480574,0.11475511299735172
2046,glaciers,0.07668579961378086,0.04857606520748865,0.12062014786193787
2047,glaciers,0.08020448750152642,0.05061715340842521,0.12603156766761464
2048,glaciers,0.0834007053454826,0.05259387868047392,0.13133742706553492
2049,glaciers,0.08642063179449266,0.054574768862351554,0.13668549741638136
2050,glaciers,0.08949993580454763,0.05628262429206545,0.14102167488820566
2051,glaciers,0.09189593642698668,0.057985311835270226,0.14521255267800964
2052,glaciers,0.09413016430927268,0.05951174694887103,0.14861329378149363
2053,glaciers,0.09618584935176155,0.06086165838930304,0.15207080956701988
2054,glaciers,0.09808694758406666,0.06200623258108781,0.15540815494752946
2055,glaciers,0.09985826726162639,0.06291720212181602,0.15857075884549543
2056,glaciers,0.10138080075184774,0.0639156315257861,0.16142612784435267
2057,glaciers,0.10270834183029631,0.06470468785908672,0.1632117152751734
2058,glaciers,0.10405187258809523,0.06540839124365672,0.1650999888374959
2059,glaciers,0.10510244652912082,0.06602214981354254,0.1664299717754363
2060,glaciers,0.10620864873221247,0.06675896687493266,0.16787902708750868
2061,glaciers,0.10719731107634978,0.06736970802731986,0.16963094985993823
2062,glaciers,0.10810854164523942,0.06789533876837081,0.17120994310660823
2063,glaciers,0.10876074440785422,0.06841994565964137,0.17210041991754402
2064,glaciers,0.10934866254143882,0.06873844929084044,0.17311244725214622
2065,glaciers,0.10976104369331274,0.06882732628300933,0.1732478798798306
2066,glaciers,0.11013801800257461,0.06902833409716495,0.17355315754174816
2067,glaciers,0.11040445191611159,0.0691597582541058,0.17366089844269417
2068,glaciers,0.11059060274715371,0.06930847476327556,0.17385794095894713
2069,glaciers,0.1107334678883598,0.06949118323337355,0.1741699686912418
2070,glaciers,0.11074931997681503,0.06950059903019329,0.1745277021484915
2071,glaciers,0.11069778608108738,0.06927955930076406,0.17395147656145393
2072,glaciers,0.1105418591600964,0.06940322156234142,0.17436941337343947
2073,glaciers,0.11039461252389327,0.0695337709098185,0.1738754533743264
2074,glaciers,0.11011801496388607,0.0695380881765301,0.17330593514738518
2075,glaciers,0.1099905424233878,0.0693921094696293,0.17245862193420258
2076,glaciers,0.1097130787396452,0.06916496801776084,0.17243651033688856
2077,glaciers,0.10922261616093731,0.06909544689057708,0.17190733270902903
2078,glaciers,0.10884627466286378,0.0689997044559406,0.17149181820289872
2079,glaciers,0.10837211285406045,0.06888264000265104,0.17112784875732873
2080,glaciers,0.10801969413542878,0.0687121715671731,0.17030768553288878
2081,glaciers,0.10757454425772117,0.06858260206607102,0.16937125674834533
2082,glaciers,0.1071291769238405,0.06839663568942972,0.16895257336748548
2083,glaciers,0.10681725915155393,0.06819226018245317,0.16775550771245581
2084,glaciers,0.10615274961632526,0.06791284376944634,0.16643165043365932
2085,glaciers,0.10562684353821705,0.06753988682659955,0.16500264348849142
2086,glaciers,0.1051162346306942,0.06724606814468644,0.16402294705873988
2087,glaciers,0.10466200942421988,0.06691531258893044,0.16279967190211067
2088,glaciers,0.10422106571995471,0.06662945361884987,0.16245432602226922
2089,glaciers,0.10372096210551529,0.06625378513928668,0.16128599069648286
2090,glaciers,0.10318339278183597,0.06587901298554391,0.16038625036983223
2091,glaciers,0.10262498226725736,0.06550468932910034,0.15934384931123338
2092,glaciers,0.10216216415901158,0.0651309214160598,0.15814704461601767
2093,glaciers,0.10174102418668873,0.06476223321541222,0.15700709544270167
2094,glaciers,0.10118316499696789,0.06441769714589975,0.15566210386753693
2095,glaciers,0.10067873204978195,0.06414091500528132,0.15454746683554815
2096,glaciers,0.100209765110578,0.06381190771973735,0.1534921549470681
2097,glaciers,0.09954385837389168,0.06344868244957765,0.15280786796501758
2098,glaciers,0.09896176907298138,0.06309221467767143,0.1520105550245975
2099,glaciers,0.0983848531168725,0.06274129478428518,0.15121671553534827
2100,glaciers,0.09785200423282348,0.06245689421880494,0.15041263237146427
2101,glaciers,0.09729320390058938,0.06215484078680626,0.14941963473492414
2102,glaciers,0.09666387687262645,0.06184502043678224,0.1485177816352577
2103,glaciers,0.09615560346903251,0.06146653452902582,0.14758106591369255
2104,glaciers,0.09560403431068565,0.061162984761743464,0.14650415031919356
2105,glaciers,0.09512592291189748,0.060854347434872655,0.1455583789414919
2106,glaciers,0.09459030388652767,0.06056455988047764,0.14471657180762554
2107,glaciers,0.094005611241891,0.060218083539827744,0.14361137368636204
2108,glaciers,0.09351841662812177,0.059872139503497304,0.14263740907463177
2109,glaciers,0.09297756378104793,0.05953393232384823,0.14163373924648875
2110,glaciers,0.09236637236262002,0.05920114043821352,0.14062769788466428
2111,glaciers,0.091837746710274,0.05887382518970892,0.1396654968276687
2112,glaciers,0.09133392885244707,0.05855326804118945,0.13868561135255922
2113,glaciers,0.0908923404126405,0.05824830107164214,0.13783098834598453
2114,glaciers,0.09039743446759818,0.058013635834735136,0.1369966265155048
2115,glaciers,0.08991912890297638,0.057716194458385314,0.13622612150405133
2116,glaciers,0.08941354893445386,0.057364299812912196,0.13550077875221334
2117,glaciers,0.08890244404822667,0.057110382393264554,0.13447406830340788
2118,glaciers,0.08835817444075378,0.05696481711726324,0.133903417212408
2119,glaciers,0.08781331288500649,0.05674439393194843,0.1329064684923514
2120,glaciers,0.08733759678691655,0.056472018144413653,0.1320012101728646
2121,glaciers,0.08689752702941522,0.056140330355096246,0.13136799790934386
2122,glaciers,0.0864011960098523,0.0558142353638778,0.13083713718595202
2123,glaciers,0.08588945923658997,0.055565704000071305,0.13009155386360954
2124,glaciers,0.08542173037662337,0.05521430721976124,0.129376303548932
2125,glaciers,0.08495216586745347,0.05495141796824452,0.1287127356301699
2126,glaciers,0.08451209483300914,0.05470000989029185,0.1278698948220769
2127,glaciers,0.08410710351344086,0.054471793896993775,0.12714307886913553
2128,glaciers,0.08368351706353927,0.05424557260398242,0.1264235712834982
2129,glaciers,0.0832194981829204,0.05402200908167698,0.1258106271634955
2130,glaciers,0.08289533017221373,0.053801916242431164,0.12527683777426954
2131,glaciers,0.08249771065379008,0.0535864594654921,0.12474185437043248
2132,glaciers,0.0820868374805448,0.0533376124312781,0.12395089952035611
2133,glaciers,0.08173299203145312,0.05302335231646556,0.12346443457824305
2134,glaciers,0.08128673958584542,0.05279411481716849,0.12299794527199273
2135,glaciers,0.08084906266659964,0.05257661084285417,0.12247985004774078
2136,glaciers,0.08046519486654802,0.05239897052851168,0.12201202094002211
2137,glaciers,0.08008055188297636,0.05214339805296673,0.12141784015829424
2138,glaciers,0.07968603639364336,0.05186706107993926,0.12075724415272784
2139,glaciers,0.07935250297689667,0.0516486153340705,0.1202885609049403
2140,glaciers,0.07900895875092573,0.05143443534600616,0.11984702783653986
2141,glaciers,0.07863434086802545,0.051227979511119764,0.11932084882141787
2142,glaciers,0.07832962198800608,0.0510168775137112,0.11877427615645164
2143,glaciers,0.07801637814935614,0.050796661651525715,0.118231590892794
2144,glaciers,0.07770429171195836,0.05062028169863035,0.11770879423388311
2145,glaciers,0.0773796035921146,0.050436320669718704,0.1171328455911948
2146,glaciers,0.07700580376086652,0.05022917697292897,0.11660499888638796
2147,glaciers,0.0766746585509761,0.049994721036076405,0.1161499125163667
2148,glaciers,0.07633197137028347,0.04977809242946707,0.11563002109167213
2149,glaciers,0.07603241901410662,0.049530652241786745,0.11500898078588867
2150,glaciers,0.07574391710943384,0.04930312192465776,0.11461621593866482
2151,glaciers,0.0754687814900672,0.04908152455702694,0.11403961345591948
2152,glaciers,0.07517108476183676,0.0488607406885432,0.1137526931639547
2153,glaciers,0.07485792170848526,0.048643639948878284,0.1134109918552152
2154,glaciers,0.07455286385731164,0.04842995607716087,0.11288407747194674
2155,glaciers,0.07425483966108448,0.04822256797615747,0.11226953903158686
2156,glaciers,0.07393308902594065,0.048026487421928096,0.11166609252717803
2157,glaciers,0.07365344982681776,0.04782161941159346,0.11114855030656423
2158,glaciers,0.07342962609475734,0.047658678248546596,0.11076738323348569
2159,glaciers,0.07317969085625187,0.047480546448751056,0.11037816957685455
2160,glaciers,0.07296605380171783,0.047282094729571345,0.10998367113440083
2161,glaciers,0.07271390755574902,0.04708658961541179,0.1094418525738602
2162,glaciers,0.07239068389947256,0.046892961627430015,0.10909495480428966
2163,glaciers,0.07212934699727036,0.04671462874996868,0.10875373496510007
2164,glaciers,0.07180487674678737,0.04654003876476737,0.10844596959041253
2165,glaciers,0.0715179681852316,0.04638654808313518,0.10815563143824773
2166,glaciers,0.07126773373294171,0.046236863087551594,0.10777744880039739
2167,glaciers,0.07101988948553473,0.04609053995111543,0.10741150517646254
2168,glaciers,0.07077118914092129,0.04590271395696046,0.10697106132606472
2169,glaciers,0.07052473391651759,0.0457504916198217,0.10669429704867435
2170,glaciers,0.07029954304906738,0.04564196296096981,0.10636042978674957
2171,glaciers,0.07006806398433074,0.04552356915275553,0.10609654119194686
2172,glaciers,0.06981963550048054,0.045388116823761405,0.10572428645769988
2173,glaciers,0.06960502965875204,0.045246774412684404,0.10540365991500843
2174,glaciers,0.06934336316307732,0.04510883154590095,0.10504965452688335
