quantity,basin,python,julia,absdiff,tol,window,ssp,tap_onset_K,in_lit_bracket,first_fire_year,cm2100_med,cm2100_q05,cm2100_q95,m2300_med,m2300_q05,m2300_q95,lit_lo,lit_hi,in_band,ratio_med,ratio_q05,ratio_q95,g4_cm_med,tap_V_m,tap_tau,within_inventory,m2300_SSP1-2.6_med,tap2100_SSP1-2.6_m,m2300_SSP2-4.5_med,tap2100_SSP2-4.5_m,m2300_SSP5-8.5_med,tap2100_SSP5-8.5_m,g4_rel_to_base,headroom_bind_frac,bands_ok,ratio_ok,g4_ok,all_pass
tap_cell,high,,,,,,,5.5,True,,,,,,,,,,,14.074714802389991,12.077410843162012,16.8258425777982,7.423287698047115,2.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.497332206523824,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,5.5,True,,,,,,,,,,,10.599112846938638,9.246340111487854,12.469934943928582,7.423287698047115,2.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.8806378285144931,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,5.5,True,,,,,,,,,,,7.452738795607731,6.667005498196442,8.52582844873683,7.423287698047115,2.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.3218757777947916,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,5.376167920570941,4.968648263913088,5.939247739079673,7.423287698047115,0.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9523580430677845,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,4.869471448664546,4.5551029993801455,5.301866697896944,7.423287698047115,0.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.8623922795626391,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,4.167083518113325,3.963789607423465,4.431214728186441,7.423287698047115,0.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7375497352462539,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,3.579102622549186,3.4368182365459514,3.713544346955006,7.423287698047115,0.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6318796413004583,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,8.028873399072456,7.140599505777176,9.25637903283732,7.423287698047115,1.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.4245840938309007,0.0,1.0,0.0,False,True,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,7.020177811465555,6.3130553519058505,7.982882112486164,7.423287698047115,1.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.2446525668206099,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,5.615678794463291,5.167859949058505,6.239546809122052,7.423287698047115,1.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9949674781878393,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,4.424860240117701,4.18469918579919,4.750624094918682,7.423287698047115,1.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7836272902962482,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,10.69086906369868,9.320685388777576,12.584581023605145,7.423287698047115,1.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.8968101445940166,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,9.168404932633791,8.07365994156687,10.687585558252334,7.423287698047115,1.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.6269128540785807,0.0,1.0,0.0,False,True,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,7.063234814282644,6.347628463192223,8.03670420134078,7.423287698047115,1.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.2523852211294246,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,5.280762922429175,4.892755770751375,5.818505272572606,7.423287698047115,1.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9353749392920381,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,13.350924262736438,11.490399725757968,15.922772565617532,7.423287698047115,2.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.3690361953571326,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,11.325054923344236,9.837226007254927,13.378396394525414,7.423287698047115,2.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.009173141336552,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,8.50861186817383,7.535404900536322,9.8573191788592,7.423287698047115,2.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.50980296407101,0.0,1.0,0.0,False,True,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,6.132581796541136,5.590379322826789,6.882117311678713,7.423287698047115,2.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.087122588287828,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,16.010803715621634,13.653094575798054,19.255309630347895,7.423287698047115,2.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.841262246120249,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,13.476956916876631,11.59358542007302,16.08110356362576,7.423287698047115,2.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.3914334285945227,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,9.95580959911807,8.722559041732577,11.6712015054726,7.423287698047115,2.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.7672207070125954,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,6.0,True,,,,,,,,,,,6.987367780475274,6.287229823893522,7.943037448049713,7.423287698047115,2.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.2388702372836178,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,5.256288174885742,4.872807963856789,5.7864387173972744,7.423287698047115,0.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9308997660975307,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,4.657612080198854,4.377085022875472,5.038058209282416,7.423287698047115,0.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.825101996831374,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,3.9737660934798065,3.7948824001140014,4.188272636581041,7.423287698047115,0.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7025179502165696,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,3.443654785356145,3.311827585340934,3.5593045026111163,7.423287698047115,0.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6078254442900402,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,7.789630112737887,6.942609645538887,8.95237046333942,7.423287698047115,1.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.381667539890393,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,6.5999183793548735,5.971332157172794,7.461748116722334,7.423287698047115,1.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.1700720013580794,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,5.221705843709927,4.846003519559415,5.743475796850581,7.423287698047115,1.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9249039081284709,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,4.155873327620661,3.953872871513849,4.417081696673496,7.423287698047115,1.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.735518896275412,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,10.324685997975584,9.024749752162148,12.129337914424523,7.423287698047115,1.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.8324353136832554,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,8.538565041991674,7.559464319121285,9.894263467650095,7.423287698047115,1.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.5150420058847849,0.0,1.0,0.0,False,True,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,6.471041148005316,5.867294638256908,7.301152296472187,7.423287698047115,1.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.147289866040372,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,4.873940433435585,4.558994723949842,5.307547910936062,7.423287698047115,1.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.8632123482607839,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,12.866826220519545,11.094960309735102,15.315999332115533,7.423287698047115,2.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.283203087476118,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,10.481243013029832,9.15152177139019,12.324106082721766,7.423287698047115,2.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.8600120104114906,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,7.721485262071038,6.886137423761928,8.866837117547167,7.423287698047115,2.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.3696758239522733,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,5.592528477534586,5.148754424437555,6.212150542090794,7.423287698047115,2.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9909058002461555,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,15.407917361611357,13.160277858398565,18.497420366518394,7.423287698047115,2.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.733970861268981,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,12.424727770067083,10.73573529267151,14.762743999634232,7.423287698047115,2.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.2049820149381967,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,8.972775274296833,7.913478413566606,10.441440960519465,7.423287698047115,2.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.5920617818641745,0.0,1.0,0.0005,False,True,True,False
tap_cell,high,,,,,,,6.5,True,,,,,,,,,,,6.30977076558383,5.735742197075832,7.1045166295223225,7.423287698047115,2.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.1185992522315273,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,4.432099604041845,4.190937639631628,4.7593120898958965,7.423287698047115,0.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.784870923175431,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,3.9377110829733315,3.763025794651341,4.143739381824425,7.423287698047115,0.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6960455415534954,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,3.4690356830992357,3.335225682185482,3.5873151830179095,7.423287698047115,0.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6122824538157997,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,3.134636766694313,3.01602492927599,3.2340426137690015,7.423287698047115,0.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5537943119467641,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,6.146487730084083,5.601485151148492,6.89928446363221,7.423287698047115,1.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.0896098540461934,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,5.149012408134444,4.78476189617371,5.652559211880702,7.423287698047115,1.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9119590908023225,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,4.205229854869046,3.997493222451639,4.479197077949921,7.423287698047115,1.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7444329153269311,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,3.5541964554018954,3.414531343130726,3.6866441548981674,7.423287698047115,1.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6274566315888597,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,7.860940235856122,7.002165616597822,9.042806973233299,7.423287698047115,1.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.394348784916956,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,6.361643232727353,5.779557852633121,7.166933050144249,7.423287698047115,1.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.1278726400511494,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,4.947809317752547,4.618496784693496,5.401292648490522,7.423287698047115,1.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.8765833768380624,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,3.9658865023021894,3.78836157976724,4.177992291492135,7.423287698047115,1.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7011189512309552,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,9.574283466517583,8.407120275066616,11.19196398546915,7.423287698047115,2.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.6990877157877184,0.0,1.0,0.0,False,True,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,7.574517377014905,6.766803232895281,8.682138763497905,7.423287698047115,2.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.3437861892999765,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,5.693359466784706,5.231254624849599,6.337096135532873,7.423287698047115,2.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.0087338383491937,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,4.3760714544395185,4.142824147762266,4.688147889796433,7.423287698047115,2.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7747812708730508,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,11.294990452680068,9.81264779425101,13.340687368885668,7.423287698047115,2.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,2.0038266466584815,0.0,1.0,0.0005,True,True,True,True
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,8.790616088800334,7.764641441821076,10.211460915097119,7.423287698047115,2.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.5596997385488036,0.0,1.0,0.0005,False,True,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,6.43485417625435,5.839052234268947,7.2560515354606885,7.423287698047115,2.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,1.140884299860325,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.0,True,,,,,,,,,,,4.790287981697194,4.488100532575992,5.204948730082051,7.423287698047115,2.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.8484435905151466,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.2125429165583945,3.093633239751101,3.3069441906482235,7.423287698047115,0.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5672109817967051,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.0303024948041313,2.90996953261121,3.136563674441666,7.423287698047115,0.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5358215238895176,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,2.894073027703243,2.765848847062339,3.0145113133298884,7.423287698047115,0.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5120410043319052,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,2.810368547771666,2.6719207847089343,2.9396218848585534,7.423287698047115,0.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.497270670922641,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.703039279799711,3.5509521378537743,3.8637610787528707,7.423287698047115,1.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6542899712887419,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.352138311904356,3.223610062045874,3.4557988890623337,7.423287698047115,1.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5915110554743668,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.078095396255838,2.9597650966635354,3.179828338585276,7.423287698047115,1.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5439500163591422,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,2.9077657160064714,2.7817305007262862,3.0265200343198377,7.423287698047115,1.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5144093495406136,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,4.188263123323382,3.9825202125151944,4.457476814840566,7.423287698047115,1.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7413689607807787,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.664064000284353,3.514655190160145,3.8167357520156378,7.423287698047115,1.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6472005870592159,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.2633728221839053,3.1397409541170576,3.3592609995722174,7.423287698047115,1.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5758590283863791,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.005639693003446,2.885688609103988,3.1141521899669784,7.423287698047115,1.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5315480281585863,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,4.676483159204786,4.39234965204325,5.062536631017138,7.423287698047115,2.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.8284479502728155,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.975817849390541,3.7966820997665343,4.190753017222068,7.423287698047115,2.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7028901186440653,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.4433573239074313,3.311518893726014,3.55889779192712,7.423287698047115,2.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.6077680404136161,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.1056601709896525,2.98732707686614,3.206115943864555,7.423287698047115,2.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5486867067765588,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,5.168810952117426,4.801964070478662,5.677884601236613,7.423287698047115,2.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.9155269397648522,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,4.28498870869649,4.0661787567792835,4.577906359580506,7.423287698047115,2.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.7585796502289144,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.6231742455737654,3.475900790351757,3.7673561923587675,7.423287698047115,2.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.639677052440853,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.5,True,,,,,,,,,,,3.2040957696453396,3.0854549352022596,3.2993789849839152,7.423287698047115,2.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.5658253853945314,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7128157232432484,2.56047924053221,2.8545531773442496,7.423287698047115,0.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48014270378525936,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712785440380748,2.560441882584755,2.854530093238195,7.423287698047115,0.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801373480449639,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712770298949498,2.5604232036110277,2.8545185511851674,7.423287698047115,0.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48013467017481615,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712762728233873,2.560413864124164,2.854512780158654,7.423287698047115,0.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801333312397422,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712876288968249,2.560553956427119,2.8545993455563603,7.423287698047115,1.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801534152658504,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7128157232432484,2.56047924053221,2.8545531773442496,7.423287698047115,1.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48014270378525936,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712785440380748,2.560441882584755,2.854530093238195,7.423287698047115,1.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801373480449639,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712770298949498,2.5604232036110277,2.8545185511851674,7.423287698047115,1.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48013467017481615,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7129368546932495,2.5606286723220286,2.85464551376847,7.423287698047115,1.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801641267464414,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712846006105749,2.5605165984796643,2.854576261450305,7.423287698047115,1.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48014805952555484,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7128005818119982,2.560460561558483,2.8545416352912225,7.423287698047115,1.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801400259151116,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712777869665123,2.560432543097891,2.8545243222116814,7.423287698047115,1.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48013600910988996,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7129974204182505,2.560703388216938,2.8546916819805808,7.423287698047115,2.0,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48017483822703244,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712876288968249,2.560553956427119,2.8545993455563603,7.423287698047115,2.0,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801534152658504,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7128157232432484,2.56047924053221,2.8545531773442496,7.423287698047115,2.0,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.48014270378525936,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.712785440380748,2.560441882584755,2.854530093238195,7.423287698047115,2.0,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801373480449639,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7130579861432507,2.5607781041118476,2.8547378501926906,7.423287698047115,2.5,50.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801855497076234,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7129065718307492,2.5605913143745735,2.8546224296624154,7.423287698047115,2.5,100.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801587710061459,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7128308646744985,2.5604979195059374,2.854564719397278,7.423287698047115,2.5,200.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801453816554071,0.0,1.0,0.0005,False,False,True,False
tap_cell,high,,,,,,,7.81,True,,,,,,,,,,,2.7127930110963736,2.560451222071619,2.8545358642647085,7.423287698047115,2.5,400.0,True,0.09704038030990716,0.0,0.1774288005267135,0.0,0.4801386869800378,0.0,1.0,0.0005,False,False,True,False
