horizon,base_lambda,arm_lambda,arm_lambda_in_paleo_support,base_cm,arm_cm,delta_cm,p_mici,expected_cm,d_expected_d_p_cm
2100,0.010567,0.01427972972972973,True,38.22741384120059,49.08430580326514,10.856891962064552,0.245,40.8873523719064,10.856891962064552
2150,0.010567,0.01427972972972973,True,95.42964928138512,122.66406480891578,27.234415527530658,0.245,102.10208108563013,27.234415527530658
2300,0.010567,0.01427972972972973,True,279.47922250574896,352.74303827174117,73.2638157659922,0.245,297.428857368417,73.2638157659922
