source,path,ndraw,p05,p50,p95,glambie_mu,glambie_sd,n_sigma,ratio_to_glambie
L10 (anchor),parameters_subsample_brick_mengel_L10.csv,400,0.05436891453560397,0.1490359627217816,0.23003130411727116,0.049251,0.11615,0.8591042851638536,3.0260494755798173
