source,module,scenario,component,year,med,p05,p17,p83,p95
FACTS,larmip,ssp585,ais,2150,37.44003753662109,8.132386741638184,14.23699694824219,80.14211950683594,142.39380187988274
Ladrillo,L22,ssp126,ais,2100,4.6824349370213545,3.720350761959553,4.138751365007531,5.177734955648045,5.523837541607144
Ladrillo,L22,ssp126,ais,2150,7.272641647777359,5.695177801072762,6.391665643421092,8.091471402813847,8.648959351762324
Ladrillo,L22,ssp126,ais,2300,14.620817963458546,11.324595908034844,12.796766433427612,16.314891656440544,17.478143452262994
Ladrillo,L22,ssp245,ais,2100,5.6856036613762555,4.15611529656883,4.747913813010831,19.096024955464912,37.52714472719153
Ladrillo,L22,ssp245,ais,2150,11.553033522392235,7.217067560311078,8.58119092456526,68.53703408949575,97.60032088213876
Ladrillo,L22,ssp245,ais,2300,132.5348742078724,18.05000316565773,22.41943269559083,229.7913708076719,290.22224018649234
Ladrillo,L22,ssp585,ais,2100,31.004149400143497,12.194593515342811,19.61361328102453,46.34100931523108,58.564259870354135
Ladrillo,L22,ssp585,ais,2150,87.968693236875,50.45535100383493,63.07886135194545,113.9479375274476,136.7344874285551
Ladrillo,L22,ssp585,ais,2300,270.9693969779395,163.58353336184356,204.40901176393072,342.4174470791282,396.50621431618794
MAGICC-SLR,Nauels2025,ssp126,ais,2100,3.658585883495484,-1.209318380234194,-0.1838707759693835,13.09795399562586,20.188433270466607
MAGICC-SLR,Nauels2025,ssp126,ais,2150,5.335333641839513,-1.867046554268465,-0.2619986887373479,19.482915405660737,31.304144734440865
MAGICC-SLR,Nauels2025,ssp126,ais,2300,8.707630226188467,-6.773451438256626,-1.2282215783551444,35.610695889859635,62.822900253764374
MAGICC-SLR,Nauels2025,ssp245,ais,2100,11.22064403950782,0.4062856432393033,3.2070470725488787,23.876355423846952,36.219535649730474
MAGICC-SLR,Nauels2025,ssp245,ais,2150,27.214450363997713,2.972837642914985,9.42347976165198,54.398901012790525,83.06966768465031
MAGICC-SLR,Nauels2025,ssp245,ais,2300,83.45760524881848,11.304235063221784,30.506765293209643,172.90842911576806,282.86827965104095
MAGICC-SLR,Nauels2025,ssp585,ais,2100,39.10482465634479,13.471885584244488,22.13139282543781,65.86979590051418,92.47127859378244
MAGICC-SLR,Nauels2025,ssp585,ais,2150,153.6184918183695,68.35706319079313,96.11362230201064,241.32297608295815,344.5871303046443
MAGICC-SLR,Nauels2025,ssp585,ais,2300,712.0168775774996,358.0747202420659,470.0009750617715,1005.1468216197162,1303.0132389165285
BRICK 2.0,BRICK2.0,ssp126,gis,2100,6.596309598677667,4.841645250561485,5.4704992492113576,8.09308243845416,9.552854111889118
BRICK 2.0,BRICK2.0,ssp126,gis,2150,9.918085208266994,7.251237558415065,8.203001956027313,12.207624906891075,14.408729877184564
BRICK 2.0,BRICK2.0,ssp126,gis,2300,18.794108904898017,13.907886510042632,15.686868977655609,23.145299875535475,27.36796721360534
BRICK 2.0,BRICK2.0,ssp245,gis,2100,7.087336431196056,4.955234641407418,5.691382730217489,8.964561470999826,10.980399418943676
BRICK 2.0,BRICK2.0,ssp245,gis,2150,11.429699606127285,7.619458495460585,8.9682645682783,14.909555695759794,18.64634957834293
BRICK 2.0,BRICK2.0,ssp245,gis,2300,23.760750533017152,15.09150537717152,18.20724285639368,31.95861965084989,40.368571391211226
BRICK 2.0,BRICK2.0,ssp585,gis,2100,8.242742172112273,5.262265816184479,6.212716266160868,11.09351971739064,14.2050033239686
BRICK 2.0,BRICK2.0,ssp585,gis,2150,15.566742378447952,8.726479698783228,10.786201567336862,22.452245988293978,30.295333710009785
BRICK 2.0,BRICK2.0,ssp585,gis,2300,40.35110364410764,19.06970735726065,25.19548617191095,62.90113625463077,86.53739115703138
FACTS,FittedISMIP,ssp126,gis,2100,7.673104858398438,4.525958003997803,5.77243059539795,9.57296809387207,11.587556419372556
FACTS,FittedISMIP,ssp126,gis,2150,13.178759765625,8.287637825012208,10.020847290039065,16.53970703125,19.403796615600584
FACTS,FittedISMIP,ssp245,gis,2100,10.206577682495118,6.310316390991211,7.825998588562013,12.147649772644044,14.164100799560543
FACTS,FittedISMIP,ssp245,gis,2150,18.194348907470705,11.129402809143068,14.368693572998048,22.767957626342778,26.062773437499995
FACTS,FittedISMIP,ssp585,gis,2100,14.015732574462891,9.469507446289064,10.970763641357422,17.35151599121094,20.932868270874017
FACTS,FittedISMIP,ssp585,gis,2150,27.330293273925783,17.955302734375,20.9535464630127,33.481986083984374,42.92229843139648
FACTS,bamber19,ssp126,gis,2100,13.047777557373047,2.4607778263092044,7.096977684020998,25.77977709960937,58.17277709960935
FACTS,bamber19,ssp126,gis,2150,22.202161407470705,4.005986452102664,12.224450233459477,62.948309204101555,90.94838531494132
FACTS,bamber19,ssp245,gis,2100,14.39277801513672,1.5082777500152598,6.785407611846927,38.79677709960937,74.18777709960926
FACTS,bamber19,ssp245,gis,2150,25.616963958740236,4.097510356903077,12.596490844726564,67.11652081298827,92.99298736572251
FACTS,bamber19,ssp585,gis,2100,20.277777099609377,1.5082777500152598,8.278077583312992,49.79477709960938,94.69277709960934
FACTS,bamber19,ssp585,gis,2150,38.12635498046875,3.876080169677735,15.10679061889649,78.76690844726558,125.73142578124992
FACTS,emuGrIS,ssp126,gis,2100,5.45550937652588,-2.281760730743408,1.1131318149566654,9.90415538787842,14.857434387207018
FACTS,emuGrIS,ssp245,gis,2100,7.969259643554688,0.3782433360815051,3.512177669525147,12.172385856628418,17.22979354858398
FACTS,emuGrIS,ssp585,gis,2100,12.718230056762696,4.991317138671875,7.797450233459473,17.118047790527342,22.095598907470706
Ladrillo,L22,ssp126,gis,2100,6.7518566136702365,5.98794173996128,6.293351901529585,7.194850847152098,7.507896983488309
Ladrillo,L22,ssp126,gis,2150,8.298079593673274,7.215613712779714,7.623257376961178,8.970822854371082,9.448458389347026
Ladrillo,L22,ssp126,gis,2300,10.458288507163664,8.656407036907707,9.369365307158883,11.69427660649926,12.585594490587662
Ladrillo,L22,ssp245,gis,2100,8.427239437536091,7.393550409575743,7.768974651274721,9.07813882726832,9.517292871129582
Ladrillo,L22,ssp245,gis,2150,12.38360008333532,10.53783983666267,11.21466655237084,13.47177705698276,14.286172917431426
Ladrillo,L22,ssp245,gis,2300,18.186639195769963,14.790352111206984,16.107999889226154,20.46449415370171,22.24080347628363
Ladrillo,L22,ssp585,gis,2100,12.499107904738016,10.60996903152284,11.236241758887806,13.816383148127546,14.629168972132792
Ladrillo,L22,ssp585,gis,2150,27.02706141830207,22.334296485530405,24.02836046693235,30.165539262211,32.292206702994406
Ladrillo,L22,ssp585,gis,2300,88.15608469533234,77.8861518297897,81.57995707732404,94.85604907349096,100.73869257240928
MAGICC-SLR,Nauels2025,ssp126,gis,2100,6.401275386354422,3.499396250647955,4.54210954285992,8.652899492510395,13.072947972147343
MAGICC-SLR,Nauels2025,ssp126,gis,2150,9.31219456099364,5.001183757675331,6.500195159063944,13.017140986312212,20.693100485015897
MAGICC-SLR,Nauels2025,ssp126,gis,2300,14.97829851426494,7.387004501718211,9.834834940358297,20.77585501737879,36.80133281018107
MAGICC-SLR,Nauels2025,ssp245,gis,2100,9.283617426671595,5.488035947410309,7.147685500683251,12.24297726959802,13.838792808892489
MAGICC-SLR,Nauels2025,ssp245,gis,2150,16.52813440609547,9.551509509120294,11.53851160577636,20.65352299769544,24.43603390710816
MAGICC-SLR,Nauels2025,ssp245,gis,2300,35.78984963527208,16.189394128042647,21.052902259234855,44.79280375796874,57.0993355781685
MAGICC-SLR,Nauels2025,ssp585,gis,2100,13.49227039017999,8.999811949293058,10.66385383786632,17.228463438955288,21.1535128022383
MAGICC-SLR,Nauels2025,ssp585,gis,2150,32.399742605388106,19.861063135070506,23.85989015384971,49.53516894376764,110.83477822935852
MAGICC-SLR,Nauels2025,ssp585,gis,2300,113.00768914943164,64.02310888699635,79.7610365059997,369.7217921934729,744.2641611151339
BRICK 2.0,BRICK2.0,ssp126,glaciers,2100,11.9951809774217,10.462775952045842,11.050604873240491,13.071515194083911,14.00646285995022
BRICK 2.0,BRICK2.0,ssp126,glaciers,2150,17.178196399287906,14.560526881945316,15.668844456277611,18.812896710508937,20.13418328323896
BRICK 2.0,BRICK2.0,ssp126,glaciers,2300,27.257046471053435,20.97655386964082,23.720948901173458,30.771248350441397,33.10697641003664
BRICK 2.0,BRICK2.0,ssp245,glaciers,2100,13.479270827662358,11.660265883772416,12.361609072929353,14.735886479692288,15.746168830110127
BRICK 2.0,BRICK2.0,ssp245,glaciers,2150,20.818500770805663,17.14737328216267,18.646298329484495,22.98323327302318,24.509307673092025
BRICK 2.0,BRICK2.0,ssp245,glaciers,2300,32.413616351880634,23.033290128580255,26.656533335533027,37.671243212790635,40.85475791383059
BRICK 2.0,BRICK2.0,ssp585,glaciers,2100,16.46875440423225,14.041743653381936,15.051160582210295,18.002601529948237,19.254184891193766
BRICK 2.0,BRICK2.0,ssp585,glaciers,2150,27.13559731782666,20.932334263727647,23.701764359970507,30.63153318903295,32.91953989459603
BRICK 2.0,BRICK2.0,ssp585,glaciers,2300,35.202892443396344,23.392982277449597,27.530118902475337,42.8593880413631,47.106874341471496
FACTS,ar5glaciers,ssp126,glaciers,2100,8.947757720947266,5.554234218597413,6.6808431930542,11.167167922973633,13.40746849060058
FACTS,ar5glaciers,ssp126,glaciers,2150,11.99919776916504,6.973708381652833,8.879051254272461,15.299617691040035,18.86831329345703
FACTS,ar5glaciers,ssp245,glaciers,2100,11.37566032409668,7.120563163757325,8.57790554046631,14.275904403686525,16.72056594848632
FACTS,ar5glaciers,ssp245,glaciers,2150,17.53253402709961,10.745260963439945,13.17518118286133,22.52513494873047,27.399136352539053
FACTS,ar5glaciers,ssp585,glaciers,2100,15.46291961669922,9.502861938476563,11.871930618286134,19.862710311889646,23.35337913513182
FACTS,ar5glaciers,ssp585,glaciers,2150,28.4041748046875,16.043580627441408,21.262944229125974,31.570001220703126,31.570001220703126
FACTS,emuglaciers,ssp126,glaciers,2100,9.245886611938475,5.714510345458985,7.045029983520508,11.149871559143069,13.073293762207031
FACTS,emuglaciers,ssp245,glaciers,2100,12.210803222656253,8.450757446289064,10.03072876739502,14.392802841186525,16.13069892883301
FACTS,emuglaciers,ssp585,glaciers,2100,17.72603988647461,13.387936096191408,15.04999397277832,20.231552719116213,22.797534255981446
Ladrillo,L22,ssp126,glaciers,2100,8.170803310385086,6.308619695229413,7.041245353712466,9.367921333848424,10.24001030871813
Ladrillo,L22,ssp126,glaciers,2150,10.132738451840588,7.903175775785911,8.76223525973275,11.567734083172704,12.615365333982746
Ladrillo,L22,ssp126,glaciers,2300,12.900243383834429,10.004281552826647,11.174165427386248,14.716965737044765,15.978987870841763
Ladrillo,L22,ssp245,glaciers,2100,9.860306479098828,7.694372209544396,8.546625746507573,11.253831124660817,12.302964589908132
Ladrillo,L22,ssp245,glaciers,2150,13.800019830074472,10.93519102739364,12.089322603708574,15.65271868491708,16.985939832334843
Ladrillo,L22,ssp245,glaciers,2300,18.99692433073609,15.133652353359055,16.69596435302703,21.50936602103702,23.1483442189104
Ladrillo,L22,ssp585,glaciers,2100,13.195806911596684,10.450974395527837,11.58458566678568,14.91619499700132,16.223050188303525
Ladrillo,L22,ssp585,glaciers,2150,20.908109280850365,16.818559547166565,18.545255661235934,23.322999442229275,25.20025907956217
Ladrillo,L22,ssp585,glaciers,2300,27.26570535731261,21.72122712534656,24.061278382113528,30.37796511915408,32.87977774100306
MAGICC-SLR,Nauels2025,ssp126,glaciers,2100,10.44819043611281,6.544811711234072,8.433758756684533,12.414165746250283,13.669605700907594
MAGICC-SLR,Nauels2025,ssp126,glaciers,2150,12.278045232411682,7.927284612578752,9.945373959273724,14.783813684942306,16.44823333971117
MAGICC-SLR,Nauels2025,ssp126,glaciers,2300,13.799726083865266,8.486584824488205,11.062241382408814,17.12414406740063,19.715185435926692
MAGICC-SLR,Nauels2025,ssp245,glaciers,2100,12.535170684740605,8.006293793038346,10.33566913580208,14.405416343390888,15.423537452230534
MAGICC-SLR,Nauels2025,ssp245,glaciers,2150,16.714586745263688,11.256950553019738,14.019204194321045,19.053795241247553,20.418533941494907
MAGICC-SLR,Nauels2025,ssp245,glaciers,2300,21.468602639037208,15.163399335479768,18.17992762762606,24.354019438305013,26.114061855516756
MAGICC-SLR,Nauels2025,ssp585,glaciers,2100,15.296353390911875,9.943847193912092,12.990861453534082,17.01616476304275,18.45324329180828
MAGICC-SLR,Nauels2025,ssp585,glaciers,2150,22.0342410513801,16.139968490076996,19.157203511269564,24.036534822801645,26.231315928927188
MAGICC-SLR,Nauels2025,ssp585,glaciers,2300,29.100328582126295,23.89195531080763,26.04084924320412,31.363882500284873,33.72678053351146
BRICK 2.0,BRICK2.0,ssp126,lws,2100,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139
BRICK 2.0,BRICK2.0,ssp126,lws,2150,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175
BRICK 2.0,BRICK2.0,ssp126,lws,2300,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609
BRICK 2.0,BRICK2.0,ssp245,lws,2100,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139
BRICK 2.0,BRICK2.0,ssp245,lws,2150,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175
BRICK 2.0,BRICK2.0,ssp245,lws,2300,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609
BRICK 2.0,BRICK2.0,ssp585,lws,2100,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139
BRICK 2.0,BRICK2.0,ssp585,lws,2150,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175
BRICK 2.0,BRICK2.0,ssp585,lws,2300,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609
FACTS,ssp-lws,ssp126,lws,2100,2.993846035003662,0.9211801147460938,1.7497439422607424,4.248064918518066,4.977070178985596
FACTS,ssp-lws,ssp126,lws,2150,4.579002952575683,1.6806342220306396,2.9082854480743414,6.333167640686035,7.325365524291992
FACTS,ssp-lws,ssp245,lws,2100,3.1142893791198736,0.808569600582123,1.7047377243041997,4.498165267944336,5.28630916595459
FACTS,ssp-lws,ssp245,lws,2150,5.196758460998535,1.611032886505127,3.063929901123047,7.269112739562988,8.485459442138673
FACTS,ssp-lws,ssp585,lws,2100,2.9554136276245115,0.8502851963043214,1.6857779922485354,4.226862380981445,4.9698671531677245
FACTS,ssp-lws,ssp585,lws,2150,4.704394340515137,1.7226218605041506,2.9869464225769047,6.505680549621582,7.524681091308593
Ladrillo,L22,ssp126,lws,2100,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528
Ladrillo,L22,ssp126,lws,2150,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445
Ladrillo,L22,ssp126,lws,2300,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128
Ladrillo,L22,ssp245,lws,2100,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528
Ladrillo,L22,ssp245,lws,2150,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445
Ladrillo,L22,ssp245,lws,2300,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128
Ladrillo,L22,ssp585,lws,2100,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528
Ladrillo,L22,ssp585,lws,2150,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445
Ladrillo,L22,ssp585,lws,2300,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128
MAGICC-SLR,Nauels2025,ssp126,lws,2100,3.0076045676447416,1.2391154692968895,1.7095219279795075,4.431632512751057,4.878152036372786
MAGICC-SLR,Nauels2025,ssp126,lws,2150,4.962999145299118,2.152945906207425,2.900401569997295,7.225718402908023,7.935218752581151
MAGICC-SLR,Nauels2025,ssp126,lws,2300,10.781041437526657,4.889694282067758,6.456753844299919,15.524889161289009,17.01237445469755
MAGICC-SLR,Nauels2025,ssp245,lws,2100,3.0076045676447416,1.2391154692968895,1.7095219279795075,4.431632512751057,4.878152036372786
MAGICC-SLR,Nauels2025,ssp245,lws,2150,4.962999145299118,2.152945906207425,2.900401569997295,7.225718402908023,7.935218752581151
MAGICC-SLR,Nauels2025,ssp245,lws,2300,10.781041437526657,4.889694282067758,6.456753844299919,15.524889161289009,17.01237445469755
MAGICC-SLR,Nauels2025,ssp585,lws,2100,3.0076045676447416,1.2391154692968895,1.7095219279795075,4.431632512751057,4.878152036372786
MAGICC-SLR,Nauels2025,ssp585,lws,2150,4.962999145299118,2.152945906207425,2.900401569997295,7.225718402908023,7.935218752581151
MAGICC-SLR,Nauels2025,ssp585,lws,2300,10.781041437526657,4.889694282067758,6.456753844299919,15.524889161289009,17.01237445469755
BRICK 2.0,BRICK2.0,ssp126,te,2100,13.76219248405721,10.055977863925078,11.422776257006422,15.996317768226785,17.724594000402863
BRICK 2.0,BRICK2.0,ssp126,te,2150,17.222758112360715,12.584599040761054,14.295085079934912,20.018664317461113,22.181523435482664
BRICK 2.0,BRICK2.0,ssp126,te,2300,22.797721301216107,16.658201883060475,18.92236792175782,26.498655265008665,29.36162640266057
BRICK 2.0,BRICK2.0,ssp245,te,2100,18.030659798767616,13.174929504758492,14.965652666616664,20.95771905864585,23.222035650407108
BRICK 2.0,BRICK2.0,ssp245,te,2150,26.6793166931538,19.494467789329185,22.14413623619574,31.010380661165527,34.36080821730467
BRICK 2.0,BRICK2.0,ssp245,te,2300,42.049789540396446,30.725609548826387,34.90180348302709,48.876063632626945,54.1567376178849
BRICK 2.0,BRICK2.0,ssp585,te,2100,27.04786616011718,19.76376538023545,22.450036484694568,31.438759670809997,34.835470207286136
BRICK 2.0,BRICK2.0,ssp585,te,2150,49.948657220235546,36.49727991534332,41.45795347838755,58.057216821862994,64.32984214684994
BRICK 2.0,BRICK2.0,ssp585,te,2300,100.21663245397988,73.22788419954112,83.18094453907662,116.48558906965997,129.0709401421423
FACTS,tlm,ssp126,te,2100,14.051470184326172,9.404533767700196,11.103546310424806,17.004645126342773,20.65960838317871
FACTS,tlm,ssp126,te,2150,17.84750442504883,10.89753959655762,13.854631210327147,22.742835494995116,27.85692138671874
FACTS,tlm,ssp245,te,2100,18.838010406494146,13.283198394775392,15.368673248291016,22.66759866333008,27.01516052246093
FACTS,tlm,ssp245,te,2150,28.643949890136717,18.745019149780273,22.82690203857422,35.29216430664062,42.66731338500977
FACTS,tlm,ssp585,te,2100,28.818386840820313,21.20453926086426,23.950395278930667,34.819269897460934,42.33304992675781
FACTS,tlm,ssp585,te,2150,53.34743041992188,37.02778045654297,42.75259591674805,65.14825317382812,78.89998199462892
Ladrillo,L22,ssp126,te,2100,16.545118653236422,15.928845541487494,16.220020855836477,16.883861723228232,17.098776755994425
Ladrillo,L22,ssp126,te,2150,20.69069966876004,19.92001182200743,20.28414465818828,21.11431894118536,21.38308355330236
Ladrillo,L22,ssp126,te,2300,27.04968164467993,26.042134232759505,26.51817793610211,27.603494064805915,27.95485952423969
Ladrillo,L22,ssp245,te,2100,20.888316024785123,20.110267357647203,20.4778780174564,21.315981274306367,21.5873128505244
Ladrillo,L22,ssp245,te,2150,30.77596612945324,29.629621953192633,30.17124403520682,31.406070117653744,31.80583864804311
Ladrillo,L22,ssp245,te,2300,48.16715135900195,46.37301975594525,47.22070696400946,49.15332069789132,49.77899435605807
Ladrillo,L22,ssp585,te,2100,29.19266104699861,28.105291869374348,28.619049578532895,29.790348608601953,30.169550585749494
Ladrillo,L22,ssp585,te,2150,54.29989532250553,52.277331075044174,53.23294761796664,55.41162583512906,56.11696159167584
Ladrillo,L22,ssp585,te,2300,109.88480706684848,105.79181423891428,107.72566215565972,112.1345773871116,113.56194079297386
MAGICC-SLR,Nauels2025,ssp126,te,2100,11.090158502953017,6.647528436062944,8.220836003655625,14.931318108088789,18.61583755985837
MAGICC-SLR,Nauels2025,ssp126,te,2150,12.67911786219686,7.317225117126004,9.010508989712628,18.16546154616447,23.380878040541333
MAGICC-SLR,Nauels2025,ssp126,te,2300,16.735522709890873,9.147715496736772,11.592314685323862,25.572076386675352,34.621136918610766
MAGICC-SLR,Nauels2025,ssp245,te,2100,16.622682960777176,10.63199219388718,12.877414445578903,21.401419461764725,25.887163183413133
MAGICC-SLR,Nauels2025,ssp245,te,2150,23.229502258212214,14.235223538441549,17.26074516880558,31.61477581978035,40.10402319707061
MAGICC-SLR,Nauels2025,ssp245,te,2300,36.29622929070888,20.76491748821374,25.96988204153131,55.13074168172595,75.01118211973431
MAGICC-SLR,Nauels2025,ssp585,te,2100,27.88187236440489,18.417995629121418,22.08491232357216,35.74260053157495,41.294377043340184
MAGICC-SLR,Nauels2025,ssp585,te,2150,49.93681884723789,30.80964393102481,38.30709672888957,66.37628491432717,78.89008060335411
MAGICC-SLR,Nauels2025,ssp585,te,2300,103.4922584615633,58.39470784611868,74.4191177417526,142.90513047698428,179.79757355782425
BRICK 2.0,BRICK2.0,ssp126,total,2100,39.241787300181336,34.00109130907387,35.697490072783815,44.17772477210689,72.83030050984863
BRICK 2.0,BRICK2.0,ssp126,total,2150,55.165905867771144,47.643957499577176,50.25874934653123,62.10371127852393,93.43708237447542
BRICK 2.0,BRICK2.0,ssp126,total,2300,91.1767107695418,76.93592476736133,82.3140160743174,102.02049101409646,130.04837172265135
BRICK 2.0,BRICK2.0,ssp245,total,2100,70.8716898905364,42.635943350987496,49.74056784538429,92.9456601149105,110.66826692575704
BRICK 2.0,BRICK2.0,ssp245,total,2150,137.9806104775834,76.60979457481339,107.64294315357778,173.73703486161412,207.8468167584836
BRICK 2.0,BRICK2.0,ssp245,total,2300,317.51471413910497,207.3896760167988,253.85217230208644,405.53479670305376,478.49691314847223
BRICK 2.0,BRICK2.0,ssp585,total,2100,104.67871908213344,79.11570021114254,88.14225280865921,124.89632874353018,144.2918153805674
BRICK 2.0,BRICK2.0,ssp585,total,2150,202.83449397288445,150.17836615065397,169.12886694972389,243.0468971810189,277.09925484658174
BRICK 2.0,BRICK2.0,ssp585,total,2300,482.39538942463446,331.5878508747781,386.7563517292483,592.4822918190823,695.0950265092177
FACTS,wf1e,ssp126,total,2100,41.24717559814454,22.70717628479004,32.69792321777344,50.470581268310546,56.25465026855469
FACTS,wf1e,ssp245,total,2100,51.179089355468754,33.33651962280274,42.06135549926758,61.87601055908203,66.97105834960938
FACTS,wf1e,ssp585,total,2100,71.04866638183594,52.50037918090821,61.30398522949219,83.73646704101562,93.5864663696289
FACTS,wf1f,ssp126,total,2100,39.781672668457034,25.742112731933595,31.052291625976565,48.501768585205085,55.770392761230454
FACTS,wf1f,ssp126,total,2150,60.20204772949219,35.58249145507813,43.493293151855475,77.60042449951172,88.8935513305664
FACTS,wf1f,ssp245,total,2100,48.682986450195315,34.788538513183596,39.00409555053711,58.14907543945313,66.78571228027344
FACTS,wf1f,ssp245,total,2150,80.04207153320314,54.00584899902344,61.94434643554688,99.30250323486328,113.41796997070313
