tag,forcing,marker,ladrillo_fair_regrowth_cm,ladrillo_fair_peak_year,ladrillo_magiccclim_regrowth_cm,ladrillo_magiccclim_peak_year,magicc_own_regrowth_cm,magicc_own_peak_year,total_gap_cm,structure_part_cm,climate_part_cm,structure_share,verdict
L24,spliced,vvVL,0.0,2300,0.0,2300,0.8730556791857271,2181,0.8730556791857271,0.8730556791857271,0.0,1.0,STRUCTURE
L24,spliced,vvLN,0.1816579242783387,2214,2.19820943629019,2182,8.58473503347048,2144,8.403077109192141,6.38652559718029,2.0165515120118513,0.7600222530618049,STRUCTURE
L24,spliced,vvL,0.0,2300,0.0,2300,0.9718215563024373,2177,0.9718215563024373,0.9718215563024373,0.0,1.0,STRUCTURE
L24,spliced,vvML,0.1278160363143641,2247,0.618817866739084,2221,6.388655978266229,2168,6.260839941951865,5.769838111527145,0.4910018304247199,0.9215757254654163,STRUCTURE
L24,spliced,vvM,0.0,2300,0.0,2300,0.0,2300,0.0,0.0,0.0,,NO_GAP
L24,spliced,vvHL,0.0011486972157577213,2298,0.08163585151798358,2245,2.9536723518457553,2183,2.9525236546299976,2.8720365003277717,0.08048715430222586,0.9727395395542352,STRUCTURE
L24,spliced,vvH,0.0,2300,0.0,2300,0.0,2300,0.0,0.0,0.0,,NO_GAP
