marker,specie,pulse_Gt,component,horizon,n_draws,base_med_cm,pulse_med_cm,paired_med_cm,diff_of_med_cm,paired_mean_cm,paired_p05_cm,paired_p95_cm,per_unit_cm
VL,CO2,10.0,glaciers,2100,2000,7.317448662621313,7.334277534428935,0.016552608831892357,0.016828871807621937,0.01724218862402034,0.01078337736753312,0.025489491193404042,0.0016552608831892357
VL,CO2,10.0,glaciers,2150,2000,8.82099448963426,8.846255600385263,0.02005541266081945,0.025261110751003457,0.02076668329707251,0.013042524404052801,0.030537283136682622,0.002005541266081945
VL,CO2,10.0,glaciers,2300,2000,10.386206709944577,10.411662230410208,0.023965059414896572,0.0254555204656306,0.024701000473779294,0.015144861951613997,0.0368950789615722,0.0023965059414896572
VL,CO2,10.0,gis,2100,2000,6.058161998679735,6.0727399225837235,0.01539327958636072,0.014577923903988932,0.016456130159707278,0.010672136050893944,0.025148744417649825,0.001539327958636072
VL,CO2,10.0,gis,2150,2000,7.154589957523799,7.1767089541811195,0.019532216648254774,0.022118996657320977,0.02098353581553946,0.013904549650472477,0.03240774446814303,0.0019532216648254774
VL,CO2,10.0,gis,2300,2000,7.754813565272688,7.778801539152676,0.025618779333464126,0.02398797387998819,0.027074926655067888,0.01645786413880419,0.042905987530402354,0.0025618779333464125
VL,CO2,10.0,ais,2100,2000,4.303201072410232,4.311479110980244,0.007524337181203045,0.008278038570011859,0.0618547411091054,0.003193081950226695,0.019646341343855407,0.0007524337181203045
VL,CO2,10.0,ais,2150,2000,6.438603056184421,6.450110482361274,0.012561827443463347,0.011507426176852853,0.1014704539932737,0.005170888608165258,0.04169297737697354,0.0012561827443463348
VL,CO2,10.0,ais,2300,2000,11.84401582258521,11.86941701670122,0.027501007961894253,0.025401194116010828,0.21285334064243114,0.010173369504772012,1.03378247870263,0.0027501007961894253
VL,CO2,10.0,te,2100,2000,14.367720451390163,14.400999370157544,0.035846288240931834,0.03327891876738143,0.03658725613252392,0.02447676912333101,0.05019126117574668,0.0035846288240931833
VL,CO2,10.0,te,2150,2000,17.281050314208528,17.329135576850867,0.04842269278402256,0.04808526264233848,0.04935019789982069,0.031348929407242564,0.06907471294178862,0.004842269278402256
VL,CO2,10.0,te,2300,2000,18.60571270153607,18.671058274539398,0.06620807347840518,0.06534557300332722,0.06854725239952811,0.03891222673418838,0.10452383798404943,0.006620807347840518
VL,CO2,10.0,lws,2100,2000,2.596380650083528,2.596380650083528,0.0,0.0,0.0,0.0,0.0,0.0
VL,CO2,10.0,lws,2150,2000,4.2307986469202445,4.2307986469202445,0.0,0.0,0.0,0.0,0.0,0.0
VL,CO2,10.0,lws,2300,2000,8.483616077316128,8.483616077316128,0.0,0.0,0.0,0.0,0.0,0.0
VL,CO2,10.0,total,2100,2000,34.91256687529028,34.99221820731954,0.07546188225408912,0.07965133202925756,0.13214031602535692,0.0554605114131391,0.12335037487996557,0.007546188225408912
VL,CO2,10.0,total,2150,2000,44.15969349828316,44.26035299810777,0.10091511079845361,0.10065949982460864,0.19257087100570608,0.07255705710641998,0.1893280429900045,0.01009151107984536
VL,CO2,10.0,total,2300,2000,57.54832378389408,57.694782036215855,0.1453626668679746,0.14645825232177856,0.33317652017080596,0.09736351288768078,1.1985720217739704,0.014536266686797462
