param,offset_sd,value,logpost,dlogpost,d_ais,d_gsic,d_gis,d_steric,d_rest,provenance
ais_gmst_amp,-8.0,-0.31430356039454455,-Inf,-Inf,NaN,NaN,NaN,NaN,NaN,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,-4.0,0.3798446697819826,-Inf,-Inf,NaN,NaN,NaN,NaN,NaN,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,-2.0,0.7269187848702462,-383.5983437581319,-50.62738347606307,-48.602495017072556,0.0,0.0,0.0,-2.0248884589905174,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,-1.0,0.900455842414378,-410.64112338528355,-77.67016310321475,-77.11751519046857,0.0,0.0,0.0,-0.5526479127461812,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,-0.5,0.9872243711864439,-369.4205185573868,-36.449558275318,-36.28955004699412,0.0,0.0,0.0,-0.16000822832387485,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,0.0,1.0739928999585098,-332.9709602820688,0.0,0.0,0.0,0.0,0.0,0.0,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,0.5,1.1607614287305756,-332.3445595483041,0.6264007337646831,0.7017330133240876,0.0,0.0,0.0,-0.07533227955940447,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,1.0,1.2475299575026415,-369.5500054992329,-36.579045217164094,-36.19161958091354,0.0,0.0,0.0,-0.3874256362505548,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,2.0,1.4210670150467735,-355.9011343719596,-22.930174089890784,-21.230719513697068,0.0,0.0,0.0,-1.699454576193716,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,4.0,1.768141130135037,-Inf,-Inf,NaN,NaN,NaN,NaN,NaN,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_gmst_amp,8.0,2.462289360311564,-Inf,-Inf,NaN,NaN,NaN,NaN,NaN,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1735) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
