ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.173985499017315,13.198165937239207,10.425758570690274,15.99213028745621,5.566371716765936,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,joint,2000,83.67198097990698,83.7224569678161,29.113257398822366,137.5056336638581,108.39237626503574,4.297433732697495,0.9373242697637055,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,fixed,2000,38.7440261994691,40.935000268143604,14.407466103692247,72.74599776095563,58.33853165726339,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,joint,2000,37.44490590871004,39.53958954646784,6.383830874801426,78.620677778342,72.23684690354057,1.2382356026361658,0.9664691458737229,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,fixed,2000,97.88264576840297,100.51977619534345,55.74752175524816,152.6421318348052,96.89461007955705,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,joint,2000,95.6998132958726,99.23707205162307,46.057816634965704,164.15576390990782,118.09794727494211,1.2188288613574654,0.977699494579508,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,fixed,2000,295.80603492950524,299.73325844665226,181.13998188857616,433.0458674415848,251.90588555300863,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,joint,2000,292.527670078372,306.8565570568844,160.39152586148975,489.8531317658985,329.46160590440877,1.3078757774203733,0.9889171806386083,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,fixed,2000,28.888450348666005,28.763752280341578,26.098998792152482,31.074273719779406,4.9752749276269235,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,joint,2000,28.380242214611382,28.767954331187532,20.20345973430818,38.54908438468127,18.345624650373093,3.687358973572035,0.982407912922955,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,fixed,2000,53.734047315403586,53.50210230545626,48.54551971656525,57.79979452679551,9.254274810230257,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,joint,2000,52.526857114191316,53.51718099195245,35.41046898476365,73.33230981405771,37.92184082929406,4.097764720296924,0.9775339796362926,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,fixed,2000,108.73972016161125,108.27034112290768,98.2398775602008,116.96743119591247,18.727553635711672,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,joint,2000,104.98121538909608,108.32157165869224,62.13690674212565,160.86692664319656,98.7300199010709,5.271912275440082,0.9654357693129134,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,fixed,2000,95.85229205542265,97.95271987570179,71.53408048231927,130.51438513719245,58.98030465487318,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,joint,2000,94.06943806235739,96.69352003350446,56.88328723308043,144.40246252636263,87.51917529328219,1.4838711974345662,0.9813999858027975,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,fixed,2000,203.94240039438506,206.212434634869,160.62912895487906,260.3290019712625,99.69987301638346,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,joint,2000,199.9889265692567,205.28058382250063,134.5415216854912,291.42813469947606,156.88661301398486,1.5735888950250119,0.9806147529033535,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,fixed,2000,529.3633509588071,533.7874989405111,414.9137932191192,667.4997255867738,252.5859323676546,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,joint,2000,516.6838726360113,534.0211744304435,337.37000130767694,780.4173407138585,443.04733940618155,1.754045980523169,0.9760476838832342,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
