marker,marker_label,component,year,width_ladrillo_cm,width_brick20_cm,width_ratio
vvL,Low,gis,2150,6.42433394831241,8.22025029659271,0.7815253449125866
vvL,Low,gis,2300,9.046950898482073,13.603629827499386,0.6650394794037909
vvML,Medium-to-Low,gis,2100,5.095520248937195,5.782102274894713,0.8812573708807286
vvML,Medium-to-Low,gis,2150,7.898941533069753,9.972125601768486,0.7921020902172484
vvML,Medium-to-Low,gis,2300,8.22476932269991,14.367262077331537,0.5724660188162667
vvM,Medium,gis,2100,5.7032349734092245,6.239967298507688,0.9139847535375987
vvM,Medium,gis,2150,13.219816975819477,13.106338715553271,1.0086582731248614
vvM,Medium,gis,2300,61.22897014048729,38.32307782173154,1.597704924048838
vvHL,High-to-Low,gis,2100,7.3933543007308025,7.1607599020004224,1.0324818038746701
vvHL,High-to-Low,gis,2150,10.759703088215026,12.378356242179866,0.8692352100475831
vvHL,High-to-Low,gis,2300,11.853321005972084,19.796114587783812,0.5987700744714204
vvH,High,gis,2100,6.653473438009771,6.915611815452573,0.9620946946650377
vvH,High,gis,2150,18.425549899941295,15.965050435066217,1.1541178635722156
vvH,High,gis,2300,89.18961902634615,57.16651325225829,1.560172449783315
vvVL,Very Low,ais,2100,49.526648880780435,57.34563928842541,0.8636515259980169
vvVL,Very Low,ais,2150,85.43576321762517,96.04144301414479,0.8895718404089613
vvVL,Very Low,ais,2300,133.56907893798996,153.52014279365534,0.8700426960748637
vvLN,Low-to-Neg,ais,2100,51.576153080827055,61.74898014664647,0.8352551403819114
vvLN,Low-to-Neg,ais,2150,75.85498460256821,89.43192112445821,0.8481869074131191
vvLN,Low-to-Neg,ais,2300,74.72691712631118,85.62305753231047,0.8727429185545312
vvL,Low,ais,2100,50.14898711642862,59.26071007251739,0.8462434394569565
vvL,Low,ais,2150,95.66694405753107,109.32777882814405,0.8750469924749236
vvL,Low,ais,2300,134.1863643787814,170.28967995643612,0.787988822417831
vvML,Medium-to-Low,ais,2100,59.89110840573571,66.38465034365653,0.9021830814155772
vvML,Medium-to-Low,ais,2150,118.3252390322888,126.58927425146103,0.9347177296967808
vvML,Medium-to-Low,ais,2300,157.74095913958115,167.70443572998036,0.9405890694123241
vvM,Medium,ais,2100,61.205001367277355,67.34021599292754,0.9088922639289642
vvM,Medium,ais,2150,130.5170871238785,134.150352525711,0.9729164677287286
vvM,Medium,ais,2300,341.4044086041423,297.17788467407223,1.1488217199559625
vvHL,High-to-Low,ais,2100,69.68551563247122,74.40125881433487,0.936617427486925
vvHL,High-to-Low,ais,2150,135.01085640328444,141.37951387166976,0.9549534632424458
vvHL,High-to-Low,ais,2300,233.41380971118846,237.73482689857462,0.9818242146354533
vvH,High,ais,2100,65.73777485984151,70.83948228359222,0.9279821469709927
vvH,High,ais,2150,131.88257178117127,119.45289058685299,1.1040550892762262
vvH,High,ais,2300,288.2765717841397,331.6531562805175,0.8692110004836221
vvVL,Very Low,te,2100,11.930856728522997,13.897417426109314,0.8584945218748552
vvVL,Very Low,te,2150,16.327539214340373,18.115338039398196,0.9013102145171332
vvVL,Very Low,te,2300,23.76677467608925,24.82807219028473,0.9572541312889058
vvLN,Low-to-Neg,te,2100,11.554177550462073,14.199815130233764,0.8136850687486283
vvLN,Low-to-Neg,te,2150,15.076143999637207,17.024599027633656,0.8855506068111328
vvLN,Low-to-Neg,te,2300,15.550028236227112,15.169890630245208,1.0250586912752027
vvL,Low,te,2100,11.520429364365578,14.211680698394776,0.8106310301262836
vvL,Low,te,2150,16.181091435362084,18.450456905364984,0.877002207498557
vvL,Low,te,2300,23.20162210051862,24.403385639190674,0.9507542290877017
vvML,Medium-to-Low,te,2100,13.20838790443206,16.53297410011291,0.7989117883116901
vvML,Medium-to-Low,te,2150,19.438672727649802,22.28396921157836,0.8723164416126463
vvML,Medium-to-Low,te,2300,21.58192403664586,22.376694679260247,0.9644822144643633
vvM,Medium,te,2100,13.934007314069177,18.170175647735594,0.7668614538575285
vvM,Medium,te,2150,25.425738277749293,30.66825885772705,0.8290571171875682
vvM,Medium,te,2300,56.466915431269946,62.96493034362792,0.8967994584144636
vvHL,High-to-Low,te,2100,16.22170317264265,19.523505687713623,0.8308806539212453
vvHL,High-to-Low,te,2150,23.754110766682416,26.546804571151725,0.894801131451274
vvHL,High-to-Low,te,2300,29.582288740215333,31.129916620254505,0.9502848690885276
vvH,High,te,2100,14.964141808711354,19.321087455749506,0.7744979076867836
vvH,High,te,2150,28.894793440773764,35.23914403915404,0.8199629766452017
vvH,High,te,2300,80.52737548273207,90.0418285369873,0.8943329649247751
vvVL,Very Low,glaciers,2100,6.017395287892441,6.329089546203614,0.9507521174987741
vvVL,Very Low,glaciers,2150,7.66193949995827,9.666979026794433,0.792588820015157
vvVL,Very Low,glaciers,2300,9.547523858860018,15.754859542846681,0.606005012795875
vvLN,Low-to-Neg,glaciers,2100,5.680207743167673,6.002544784545897,0.9462999356192877
vvLN,Low-to-Neg,glaciers,2150,6.956723760165181,9.047134208679196,0.7689422528397313
vvLN,Low-to-Neg,glaciers,2300,7.298301275653198,13.618708562850953,0.5359025961948748
vvL,Low,glaciers,2100,5.764242632381976,5.956429004669188,0.9677346322542318
vvL,Low,glaciers,2150,7.550400511553563,9.189811277389524,0.8216056112197273
vvL,Low,glaciers,2300,9.13629772321651,14.88055849075317,0.6139754585752837
vvML,Medium-to-Low,glaciers,2100,6.370393127494613,6.437408781051634,0.9895896538752861
vvML,Medium-to-Low,glaciers,2150,8.537566028557627,9.98351430892944,0.8551664037704109
vvML,Medium-to-Low,glaciers,2300,9.184791139340474,14.835874462127684,0.6190933444999803
vvM,Medium,glaciers,2100,6.66236701799695,6.581728076934816,1.0122519405419874
vvM,Medium,glaciers,2150,9.850721350442948,11.013055896759031,0.8944584902490016
vvM,Medium,glaciers,2300,12.738927886048815,20.881112098693844,0.6100694170807914
vvHL,High-to-Low,glaciers,2100,7.5838709109814815,7.302711153030398,1.0385007365154257
vvHL,High-to-Low,glaciers,2150,9.750997111199997,11.115224885940545,0.8772649416687793
vvHL,High-to-Low,glaciers,2300,10.787861021414516,16.525543212890618,0.6527991777601314
vvH,High,glaciers,2100,7.075656871479273,6.714984846115112,1.0537115173942389
vvH,High,glaciers,2150,10.261507615321726,11.530407619476314,0.8899518520046719
vvH,High,glaciers,2300,12.169317238041938,22.623702526092533,0.5379012221366831
