year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.480106723643868,-0.9220235777030048,-0.36700019516751414,-1.7466892823115445,-0.11159910981990998,-0.7681519642532018,-7.310229944154584,-6.379721021081902,-5.274717326722313,-8.18391582828321,-4.443664122955201,-7.27700420293,-4.526725709646927,-4.081468421598752,-3.7073054956567093,-5.25617878350457,-2.934582711667183,-4.130332357233222,-4.035767247419793,-3.62408355385438,-3.228989718937606,-4.861790622582888,-2.4180191835988825,-3.6098928928375242,-15.342192423683246,-13.699137621945873,-12.328366249906477,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1901,-1.467759097754295,-0.9179988806508281,-0.3700053356023683,-1.7225374639023283,-0.0805832318162655,-0.7626991406142858,-7.274356069540241,-6.348605486827557,-5.247870391422055,-8.178059372975328,-4.420645801026363,-7.19201579961,-4.467645384797132,-4.033738037393652,-3.671833375892011,-5.163762986333894,-2.9187005944277575,-4.14182832891291,-4.007448928688511,-3.5986539522705776,-3.206332426176392,-4.800377567833236,-2.4261461659287646,-3.6964476108551025,-14.922393671919949,-13.300672092842227,-11.931790695799005,NaN,NaN,-13.717743189686836,-7.19201579961,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1902,-1.4538897641663309,-0.9130910368929662,-0.37199540593179503,-1.7586355717452538,-0.08130318946848232,-0.7572272434890415,-7.196327450171793,-6.2831074100033355,-5.1994841205465,-8.083158338837409,-4.376686706533876,-7.10599819097,-4.409152384169591,-3.985464589756358,-3.632176054465012,-5.1493960624552315,-2.9209439532234356,-4.110059530084785,-3.983275257446498,-3.5769462077418326,-3.186991237469501,-4.753128189676408,-2.4784310766773254,-3.7697138309478753,-14.626438879177648,-13.022506478071971,-11.667802443957916,NaN,NaN,-13.307361420412224,-7.10599819097,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1903,-1.4397147019403467,-0.9091058246394264,-0.3727161106336919,-1.7169383007195298,-0.08786521878277709,-0.7518496647536901,-7.119872374212915,-6.2165702842552,-5.149304833733449,-8.138525630686171,-4.321564658745923,-7.04884410771,-4.363899447950863,-3.9532859785550696,-3.6032100622047403,-5.074701826160494,-2.8202266680653283,-4.069244558160955,-3.963647645991873,-3.5593207849874293,-3.1712873200459164,-4.793347262240661,-2.373120065938248,-3.89201683998108,-14.469609589528257,-12.892469141982144,-11.557155600347265,NaN,NaN,-13.366047505500095,-7.04884410771,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1904,-1.4242100379716387,-0.9038139202848512,-0.37547423756942655,-1.6947624720186514,-0.11866547323455348,-0.7464302197158481,-7.053003035588404,-6.160525496879119,-5.104922772642869,-8.03084978617597,-4.345691759790677,-6.9647086707,-4.329012459726067,-3.9276065076240565,-3.582211360749748,-4.991010373653968,-2.9122554050050913,-3.986545354669745,-3.990124265135592,-3.583096556511856,-3.192471081587654,-4.83083291660234,-2.4258149651770684,-4.005975580215455,-14.427017197806961,-12.868178692789279,-11.543749947099395,NaN,NaN,-13.401862591297018,-6.9647086707,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1905,-1.4087610662851402,-0.9006632154343461,-0.3786344491123925,-1.6810064884509044,-0.09053675292612422,-0.740978254383817,-6.987208361139874,-6.104696870200652,-5.0594283024578965,-7.84608559063658,-4.208202228904826,-6.86514507207,-4.298574179358062,-3.9088599030556073,-3.5687328957046844,-4.871615180021235,-3.011996572302615,-3.965610296075995,-3.9746329437237606,-3.569185485898955,-3.180076581482738,-4.701996195299741,-2.464920852279972,-4.084479761123657,-14.256937375176618,-12.716117174619587,-11.40613497174415,NaN,NaN,-13.311246733632538,-6.86514507207,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1906,-1.3968174739468495,-0.8964735580166766,-0.3820066433280075,-1.6639936257806138,-0.1006588071356247,-0.7355258122146275,-6.908279888719336,-6.037964117939536,-5.003502144404353,-7.7866828678415665,-4.266063133094897,-6.78516536626,-4.257481319197815,-3.874104687413562,-3.542610110387805,-4.820523320006645,-2.9631904171471204,-3.9195184534246272,-3.943936241283168,-3.541620116626572,-3.155516360213949,-4.790554333857461,-2.324734733040358,-4.1820330142974855,-14.304024119749759,-12.78272698118651,-11.486710061369212,NaN,NaN,-13.567440039263273,-6.78516536626,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1907,-1.3851414248272227,-0.8925499801937627,-0.3835647554324002,-1.6496108235021052,-0.12430395060307962,-0.7300945416152622,-6.8279817674871195,-5.9732350091552995,-4.952213015987214,-7.767143424101395,-4.202176566155403,-6.7199607459,-4.234863221850111,-3.8600172823527013,-3.5278784123321807,-4.844436820956546,-2.937037813442131,-3.8829637354070488,-3.910848248802534,-3.511907389893932,-3.12904288417081,-4.651866880177363,-2.4118443290035327,-4.245766305923461,-14.203503533166657,-12.705993083041857,-11.422291350192054,NaN,NaN,-13.430518857797505,-6.7199607459,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1908,-1.3746313816220748,-0.8878374837404299,-0.3855131292246654,-1.6377328231952515,-0.12912102305569723,-0.7246861591994909,-6.764537343561446,-5.920137887273127,-4.911053990184758,-7.681301377747755,-4.062554964973651,-6.64097972783,-4.2140374187417535,-3.84694682756086,-3.5167318083354924,-4.763358500086921,-2.9647426580488396,-3.8119527643377134,-3.9447378791484424,-3.5423399803911497,-3.156157745176607,-4.7418456313188955,-2.2250351546902953,-4.304152536392211,-14.071216738256618,-12.593410874851116,-11.324397536654047,NaN,NaN,-13.478100215899776,-6.64097972783,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1909,-1.365358442707144,-0.8849606666778107,-0.39090776749448436,-1.636366632246292,-0.13492100441180377,-0.719240202015653,-6.692672705933809,-5.861098114708868,-4.864025527197154,-7.581435061729432,-4.086688283395382,-6.56629558477,-4.161262117416694,-3.803428017370318,-3.4803064051337964,-4.639065396975159,-2.99897363505166,-3.7546384638006036,-3.9582970797059205,-3.5545160234410025,-3.167006368626114,-4.737314641387561,-2.3779618174452937,-4.4123697757720945,-13.869355850072612,-12.411490175908284,-11.154926772221602,NaN,NaN,-13.127202387002756,-6.56629558477,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1910,-1.3544990354470612,-0.8823439069481307,-0.396723850945196,-1.639051569996101,-0.1418402317447433,-0.713820756977811,-6.624769334901461,-5.806367277124976,-4.821797152785153,-7.435271574162459,-4.049078898776876,-6.4967437354,-4.1085116616194695,-3.7567625832309677,-3.441409259863793,-4.440344809482869,-3.0946802086258676,-3.709659749811346,-3.931746816479218,-3.5306741201766565,-3.1457636849582387,-4.688042364276182,-2.384878278066717,-4.497396707534791,-13.688191213046618,-12.245286801932762,-11.002796924387948,NaN,NaN,-12.932223767549981,-6.4967437354,"posterior_predictive_ladrillo.jl | tag L32 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L32.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
