dt,R_secant,S
0.0,1.65858834692793,0.9906558481453454
0.01,1.65858834692793,0.9906558481453454
0.02,1.65858834692793,0.9906558481453454
0.03,1.65858834692793,0.9906558481453454
0.04,1.65858834692793,0.9906558481453454
0.05,1.65858834692793,0.9906558481453454
0.06,1.65858834692793,0.9906558481453454
0.07,1.65858834692793,0.9906558481453454
0.08,1.65858834692793,0.9906558481453454
0.09,1.65858834692793,0.9906558481453454
0.1,1.65858834692793,0.9906558481453454
0.11,1.65858834692793,0.9906558481453454
0.12,1.65858834692793,0.9906558481453454
0.13,1.65858834692793,0.9906558481453454
0.14,1.65858834692793,0.9906558481453454
0.15,1.65858834692793,0.9906558481453454
0.16,1.65858834692793,0.9906558481453454
0.17,1.65858834692793,0.9906558481453454
0.18,1.65858834692793,0.9906558481453454
0.19,1.65858834692793,0.9906558481453454
0.2,1.65858834692793,0.9906558481453454
0.21,1.65858834692793,0.9906558481453454
0.22,1.65858834692793,0.9906558481453454
0.23,1.65858834692793,0.9906558481453454
0.24,1.65858834692793,0.9906558481453454
0.25,1.65858834692793,0.9906558481453454
0.26,1.65858834692793,0.9906558481453454
0.27,1.65858834692793,0.9906558481453454
0.28,1.65858834692793,0.9906558481453454
0.29,1.65858834692793,0.9906558481453454
0.3,1.65858834692793,0.9906558481453454
0.31,1.65858834692793,0.9906558481453454
0.32,1.65858834692793,0.9906558481453454
0.33,1.65858834692793,0.9906558481453454
0.34,1.65858834692793,0.9906558481453454
0.35,1.65858834692793,0.9906558481453454
0.36,1.65858834692793,0.9906558481453454
0.37,1.65858834692793,0.9906558481453454
0.38,1.65858834692793,0.9906558481453454
0.39,1.65858834692793,0.9906558481453454
0.4,1.65858834692793,0.9906558481453454
0.41,1.65858834692793,0.9906558481453454
0.42,1.65858834692793,0.9906558481453454
0.43,1.65858834692793,0.9906558481453454
0.44,1.65858834692793,0.9906558481453454
0.45,1.65858834692793,0.9906558481453454
0.46,1.65858834692793,0.9906558481453454
0.47,1.65858834692793,0.9906558481453454
0.48,1.65858834692793,0.9906558481453454
0.49,1.65858834692793,0.9906558481453454
0.5,1.65858834692793,0.9906558481453454
0.51,1.65858834692793,0.9906558481453454
0.52,1.65858834692793,0.9906558481453454
0.53,1.65858834692793,0.9906558481453454
0.54,1.65858834692793,0.9906558481453454
0.55,1.65858834692793,0.9906558481453454
0.56,1.65858834692793,0.9906558481453454
0.57,1.65858834692793,0.9906558481453454
0.58,1.65858834692793,0.9906558481453454
0.59,1.65858834692793,0.9906558481453454
0.6,1.65858834692793,0.9906558481453454
0.61,1.65858834692793,0.9906558481453454
0.62,1.65858834692793,0.9906558481453454
0.63,1.65858834692793,0.9906558481453454
0.64,1.65858834692793,0.9906558481453454
0.65,1.65858834692793,0.9906558481453454
0.66,1.65858834692793,0.9906558481453454
0.67,1.65858834692793,0.9906558481453454
0.68,1.65858834692793,0.9906558481453454
0.69,1.65858834692793,0.9906558481453454
0.7,1.65858834692793,0.9906558481453454
0.71,1.65858834692793,0.9906558481453454
0.72,1.65858834692793,0.9906558481453454
0.73,1.65858834692793,0.9906558481453454
0.74,1.65858834692793,0.9906558481453454
0.75,1.65858834692793,0.9906558481453454
0.76,1.659768102061365,0.991360502392122
0.77,1.6609035189913743,0.9920386739371472
0.78,1.6619954433046853,0.9926908678397013
0.79,1.6630447205880265,0.9933175891590651
0.8,1.6640521964281263,0.9939193429545192
0.81,1.6650187164117132,0.9944966342853447
0.82,1.6659451261255152,0.995049968210822
0.83,1.6668322711562602,0.9955798497902317
0.84,1.667680997090677,0.9960867840828547
0.85,1.6684921495154938,0.9965712761479717
0.86,1.6692665740174388,0.9970338310448633
0.87,1.6700051161832399,0.99747495383281
0.88,1.6707086215996259,0.9978951495710928
0.89,1.671377935853325,0.9982949233189925
0.9,1.6720139045310651,0.9986747801357895
0.91,1.6726173732195748,0.9990352250807645
0.92,1.6731891875055822,0.9993767632131983
0.93,1.673730192975816,0.9996998995923718
0.939826733054467,1.6742326308708047,1.0
0.94,1.6742412352170037,1.0000051392775653
0.95,1.674723159815874,1.0002929873280597
0.96,1.6751768123591553,1.000563948803136
0.97,1.6756030384335758,1.0008185287620743
0.98,1.6760026836258637,1.0010572322641558
0.99,1.676376593522747,1.0012805643686609
1.0,1.6767256137109545,1.0014890301348702
1.01,1.6770505897772137,1.0016831346220647
1.02,1.6773523673082535,1.001863382889525
1.03,1.6776317918908024,1.0020302799965317
1.04,1.6778897091115879,1.0021843310023657
1.05,1.6781269645573387,1.0023260409663073
1.06,1.6783444038147832,1.0024559149476377
1.07,1.678542872470649,1.0025744580056373
1.08,1.6787232161116656,1.002682175199587
1.09,1.6788862803245599,1.002779571588767
1.1,1.679032910696061,1.0028671522324588
1.11,1.6791639528128968,1.002945422189942
1.12,1.6792802522617962,1.0030148865204989
1.13,1.6793826546294865,1.0030760502834084
1.14,1.6794720055026966,1.0031294185379525
1.15,1.6795491504681546,1.0031754963434112
1.16,1.6796149351125889,1.0032147887590654
1.17,1.6796702050227277,1.0032478008441963
1.18,1.679715805785299,1.0032750376580837
1.19,1.6797525829870312,1.0032970042600087
1.2,1.679781382214653,1.0033142057092521
1.21,1.6798030490548923,1.0033271470650948
1.22,1.679818429094477,1.0033363333868168
1.23,1.679828367920136,1.0033422697336993
1.24,1.6798337111185975,1.0033454611650232
1.25,1.6798353042765894,1.0033464127400686
1.26,1.6797875110708014,1.0033178664049258
1.27,1.6796461887032907,1.003233456171303
1.28,1.6794144230488393,1.0030950251969104
1.29,1.6790952999822268,1.0029044166394565
1.3,1.678691905378235,1.0026634736566513
1.31,1.6782073251116447,1.0023740394062042
1.32,1.6776446450572366,1.0020379570458242
1.33,1.6770069510897918,1.0016570697332212
1.34,1.676297329084091,1.001233220626104
1.35,1.6755188649149155,1.0007682528821826
1.36,1.674674644457046,1.0002640096591664
1.37,1.6737677535852633,0.9997223341147642
1.38,1.6728012781743484,0.9991450694066859
1.39,1.6717783040990823,0.9985340586926408
1.4,1.670701917234246,0.9978911451303383
1.41,1.6695752034546205,0.9972181718774877
1.42,1.6684012486349864,0.9965169820917985
1.43,1.6671831386501248,0.9957894189309802
1.44,1.6659239593748163,0.9950373255527418
1.45,1.6646267966838422,0.9942625451147931
1.46,1.6632947364519834,0.9934669207748434
1.47,1.661930864554021,0.9926522956906023
1.48,1.6605382668647353,0.9918205130197787
1.49,1.659120029258908,0.9909734159200825
1.5,1.6576792376113192,0.9901128475492228
1.51,1.6562189777967506,0.9892406510649092
1.52,1.6547423356899826,0.988358669624851
1.53,1.6532523971657962,0.9874687463867574
1.54,1.6517522480989728,0.9865727245083383
1.55,1.6502449743642924,0.9856724471473025
1.56,1.648733661836537,0.98476975746136
1.57,1.6472213963904867,0.9838664986082198
1.58,1.6457112639009226,0.9829645137455914
1.59,1.6442063502426258,0.9820656460311842
1.6,1.6427097412903773,0.9811717386227077
1.61,1.6412245229189577,0.9802846346778711
1.62,1.6397537810031482,0.979406177354384
1.63,1.6383006014177297,0.9785382098099558
1.64,1.636868070037483,0.9776825752022957
1.65,1.635459272737189,0.9768411166891134
1.66,1.6340772953916287,0.976015677428118
1.67,1.632725223875583,0.9752081005770191
1.68,1.631406144063833,0.9744202292935261
1.69,1.6301231418311593,0.9736539067353484
1.7,1.628879303052343,0.9729109760601952
1.71,1.627677713602165,0.972193280425776
1.72,1.626521459355406,0.9715026629898003
1.73,1.6254136261868475,0.9708409669099776
1.74,1.62435729997127,0.9702100353440171
1.75,1.6233555665834545,0.9696117114496282
1.76,1.6223890390337892,0.9690344155996706
1.77,1.6214359044328306,0.9684651192047826
1.78,1.6204956098056134,0.9679034919793424
1.79,1.6195676021771703,0.9673492036377276
1.8,1.6186513285725355,0.9668019238943156
1.81,1.6177462360167425,0.9662613224634844
1.82,1.6168517715348258,0.9657270690596123
1.83,1.6159673821518183,0.9651988333970762
1.84,1.6150925148927546,0.9646762851902546
1.85,1.6142266167826678,0.9641590941535249
1.86,1.6133691348465917,0.9636469300012648
1.87,1.6125195161095605,0.9631394624478524
1.88,1.6116772075966073,0.962636361207665
1.89,1.6108416563327665,0.962137295995081
1.9,1.610012309343072,0.9616419365244779
1.91,1.6091886136525568,0.9611499525102333
1.92,1.608370016286255,0.9606610136667251
1.93,1.6075559642692006,0.9601747897083309
1.94,1.6067459046264272,0.959690950349429
1.95,1.6059392843829685,0.9592091653043966
1.96,1.6051355505638587,0.958729104287612
1.97,1.6043341501941308,0.9582504370134525
1.98,1.603534530298819,0.957772833196296
1.99,1.6027361379029572,0.9572959625505205
2.0,1.6019384200315787,0.9568194947905034
2.01,1.601140823709718,0.956343099630623
2.02,1.6003427959624081,0.9558664467852566
2.03,1.599543783814683,0.9553892059687821
2.04,1.5987432342915768,0.9549110468955774
2.05,1.5979405944181229,0.9544316392800201
2.06,1.5971353112193554,0.9539506528364883
2.07,1.5963268317203076,0.9534677572793594
2.08,1.5955146029460137,0.9529826223230113
2.09,1.5946980719215071,0.9524949176818219
2.1,1.5938766856718218,0.9520043130701688
2.11,1.5930498912219917,0.95151047820243
2.12,1.59221713559705,0.9510130827929828
2.13,1.5913778658220312,0.9505117965562057
2.14,1.5905315289219686,0.9500062892064759
2.15,1.5896775719218958,0.9494962304581712
2.16,1.5888154418468472,0.9489812900256698
