param,mean,std,lo,hi
thermal_alpha,0.1600092262387788,0.02892027327422819,0.10172814511234267,0.24024582780945106
greenland_a,-0.15945482916714923,0.15790768571786729,-0.7607232206025453,-0.0029767960366746
greenland_b,6.536819237312317,0.29286972251332194,5.907906501996847,7.042280168599018
greenland_alpha,0.0001354216722700262,0.0001388208864082601,1.4151258813890608e-06,0.0006381364665849571
greenland_beta,0.0006308192569096692,0.0002071285390327309,0.000277595130130052,0.000991534211777348
greenland_v0,7.3638677905198,0.11573610148540578,7.1635340308701885,7.555519734791337
anto_alpha,0.19420088066306393,0.18773188652763884,0.0036199491869242533,0.8445067661679276
anto_beta,0.8985057675116559,0.5426104483140833,0.026827739718296714,1.952293434600144
antarctic_s0,0.004265620424949669,0.029870443150818465,-0.046499143582000683,0.05481705310344161
antarctic_alpha,0.2196839882373174,0.19520706601731894,0.005912005605752954,0.8617826863647999
antarctic_gamma,2.7942969591912563,0.929134202724309,0.7468384104926892,4.216655330550766
antarctic_mu,10.711604404976795,1.780038324379223,7.247336938358041,13.577010288284711
antarctic_nu,0.009232790355554889,0.0032077828587749784,0.003297731247904031,0.014784008938199809
antarctic_kappa,0.06559502414787705,0.013512932999193528,0.030667880653685912,0.08448993468893011
antarctic_precip0,0.8239193615011434,0.33939842382952295,0.19584198892335403,1.4746513922810953
antarctic_flow0,1.2073536415741897,0.33134415801243666,0.6231347950056668,1.7779818545651733
antarctic_runoff_height0,1578.1338146300116,368.0491198958346,840.1336467874022,2184.5921617064646
antarctic_c,91.88807705800876,21.211020565646734,50.033022432899976,130.43136110237796
antarctic_bed_height0,779.4561716860422,22.813420813353765,741.2149833223486,818.7025073092509
antarctic_slope,0.0006428725149150425,4.9790650760896867e-05,0.000521502181446976,0.000739839240304748
antarctic_lambda,0.010403796553025908,0.0036400937870837463,0.003965500716225629,0.02070457498152365
antarctic_temp_threshold,-15.606366876305943,0.4352167909848384,-16.395312161654346,-14.51943308466894
