pair,horizon,arm,boundary,low_fd_cm,high_fd_cm,fd_ratio,low_tot_cm,high_tot_cm,tot_ratio
ssp585/ssp126,2100,n0p0,false,0.0,37.68443724168155,NaN,4.181206245375232,45.51722462838985,10.886146713938293
ssp585/ssp126,2100,n0p25,false,0.0,21.89016057652681,NaN,4.181206245375232,29.72294796323511,7.108701704468946
ssp585/ssp126,2100,n0p5,false,0.0,13.438281561511975,NaN,4.181206245375232,21.271068948220275,5.087304404499989
ssp585/ssp126,2100,n1p0,false,0.0,5.63963503081204,NaN,4.181206245375232,13.472422417520342,3.222137734157932
ssp585/ssp126,2100,n2p0,true,0.0,1.377843564745734,NaN,4.181206245375232,9.125666003594233,2.182543856497869
ssp585/ssp126,2150,n0p0,false,0.0,104.55184578100997,NaN,6.408378037246744,125.07484860870889,19.51739549098843
ssp585/ssp126,2150,n0p25,false,0.0,76.37400891719429,NaN,6.408378037246744,96.89701174489323,15.120364494995284
ssp585/ssp126,2150,n0p5,false,0.0,58.14172190492388,NaN,6.408378037246744,78.6647247326228,12.27529404092706
ssp585/ssp126,2150,n1p0,false,0.0,36.420270557653254,NaN,6.408378037246744,56.943273385352185,8.885754406869689
ssp585/ssp126,2150,n2p0,true,0.0,17.205124848686843,NaN,6.408378037246744,37.728127676385775,5.88731305442696
ssp585/ssp126,2300,n0p0,false,0.0,259.9578849045828,NaN,12.669291570939832,359.7576493117083,28.39603519244137
ssp585/ssp126,2300,n0p25,false,0.0,242.23514102975182,NaN,12.669291570939832,333.50622339568906,26.323983588843156
ssp585/ssp126,2300,n0p5,false,0.0,224.90069659583156,NaN,12.669291570939832,306.1453864970787,24.16436505410446
ssp585/ssp126,2300,n1p0,false,0.0,187.23980066266103,NaN,12.669291570939832,268.48449056390814,21.191752440187265
ssp585/ssp126,2300,n2p0,true,0.0,145.06007551795278,NaN,12.669291570939832,226.3047654191999,17.862464065337804
ssp585/ssp245,2100,n0p0,false,0.0,37.68443724168155,NaN,5.397637609751614,45.51722462838985,8.432804852655611
ssp585/ssp245,2100,n0p25,false,0.0,21.89016057652681,NaN,5.397637609751614,29.72294796323511,5.506658674071838
ssp585/ssp245,2100,n0p5,false,0.0,13.438281561511975,NaN,5.397637609751614,21.271068948220275,3.940810866922783
ssp585/ssp245,2100,n1p0,false,0.0,5.63963503081204,NaN,5.397637609751614,13.472422417520342,2.49598498298227
ssp585/ssp245,2100,n2p0,true,0.0,1.377843564745734,NaN,4.959582647085282,9.125666003594233,1.8400068418977418
ssp585/ssp245,2150,n0p0,false,26.829104166109225,104.55184578100997,3.8969562730715714,36.36661431561963,125.07484860870889,3.4392766817170735
ssp585/ssp245,2150,n0p25,false,9.166800532626102,76.37400891719429,8.331588392849504,18.704310682136505,96.89701174489323,5.180464193071517
ssp585/ssp245,2150,n0p5,false,3.2521182632900993,58.14172190492388,17.87810811225024,12.789628412800504,78.6647247326228,6.150665382419648
ssp585/ssp245,2150,n1p0,false,0.4425282336168781,36.420270557653254,82.3004450133782,10.025549315407172,56.943273385352185,5.679815798007425
ssp585/ssp245,2150,n2p0,true,0.009722507525950164,17.205124848686843,1769.6180540632101,9.193593846456974,37.728127676385775,4.103740964250388
ssp585/ssp245,2300,n0p0,false,135.8464418124049,259.9578849045828,1.9136157078266924,158.73733327602116,359.7576493117083,2.2663707515241045
ssp585/ssp245,2300,n0p25,false,63.360320223938366,242.23514102975182,3.8231363126575895,86.25121168755463,333.50622339568906,3.8666845006632107
ssp585/ssp245,2300,n0p5,false,30.220803052621108,224.90069659583156,7.441916622937837,53.111694516237364,306.1453864970787,5.764180361511222
ssp585/ssp245,2300,n1p0,false,7.1459784309245915,187.23980066266103,26.202122280746202,30.03686989454085,268.48449056390814,8.938497636623074
ssp585/ssp245,2300,n2p0,true,0.43064513133526994,145.06007551795278,336.84364448327926,23.812895168976617,226.3047654191999,9.50345448603953
