tag,draw,shift,ll_ais,ll_smb,ll
L14,2,0.19,113.46129874138214,-5.724621871900422,107.73667686948171
L14,2,0.2,112.60635456171514,-5.723311770077862,106.88304279163728
L14,2,0.21,111.6990259353127,-5.722027627542492,105.97699830777022
L14,2,0.22,110.73936305689998,-5.720769435420179,105.0185936214798
L14,2,0.23,109.7274164002712,-5.719537184733476,104.00787921553771
L14,2,0.24,108.6632367116196,-5.718330866401584,102.94490584521802
L14,2,0.25,109.94956951325447,-5.721651868813888,104.22791764444058
L14,2,0.26,108.9116418282002,-5.720419511332811,103.1912223168674
L14,2,0.27,107.82257357797825,-5.719212393217835,102.10336118476042
L14,2,0.28,106.6824200959627,-5.718030502408103,100.9643895935546
L14,2,0.29,105.49123699250187,-5.716873826735426,99.77436316576645
L14,2,0.3,104.24908015160013,-5.715742353924236,98.53333779767588
L14,2,0.31,102.95600574234395,-5.714636071591492,97.24136967075245
L14,2,0.32,101.61207020048225,-5.713554967246615,95.89851523323564
L14,2,0.33,100.2173302441212,-5.712499028291431,94.50483121582977
L14,2,0.34,101.89804211317583,-5.7154740533662,96.18256805980964
L14,2,0.35,103.37106063408848,-5.718666170019385,97.65239446406909
L14,3,-0.35,104.26928645229219,-6.900869208885617,97.36841724340657
L14,3,-0.34,107.95638221121236,-6.874728622473931,101.08165358873842
L14,3,-0.33,111.06459435032826,-6.848635040432256,104.21595930989601
L14,3,-0.32,114.376411796708,-6.788922477290324,107.58748931941767
L14,3,-0.31,114.76327950933661,-6.796507772076242,107.96677173726037
L14,3,-0.3,115.67290629534058,-6.770607860668999,108.90229843467158
L14,3,-0.29,116.07787081197046,-6.777921474130647,109.2999493378398
L14,3,-0.28,116.49020246568539,-6.752086151810715,109.73811631387467
L14,3,-0.27,116.91874251911601,-6.759134108522405,110.1596084105936
L14,3,-0.26,117.2944023357746,-6.766202904060698,110.52819943171392
L14,3,-0.25,117.61730051162888,-6.773292501663315,110.84400800996556
L14,3,-0.24,117.74198737914561,-6.747334688492234,110.99465269065338
L14,3,-0.23,118.09625142057864,-6.754166984175798,111.34208443640284
L14,3,-0.22,118.39947811182255,-6.761018013324081,111.63846009849847
L14,3,-0.21,118.65179149711179,-6.767887730404585,111.8839037667072
L14,3,-0.2,118.85331570062016,-6.774776089711052,112.0785396109091
L14,3,-0.19,119.00417492528639,-6.781683045363242,112.22249187992315
L14,3,-0.18,119.1829505813931,-6.755445900424663,112.42750468096844
L14,3,-0.17,119.37566827559195,-6.762105864205661,112.61356241138628
L14,3,-0.16,119.51944066610824,-6.768782544250431,112.75065812185781
L14,3,-0.15,119.6143969625147,-6.775475887427707,112.838921075087
L14,3,-0.14,119.66066640273748,-6.782185840426234,112.87848056231124
L14,3,-0.13,119.65837824887218,-6.788912349754563,112.86946589911761
L14,3,-0.12,120.00409365617713,-6.762270138675888,113.24182351750125
L14,3,-0.11,120.05519624740786,-6.7687565873954405,113.28643966001242
L14,3,-0.1,120.0594793239516,-6.775257852760794,113.28422147119082
L14,3,-0.09,120.01707693967106,-6.781773875149755,113.2353030645213
L14,3,-0.08,120.34452111116381,-6.755070401217982,113.58945070994584
L14,3,-0.07,120.36442126947591,-6.76135316043299,113.60306810904292
L14,3,-0.06,120.33940323435107,-6.767649047274681,113.57175418707638
L14,3,-0.05,120.26960588366896,-6.773957996815879,113.49564788685308
L14,3,-0.04,120.155168040415,-6.780279943948141,113.37488809646686
L14,3,-0.03,120.49090483494312,-6.7535049869582675,113.73739984798486
L14,3,-0.02,120.44740402633337,-6.759601899073354,113.68780212726001
L14,3,-0.01,120.36103482219039,-6.765710304282072,113.59532451790832
L14,3,0.0,120.23194069568335,-6.7718301330312825,113.46011056265206
L14,3,0.01,120.06026502692275,-6.777961315590302,113.28230371133245
L14,3,0.02,119.84615109431203,-6.78410378205113,113.0620473122609
L14,3,0.03,119.58974206892098,-6.790257462328915,112.79948460659207
L14,3,0.04,119.29118100557793,-6.796422286162097,112.49475871941583
L14,3,0.05,118.95061083444793,-6.802598183112859,112.14801265133507
L14,3,0.06,119.90773966831281,-6.742357054999095,113.16538261331372
L14,3,0.07,119.82055714005608,-6.748083426726041,113.07247371333004
L14,3,0.08,119.69454737932769,-6.753818411634364,112.94072896769332
L14,3,0.09,119.52986338293636,-6.759561933256525,112.77030144967983
L14,3,0.1,119.32665799553077,-6.765313914960476,112.5613440805703
L14,3,0.11,119.08508390065876,-6.771074279949959,112.3140096207088
L14,3,0.12,118.80529361380398,-6.776842951265026,112.02845066253896
L14,3,0.13,118.78606753775678,-6.749475276467456,112.03659226128933
L14,3,0.14,118.59502492955059,-6.755036141563865,111.83998878798673
L14,3,0.15,118.03154888131452,-6.727884134394888,111.30366474691964
L14,3,0.16,117.92850202985089,-6.733241766158292,111.1952602636926
L14,3,0.17,117.79055464570433,-6.738605382424441,111.0519492632799
L14,3,0.18,117.61786758980702,-6.743974901644313,110.87389268816271
L14,3,0.19,117.41060150904563,-6.74935024212261,110.66125126692302
L14,3,0.2,117.16891682637711,-6.754731322018226,110.41418550435888
L14,3,0.21,116.89297373442108,-6.760118059345267,110.1328556750758
L14,3,0.22,116.55339659358924,-6.732625243019735,109.8207713505695
L14,3,0.23,116.3619273461192,-6.73781387081312,109.62411347530607
L14,3,0.24,115.29205948846209,-6.710478587425262,108.58158090103683
L14,3,0.25,115.18145138263067,-6.715472642940881,108.46597873968979
L14,3,0.26,115.03949576066398,-6.720470301025838,108.31902545963814
L14,3,0.27,114.86635762179397,-6.7254714766532935,108.14088614514067
L14,3,0.28,114.66220167102531,-6.730476084672443,107.93172558635287
L14,3,0.29,114.42719231227326,-6.735484039809577,107.69170827246369
L14,3,0.3,114.16149364023434,-6.7404952566681935,107.42099838356614
L14,3,0.31,113.8652694283792,-6.7455096497303355,107.11975977864886
L14,3,0.32,113.53868312259908,-6.750527133357121,106.78815598924196
L14,3,0.33,113.18189783380735,-6.755547621789445,106.42635021201791
L14,3,0.34,112.54623888173337,-6.7277616419774375,105.81847723975594
L14,3,0.35,112.27188128054097,-6.73259470734,105.53928657320097
L14,4,-0.35,105.35081265515372,-5.6960851467288744,99.65472750842484
L14,4,-0.34,108.36360172722178,-5.697720098730923,102.66588162849085
L14,4,-0.33,110.52727469361098,-5.699586511311316,104.82768818229967
L14,4,-0.32,110.35784454746945,-5.704832406642116,104.65301214082734
L14,4,-0.31,109.43540136691055,-5.707479025815001,103.72792234109555
L14,4,-0.3,110.6299757411762,-5.70663366845674,104.92334207271945
L14,4,-0.29,111.7492507332193,-5.705810120049076,106.04344061317022
L14,4,-0.28,110.39948522598193,-5.708577757025333,104.6909074689566
L14,4,-0.27,111.56422061240457,-5.707722026241795,105.85649858616277
L14,4,-0.26,112.65570453455243,-5.7068872974587395,106.94881723709369
L14,4,-0.25,110.98128433049797,-5.709751899027145,105.27153243147083
L14,4,-0.24,112.11832491279213,-5.7088853009530744,106.40943961183906
L14,4,-0.23,113.18408341025136,-5.708038945974356,107.47604446427701
L14,4,-0.22,114.17867478484182,-5.7072128288252975,108.47146195601653
L14,4,-0.21,115.10221442115147,-5.706406944173204,109.39580747697826
L14,4,-0.2,115.95481812387257,-5.705621286618301,110.24919683725427
L14,4,-0.19,114.49712897893212,-5.708399499976226,108.7887294789559
L14,4,-0.18,115.39996966073164,-5.707580458803512,109.69238920192814
L14,4,-0.17,116.23375518457331,-5.706780937039826,110.52697424753349
L14,4,-0.16,116.99860821267528,-5.7060009260386675,111.29260728663661
L14,4,-0.15,117.69465182292116,-5.7052404170811055,111.98941140584006
L14,4,-0.14,116.40842338392048,-5.708002593966726,110.70042078995375
L14,4,-0.13,117.15786354361495,-5.707207983250557,111.4506555603644
L14,4,-0.12,117.84030986119708,-5.706432209033773,112.1338776521633
L14,4,-0.11,118.45589175316587,-5.705675259764508,112.75021649340137
L14,4,-0.1,117.19970065990356,-5.7084942777625685,111.49120638214099
L14,4,-0.09,117.87014147628355,-5.707703120644469,112.16243835563908
L14,4,-0.08,118.47548796102905,-5.706930156198469,112.76855780483058
L14,4,-0.07,119.01587558081181,-5.706175370343322,113.30970021046849
L14,4,-0.06,119.49144019881358,-5.705438748918819,113.78600144989475
L14,4,-0.05,118.29020337047358,-5.708249625547463,112.58195374492611
L14,4,-0.04,118.82178749480316,-5.7074783598655765,113.11430913493759
L14,4,-0.03,119.29025875239817,-5.706724663656511,113.58353408874166
L14,4,-0.02,119.69575868069279,-5.70598852055263,113.98977016014015
L14,4,-0.01,120.03842920260013,-5.705269914105662,114.33315928849447
L14,4,0.0,120.31841262193976,-5.704568827786637,114.61384379415313
L14,4,0.01,120.53585162250644,-5.703885244985957,114.83196637752049
L14,4,0.02,120.69088926506298,-5.703219149013317,114.98767011604966
L14,4,0.03,117.88507883442847,-5.709490211781528,112.17558862264694
L14,4,0.04,118.26662514751368,-5.7087195181722175,112.55790562934146
L14,4,0.05,118.58855867937515,-5.707965278666998,112.88059340070815
L14,4,0.06,118.85103167695452,-5.707227473304632,113.14380420364989
L14,4,0.07,119.05419675986678,-5.706506082042253,113.34769067782453
L14,4,0.08,119.1982069241963,-5.70580108475535,113.49240583944095
L14,4,0.09,117.33859202850743,-5.708687811917912,111.62990421658952
L14,4,0.1,117.52639429898952,-5.707947736243795,111.81844656274572
L14,4,0.11,114.98936291316855,-5.7110321572069145,109.27833075596163
L14,4,0.12,115.22312216500887,-5.710257988999551,109.51286417600932
L14,4,0.13,115.40058940267838,-5.709499241460613,109.69109016121776
L14,4,0.14,115.5219264905001,-5.708755891700365,109.81317059879974
L14,4,0.15,115.58729565771982,-5.708027916748347,109.87926774097147
L14,4,0.16,115.59685949898278,-5.707315293553424,109.88954420542936
L14,4,0.17,113.14249167513638,-5.710362643864099,107.43212903127228
L14,4,0.18,113.20519385106047,-5.709615494983219,107.49557835607725
L14,4,0.19,110.02909978244224,-5.712873570761754,104.31622621168049
L14,4,0.2,110.12942726169345,-5.712092810011956,104.4173344516815
L14,4,0.21,110.1766035938335,-5.71132651717447,104.46527707665904
L14,4,0.22,110.17079849812691,-5.710574667013885,104.46022383111303
L14,4,0.23,110.11218203950537,-5.709837234216427,104.40234480528895
L14,4,0.24,110.00092463238425,-5.709114193390018,104.29181043899423
L14,4,0.25,109.8371970328258,-5.708405519064335,104.12879151376147
L14,4,0.26,109.62117034446676,-5.707711185690913,103.91345915877585
L14,4,0.27,109.35301600356343,-5.707031167643173,103.64598483592025
L14,4,0.28,106.43014695744947,-5.710082923915579,100.72006403353389
L14,4,0.29,106.20067810144047,-5.709368145419722,100.49130995602076
L14,4,0.3,105.92037919814759,-5.708667268097824,100.21171193004976
L14,4,0.31,105.58942503199818,-5.707980265402936,99.88144476659524
L14,4,0.32,105.20799071927155,-5.707307110711765,99.50068360855978
L14,4,0.33,104.77625169649883,-5.706647777324719,99.06960391917411
L14,4,0.34,101.24754061649236,-5.709681243708497,95.53785937278386
L14,4,0.35,100.8676745459873,-5.708986989774245,95.15868755621305
L14,5,-0.35,92.21090812838727,-5.83662354546982,86.37428458291745
L14,5,-0.34,93.20079138399313,-5.833384953694797,87.36740643029833
L14,5,-0.33,95.19342263614999,-5.830181325014765,89.36324131113523
L14,5,-0.32,96.11645030301798,-5.827012705971243,90.28943759704674
L14,5,-0.31,96.93520667903312,-5.823879143155295,91.11132753587782
L14,5,-0.3,99.0320906412023,-5.82078068320763,93.21130995799467
L14,5,-0.29,99.79110829846039,-5.8177173728185565,93.97339092564184
L14,5,-0.28,101.90574477860571,-5.814689258728173,96.09105551987753
L14,5,-0.27,102.61078221962079,-5.811696387726222,96.79908583189456
L14,5,-0.26,104.66046740258676,-5.8087388066523395,98.85172859593442
L14,5,-0.25,105.3163689678647,-5.805816562395983,99.51055240546872
L14,5,-0.24,107.32910347977909,-5.802929701896515,101.52617377788258
L14,5,-0.23,107.94129378014782,-5.80007827214324,102.14121550800458
L14,5,-0.22,109.93111934083161,-5.797262320175516,104.1338570206561
L14,5,-0.21,110.50525352803854,-5.794481893082696,104.71077163495585
L14,5,-0.2,110.98329479832294,-5.791737038004293,105.19155776031864
L14,5,-0.19,113.81591154551636,-5.797036797325592,108.01887474819077
L14,5,-0.18,114.91276383365542,-5.802518511778026,109.11024532187739
L14,5,-0.17,115.32323622582675,-5.808196104169026,109.51504012165772
L14,5,-0.16,115.21805275901455,-5.814067155269784,109.40398560374477
L14,5,-0.15,114.88287660621204,-5.820115526464795,109.06276107974725
L14,5,-0.14,115.74256687439448,-5.81727763427923,109.92528924011525
L14,5,-0.13,116.5157689014872,-5.814470757974903,110.7012981435123
L14,5,-0.12,116.05252097237806,-5.820604545177554,110.2319164272005
L14,5,-0.11,116.80789094343524,-5.817804988467168,110.99008595496807
L14,5,-0.1,117.47843326554491,-5.815035642127954,111.66339762341696
L14,5,-0.09,118.06419895659742,-5.812296517179781,112.25190243941765
L14,5,-0.08,117.59160886328795,-5.818406566398785,111.77320229688917
L14,5,-0.07,118.16511792905172,-5.815672416744668,112.34944551230706
L14,5,-0.06,118.6554865665114,-5.812967718255692,112.84251884825571
L14,5,-0.05,119.06277435070346,-5.810292477192141,113.25248187351133
L14,5,-0.04,119.38704134217478,-5.80764669973296,113.57939464244183
L14,5,-0.03,119.6283480851219,-5.8050303919755075,113.8233176931464
L14,5,-0.02,119.42357580261283,-5.81098190548647,113.61259389712636
L14,5,-0.01,119.65997791821286,-5.8083668065907705,113.85161111162209
L14,5,0.0,119.81501139991511,-5.805780449680748,114.00923095023435
L14,5,0.01,119.88874465830337,-5.803222836714162,114.08552182158921
L14,5,0.02,119.88124659085327,-5.800693969557915,114.08055262129535
L14,5,0.03,119.7925865864592,-5.79819384998791,113.99439273647128
L14,5,0.04,119.92109167292449,-5.804022323942993,114.1170693489815
L14,5,0.05,119.83511789755879,-5.801520150082256,114.03359774747653
L14,5,0.06,119.66955045516414,-5.799046027807496,113.87050442735665
L14,5,0.07,119.42446614396053,-5.7965999552084835,113.62786618875205
L14,5,0.08,119.71260323300955,-5.802408494763451,113.91019473824609
L14,5,0.09,119.47493630656368,-5.799958795367077,113.6749775111966
L14,5,0.1,119.15930338919291,-5.797536477558619,113.36176691163429
L14,5,0.11,118.76578842333171,-5.7951415360764384,112.97064688725527
L14,5,0.12,118.29447584653424,-5.792773965554823,112.50170188097941
L14,5,0.13,117.74545059258995,-5.79043376052384,111.95501683206611
L14,5,0.14,118.28134308555056,-5.796112973056001,112.48523011249456
L14,5,0.15,117.74540075678918,-5.7937664411897,111.95163431559948
L14,5,0.16,117.13326880552576,-5.791446636263075,111.34182216926268
L14,5,0.17,116.44503893345315,-5.78915354981423,110.65588538363892
L14,5,0.18,115.68080334100891,-5.786887173272609,109.89391616773631
L14,5,0.19,114.84065472353005,-5.784647497958932,109.05600722557112
L14,5,0.2,113.9246862748657,-5.782434515085026,108.14225175978068
L14,5,0.21,112.93299168633315,-5.780248215753831,107.15274347057932
L14,5,0.22,111.86566513931538,-5.778088590959236,106.08757654835614
L14,5,0.23,114.29962425045528,-5.791232115236783,108.5083921352185
L14,5,0.24,113.41568021471156,-5.789000579458607,107.62667963525296
L14,5,0.25,112.45874701799933,-5.786794560732372,106.67195245726695
L14,5,0.26,111.4289295157541,-5.78461404544513,105.64431547030898
L14,5,0.27,110.32633307621359,-5.78245901986961,104.54387405634398
L14,5,0.28,109.15106356040356,-5.780329470164226,103.37073409023932
L14,5,0.29,107.90322734703744,-5.7782253823730105,102.12500196466443
L14,5,0.3,108.40092021916792,-5.783643702544512,102.6172765166234
L14,5,0.31,107.1685390922898,-5.781527734947543,101.38701135734226
L14,5,0.32,105.864993963817,-5.779436663774064,100.08555730004294
L14,5,0.33,106.19132074107303,-5.784926155322543,100.40639458575049
L14,5,0.34,104.90739773160352,-5.782822823844073,99.12457490775945
L14,5,0.35,103.553712517031,-5.780743837281708,97.7729686797493
L14,6,-0.35,67.50172686393454,-6.129499698461551,61.372227165472985
L14,6,-0.34,72.17574316840198,-6.125277937865542,66.05046523053643
L14,6,-0.33,76.83788033910291,-6.121075189483296,70.71680514961962
L14,6,-0.32,76.31383451075644,-6.116891473195311,70.19694303756113
L14,6,-0.31,81.17689887482676,-6.112726808898568,75.06417206592819
L14,6,-0.3,80.69811977467123,-6.108581216506504,74.58953855816472
L14,6,-0.29,80.16903552435198,-6.104454715948791,74.06458080840319
L14,6,-0.28,85.21133823584435,-6.100347327171644,79.1109909086727
L14,6,-0.27,84.73131519513592,-6.096259070137728,78.63505612499819
L14,6,-0.26,89.79384422501256,-6.0921899648260585,83.7016542601865
L14,6,-0.25,89.36564390321266,-6.088140031232183,83.27750387198047
L14,6,-0.24,94.32120076560318,-6.084109289368051,88.23709147623512
L14,6,-0.23,93.9465569658597,-6.080097759262194,87.86645920659751
L14,6,-0.22,98.81494465176633,-6.076105460959526,92.7388391908068
L14,6,-0.21,98.4960879499944,-6.072132414521567,92.42395553547284
L14,6,-0.2,103.27227969198162,-6.068178640026323,97.2041010519553
L14,6,-0.19,103.01153032551278,-6.064244157568272,96.94728616794451
L14,6,-0.18,102.70672504608802,-6.060328987258545,96.64639605882948
L14,6,-0.17,111.41586397586995,-6.076718651033897,105.33914532483605
L14,6,-0.16,114.68041314990923,-6.093562797379638,108.5868503525296
L14,6,-0.15,116.87495904244618,-6.110888961818944,110.76407008062723
L14,6,-0.14,118.0596591769083,-6.128691085772607,111.9309680911357
L14,6,-0.13,118.60737538513585,-6.1469354393508056,112.46043994578505
L14,6,-0.12,118.88403066548338,-6.14308904025603,112.74094162522735
L14,6,-0.11,118.86399140535474,-6.1616966478478,112.70229475750693
L14,6,-0.1,119.19425670291525,-6.15788271195806,113.03637399095719
L14,6,-0.09,119.48794411388205,-6.154084611315319,113.33385950256672
L14,6,-0.08,119.74510450628148,-6.150302344506419,113.59480216177506
L14,6,-0.07,119.96578888387123,-6.146535910076963,113.81925297379426
L14,6,-0.06,119.71422124650105,-6.165379930095777,113.54884131640527
L14,6,-0.05,119.99214384672071,-6.161643288554087,113.83050055816662
L14,6,-0.04,120.23467836298376,-6.157922007995926,114.07675635498784
L14,6,-0.03,120.44187905686294,-6.154216084391773,114.28766297247117
L14,6,-0.02,120.61380031677184,-6.150525513666552,114.46327480310529
L14,6,-0.01,120.75049665714872,-6.146850291699471,114.60364636544925
L14,6,0.0,120.52648296103114,-6.165765956171181,114.36071700485995
L14,6,0.01,120.72465878777565,-6.162116218864035,114.56254256891162
L14,6,0.02,120.88866411751263,-6.15848138964235,114.73018272787029
L14,6,0.03,121.01855643359069,-6.154861462223969,114.86369497136673
L14,6,0.04,121.1143933370548,-6.151256430278162,114.96313690677664
L14,6,0.05,120.90200458121582,-6.170315101360153,114.73168947985567
L14,6,0.06,121.06310329002932,-6.166732866223437,114.89637042380588
L14,6,0.07,121.1911814462931,-6.163165113424283,115.02801633286882
L14,6,0.08,121.28629946412087,-6.159611834783239,115.12668762933764
L14,6,0.09,121.34851786876396,-6.156073022070387,115.19244484669358
L14,6,0.1,121.13240360135987,-6.175371348890952,114.95703225246892
L14,6,0.11,121.26381839256769,-6.171853707505167,115.09196468506252
L14,6,0.12,121.36336286112157,-6.168350141318929,115.19501271980265
