component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.8571428571428571,0.9920634920634921,-0.003391674052586945,true
glaciers,124,0.7903225806451613,1.0,0.012731004073087745,true
gis,126,0.626984126984127,0.9920634920634921,0.003874644836991875,true
te,126,0.35714285714285715,0.9444444444444444,0.2196445560289466,true
total,125,0.28,NaN,0.6935159699444984,false
