post_idx,ais_1850,ais_1900,ais_2018,ais_2024,gis_1850,gis_1900,gis_2018,gis_2024,gsic_1850,gsic_1900,gsic_2018,gsic_2024,te_1850,te_1900,te_2018,te_2024,lws_1850,lws_1900,lws_2018,lws_2024,total_1850,total_1900,total_2018,total_2024
51,-15.473144906943634,-6.727644470128102,0.710716371492981,0.8524511701432647,0.38648219047354715,0.29233680295561726,0.8276443651048737,1.4530658924396533,-3.5552013564865175,-3.159305579739903,1.382866130067658,1.9826317774335391,-1.6149179688722326,-1.7823030373595898,1.1488919802155646,1.3208672162658823,0.0,0.0,0.0,0.08491570176669638,-20.256782041828835,-11.376916284271978,4.070118846881078,5.693931758049038
52,-9.987705643666125,-5.942812434404942,0.4688158189918967,0.5102401207130902,0.12777348336152627,-0.10263316652423526,0.9071426316211273,1.5119004109878986,-3.7785108912030427,-3.3612894688570774,1.4896901191117486,2.1394105311723406,-1.6395875554252604,-1.80952960854857,1.1664425250062656,1.3410448653754994,0.0,0.0,0.0,0.08491570176669638,-15.2780306069329,-11.216264678334824,4.032091094731038,5.587511630015529
53,-12.537317799808855,-6.075352898349706,0.5098398659642456,0.5709777611786593,-0.12879505705276628,-0.17965833472999293,0.650646305939695,1.0858282868760227,-3.645030434658039,-3.2427351796428376,1.4389278918612167,2.0670336607510094,-1.8280795115636683,-2.017558618330375,1.3005402940055109,1.4952154487686096,0.0,0.0,0.0,0.08491570176669638,-18.139222803083328,-11.515305031052911,3.8999543577706683,5.303970859340998
54,-0.5294378324986658,-3.5888473613119087,0.6289927370496495,0.8333068637883412,-0.29222408774058906,-0.3147052960881247,0.80710882928825,1.3404863442709747,-3.6543806648491604,-3.2432115321626513,1.3977254730996953,1.9996529936932572,-1.5575814980719425,-1.7190236832198842,1.1081014182514024,1.2739708004501722,0.0,0.0,0.0,0.08491570176669638,-6.033624083160359,-8.865787872782569,3.941928457688995,5.532332703969442
55,-3.3873264830853045,-2.908865210015299,0.5300407770160387,0.7056278931450666,0.03719073685983787,-0.22508223617840883,0.8169318678247883,1.3327901694235145,-3.365142360030678,-2.9896730387557717,1.3049996870840561,1.87032867486744,-1.6069994059238364,-1.773563721142612,1.1432585216488729,1.3143904970763731,0.0,0.0,0.0,0.08491570176669638,-8.32227751217998,-7.897184206092091,3.7952308535737584,5.3080529362790925
56,-1.3593466689618785,-3.8643754010539433,0.5674353653105535,0.7304659589741913,-0.38659203173452283,-0.4051761879485305,0.7151701655115694,1.1692807988109344,-3.669030905985651,-3.267023400841619,1.4650396538376964,2.107537092387023,-1.436375244444197,-1.5852544898914034,1.0218723370045466,1.1748342684967255,0.0,0.0,0.0,0.08491570176669638,-6.85134485112625,-9.121829479735496,3.769517521664366,5.26703382043557
57,-5.299564062678792,-3.8744261403229285,0.5663789056076673,0.7294814824346352,-0.2189827855598736,-0.0443900095570271,0.9244976590526477,1.6122030175494295,-3.6620717596533354,-3.2596159893940975,1.4551822422756278,2.092046149789301,-1.563162061772148,-1.725182668273472,1.112071567202512,1.2785352326888144,0.0,0.0,0.0,0.08491570176669638,-10.74378066966415,-8.903614807547527,4.058130374138455,5.797181584228876
58,-5.269575106315743,-4.200979860359255,0.5841349377212923,0.7447218622331331,0.6772544938817404,0.47036341841906193,0.9935255247205177,1.747593806394221,-3.5266596642299475,-3.132794585624177,1.3656713756714445,1.9569584278349872,-1.5164103092946162,-1.6735851307832073,1.078811231682208,1.2402962271536457,0.0,0.0,0.0,0.08491570176669638,-9.635390585958566,-8.536996158347577,4.0221430697954625,5.774486025382684
59,-7.155098066155162,-3.4654293792552693,0.6036306356937859,0.8253011185834769,0.24243023720140755,0.2313341713404249,0.8971032935385814,1.5747592526948573,-3.3681972180752027,-2.990650600334685,1.297056378436333,1.8574279289922557,-1.4456799535432003,-1.5955236252955238,1.0284919337073706,1.1824447387761166,0.0,0.0,0.0,0.08491570176669638,-11.726545000572155,-7.820269433545052,3.826282241376072,5.524848740813404
60,-6.572422890976819,-3.915824466413209,0.5877367045625692,0.7593932467304221,0.1048257174744549,0.0940792448365535,0.8747038081668101,1.5183601335199803,-3.839904603762777,-3.4109830448050036,1.4867223308009423,2.130410215922746,-1.7627787929683245,-1.9454895279260371,1.2540837721619382,1.4418049473971912,0.0,0.0,0.0,0.08491570176669638,-12.070280570233464,-9.178217794307695,4.203246615692261,5.934884245337038
