draw,ais2100,ais2300,gis2300,tot2300,ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,antarctic_temp_threshold,anto_alpha,anto_beta,gis_c1,gis_c0,gis_f,gis_alpha_f,gis_beta_f,gis_slow_ell,gis_slow_w,gis_amp,gis_s_high,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,gic_u_pre,gic_s_r5,d2_steric_1,d2_steric_2,antarctic_lambda,antarctic_gamma,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip_u,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric,gis_alpha_s,gis_beta_s
525,62.91870352315992,310.92166614286583,14.999183660982174,397.76709889360006,0.6674435244607383,0.399367285160726,0.014154581903513491,-16.418795244658305,0.46351892867551436,0.7178789591531753,0.03211014180095841,0.09405554216295227,0.6503084412034357,0.0038439927975220532,0.008725314798004218,-5.490390378726291,0.5060318844278994,1.9230894311642182,-0.6153506853375299,0.15892931525955858,0.02820643671738752,1.5530272316960905,0.5352130148630476,-2.9160436957153837,0.17144327098918666,0.28076806127046755,-0.7247784499378535,-3.509120541699177,0.1661157241443126,0.2691120321297396,-1.9112711456872693,-2.5192666398913954,0.8047967385432555,1.9566760416660507,1.3526273483889524,20.430459834709,0.7632813956336746,2.3515880978496053,0.17034460271328525,0.06549827947485216,0.012058700351115432,1.9951623403165741,0.07124829264347356,1.0729458696224747,10.282631513959064,779.9043725150467,0.0006392024397737272,0.8788921336974654,-1.663567868323972,-15.656476221594577,108.92535351267401,0.017916702235536628,0.9392661093505849,0.01885742207577616,0.9494276504669522,0.027619334937114177,0.9487997240475678,0.10557294530368913,0.7819165558386827,0.0010636357205640065,0.002038227572120119
526,5.80896162316734,46.66027984980458,16.048564412502746,135.69025033857258,1.3110651989980528,0.4828356890471589,0.013072662724121371,-14.97234122333055,0.33383154171975205,1.6696058914015734,0.04281131788011562,0.11213464605314806,0.6529084579627905,0.001314735965507626,0.0072155246319765215,-5.652482775334795,0.37101434057605603,1.5330931514786135,-0.5771457814781317,0.15832690563763682,0.09747828420701872,1.428796539732008,-0.014507241461346548,-2.660772028555409,0.12085931179344471,0.1347728267197704,-3.1573868440274233,-3.3849447203031082,0.15259590204488913,0.3341615283605297,-1.6325123763193328,-2.5582616082378538,0.6545620194928325,2.5603546560318797,1.4895241919709816,38.09902811643316,7.189749811179697,1.9212602227499667,0.10092429897248924,0.07242845863228517,0.01049494063502035,2.249224710631888,0.04053361241787805,1.0861646712285666,10.195523274222909,777.7197976978539,0.000634304748705375,0.7795699732803884,-1.7516716952981837,-15.61373657271634,116.84807978254669,0.023531969934860585,0.8674497425549551,0.01904033414635496,0.7876137733266654,0.019894053161775185,0.9574632260191495,0.0981851409688602,0.8173452621330632,0.0006631471309136543,0.0022069813615733
527,33.60038677131328,347.93522426710814,19.86278559101217,439.27943267020885,1.3884557950019893,0.44921264697209945,0.008953821485726902,-15.591573408292547,0.5983258167491269,1.5134545710418157,0.037256045920363204,0.14701382008259545,0.6140133763014342,0.0022948685943155163,0.0021751717546779382,-5.656310471745266,0.6338510013155378,1.8340959451583063,-0.5788944810588478,0.15914536027709325,0.06191216152830006,1.9698291197022364,0.5818945575455532,-2.8191384420623224,0.18341138384246988,0.16535498371948956,-3.1027250741244456,-3.6279453199266842,0.11075527954675274,0.4339688637313583,-1.5770497470837035,-2.4859281033437846,0.6240082277934137,3.0019400669725202,1.375116024463948,28.73267026362789,4.095667048859708,4.121666972571279,0.23586211305966326,-0.012506978943189204,0.017780213895619543,2.857988783724148,0.07066398716652213,1.1381721754940486,11.99213321090168,800.8861231907484,0.0006402719462820709,0.8384095233756501,-1.7746649928415916,-15.63294595321168,109.76962853250404,0.024618066747053764,0.9319489370713582,0.014760876287068129,0.7051805572828403,0.023530559538540302,0.9235140359950925,0.10050417042234318,0.8079176793240064,0.0011286103582807965,0.0012798333562726862
528,36.65342541550468,262.3460468876146,14.9745432776285,347.9659921906315,1.0376806510924756,0.4223818028371373,0.005030364314944774,-15.198237733691226,0.485977016249668,1.0147489737647455,0.023341603003914867,0.1452465796566532,0.7704946853529034,0.0018551247579779834,0.005541145619890783,-5.585937012760233,0.9121080545623796,2.012576299584779,-0.6161188652803666,0.15727105208734765,0.04826787505948992,1.8044290576409487,0.33508759364973334,-2.8128879530644415,0.13334359667004547,0.15400053921658377,-3.1962553564852776,-3.6019524270201453,0.1292996512951418,0.4216170568402436,-0.9709631695687517,-2.524771164805854,0.7570991917966425,3.0307281540610274,1.4142229446840169,33.59936028322191,0.2822124033148734,4.633383550708149,0.24656489431671208,-0.05852321296485285,0.012690358455436571,1.9967928861831918,0.03897868455430101,1.3925773105953336,12.862893522629822,804.2845740688124,0.0006473103134020987,0.8245925812368721,-1.8124786534217259,-15.467758036945476,111.41467567033887,0.02065039400658539,0.8430308627563955,0.0145348019274259,0.31277652579285176,0.02375168705211038,0.9642593358158063,0.10081329452399279,0.7281174935134572,0.001742472556975389,0.00032961537139697384
529,24.507482390776396,193.86317126796303,14.302553551073261,276.9429009727887,0.6346865083144073,0.40790305490883855,0.008391607617716249,-15.75361785655873,0.4125459014324618,0.825081114396596,0.024856393401181138,0.1292113764026029,0.4479902955363709,0.005684513540426112,0.002259066116125268,-5.8469259755688325,0.5186283609511425,1.8765427531162928,-0.463750510396345,0.15836986033207928,0.07550807073105152,1.854839526934935,0.6811969050371811,-2.8959815024649775,0.10893641517762191,0.20059664594530868,-3.4611971298027315,-3.592553010960858,0.1411724657031066,0.37776096436308826,-1.848956257123925,-2.624761767791839,0.6801091137274343,2.7448913464438225,1.4269063964590942,26.243495899991927,10.658601805717453,0.4342011748635187,0.12269759435489044,0.09545404043079934,0.008320912161635826,3.0246131770654427,0.06121655746401218,1.110375857540847,10.92860318108473,797.2485850247976,0.0006451121224669854,0.8141128250201423,-1.7326031076526651,-15.72728162912353,124.05277115912747,0.01768880904271876,0.746887432270021,0.018003718951180983,0.5971733184528795,0.02330050728703635,0.9588427103882732,0.09078932315449591,0.7544013247762228,0.0007631850456566914,0.0013905698602925817
530,9.129621507577124,65.53642614131032,21.993374576809714,160.92779855456163,1.3913885314184329,0.4650978148862868,0.00950309736687181,-15.974144243947837,0.3707047791672331,1.5829140428661148,0.042663335132242325,0.09238296092033549,0.7117075718904972,0.001815986534051223,0.0032130586426385825,-5.105882279958591,0.5075456038412186,2.233392610088393,-0.5174025553544139,0.15511900355262545,0.08353144164866279,2.963550775315874,0.723805499080995,-2.72604735765564,0.18462674933075915,0.13294918353188656,-2.9954187434201245,-3.6424125964173717,0.16309136621628315,0.27215666093514485,-2.0610166451363128,-2.630578348015644,0.7977457660487672,2.9260315165976563,1.4992231123802446,26.85278918390823,14.14231070625334,4.182058236384101,0.12680036698981967,-0.0025858915757214565,0.001864881936739103,1.8158395108274787,0.05947476059151519,0.978102275951448,8.74829513091709,782.7547251813634,0.000657566297386774,0.7376083452059404,-1.6716223838136004,-15.206277367875368,126.79598224437485,0.02397157453585152,0.8110397091475963,0.013722941258819451,0.7081667238337741,0.027960069357400225,0.9727499776618141,0.09627290428957894,0.6479176963530665,0.0015670391542717775,0.002984760710767561
531,11.614096354842978,225.75345696094533,20.318208932163785,311.2030695662238,1.023859308575903,0.4407683105359116,0.00901692734785233,-15.926141710870914,0.3594146306349175,1.6047515614980392,0.036176617364537374,0.1028475586615941,0.7771228770797312,0.002229337815432998,0.003551486862324132,-4.850830781230504,0.5543166141444561,2.279574441424139,-0.5730398058387689,0.14741006846342458,0.0699782713119305,2.033134808698051,0.4404503556661003,-2.8749739214094743,0.10050372327634102,0.21194944193226264,-2.958700964237022,-3.4120840579383254,0.13366289505662823,0.3450368893356301,-1.6062631945993504,-2.496435963338765,0.5936884892108986,2.475411682016698,1.455782786230416,39.97258538925967,10.309688241878105,3.7625588469916544,0.06214373693438251,-0.0017200489400189325,0.008826694463187148,2.1918574409162876,0.05744598961399658,0.9453851839113119,7.221649011425122,756.5104574280876,0.0006183485670806455,0.6996440696430714,-1.8091134067343586,-14.923134169880441,131.84521108914294,0.019710155010229664,0.8868684926026117,0.01855361471076114,0.40326997476784326,0.024693188908308256,0.8063383731891717,0.1021641720805385,0.7705047514152832,0.002208666436664578,0.0034860804383231385
532,4.355282958896564,203.6075100682912,17.16332564927061,290.4813324253771,0.9432927111059696,0.43396346033090366,0.010690322412517498,-15.460185508266358,0.29817434441519014,1.6635515071953073,0.05345933920826183,0.09387466719144408,0.5963806873996744,0.0009857177696312679,0.007570692727951322,-6.231044842585899,0.49874671158629863,1.6075012956678065,-0.5404310325902784,0.1605883974886539,0.05620484552849426,0.6086647118311842,0.22346176993660427,-2.479590754355934,0.08991903080131522,0.18371706093527335,-3.4363679532098845,-3.4604900261861835,0.16294046612589236,0.3076490243229138,-1.4778007756505251,-2.5904770198787106,0.6021217968554762,2.7990440841880924,1.4925599395529356,29.241644895944997,5.225240284094567,4.878833832877355,0.224533076373767,0.019545898319590277,0.009952023885397732,1.9940905107909452,0.05771685716944675,1.0144141106382043,7.405524830878621,750.8581900735936,0.0006289022437957585,0.6698908369419875,-1.6925401534896836,-15.351896889392592,122.56088316747325,0.021423330737015748,0.9265337933124378,0.01581237192162858,0.07596608030397128,0.028793821360662192,0.9828517111670398,0.10948002176186115,0.816586143265038,0.000499842212888813,0.0009861633156515932
533,37.22172205956632,221.41619286471118,13.491693736721503,307.4325786938103,0.7483996730406541,0.3995778451286417,0.006846731526386737,-15.868857829602046,0.44716514028853804,1.1193346879521733,0.02546549282335488,0.08265891733277288,0.5626292537193806,0.005541417749121014,0.00619595184256682,-4.808903704521631,0.41040400309187075,2.0802823864755786,-0.603863768713647,0.1548403483580384,0.08414055630788163,0.39598674786473154,-0.33637068970025646,-2.722518645008312,0.13322408612403291,0.16187517124103912,-3.882002319340545,-3.610809820465954,0.16805387243940817,0.3097657256668338,-0.8471970673763609,-2.5496225010443996,0.766477065327383,2.9824487650737823,1.4111010365147343,28.119871361773928,10.06910354126436,2.7717369149680726,0.09530504361643777,0.02619800563718478,0.008081141356450761,2.9590465419016074,0.06359874272557571,1.1801984145462288,9.02077409899078,765.1442240786455,0.0006395615521890013,0.7140966489188573,-1.7009743363864052,-15.634534898323801,106.61403260041158,0.01819214260994421,0.821186566707693,0.018254886392945067,0.14978588294245493,0.027914790911422058,0.9655806938996372,0.10245894611530347,0.8261145822548973,0.001705267528329354,0.004809214892707807
534,18.285594790184092,252.35835371465907,11.627457360773967,335.8177580324105,0.5810466195185284,0.34712681775684384,0.008546820564306057,-15.46886659320515,0.4087432854440042,1.0406406297374844,0.022826284666091722,0.06760747153166792,0.7583944671844083,0.00505805311741026,0.003181590739214899,-4.428304599872072,0.7787963244976237,1.6718901567980973,-0.45477460606423115,0.16990507416291714,0.08905717535450368,0.9848212553509393,0.5639314950270352,-2.6399156672307282,0.0941991594746261,0.15218213791587826,-3.4694244533400873,-3.3985060448104867,0.14304473338170695,0.3470028222388047,-1.4542381479281188,-2.5238650021906195,0.6189111045041149,2.787148889010847,1.4282848464093747,25.650871166806184,0.7066519146894602,4.788382860616193,0.3868823887778836,0.08016572059734511,0.010831143141929081,2.7550116741639985,0.04934465390897507,1.1451129882556423,9.317121388154819,760.2715064571299,0.00063627510499808,0.7147385201292457,-1.689253122319206,-15.419762608678694,116.08850260304382,0.023191909056477077,0.9089328874533286,0.0185964951376807,0.6063622915434909,0.02626090347967997,0.9878997503413819,0.10306794246600381,0.9126354955683647,0.004734748533959753,0.0026400009733022504
535,5.40191580601376,24.70323443058993,19.614204342502248,118.54593830504822,0.5472525545159632,0.3705385121039036,0.010250512985245226,-15.609180758973835,0.3363617574013855,0.8455966268810089,0.038123077820580026,0.09236437104321718,0.6778958293652038,0.001854877992378661,0.005489546049663473,-5.477286246744847,0.5385067777098005,2.1784051321665774,-0.4356895406513737,0.17305763631585241,0.07407898381888638,0.5456308621665833,-0.5709796563902771,-2.7008267476938395,0.11609591738893695,0.14248721232920297,-3.734404809229232,-3.4280986109988447,0.15434034024931143,0.27354679728569053,-1.8590167253302483,-2.6893923662349377,0.6940293528904443,2.752929320468516,1.4737110046003892,28.249172541484334,1.4552163864476542,3.9948296004850503,0.09999999474171303,0.15772284160384226,0.012313062637805227,2.2666831979614743,0.06555990540989963,0.7622327092736408,9.550704775571328,793.3475935329448,0.0006606337352775337,0.6783273338198068,-1.722460097481508,-15.92549298092333,116.61965547436262,0.022586608356645103,0.9827959952312796,0.01380304397746278,0.20301368171169432,0.03253286809728259,0.9749770073290532,0.1009159269416023,0.8566686934605422,0.0011468252805093286,0.001929346068378629
536,6.969957229269662,172.06172334734256,16.38230645061735,266.4615742580975,0.5590124850768576,0.31585203554802554,0.014874987042625477,-14.79058900696288,0.5594509973685938,0.8179495577767331,0.027279464361073768,0.10247424909449603,0.8156971306757203,0.0028612376736982495,0.003048757820389768,-4.91890278643663,0.7546014584939217,1.9116122715176591,-0.3963945679324875,0.18134991918663773,0.08452442830080287,1.2515518443908757,-0.7278741928008702,-2.725013188143563,0.10433139632579926,0.1631359102247478,-3.6830105719433184,-3.6303545213711077,0.13568755452697226,0.432462302836917,-1.6350410299261666,-2.6090584561256174,0.6823919436213656,3.1108950992950173,1.4112439242078039,37.51260994932557,2.058557374640473,0.3138273442788283,0.3458255017467082,0.12158314222662797,0.01123433685993871,3.727438895464443,0.0723884847070985,1.1972170582522503,11.015871874136932,787.5684273558896,0.0006426382323802984,0.7749056179151074,-1.7486082933340732,-15.313313273071644,125.01043082435275,0.02100905706605392,0.9086441869279546,0.017062708784730558,0.6438962642803305,0.027911045184945703,0.9720008172325845,0.11019252967219266,0.9302746029912426,0.0028088372762578406,0.0017931624672649468
537,22.597277673365987,233.36569941026394,12.864913513446771,315.1452773192345,0.8871103923859164,0.29084063328364845,0.014384984809164272,-15.075596103499931,0.617566510564018,1.0046254091005704,0.018395662877585404,0.13183894377636757,0.7286903080946538,0.004279762953479945,0.0029335426189255197,-5.53569385731495,0.7861947027606251,1.8754548018625885,-0.727422151482469,0.14902118983688958,0.06878706299265605,0.32630388530761567,-0.26550081752639404,-2.700237595060169,0.1400856805859408,0.16959600689234017,-3.5933160805097275,-3.6245254161920664,0.15763700297087452,0.31502796537293853,-1.7367976750381033,-2.710564419379356,0.6389631760292928,3.0719006024420175,1.521899246941493,29.674641716554106,1.7978273348611444,2.459336117957519,0.09612236971983369,0.1463300899876865,0.010885523098701737,3.483499643667094,0.06667239618807808,1.320874048365819,11.29568466094278,791.0163777365474,0.0006423782550395157,0.9190776460593179,-1.655935926596185,-15.095527409560063,120.55407758906641,0.020004794464798078,0.9109769331035484,0.014405935167575079,0.3431691011021466,0.026397596197940645,0.9831105868385375,0.09215146124582765,0.951200022612678,0.0015793198520967868,0.0008431350919293226
538,52.74565327253335,268.54458067265705,20.52232144427797,361.4779828393515,0.6268251748763579,0.3221977619123936,0.014139842594954538,-16.189612241037004,0.5121023485955944,0.8302435446346779,0.04033708869490918,0.11338061432869942,0.6219869921969371,0.0011342363342852772,0.007954779532331384,-6.003429451429687,0.886679613827685,2.26077461359703,-0.45491474595684495,0.16234238058204997,0.06445438412112829,0.5461471393998567,-0.5081269873384905,-2.8142330056296503,0.1262524625662216,0.1367438456015404,-2.7956537375895913,-3.570076983554773,0.1553982775103669,0.34598503737063974,-1.5183479136000135,-2.598234908135884,0.6486717982562716,3.3227575859016576,1.4875917270254062,26.007033549530785,16.380328346407,1.476831350611559,0.288679518478037,-0.08789053854327858,0.009721485632677676,2.525948283998946,0.056519488354099305,1.1603532429641614,9.334761837876178,778.075735445157,0.0006324903436857646,0.8704938971160213,-1.6840189453326024,-15.409124248424721,98.11586977586377,0.026506701181556663,0.7619383314686928,0.01776070201900035,0.5498662853534022,0.022676647805412186,0.9415355551960016,0.10627676449506307,0.9115758164977986,0.0011157623873855615,0.0002799314943819135
539,47.114241431774545,248.8099382830491,20.900597225880695,345.6110322241706,1.2530556638463515,0.4750662908325456,0.01379708651219441,-15.945298603487066,0.47610391621936077,1.4108399462831858,0.04811094549396707,0.11148655019304855,0.47774499576698376,0.0038825854494906747,0.0040606024408383935,-5.845174965544011,0.7257393442594414,1.9763232955370496,-0.7114486752539027,0.1687231414463947,0.09503729198028082,0.42700953904402855,-0.2567007717275978,-2.763490040723981,0.11840833438138008,0.22564942006301278,-3.3533894667331188,-3.568470955749264,0.15303887780325132,0.38543155258163,-1.2665568141313943,-2.8077429458259093,0.6499653595676156,2.738582660032815,1.5677916883134204,31.276878056530773,12.091662991279279,4.282779253394838,0.19392184054169503,0.061429618605280484,0.00854525458806169,1.8311288995590629,0.05476688376083793,1.2724198607207988,8.548784824675929,786.4657441936005,0.0006232813067514736,0.9204236653388724,-1.7685781311360034,-14.970167720001156,109.71877054260727,0.02206133374106908,0.8313954294604676,0.014670328163926973,0.716030531560116,0.023565951336545904,0.949182661957846,0.10420939543503248,0.856624406718141,0.0010698298509188933,0.0007936632603623278
540,44.15903536950907,186.77507781673472,24.34394962054926,285.50586561189397,0.7232082884018285,0.4550502795539213,0.009351163062942923,-16.66650394201904,0.2849349782535982,1.2608938595300125,0.052843597367092654,0.13258756208007325,0.732678532725677,0.0013620572715757134,0.002054245861254178,-5.448734365776859,0.5385893959389009,1.8832412815664206,-0.4768096977948822,0.16294965650196686,0.08964072946458213,1.0284815475728064,0.14244767718586818,-2.625603487783535,0.11894556519048044,0.1640587125430014,-2.6419008958923746,-3.5257434214276517,0.16544444745569772,0.3201129072574039,-1.594228497444398,-2.6127925084735253,0.6649794651826593,2.9867102585831344,1.3301925175260003,30.903641966514925,3.7172023065477,1.202488437668924,0.20182163343316778,0.06586940596731665,0.005698362180687205,2.494909892311868,0.032302322877915526,1.124211918118888,8.022019520140978,787.6747257283146,0.0006294653224771341,0.8081485304297763,-1.7098524152999655,-15.345042475981128,104.31479675603823,0.019157351629048868,0.8895421279029232,0.018146441790281905,0.393947999290006,0.02993594878672754,0.9150779990401883,0.09802280138068388,0.8692454004480342,0.0011802222749511132,0.001984871074308187
541,59.752294362379025,270.01987340287377,20.286785474802993,369.6211324184471,1.1842656297389933,0.4948570989847124,0.008685238521519447,-16.439742253844997,0.3231911048621813,1.5690949987329004,0.028765081357468164,0.14476535279161742,0.6756201997990978,0.002637543359121829,0.0017238901349989227,-5.429357820461005,0.6175057212902484,2.219082480419172,-0.4841823122626753,0.17949852356879278,0.06202950001681286,0.9216605596785533,0.1512418596472249,-2.807157028114538,0.19432039154515982,0.1078851823701752,-3.639422715109207,-3.5565057809489335,0.13332231184204113,0.4474593906856759,-1.1510691643784434,-2.6934029199310356,0.67448765036228,3.1820739467265153,1.4243244388450162,36.29880923118001,9.765099008061945,1.7412968633501982,0.09220120322388323,0.23286568128991933,0.009031395476415434,2.303075181931991,0.035636208017789085,1.1616607428331942,8.025196697113746,773.9175398364388,0.000625958406097352,0.7916125210172623,-1.761269121134691,-15.359126279568178,85.92818693156633,0.01993532320289022,0.9094111587120889,0.023556183431778822,0.7331175087861351,0.025789337164199348,0.9578422676557299,0.09647206779444732,0.9579208494554422,0.001379628384586508,0.0016775860331432774
542,27.851740144376336,266.640923123792,16.925690487040782,359.85491791209967,0.6592309781430129,0.40257533123093686,0.01353736206389802,-16.165440250491123,0.3856984981882973,1.2051225170400786,0.035907085128461934,0.15350307010027725,0.50226441493724,0.0037775609205826506,0.002732168718054346,-5.936842869186567,0.26852357240530955,2.1164163749910485,-0.8400591220145556,0.17425506794855883,0.08723535445782067,0.3870555901045439,-3.735696588123908,-2.944399846878396,0.13217699793484144,0.17063967371864874,-2.28883882033782,-3.4310044235915385,0.18165221474814378,0.24793363789817865,-2.5302442366908804,-2.815925373434289,0.6627284957016949,2.7270069369463297,1.6092314332860467,36.27474032743122,6.19490045704316,0.5999553766539769,0.2583262156249028,0.10405630108593784,0.010567846900047582,2.1765105081555025,0.06443081990003097,0.9131368008817735,8.81837862949857,793.3457378516352,0.0006365787942816436,0.7921890641680726,-1.6909240968228363,-16.23483508709253,97.41739429718044,0.0201759345240888,0.8676484869860167,0.01741800425569779,0.3498475160343731,0.023744746069919352,0.9502110353099884,0.0996085818482686,0.914964078586009,0.0003611649488370978,0.00193135557339124
543,6.18323341916596,129.3640635539247,21.641425335397376,224.87670752139587,1.2533893747123466,0.3265332478604986,0.008256684811295219,-15.545519745706203,0.4158172301581375,1.5221664786226607,0.046224389636927966,0.1342623198067212,0.6618767636507586,0.001961000645005581,0.0034017825471630053,-5.672543173894217,0.6447886789731401,1.9183308034396473,-0.6476981031483262,0.16750880631204618,0.051994843465731,0.8461017394917075,-1.2962936368939608,-2.9316599205218483,0.13283653045261717,0.20694423196199815,-2.6519477023874174,-3.546176159316199,0.15262261263726465,0.334031263677154,-1.9997544920180477,-2.5194543769226456,0.6676793487953414,2.828689952058398,1.6266616008757646,30.815866956664113,8.619588370381571,0.18062183670780868,0.2824868986907349,0.1553664270977415,0.005557316220211353,1.6270978762184274,0.053572786799800334,1.0227419510068747,9.29600656316794,773.8159583075229,0.0006387336663059118,0.8227500573080276,-1.686167008331672,-16.49280493602551,101.82641915563971,0.02182272353090257,0.9467927778614144,0.014918976051432104,0.32342527072365423,0.023221558686779307,0.9056879543575732,0.1042129845810179,0.9355181576885122,0.0011295994748392946,0.0012216100587616639
544,39.00394237069419,262.98288299173583,19.353862261482064,359.78977283703256,1.0933948844778572,0.2793652318840769,0.014109520821751716,-15.946961031887609,0.5941862150740975,1.0060223674805986,0.03721476382397841,0.12512541168657715,0.6544135326235156,0.0021210214503625366,0.00287472124044274,-5.4130827573428535,0.47733662091444656,1.9912924617147647,-0.5869519428712769,0.17692837600946085,0.07741865482547022,0.2223240612710538,-2.4137007888724087,-2.8353464245804916,0.14963412659392278,0.22415000435161017,-2.034396443046727,-3.6762267115523493,0.12641426072833148,0.4033515510600837,-1.0085621789200645,-2.4408382589577777,0.847658080066501,2.8660339655113773,1.445562619768565,40.482357371401164,3.453713597718405,2.6740427599407317,0.1411071606739157,0.06248878941970913,0.01056687669805662,2.885989845906497,0.055698179308053,1.0869356434194302,10.288915851270149,760.2273351308664,0.0006335341848395002,0.8737158583500824,-1.6785755098362738,-16.797293387566082,85.06213074872782,0.018947885296235412,0.8384539167019958,0.013477543189461783,0.6327853950025635,0.022742218074247464,0.9780154968096713,0.10774494070800257,0.8440450842990556,0.0010839620053677372,0.0023299687718882456
545,43.278308008786745,235.1589506450343,12.827841103097036,321.4949453153079,0.8670156611040657,0.24018929539178593,0.013705215727693482,-15.917921693755959,0.764286681351708,0.5050164496852254,0.025821045324365487,0.08669612321622842,0.4998069768084236,0.004885732073020108,0.011742924093379455,-4.810217540448465,0.2947475150510242,2.0020446855124483,-0.5123530125152268,0.16196431017955318,0.06443271693176944,0.6503974672477878,-0.5872155219860484,-2.7830711320924366,0.13039683703343577,0.13314697845579357,-2.988980845628372,-3.465329542912955,0.1622205881057067,0.29596371236795693,-1.4899816427541797,-2.6608241995443387,0.8008197584728062,3.148223659533412,1.56568197787332,31.817364542306695,1.422470015890095,0.535253945999661,0.2402087945238604,0.06941677308102172,0.008004036099557306,1.3221341010411511,0.0654851084931858,1.250387103059462,9.912881614846743,754.5866393956361,0.0006195078883785592,0.9446153746253131,-1.7457265882148645,-16.53896623425732,106.72228467084412,0.018656187035130552,0.9165376888627181,0.018078816958424258,0.72077114411841,0.026254225375352245,0.9770044508762308,0.08696624351587164,0.8317767104845939,0.0012230958559603675,0.005745048382454094
546,9.210611878938842,165.5818570856109,10.598082989272411,248.99628799600487,0.9261345010023604,0.2089064738251961,0.009195940297630385,-15.036416480967086,0.7894794219736552,0.8236079095631295,0.019362306565633626,0.10310887509136354,0.48405720851729095,0.009158837505799254,0.002437454156227373,-5.453631439335857,0.5605096904959193,1.6142113083956409,-0.5899112152980207,0.15477758608313966,0.061095280248238105,1.0159949716485963,0.4554842995316025,-2.8052234506220026,0.171557748167869,0.14887672677551497,-1.0891792222113432,-3.58965498022292,0.14960125492659776,0.3835235194358707,-1.12666162301165,-2.4732900673803426,0.8419979773806636,3.0798184867052387,1.5237077275350301,34.2582058571734,3.4138131742848397,1.9050957272486002,-0.010146206585618569,0.10171649335401971,0.00849373183887037,2.540321005049434,0.07223452370526012,1.13258072185722,9.17470049539913,759.0822054692776,0.0006260952917952245,0.9340165938949405,-1.6714673316605269,-16.66173207513878,111.38806955819473,0.018845078727105946,0.9781342133555341,0.017174565548303967,0.9390695616104706,0.031058715569635062,0.9744493752462801,0.08744879218949138,0.9130702784451522,0.0012222565179081915,0.001881339886619287
547,7.511745955290534,221.57318779940124,13.457339139453637,311.39401717623474,0.7695426915137736,0.31361732758211786,0.005927379342443071,-15.500825369328718,0.41452024129691356,1.2453583669191368,0.027361398230934142,0.1083450417245704,0.5674113462246416,0.006329164033164517,0.007147871758812979,-5.524536774364016,0.6035181508980186,2.0378614580002568,-0.9214632055465946,0.16561365495887279,0.08595818153058211,0.7929244198801035,0.03460102293663925,-2.873001764129262,0.17026522602654895,0.16697826315081096,-2.2236581294177027,-3.6218318819411452,0.1870169469568428,0.23015899566287984,-2.087514969624919,-2.64216727571387,0.7279149847642841,2.7641299228450835,1.4890988459137262,30.30805907399752,7.5916095270381785,2.9500603414236815,0.11734500265368261,0.12494559929735823,0.00982441883785777,3.142784941843804,0.05091340167706147,1.0616602174214391,8.471394425644633,758.3962705120623,0.0006078078530723331,0.876775104208189,-1.7763036284894675,-16.96261402947541,91.30291978340192,0.021594559275499334,0.8723549005263657,0.017378995828670536,0.7182554368185518,0.025986510822794014,0.9518699961521889,0.10299682317274696,0.9690566437322476,0.001225958521919628,0.0015810568057732961
548,58.29596851763046,315.010768020393,18.170166018516966,409.4900901282128,0.8275105628674511,0.2940209779388075,0.003607459612371624,-16.377819174844937,0.4452886267212209,1.590968270436808,0.0251048322154967,0.11997973758723544,0.6403790691219036,0.004195382640554717,0.00098415829979098,-5.72926381802963,0.9101107945870983,2.1380922601067325,-0.3178444856407953,0.16669645020707907,0.050260169646696155,0.6546247919008267,-0.25661420182905526,-2.8555442220353866,0.14961818730304574,0.18733693368633253,-2.2519638215836695,-3.6007653223249543,0.19554304050496352,0.24583236809098563,-1.7551218848450356,-2.8186842394834453,0.7321735004016905,2.750535302296522,1.5690263935111988,36.16138009390268,10.327957222826333,2.1634608100724093,0.1624550894981859,-0.02556591400651146,0.012374230790610646,3.2554175251434923,0.05778749384912905,1.0015455129354527,8.700778554285531,744.664723902069,0.0005989369895602117,0.872869266095558,-1.729008816362442,-17.03960541948494,91.2500223584427,0.02054087652359902,0.9627113813933346,0.015893261929175544,0.5381798563303121,0.023439442565338035,0.9524641826074939,0.09282138757927028,0.9631058924223042,0.001506495646075539,0.0002920921462830802
