draw,ais2100,ais2300,gis2300,tot2300,ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,antarctic_temp_threshold,anto_alpha,anto_beta,gis_c1,gis_c0,gis_f,gis_alpha_f,gis_beta_f,gis_slow_ell,gis_slow_w,gis_amp,gis_s_high,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,gic_u_pre,gic_s_r5,d2_steric_1,d2_steric_2,antarctic_lambda,antarctic_gamma,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip_u,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric,gis_alpha_s,gis_beta_s
11,49.7959887390573,305.41214293462747,27.937293053293228,411.6444340461217,1.1046918739040104,0.46360698095412645,0.006448982673327156,-15.800737092395591,0.3399519205648228,1.8413412070975053,0.08870292782509742,0.10069896028500065,0.6442232454222842,0.0005380105041675666,0.0035716823505199387,-5.948804152310549,0.35927835237591477,1.8362001315946044,-0.4311453550436921,0.17802884500120808,0.09148104434494712,0.5042001388733269,-1.1346972520071106,-2.7202533503423876,0.15833252142128754,0.17701516607571646,-3.3359017346771003,-3.637675690341707,0.10879625489434434,0.4132485709029798,-1.2252454992423414,-2.6011807661687714,0.8087446324455518,2.5967050392872677,1.4699488541469938,40.135081601169574,12.73170246847476,1.1737929490057182,0.3329269246161809,-0.0007389762367306545,0.014457780094660373,2.4877522296460395,0.06186431118831523,1.2005198699239514,11.119093978762542,783.2884246903255,0.0006032463720499654,1.0188425794037783,-1.68282537556698,-17.93733756035523,64.07569832707296,0.017693129873953085,0.8985790682806779,0.0137006099132707,0.39286732946889036,0.022232961704564087,0.8774028917863289,0.10887118776579875,0.9179812581871231,0.0004774847549778096,0.001671616234038905
12,21.625061784298982,408.6337838566713,25.114986502571966,503.6537698030934,0.65825109274655,0.3934010923860051,0.009481472271838444,-15.824912980040917,0.31370726713677527,1.4328183624098303,0.0842759036466629,0.10821359098977304,0.555917350206909,0.001179064514311102,0.003733645782769341,-5.818134914361064,0.2578979209980487,1.6093325164557142,-0.6226408082397632,0.16434308320912475,0.06238002223708119,0.7353047524519252,0.9997212951982096,-2.8978808702875063,0.14389550044948987,0.10840129154921617,-3.3092949111482306,-3.434023613814374,0.14097350043449805,0.38641366661262794,-1.5115453031314816,-2.5210372924244933,0.8016069171910479,2.754271684495683,1.418455347118995,26.042513851684397,7.796697663420234,1.3561483714747242,0.21515870044333443,0.11001219999429285,0.018777845721343972,2.033298713548447,0.07877009589012257,0.9943749596155782,8.6989504845985,777.3079285428297,0.0006046321071461156,0.9815649488631196,-1.639122778164659,-17.772933122826164,83.15019910617724,0.021745627916531146,0.8777685001049792,0.01151725079686651,0.559959684457221,0.027183746821881002,0.914932628415476,0.0955898936102741,0.8249004227367709,0.0003905936961143388,0.0022063771949132095
13,6.2938365568888095,178.45591571967176,23.367293728564086,278.9909379800591,0.7509545027747088,0.3937813472541937,0.005054490465361151,-15.296070850650027,0.324200467467225,1.4189106842363761,0.09222811656476419,0.09714537015477608,0.5417168132418249,0.000772998005132726,0.005790126484451657,-6.047154841374509,0.10911378797806627,1.7699791387712833,-0.8805341873686563,0.18018405472858967,0.089302570513577,0.8884919388526007,-0.8148657688532501,-2.825676430500035,0.09079394171687011,0.17919618692158165,-3.5988552642544995,-3.252171565533486,0.15984238121372998,0.3383870561568864,-1.6607586129554093,-2.6682391473268363,0.6625091940091054,2.0871154243781143,1.4994734025209386,24.917156725993728,3.7369147018152358,1.3030578533309718,0.32173763928112387,-0.01862401300542952,0.007380173986283722,3.405581894542927,0.06551846600781319,1.1414637368613443,7.622753543666605,779.0681628873997,0.0006060629982592915,0.9673925483526131,-1.7040681140598162,-17.530322523678077,95.16410736162223,0.018856057632930263,0.7708009163959152,0.010939547749978847,0.7263011082806541,0.026992063802311124,0.8593733685410445,0.10125861308058223,0.87880219202226,0.00013143012806056303,0.0021065717640647544
14,4.169074864402872,65.08076064982129,25.70730593873507,164.87105096312325,0.7161156473020275,0.3916774456922002,0.007893161404438168,-15.688625042200862,0.2248434577850914,1.4340139312913942,0.09026826575414935,0.11882664402544219,0.6299816253878338,0.00047330122827838635,0.004018391146369423,-6.218568236365726,0.3611151588457498,1.6796673837919798,-0.478562898333154,0.16670357653801415,0.08768158724737708,0.8676615823391194,0.0962102288783451,-2.9545240145667426,0.14378467665946354,0.1164165827803035,-3.4647196383855485,-3.539419510897259,0.16206786321817335,0.26948300353712623,-1.6600128581111293,-2.547161837655968,0.8702877425220344,2.7296620048041906,1.5694850698091825,30.07255727320056,13.139945085205504,1.3871813288751678,0.31671922415251547,0.02571373571725842,0.0027477170280405076,3.3588804608068994,0.08190319996497518,0.9817364873343666,8.985305362076785,779.8503641617201,0.0006117074600599248,0.9502048502608349,-1.6670692404229768,-17.813256455901286,81.18307226116423,0.021055433018086572,0.7857822398196965,0.014268026403255144,0.01647574261974541,0.025009067110757816,0.9417034107061962,0.09751006616722407,0.9195431109278859,0.00036645202515799046,0.001272719544327989
15,52.48877591451383,268.9729338829084,28.003139754305124,370.3772998842333,0.6337650395434063,0.4452876809721588,0.007044703212958513,-15.844654747417946,0.29529347870612177,1.3985290871792047,0.08844148169081262,0.07426953176146804,0.6767319690061631,0.00032083383624821805,0.004594968245762969,-5.869063444352002,0.08542198719821366,2.2478557870645397,-0.533786661859084,0.164625599031089,0.054401300050418974,0.39029672976911045,-1.1276657882983794,-2.8869823880626635,0.13741819122739155,0.14103933014195527,-3.753584377563987,-3.5668108938148944,0.15789615792251285,0.33746965801412243,-1.0967368900952943,-2.584505435804894,0.7374747607584076,2.7759276997091646,1.4889900906455353,33.3190614209063,1.2864633590751458,3.82811545592724,0.3159583364024171,-0.023819921054118603,0.011763317608440274,4.132881717246449,0.059490785085121504,1.2900193147512,10.13684479770813,778.3765539611343,0.0006087139350537191,0.9786824215202746,-1.5939342381029251,-17.60611548817887,49.595934364147226,0.018999698850535627,0.8505036417673265,0.02196992118840389,0.12125277930706874,0.026709304769720166,0.9739184605767134,0.0884238245111695,0.8846335884937659,0.000122950154682296,0.002584156958033814
16,24.43639311845331,225.55748166703268,24.627546839021715,326.81383926079207,0.8892082265988113,0.49550477620396843,0.009886783917693006,-16.398375947554523,0.18697750905512972,1.3813018899604095,0.07001741574099908,0.10296368173579487,0.6846943103431914,0.0006490578982619032,0.004248199201936329,-5.5085889929355245,0.1440587908464515,2.1207599074228263,-0.682655000302341,0.17319112276157972,0.07514916405101535,0.8076297096761323,-0.25615280069281143,-2.812252611414278,0.13469993387791454,0.18189472898969875,-3.186734344082273,-3.5941657476338076,0.15919460414042688,0.3219796939728925,-1.7823537977786403,-2.6639113649900006,0.5954348820931314,2.8603970622982,1.4986139156734806,29.679873199264836,1.6885332199639813,2.272730807650545,0.4016356570328275,0.06523109338826627,0.01058817813066925,2.8103219758237596,0.04868704356123227,0.8269238195718573,10.29908363874358,804.2954084361022,0.0006238817748509542,1.0208521702315136,-1.6386263731283426,-17.873657589481567,60.14896137679165,0.01938099488103818,0.9648836218184613,0.014833279461067692,0.6457189521531632,0.027739174760789905,0.9500293661036765,0.0967387135685956,0.9294333732898653,0.00029733856385510607,0.0034681201371863715
17,49.36676653504424,304.2445387029199,22.29419237632534,398.9598768524078,1.2465926722474459,0.5973755263108833,0.010354351162815884,-16.072025605092293,0.16396952559107675,1.84129688191995,0.08619732139358888,0.06795469317273274,0.6153374459170224,0.00014412527330353282,0.0048517258014613256,-5.871329174247124,0.08248864815437347,1.5678540736900388,-0.35638027559544927,0.16735572128522347,0.053678171703828735,0.5182720997774951,0.008604339335484115,-2.507928817250833,0.1143611083300415,0.17166712725599514,-3.2901818764405037,-3.6513970782101355,0.15736029575141697,0.3226371578360735,-1.5979565101384332,-2.6582344518736516,0.6019794390849295,2.793579858928218,1.467659873088517,33.31824606962695,8.11790315545836,2.3210128124968916,0.1685302093821171,0.1836949369616835,0.01365785658053354,1.7965512924432563,0.04106366828561976,1.0832507582303401,10.382438621045484,792.35494441834,0.0006160762678212971,0.9761274143046802,-1.6600245273703598,-17.781672491696998,62.78135669542464,0.020712157152587774,0.9348966247896063,0.012039866204151123,0.08366864331432988,0.022547390288797802,0.9616414863206731,0.11340279020867604,0.9882436046046341,0.00011845941987418421,0.0025865780300039555
18,4.254266973426184,96.9086211545928,24.829875215172308,192.10625075771534,0.6201597050427629,0.4779323367422341,0.010854433374673992,-15.638951524515008,0.13475572114478754,1.183658453897242,0.0704497741738729,0.07634076622411362,0.5036702925362189,0.0027842061647101895,0.002897739154515554,-5.77264620509158,0.21033203843736126,1.9948272805330167,-0.6396563595606802,0.1638764507455145,0.06406047840522616,0.9534931451490716,0.4781934955193095,-2.6974770895716405,0.1260316400339804,0.1424071802977604,-3.179226399292516,-3.5134323917960013,0.13624384989884736,0.3941924549690048,-1.701090969630734,-2.4846517243021937,0.6282751402065431,3.139730601077604,1.3403503663432585,33.63093727151587,14.990229400918313,1.0547747263736942,0.05313011539878872,0.1532778922479006,0.012353088692868957,0.9962014154155565,0.05911020072058418,0.8830503387768907,9.341393493689235,789.0625399637364,0.000614908281564158,0.9358259540126433,-1.6958635363071652,-17.912548986579147,72.03489863165127,0.020441490086496334,0.8126749827553721,0.018312859120452298,0.4345193547380522,0.025771303131815512,0.9327707027768788,0.11083619205132111,0.9789404358535353,0.0003333790578555936,0.0024570620563958935
19,4.3449765438070465,97.83131853154605,23.594322655792087,193.41755843745582,0.8037980994620259,0.5505447812978784,0.011448914350275717,-15.562335233965175,0.08761468224988203,1.4512460798659028,0.06546726708922106,0.08407384810540162,0.6219552054520713,0.00036223401565191543,0.006897682072212701,-5.569593686672626,0.16048173787074094,2.220891451917117,-0.6249225997096546,0.1599318116854358,0.07238244879912173,2.4765809403331054,-0.059199607157797596,-2.920144041174878,0.12313072943663694,0.21030270623839736,-3.4572085412627653,-3.5826370557769414,0.13897335175417191,0.2918636818633868,-1.7945238996685482,-2.491594320543198,0.7601444441432115,3.1809904155551476,1.5618726839999302,31.52774224745991,10.888258944243352,2.119785695429896,0.07077991652080456,0.16697367908773436,0.00527218311655372,2.509765014487662,0.04095537242267384,0.996859145251779,10.292639370594705,784.676538026592,0.0006142517581831335,0.9647420998039676,-1.6241635541121182,-17.80300006173504,69.80078490228952,0.01969294826445049,0.7330888654411816,0.014050170516822828,0.8395551872573799,0.023213685246619483,0.9861712637512179,0.09264537115950706,0.9715111453226316,0.00031163274926063926,0.003200267958038559
20,41.86707037077144,199.5006258711245,30.67510025769733,309.0692701522223,0.7127586637881498,0.5528986135836628,0.007085490544551742,-16.04647221301478,0.10567756897129878,1.4193267706480874,0.07475017063437348,0.0768481995950784,0.6432970953678347,0.001705938932328015,0.002444502868991296,-5.497539877963183,0.5959818267450954,2.0387710988377816,-0.5333028163722642,0.18815383609363517,0.04076139549023011,1.6253393774780314,0.23195044411236218,-3.0489295261250615,0.1454045419749345,0.18831654707239448,-1.2640809771714112,-3.2448962687596574,0.15193818036776557,0.2653317100872161,-1.7373020893243387,-2.4778670412663955,0.8150741990378181,2.394595418319561,1.4423902462509084,39.72693952106491,1.1831052656060996,3.856067082925822,0.18591703240602275,0.15879440440121534,0.007079143764729262,2.6562870425161473,0.0386546467677507,1.2658837612192795,8.121133285617452,764.4537167457656,0.0006014819488574063,0.942466315222239,-1.623856639039281,-17.72780652897078,82.45785171254269,0.016703638376087463,0.7853676112713881,0.021093428914914523,0.9566291478173174,0.02192075344840923,0.8922521054504945,0.09294916011803069,0.9568608296205184,0.001243778544683674,0.0016551969127921525
21,5.659602326661335,169.91130342420934,26.595835655622594,274.5168294194025,0.7626255828429787,0.5778645377389235,0.007804945774790545,-15.148055949171038,0.1689800861953473,1.250665142671554,0.09257091782329287,0.08825044861358954,0.4739424531108575,0.0010932849323369448,0.004763011737130827,-6.2360649840275855,0.08777142540459129,1.9926311943012622,-0.490539095049246,0.17446103434240334,0.06621166497103656,1.087319021332444,-0.32004229158846553,-2.92899414779857,0.1417332238555633,0.22166253855784543,-1.5850293080457083,-3.483661950176445,0.14123128094327886,0.36697854551782677,-1.587855494409366,-2.5749970955413244,0.8167074440477976,2.836629048194254,1.4577955125545756,32.747329240836976,6.749077675215786,0.8973858748846788,0.24669281605713372,0.044655916476915664,0.010974800844871705,3.694100264898115,0.052782765054133825,1.0677833409546131,8.101635295393654,790.3144167590768,0.0006030444980239133,1.0193953916452902,-1.7525065000328068,-17.729793554778453,91.83221588846847,0.018772788433371917,0.7565235761937452,0.02006462233351652,0.9659784888735741,0.022537191339841056,0.86901002677911,0.08595480346385027,0.9134478424946234,8.752372984110936e-5,0.0017857269811704282
22,5.223802408815265,22.46962103298405,22.338779664163184,115.21165746094341,0.6800746422253487,0.5494122416320282,0.008516018774232074,-15.566141010403088,0.11994370358216024,1.2339683267742745,0.09324389636677886,0.09469142233948138,0.4546157349204799,0.0002903678424859321,0.007589903992268514,-6.430461327019616,0.28611005735082046,1.6565528435846648,-0.5608887238668709,0.16052435396958567,0.06806435545052342,0.48335048191029584,0.24146188751303727,-2.948329353736741,0.10398378483887956,0.15424874431077065,-3.6200461427630852,-3.373723121124684,0.15277569886524406,0.4108655491227276,-1.0259543074290625,-2.6627031650328954,0.6581075940582845,2.4406763474479845,1.6528650397994935,30.69495775087696,0.6203526906360142,6.312572158803843,0.26731282917104804,-0.0736511094997824,0.011849926177653668,2.6936807348604552,0.053569927430243504,0.6706591813627353,8.17246804381015,802.5474240244446,0.0006159669809657028,1.0462928148401067,-1.623172536374881,-18.081648874881513,100.58567626366572,0.021777208513914747,0.7783611850557465,0.017499131853559217,0.8024170605952333,0.026834978795759013,0.9054731049069437,0.09499064463526727,0.8515810394122629,0.00023489865546789157,0.0011505815169605598
23,57.25300205410016,390.4267033816788,26.111504645178563,493.6951764631784,0.5865046239431205,0.5444302680761696,0.008495138315391988,-15.710891972572567,0.1403627348356314,0.9556867875054232,0.08527498510877536,0.0944762987188338,0.5735163696184525,0.000873091125615855,0.00413115855915544,-6.037014551026645,0.6677449869235119,1.5838054256465364,-0.4854196857548498,0.181442061910751,0.05285177884008752,0.4742321324134856,0.40263119132739944,-3.0452581245158847,0.13324810114224578,0.17104359303596786,-3.0079085183819765,-3.525364726061623,0.16451964431562127,0.26910358584223837,-1.4354666424173754,-2.7113115450194116,0.7972000521279575,2.830073895598348,1.6278413553278872,36.53839305451783,11.565351928323112,0.26067853949806014,0.3330677962438417,-0.017567065142220548,0.015778646011725878,1.8714516083626251,0.059222809304060875,1.2083938881913994,8.365136662667686,783.8586383732205,0.0006002319712678038,1.0305310794014082,-1.8040462921634575,-17.634902409937094,102.6641894180657,0.0183324676226861,0.7286919505955735,0.012028684678013943,0.657210883194445,0.027582868322520583,0.7863981594569693,0.10202248595295363,0.9422218228513274,0.000812512042498035,0.0007936507584782544
