gate,key,value,verdict
PRE-PULSE-ZERO,max_abs_cm_glaciers,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_gis,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_ais,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_te,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_lws,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_total,0.0,PASS
NO-REACHBACK,max_abs_cm_glaciers,0.0,PASS
NO-REACHBACK,max_abs_cm_te,0.0,PASS
NO-REACHBACK,max_abs_cm_lws,0.0,PASS
REACHBACK,max_abs_cm_glaciers,0.0,PASS
REACHBACK,pct_of_2100_glaciers,0.0,PASS
REACHBACK,max_abs_cm_gis,0.003341624311175906,PASS
REACHBACK,pct_of_2100_gis,3.7862500264470125,PASS
REACHBACK,max_abs_cm_ais,2.177638692701933e-5,PASS
REACHBACK,pct_of_2100_ais,0.042686735961611315,PASS
REACHBACK,max_abs_cm_te,0.0,PASS
REACHBACK,pct_of_2100_te,0.0,PASS
REACHBACK,max_abs_cm_lws,0.0,PASS
REACHBACK,pct_of_2100_lws,0.0,PASS
REACHBACK,max_abs_cm_total,0.003363400698102481,PASS
REACHBACK,pct_of_2100_total,0.7906732494916116,PASS
DRAW-PAIRING,config_mismatches,0.0,PASS
DRAW-PAIRING,row_mismatches,0.0,PASS
PAIRING,configs_used,841.0,PASS
PAIRING,median_dgmst_bias_degC,0.00037094999999975897,PASS
SUM,max_abs_cm,9.769962616701378e-14,PASS
SIGN,median_cm_2100,0.42538440503268404,PASS
SIGN,frac_negative_2100,0.0,PASS
SIGN,median_cm_2150,0.3553960833003096,PASS
SIGN,frac_negative_2150,0.0,PASS
SIGN,median_cm_2300,0.2567333370059046,PASS
SIGN,frac_negative_2300,0.0,PASS
TAP-CROSSING,n_draws_crossing,0.0,PASS
AIS-CROSSING,n_fired_2100,265.0,PASS
AIS-CROSSING,n_bifurcation_2100,11.0,PASS
AIS-CROSSING,p_fired_2100,0.1325,PASS
AIS-CROSSING,int_over_cont_2100,0.996058868155563,PASS
P-FIRED-CONSISTENT,p_fired_exact_2100,0.11950416171224733,PASS
P-FIRED-CONSISTENT,z_2100,1.7916951899079872,PASS
AIS-CROSSING,n_fired_2150,266.0,PASS
AIS-CROSSING,n_bifurcation_2150,11.0,PASS
AIS-CROSSING,p_fired_2150,0.133,PASS
AIS-CROSSING,int_over_cont_2150,0.9969173034866008,PASS
P-FIRED-CONSISTENT,p_fired_exact_2150,0.11995184304399524,PASS
P-FIRED-CONSISTENT,z_2150,1.7960047813747222,PASS
AIS-CROSSING,n_fired_2300,268.0,PASS
AIS-CROSSING,n_bifurcation_2300,11.0,PASS
AIS-CROSSING,p_fired_2300,0.134,PASS
AIS-CROSSING,int_over_cont_2300,0.9952216275865077,PASS
P-FIRED-CONSISTENT,p_fired_exact_2300,0.12083531510107015,PASS
P-FIRED-CONSISTENT,z_2300,1.8063146724006,PASS
MAGNITUDE,cm_per_GtCH4_2100,0.42538440503268404,PASS
