ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio
ssp126,glaciers,2100,fixed,2000,8.097921223281555,8.143331668625237,6.235444509695387,10.106477601107368,3.871033091411981,1.0,1.0
ssp126,glaciers,2100,joint,2000,7.304049905757649,7.474129475406924,5.18239920683202,10.510753640157972,5.328354433325952,1.3764683244757294,0.9019660360190314
ssp126,glaciers,2150,fixed,2000,10.081084203454282,10.113768606483164,7.802474024760075,12.42940152981341,4.6269275050533345,1.0,1.0
ssp126,glaciers,2150,joint,2000,8.729909324065424,8.972548102137681,6.093120305294259,12.86634801459241,6.77322770929815,1.4638715869009655,0.8659692894018406
ssp126,glaciers,2300,fixed,2000,12.897292597310685,12.903788008215551,9.994600301251777,15.880055104761633,5.885454803509855,1.0,1.0
ssp126,glaciers,2300,joint,2000,10.58245358969523,10.974041203546571,7.236932485034678,15.92502146287125,8.688088977836571,1.4761967032106567,0.8205174465764901
ssp126,gis,2100,fixed,2000,6.790331755454368,6.7951530923810735,6.043994714136994,7.572517371582786,1.5285226574457926,1.0,1.0
ssp126,gis,2100,joint,2000,5.921466623243267,6.113584373829977,4.6696007046627,8.273200033747546,3.6035993290848465,2.357570109628973,0.8720437876230156
ssp126,gis,2150,fixed,2000,8.398943931398563,8.420786105962605,7.269657313886765,9.691964266821097,2.422306952934332,1.0,1.0
ssp126,gis,2150,joint,2000,6.90573463160225,7.204290024971819,5.066306508632262,10.408282815466398,5.341976306834137,2.205325918898502,0.8222146365075604
ssp126,gis,2300,fixed,2000,10.767562673430938,10.859061084852126,8.790353654644314,13.338666872667588,4.548313218023274,1.0,1.0
ssp126,gis,2300,joint,2000,8.227154198004339,8.686808025446258,5.187249286515137,13.939227802764941,8.751978516249803,1.9242251130746595,0.7640683827459783
ssp126,ais,2100,fixed,2000,4.889917104156037,7.346070722173392,3.8503376507088163,23.297248495920886,19.44691084521207,1.0,1.0
ssp126,ais,2100,joint,2000,4.5717069574896705,9.136217347791087,3.4956801336680323,48.767262575226376,45.271582441558344,2.3279575250741913,0.9349252472202619
ssp126,ais,2150,fixed,2000,7.6146482643163305,11.519232180749434,5.903903588796357,26.285427047067454,20.381523458271097,1.0,1.0
ssp126,ais,2150,joint,2000,6.824636140940235,14.02226169042114,5.146862508909267,74.9295982797624,69.78273577085314,3.423823342436866,0.8962510025475189
ssp126,ais,2300,fixed,2000,15.295023872660689,22.465971883949795,11.801626519977304,32.89439351916305,21.09276699918575,1.0,1.0
ssp126,ais,2300,joint,2000,12.93197896336528,26.7288470901502,9.607604076643424,106.91256296599433,97.3049588893509,4.613190810532691,0.8455023719499211
ssp126,te,2100,fixed,2000,16.3727053850046,16.302031994424155,14.791766706421322,17.611534108835755,2.819767402414433,1.0,1.0
ssp126,te,2100,joint,2000,10.934297867385698,11.282456936917603,6.245479406192386,17.55602706769443,11.310547661502044,4.0111633505009525,0.667836964647283
ssp126,te,2150,fixed,2000,20.475086155997708,20.38670468653107,18.498024033998707,22.024318506822198,3.5262944728234906,1.0,1.0
ssp126,te,2150,joint,2000,13.054693596224446,13.822797698374936,7.260975227436349,22.92000367391533,15.65902844647898,4.44064685101039,0.6375891899434265
ssp126,te,2300,fixed,2000,26.767802492602826,26.652258279471578,24.183119429778507,28.79316860173996,4.610049171961453,1.0,1.0
ssp126,te,2300,joint,2000,17.874792567351584,19.693247506089634,9.811934615755245,35.33437019429276,25.522435578537515,5.536261030308793,0.6677721330427184
ssp126,lws,2100,fixed,2000,2.596380650083528,2.5963806500835225,2.596380650083528,2.596380650083528,0.0,NaN,1.0
ssp126,lws,2100,joint,2000,2.596380650083528,2.5963806500835225,2.596380650083528,2.596380650083528,0.0,NaN,1.0
ssp126,lws,2150,fixed,2000,4.2307986469202445,4.230798646920235,4.2307986469202445,4.2307986469202445,0.0,NaN,1.0
ssp126,lws,2150,joint,2000,4.2307986469202445,4.230798646920235,4.2307986469202445,4.2307986469202445,0.0,NaN,1.0
ssp126,lws,2300,fixed,2000,8.483616077316128,8.483616077316125,8.483616077316128,8.483616077316128,0.0,NaN,1.0
ssp126,lws,2300,joint,2000,8.483616077316128,8.483616077316125,8.483616077316128,8.483616077316128,0.0,NaN,1.0
ssp126,total,2100,fixed,2000,38.81484286415154,41.182968127687396,36.00260761315524,56.138091434112624,20.135483820957383,1.0,1.0
ssp126,total,2100,joint,2000,31.52741333425992,36.6027687840291,24.231706391676397,83.0040755822805,58.77236919060411,2.9188456415153405,0.8122514741230058
ssp126,total,2150,fixed,2000,50.88057191600943,54.671290226646505,47.08490301549067,69.24171848903154,22.156815473540874,1.0,1.0
ssp126,total,2150,joint,2000,40.025751405275464,48.252696162825806,30.07558842872792,116.02825383565873,85.9526654069308,3.879287865603853,0.7866607999483094
ssp126,total,2300,fixed,2000,74.30738080364608,81.36469533380517,68.65603986691697,91.92563558335436,23.269595716437394,1.0,1.0
ssp126,total,2300,joint,2000,58.74976847542729,74.56655990254879,43.10081367189609,175.15636970326676,132.05555603137066,5.675025799356197,0.7906316686181002
