type,cube,rff_idx,fair_cfg_idx,seed_idx,gmst_2050,gmst_2100,ohc_2050_e22J,ohc_2100_e22J
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,91,575,0,1.678246259689331,1.9705729484558105,112.81355285644531,182.72769165039062
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,91,575,5,1.5926002264022827,1.9344054460525513,106.4178466796875,172.3648223876953
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,91,575,9,1.5450035333633423,1.9079604148864746,98.49987030029297,166.32972717285156
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,4389,575,0,1.8450603485107422,3.508610725402832,117.72706604003906,263.4031066894531
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,4389,575,5,1.7592737674713135,3.4734835624694824,111.33055877685547,253.10446166992188
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,4389,575,9,1.7116739749908447,3.446589946746826,103.40950775146484,247.0288543701172
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,8247,575,0,1.7431519031524658,2.691706895828247,114.677490234375,220.49139404296875
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,8247,575,5,1.657273769378662,2.656331777572632,108.27674102783203,210.17120361328125
stochastic,lhs_pilot_gmst_full_stoch_test_ohc4.npz,8247,575,9,1.6096832752227783,2.629502058029175,100.35686492919922,204.10316467285156
