year,dt_glob,secant,slope,model,scenario
2000.5,0.5208795799418927,1.8656892436603996,1.923952512277116,ACCESS-CM2,ssp126
2001.5,0.5443380800893143,1.8409569220427369,1.889732800984735,ACCESS-CM2,ssp126
2002.5,0.5744743300184704,1.7757964588902295,1.7522728264423006,ACCESS-CM2,ssp126
2003.5,0.6040030431791763,1.7784901206379133,1.7566398949688709,ACCESS-CM2,ssp126
2004.5,0.6326887441918359,1.8304187014776927,1.834374339281182,ACCESS-CM2,ssp126
2005.5,0.6569476282449784,1.9200311132148729,1.933177583572412,ACCESS-CM2,ssp126
2006.5,0.6882476255992211,1.9154514611909363,1.9708939306923492,ACCESS-CM2,ssp126
2007.5,0.7345644159532942,1.8686566144657333,1.8935348038045832,ACCESS-CM2,ssp126
2008.5,0.7763104087259232,1.8441961804907763,1.896277252807666,ACCESS-CM2,ssp126
2009.5,0.8192975625421866,1.800312455394182,1.7897558400709168,ACCESS-CM2,ssp126
2010.5,0.8608509605543248,1.734706775723982,1.6556650864967084,ACCESS-CM2,ssp126
2011.5,0.8921293119821049,1.7751407632381906,1.6914392646449876,ACCESS-CM2,ssp126
2012.5,0.9328696806286587,1.771920341312399,1.6925793707977637,ACCESS-CM2,ssp126
2013.5,0.9750719222263229,1.7555975517146674,1.637418443175901,ACCESS-CM2,ssp126
2014.5,1.0158689503660299,1.748671841886852,1.6332230044865852,ACCESS-CM2,ssp126
2015.5,1.0497926521457126,1.7255454792037468,1.5984303974481477,ACCESS-CM2,ssp126
2016.5,1.0854966452690973,1.7025842036477636,1.625944467041418,ACCESS-CM2,ssp126
2017.5,1.1204314966834943,1.6258351328183231,1.579325760094981,ACCESS-CM2,ssp126
2018.5,1.154325698582725,1.5753215459234404,1.5144852852068031,ACCESS-CM2,ssp126
2019.5,1.1884576486663245,1.5199783219751122,1.4566014522958421,ACCESS-CM2,ssp126
2020.5,1.2271132586150069,1.479311484459431,1.4176502389605607,ACCESS-CM2,ssp126
2021.5,1.2636254641128175,1.4492234069951637,1.3931816611147458,ACCESS-CM2,ssp126
2022.5,1.307059842045775,1.4159937493360248,1.3640343601670728,ACCESS-CM2,ssp126
2023.5,1.3487845998390544,1.381263513058573,1.3175399055731014,ACCESS-CM2,ssp126
2024.5,1.3921035346939183,1.4151125251542447,1.3400932240387016,ACCESS-CM2,ssp126
2025.5,1.43152999374477,1.365323793344852,1.3068991102160015,ACCESS-CM2,ssp126
2026.5,1.4653020419987324,1.3569141952366142,1.3068845499578252,ACCESS-CM2,ssp126
2027.5,1.4989426660714742,1.3128251067299193,1.262009426104713,ACCESS-CM2,ssp126
2028.5,1.5470872536605138,1.3377249109570786,1.2883690186547867,ACCESS-CM2,ssp126
