year,dt_glob,secant,slope,model,scenario
2000.5,0.5208795799418927,1.500647082349463,1.6927700518751785,ACCESS-CM2,ssp126
2001.5,0.5443380800893143,1.4803891816385448,1.6562938195213313,ACCESS-CM2,ssp126
2002.5,0.5744743300184704,1.4616922499988108,1.5876463836805221,ACCESS-CM2,ssp126
2003.5,0.6040030431791763,1.5236962507850094,1.6301027067385419,ACCESS-CM2,ssp126
2004.5,0.6326887441918359,1.5753526387857164,1.7602149796704494,ACCESS-CM2,ssp126
2005.5,0.6569476282449784,1.7381585117388292,1.9019676018201923,ACCESS-CM2,ssp126
2006.5,0.6882476255992211,1.8751877693437267,2.037882409218482,ACCESS-CM2,ssp126
2007.5,0.7345644159532942,1.839664933526328,1.9001837388403662,ACCESS-CM2,ssp126
2008.5,0.7763104087259232,1.8671531116942273,1.9448256192069178,ACCESS-CM2,ssp126
2009.5,0.8192975625421866,1.8467304954252406,1.8432895126052409,ACCESS-CM2,ssp126
2010.5,0.8608509605543248,1.7997526237664476,1.7552621427532757,ACCESS-CM2,ssp126
2011.5,0.8921293119821049,1.8645533492050916,1.8075776501923213,ACCESS-CM2,ssp126
2012.5,0.9328696806286587,1.8171281099732621,1.777436040466053,ACCESS-CM2,ssp126
2013.5,0.9750719222263229,1.8282859781070009,1.7619893654181715,ACCESS-CM2,ssp126
2014.5,1.0158689503660299,1.7811159821894074,1.70385010330914,ACCESS-CM2,ssp126
2015.5,1.0497926521457126,1.7482259518550065,1.6639585220689654,ACCESS-CM2,ssp126
2016.5,1.0854966452690973,1.7529148354340889,1.6831097496702159,ACCESS-CM2,ssp126
2017.5,1.1204314966834943,1.716026584796205,1.6751998827055987,ACCESS-CM2,ssp126
2018.5,1.154325698582725,1.6866819656667054,1.6410501088365335,ACCESS-CM2,ssp126
2019.5,1.1884576486663245,1.6608644214893935,1.6272271958544497,ACCESS-CM2,ssp126
2020.5,1.2271132586150069,1.6432530811434627,1.6127001397562848,ACCESS-CM2,ssp126
2021.5,1.2636254641128175,1.6480105063160484,1.6081866449218694,ACCESS-CM2,ssp126
2022.5,1.307059842045775,1.6273863633492207,1.5931087355274205,ACCESS-CM2,ssp126
2023.5,1.3487845998390544,1.5866689247008627,1.545066445498652,ACCESS-CM2,ssp126
2024.5,1.3921035346939183,1.6029607128654921,1.5451693489503173,ACCESS-CM2,ssp126
2025.5,1.43152999374477,1.5895740101844544,1.5341125501342097,ACCESS-CM2,ssp126
2026.5,1.4653020419987324,1.5754399688840814,1.5214492154200625,ACCESS-CM2,ssp126
2027.5,1.4989426660714742,1.5407955314279547,1.476240079097596,ACCESS-CM2,ssp126
2028.5,1.5470872536605138,1.5584597967240577,1.510974869813014,ACCESS-CM2,ssp126
2029.5,1.5841966965991598,1.5642675974004538,1.522408225164178,ACCESS-CM2,ssp126
2030.5,1.6205102605399568,1.5494739142910585,1.5165483619443183,ACCESS-CM2,ssp126
2031.5,1.6555177693483074,1.541076019163205,1.505497838433081,ACCESS-CM2,ssp126
2032.5,1.6963092810828206,1.5716933153533144,1.5369980453396848,ACCESS-CM2,ssp126
2033.5,1.7371049081001824,1.5730338983744108,1.5464643358998649,ACCESS-CM2,ssp126
2034.5,1.7727395663452437,1.5354288437340313,1.522490399876351,ACCESS-CM2,ssp126
