arm,ton_med,ton_sd,z_from_paleo,gmst_onset,gmst_prior_same_frame,gmst_difference,gmst_ratio,post_sd_over_prior_sd
L21,-17.861023017508515,0.08666087693130158,-0.40176008167885646,0.599712792485191,2.963828071663521,2.3641152791783298,4.942079123210812,0.0156464895209529
L14,-17.8444218503345,0.09161230867869669,-0.3987627661955413,0.6202748288011498,2.9614154743283807,2.341140645527231,4.774360230048547,0.016540462991943106
