component,horizon,ratio_p50,ratio_p95,r_param,r2_param,med_lo,med_hi,mean_sd_wc
ais,2100,0.0555986567720809,0.3201420698524541,0.06269864692470231,0.003931120326188482,4.706933285921341,6.038578466134343,11.716540258266498
ais,2150,0.1042691434779011,0.15866341968913975,0.05318096471528238,0.0028282150080481093,9.380588190062419,16.898299642241064,32.30544732380375
ais,2300,0.08054310863997129,0.1333836376099891,0.048115620363073715,0.002315112922923434,119.87440734865856,136.54202440883898,98.39192231565781
total,2100,0.051113427928933045,0.28666229337512455,0.06229140239502736,0.0038802188123392206,44.256362914236405,45.56328184470652,11.80377164964009
total,2150,0.09436841035905653,0.11338971556397709,0.051872323237954224,0.002690737918102806,68.19641671401037,75.0126157462208,32.34991539286973
total,2300,0.08094652034318385,0.12361454653736033,0.046013925859817804,0.00211728137303281,207.01153846440127,224.2706746468032,98.42995150395913
