ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.199997190232917,13.218658260481803,11.31928389476928,15.244333421325502,3.925049526556222,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,12.866096767159085,13.150016476450254,10.032486669041578,17.096934063347874,7.0644473943062955,1.7998364979879713,0.9747045080190703,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.645156356086776,20.695507977982132,17.293769025263796,24.309112401825107,7.015343376561312,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,20.246207148400636,20.369549350220623,15.577710162488824,25.85815141392367,10.280441251434848,1.465422389128154,0.9806758931342014,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,26.927631914929744,26.959069046407162,22.099724067970673,32.1593151440031,10.05959107603243,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,26.299899535819115,26.380101931483622,20.927006928423086,32.22074489106763,11.293737962644546,1.1226836038646286,0.9766881699403136,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,9.995949683859187,10.073606266640041,7.7268237645952516,12.596028980720472,4.869205216125221,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,9.74523225485611,10.213983926061253,7.0448569721481045,14.765645596787332,7.720788624639227,1.585636316799812,0.9749180981364962,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,22.234827807310552,22.589240655513795,15.994561794176905,29.67566487882988,13.681103084652976,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,21.257601153073118,23.24157534977404,12.902625754839333,39.709011319011104,26.80638556417177,1.9593731147484967,0.9560497314075833,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,85.88820007589325,86.57491857735722,67.88564731617217,107.80806716779104,39.92241985161887,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
