ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp245,glaciers,2100,fixed,2000,9.934571446042423,9.97096454118637,8.603365891429739,11.430532893793087,2.827167002363348,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2100,joint,2000,9.700027271575719,9.968357084852855,7.567412079759419,13.257666412564928,5.69025433280551,2.0127054143065433,0.9763911130197631,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,fixed,2000,13.809260482931318,13.84367295935515,11.712225286409573,16.102950050427623,4.390724764018049,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,joint,2000,13.36210904086898,13.744105599778125,10.054893577861046,18.781999072746196,8.72710549488515,1.987622992541847,0.9676194505408141,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,fixed,2000,18.827412422341997,18.863607168820597,15.59769460923968,22.32800531737233,6.7303107081326505,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,joint,2000,18.153823188070206,18.46696836607173,13.1487743007799,25.0286763932424,11.8799020924625,1.7651342720488787,0.9642229521953606,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,fixed,2000,7.44541766051713,7.456278335323393,5.940975837295788,8.964355526819304,3.023379689523516,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,joint,2000,7.300158140848311,7.5248987266235785,5.581234306306801,10.27758370088037,4.69634939457357,1.553344229587556,0.9804900777508928,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,fixed,2000,11.433698619133157,11.516234993138982,8.670347241156321,14.357572924229105,5.687225683072784,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,joint,2000,11.162506743786803,11.79842741924894,7.965225011654052,17.885632088733352,9.9204070770793,1.7443315299770812,0.9762813517847548,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2300,fixed,2000,19.01164783569898,19.195726863778212,13.12747451506155,25.974673998477417,12.847199483415867,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
