block,ssp,horizon,key,value,note
1,ssp126,2100,median_ratio,0.8357994471484312,"n_lit=3: Nauels2025, ar5glaciers, emuglaciers"
1,ssp126,2150,median_ratio,0.7760875631365702,"n_lit=2: Nauels2025, ar5glaciers"
1,ssp126,2300,median_ratio,0.8553094087262324,n_lit=1: Nauels2025
1,ssp245,2100,median_ratio,0.8002999589497708,"n_lit=3: Nauels2025, ar5glaciers, emuglaciers"
1,ssp245,2150,median_ratio,0.7876446277306814,"n_lit=2: Nauels2025, ar5glaciers"
1,ssp245,2300,median_ratio,0.8472216812662733,n_lit=1: Nauels2025
1,ssp585,2100,median_ratio,0.9055049676885868,"n_lit=3: Nauels2025, ar5glaciers, emuglaciers"
1,ssp585,2150,median_ratio,0.8506213514882446,"n_lit=2: Nauels2025, ar5glaciers"
1,ssp585,2300,median_ratio,0.928167464099365,n_lit=1: Nauels2025
1,all,0,horizon_trend,0.029698060101694068,"mean ratio 2100 0.847, 2150 0.805, 2300 0.877"
2,,0,r5_share,0.1299934127132754,GlaMBIE 2000-2023
2,,0,r19_share,0.06536669585713671,GlaMBIE 2000-2023
2,,0,scope_ratio_ours_over_ar5,0.9308533982582541,"our scope 0.870, AR5 scope 0.935 of global"
2,,0,ar5_has_glac5,1.0,glac19 present: False; list = gis glac1 glac2 glac3 glac5 glac6 glac7 glac7 glac8 glac9 glac10 glac11 glac12 glac13 glac14 glac15 glac16 glac17
3,all,0,residual_model_ratio,0.9055795806335422,observed mean 0.843 / scope 0.931
