year,ssp,component,gmst,med,p05,p17,p83,p95,n_finite
1990,SSP1-2.6,glaciers,0.6172413401272017,-1.0458705588724344,-1.1400931131321077,-1.0975650431766417,-0.9973618114683236,-0.9679388737540886,2000
1991,SSP1-2.6,glaciers,0.6480920599899472,-0.9736104948316466,-1.0613919287670872,-1.021726337519722,-0.9278929385516027,-0.9002205610104386,2000
1992,SSP1-2.6,glaciers,0.6054709248449786,-0.8994970829695257,-0.9814755229961054,-0.9437956078773461,-0.8568030143973173,-0.8313261088824816,2000
1993,SSP1-2.6,glaciers,0.49579326119498635,-0.8299943464391415,-0.9063915860667423,-0.8713989880024303,-0.7901478924892043,-0.7665637973076604,2000
1994,SSP1-2.6,glaciers,0.5159107825733913,-0.7705145668312721,-0.8447701900201272,-0.8109874681565201,-0.7333664463949725,-0.7108907329245355,2000
1995,SSP1-2.6,glaciers,0.5766612473873399,-0.7102870443286022,-0.7808745915747503,-0.7490536722539414,-0.6751390008609791,-0.6541778039997502,2000
1996,SSP1-2.6,glaciers,0.6411345082576302,-0.6458496892187977,-0.7117737568233672,-0.6819397638094119,-0.6128137020522929,-0.5936880741730898,2000
1997,SSP1-2.6,glaciers,0.6860734222790282,-0.5765594074284968,-0.6372740867438762,-0.6097167566155006,-0.5468437015982575,-0.5292727923551153,2000
1998,SSP1-2.6,glaciers,0.7181171626962323,-0.5047810477287911,-0.5591604819553707,-0.5341351538672838,-0.47827997366959346,-0.46237304349586117,2000
1999,SSP1-2.6,glaciers,0.7443055351790053,-0.4314006223433502,-0.47855441682246946,-0.4567562229695742,-0.40840098863705965,-0.3943228451342968,2000
2000,SSP1-2.6,glaciers,0.78080095281422,-0.35684725536755035,-0.39688061523314333,-0.3783188243718053,-0.33750070954776107,-0.3255326488157271,2000
2001,SSP1-2.6,glaciers,0.8277653991917374,-0.2807906815882486,-0.3131792723402815,-0.2981361307243097,-0.2651902301340755,-0.2555301635026256,2000
2002,SSP1-2.6,glaciers,0.8625038868905944,-0.20245567621679772,-0.22658397179884887,-0.21535044709326334,-0.19075457906953008,-0.18375247836141062,2000
2003,SSP1-2.6,glaciers,0.8825685123647669,-0.1228097979334315,-0.13840365946516017,-0.13098627774204483,-0.1153637663557133,-0.11100527499553695,2000
2004,SSP1-2.6,glaciers,0.8931410769792334,-0.04276354396327431,-0.04965644633189301,-0.04656843786288102,-0.03971708367990531,-0.03806352432053615,2000
2005,SSP1-2.6,glaciers,0.8998718941653809,0.036531113961182804,0.03406968970034692,0.03494968321644912,0.03840025478715404,0.0400496536690059,2000
2006,SSP1-2.6,glaciers,0.9059038132337379,0.11553644630288584,0.10635275622809522,0.10979365104078889,0.12166459834315557,0.12717446344104663,2000
2007,SSP1-2.6,glaciers,0.9146854493265001,0.1937164814156711,0.17784394362798855,0.18392369738848993,0.2045304015999592,0.21345725034029384,2000
2008,SSP1-2.6,glaciers,0.9219150757625193,0.2714416182858175,0.2488916262367325,0.2575286064424204,0.28693627490634666,0.29990917996279975,2000
2009,SSP1-2.6,glaciers,0.944300568261457,0.34855191147404163,0.3195265808873802,0.3304538361900319,0.3685967069954733,0.38562529470392615,2000
2010,SSP1-2.6,glaciers,0.9618227486686342,0.426134902864324,0.39048731207760773,0.40370839054800256,0.4508561361508428,0.47200133988730686,2000
2011,SSP1-2.6,glaciers,0.9819605692158233,0.5038937594155488,0.46134145288635836,0.47690372535672637,0.5330606808697664,0.5588363143861212,2000
2012,SSP1-2.6,glaciers,1.0103928501951052,0.5815583325997693,0.5323616846516329,0.5503803999186092,0.6154961877174733,0.6453739747345597,2000
2013,SSP1-2.6,glaciers,1.0340522463545012,0.6600217688903829,0.6035991224872985,0.6242604241688681,0.6989085476926156,0.7324696747266313,2000
2014,SSP1-2.6,glaciers,1.0652103142894338,0.7385215187392236,0.6751591546801039,0.6982324370538706,0.7823062895159202,0.8211340024088647,2000
2015,SSP1-2.6,glaciers,1.0914259349003625,0.8180563083117054,0.7473174986205393,0.7729268773052838,0.8664654030849483,0.911078703718512,2000
2016,SSP1-2.6,glaciers,1.1177753966933794,0.8973231941089024,0.8195737427566708,0.8478900878920077,0.9512380735823325,1.00102858949805,2000
2017,SSP1-2.6,glaciers,1.1391312798586102,0.9776902972299544,0.8921519308085433,0.9229001039312776,1.0370005249544074,1.0909245141215131,2000
2018,SSP1-2.6,glaciers,1.1748860403608246,1.05766817427428,0.9646433361829293,0.9982754863439052,1.1221120758366303,1.1818210957880424,2000
2019,SSP1-2.6,glaciers,1.1994301238849794,1.1389227143500884,1.0379723403596752,1.0745828485396975,1.2087907510707947,1.2732819412660898,2000
2020,SSP1-2.6,glaciers,1.2194860299493357,1.220181655564346,1.1110805974055031,1.1509426895865933,1.296208787832198,1.3652280002549242,2000
2021,SSP1-2.6,glaciers,1.2474135047730226,1.3016458519716538,1.1847051801244513,1.2271597488943877,1.3827039229177729,1.4567908078410425,2000
2022,SSP1-2.6,glaciers,1.2835482908104245,1.3832858267172288,1.2580769316108065,1.303182880186498,1.4699340690958471,1.5492422276168472,2000
2023,SSP1-2.6,glaciers,1.3148383538679833,1.465260756367866,1.3316264444924688,1.3794933109720395,1.5576703443193485,1.6436745050336954,2000
2024,SSP1-2.6,glaciers,1.3502642838046461,1.5476920750707794,1.405066394814651,1.4566346992615082,1.6465565940928415,1.7370404273240911,2000
2025,SSP1-2.6,glaciers,1.3827673269351655,1.6306284594528657,1.4787735426217017,1.5337022884581812,1.7355652706064257,1.8319573694957239,2000
2026,SSP1-2.6,glaciers,1.409937250090669,1.7139405983643403,1.552605598053695,1.6110154038899331,1.8252586321009052,1.928623333345918,2000
2027,SSP1-2.6,glaciers,1.4307058375628368,1.7966411266285682,1.6266361054971072,1.6882115232256258,1.9145624141180124,2.024632645695423,2000
2028,SSP1-2.6,glaciers,1.4508591252734018,1.8790374030706039,1.701007407167023,1.764572670167972,2.0045682670515483,2.1193961787014826,2000
2029,SSP1-2.6,glaciers,1.4729882259349416,1.9614352840948124,1.7742896623903117,1.8409401857343297,2.0951594120677757,2.2145371114764334,2000
2030,SSP1-2.6,glaciers,1.495700582998364,2.043071594612731,1.8477282213670374,1.9177062578686312,2.1835642921928304,2.3103233241748553,2000
2031,SSP1-2.6,glaciers,1.5133906593757893,2.1248916687399033,1.9209989728893484,1.9945978388942054,2.2725560149057156,2.4055224765746894,2000
2032,SSP1-2.6,glaciers,1.5311247535823735,2.206647099300368,1.993911471159247,2.069907757630292,2.361377849783467,2.498872284905563,2000
2033,SSP1-2.6,glaciers,1.5528717565868666,2.287568565896745,2.066467344139786,2.14541444487453,2.450883193749817,2.5932947934283326,2000
2034,SSP1-2.6,glaciers,1.5801866574308838,2.368744077773451,2.1389295393451633,2.2204557762325474,2.5402754841657336,2.6853162831291955,2000
2035,SSP1-2.6,glaciers,1.6045901059242054,2.4492237999252646,2.21053053973437,2.2953596917957313,2.626216511239221,2.778878502273917,2000
2036,SSP1-2.6,glaciers,1.628899165950283,2.529269247275268,2.2817481053000312,2.370665016241909,2.712725081703218,2.8724528279944916,2000
2037,SSP1-2.6,glaciers,1.653419266727971,2.609814492886221,2.3526613136567547,2.4463082598812207,2.8001498853008675,2.9665131194388654,2000
2038,SSP1-2.6,glaciers,1.674703876497833,2.6899550369407805,2.4233004841743426,2.5208429846774916,2.887153306747748,3.0598752851506896,2000
2039,SSP1-2.6,glaciers,1.6921137227451875,2.769682974790869,2.4936353171095225,2.5954256351680973,2.9750358453486836,3.153113871673234,2000
2040,SSP1-2.6,glaciers,1.7052199063606648,2.8481642324680774,2.564702787461268,2.668185172272764,3.063079805942879,3.247596743972132,2000
2041,SSP1-2.6,glaciers,1.7147008182140824,2.9260497799892837,2.6341722382366735,2.740144266836859,3.149731881708237,3.340569931633643,2000
2042,SSP1-2.6,glaciers,1.7207716060371883,3.003206656169443,2.703375411551379,2.8117519936007564,3.235418657779185,3.430718209703483,2000
2043,SSP1-2.6,glaciers,1.7335171482933045,3.0794047470795407,2.7727461691998885,2.882661745037433,3.3199072386292627,3.5205038228653738,2000
2044,SSP1-2.6,glaciers,1.7451213165439368,3.155544563210629,2.841163438398813,2.9528647778427035,3.404552741302301,3.609104767101586,2000
2045,SSP1-2.6,glaciers,1.7521746268304008,3.230658527882137,2.9080915661739004,3.022267288153812,3.4882483107317013,3.6999002411752424,2000
2046,SSP1-2.6,glaciers,1.7698411730172312,3.304906195800773,2.9758816416463465,3.0909884966438494,3.569839538523647,3.7902755278022533,2000
2047,SSP1-2.6,glaciers,1.7873900748541862,3.3794250609580603,3.042460227775125,3.159956929114224,3.6505908109460257,3.880266430905853,2000
2048,SSP1-2.6,glaciers,1.8084269416686602,3.452805960537101,3.1090303457341557,3.2275184180571497,3.7319630704599365,3.968390391932596,2000
2049,SSP1-2.6,glaciers,1.818493742840691,3.5268514123594636,3.173439210775138,3.294749066475791,3.81358645203459,4.055364639437657,2000
2050,SSP1-2.6,glaciers,1.8296700856500585,3.599731177043213,3.237292972039647,3.361737167057706,3.892860355189129,4.144705791921904,2000
2051,SSP1-2.6,glaciers,1.8347175484310814,3.6715115557087232,3.3014460685139797,3.4280019559383743,3.9704552683195056,4.233769541918922,2000
2052,SSP1-2.6,glaciers,1.840618970945252,3.7436455860213522,3.363555057599629,3.4939921815194346,4.048299151631559,4.321221346440715,2000
2053,SSP1-2.6,glaciers,1.84371533901817,3.8126523779151027,3.426356940021062,3.560443269983537,4.127332122350086,4.4047364825734485,2000
2054,SSP1-2.6,glaciers,1.84792173930604,3.8836049484789603,3.4864923894182485,3.624463657893436,4.206835244458132,4.489668459184653,2000
2055,SSP1-2.6,glaciers,1.850091215507936,3.9521476211047952,3.547718896229093,3.6879102124704524,4.285111609841242,4.574567461852708,2000
2056,SSP1-2.6,glaciers,1.8556348842744201,4.0203660018104195,3.6067635171761023,3.7497287487059934,4.360819099979561,4.658589386582776,2000
2057,SSP1-2.6,glaciers,1.8623519096220496,4.08792831457624,3.6664638830581286,3.814086954752706,4.435808000488447,4.741880186536051,2000
2058,SSP1-2.6,glaciers,1.8710501083467526,4.154599725733857,3.7254898854395093,3.8758900186562313,4.509844233044558,4.8244921806151035,2000
2059,SSP1-2.6,glaciers,1.8820396802848394,4.2220800231233175,3.7824873225283757,3.9366877645356,4.585278884861029,4.90634800614328,2000
2060,SSP1-2.6,glaciers,1.8877473458973886,4.2880137970411525,3.8437282495696623,3.9962895462384957,4.658031715672875,4.988059491928257,2000
2061,SSP1-2.6,glaciers,1.8945304242952763,4.35325369595742,3.900348233492022,4.055151904709708,4.731027480178809,5.068904496523787,2000
2062,SSP1-2.6,glaciers,1.890637798055215,4.416756839445375,3.956911136658664,4.114336130346595,4.801505892717578,5.149125374824287,2000
2063,SSP1-2.6,glaciers,1.8902103374941914,4.479606473373863,4.013225984750131,4.17436133250947,4.871719904116455,5.231487284744037,2000
2064,SSP1-2.6,glaciers,1.8909730425139666,4.540639922530653,4.069091833478144,4.232240235166778,4.940551271550479,5.308801742586369,2000
2065,SSP1-2.6,glaciers,1.8910940448098206,4.602555329416695,4.1243374753079785,4.288077102660402,5.009092550684064,5.385609243769052,2000
2066,SSP1-2.6,glaciers,1.8953368548339997,4.662873888592461,4.1782900107430825,4.344058076578516,5.07621436264188,5.461590496119436,2000
2067,SSP1-2.6,glaciers,1.9012351382758756,4.7235060902860075,4.2317300161390845,4.400326868248069,5.143166460156358,5.53537724297262,2000
2068,SSP1-2.6,glaciers,1.9074360053302015,4.782692914200107,4.285449290245791,4.456085548418881,5.210562574693487,5.603373456929456,2000
2069,SSP1-2.6,glaciers,1.9134286946857588,4.840997414510133,4.337888596680888,4.510050195913936,5.274574643763724,5.6759104673683805,2000
2070,SSP1-2.6,glaciers,1.916973073265153,4.900815937259522,4.389608234919295,4.5636077870919545,5.340376779049201,5.745244646698634,2000
2071,SSP1-2.6,glaciers,1.9191694921665705,4.9602647134544195,4.440772963669504,4.617337423923633,5.405932735466286,5.814478292020261,2000
2072,SSP1-2.6,glaciers,1.9130975753079187,5.018237792869299,4.491363484930159,4.668958759543528,5.471239321312432,5.8884797244093585,2000
2073,SSP1-2.6,glaciers,1.9123257270616802,5.073833673028223,4.540782236916232,4.717753216837954,5.538168706857287,5.960148283349646,2000
2074,SSP1-2.6,glaciers,1.913688881980973,5.131114705831713,4.590453371858406,4.770146379408191,5.6017252217590485,6.026227686150533,2000
2075,SSP1-2.6,glaciers,1.9068400681641702,5.186819145961847,4.639130880873285,4.822756759198677,5.662110853157585,6.096056326459291,2000
2076,SSP1-2.6,glaciers,1.904884543712259,5.238691904988374,4.687247090857418,4.873758599307379,5.722675449200047,6.1604566835582,2000
2077,SSP1-2.6,glaciers,1.899705253804313,5.294720478554027,4.734613882717963,4.920493263285762,5.781831930337043,6.23054193288754,2000
2078,SSP1-2.6,glaciers,1.9014879249846566,5.349766793162764,4.7816864232865335,4.967237075026139,5.841650160523021,6.299206563727224,2000
2079,SSP1-2.6,glaciers,1.8946962332088406,5.404080465591387,4.827152914943247,5.016227267083349,5.900751858233412,6.368743830666033,2000
2080,SSP1-2.6,glaciers,1.8974715744614317,5.457553474684079,4.872768620984229,5.061107838392975,5.961497921968917,6.4313514662983176,2000
2081,SSP1-2.6,glaciers,1.898620147360036,5.509038087110741,4.917929874036976,5.107912115870215,6.020096337266394,6.493250531804856,2000
2082,SSP1-2.6,glaciers,1.9023784191202644,5.559371759462715,4.9631433191278065,5.154263313056896,6.0761016605325455,6.55656652268943,2000
2083,SSP1-2.6,glaciers,1.8967306662239576,5.6099630518110715,5.006354110300234,5.199884749983217,6.13509752621718,6.613471387341161,2000
2084,SSP1-2.6,glaciers,1.8924716535271067,5.659373670879687,5.049763794769157,5.245312690236295,6.191377475391881,6.677356292026858,2000
2085,SSP1-2.6,glaciers,1.8880675733856342,5.709683664737018,5.093319720550427,5.29051351168412,6.247004484461681,6.7404563375237885,2000
2086,SSP1-2.6,glaciers,1.8809907850411318,5.758335142545585,5.134715299899312,5.335090618974228,6.300052561336642,6.798227545062985,2000
2087,SSP1-2.6,glaciers,1.8725647231850795,5.805045156279037,5.176244304166424,5.380085181851034,6.352735867448037,6.854680823735459,2000
2088,SSP1-2.6,glaciers,1.8715604170578943,5.851636822386281,5.21740332499929,5.423043189470604,6.407449305765782,6.91812037994579,2000
2089,SSP1-2.6,glaciers,1.8655894963220612,5.8981553358427625,5.258057716039791,5.463288682832945,6.459064260151663,6.976804698769946,2000
2090,SSP1-2.6,glaciers,1.866262203325113,5.944054487878729,5.297415731422112,5.504976837264296,6.5111435471203665,7.0353383210554155,2000
2091,SSP1-2.6,glaciers,1.8627881691152983,5.990661950645306,5.336957499298697,5.546551030795294,6.562955620340238,7.090811009262559,2000
2092,SSP1-2.6,glaciers,1.8605092742619933,6.036428971469277,5.375625716480816,5.587979588063605,6.612946776197863,7.144095517397514,2000
2093,SSP1-2.6,glaciers,1.8649682214464876,6.080066358646726,5.41431543106534,5.629359639346569,6.664309820109288,7.198973938018874,2000
2094,SSP1-2.6,glaciers,1.8678180868021879,6.123997876048767,5.4512731392747735,5.66802765415817,6.712470801828115,7.2488783643061625,2000
2095,SSP1-2.6,glaciers,1.864376271520033,6.168118843175213,5.486383049088423,5.7060314329698905,6.763145808799487,7.300613149948965,2000
2096,SSP1-2.6,glaciers,1.8606367276448168,6.21047592623086,5.523005408801492,5.74358279507173,6.8102010019391965,7.351627945099484,2000
2097,SSP1-2.6,glaciers,1.8536133483914825,6.251619517616069,5.554908318894288,5.781627051808692,6.8587883626400306,7.413714801463928,2000
2098,SSP1-2.6,glaciers,1.8431122577214407,6.29473201455018,5.589426668687717,5.818903508812321,6.9050561427119215,7.463277530587191,2000
2099,SSP1-2.6,glaciers,1.8393967734939616,6.337851987285398,5.620317869493995,5.856161181863268,6.95135153958106,7.516452305442727,2000
2100,SSP1-2.6,glaciers,1.8351255000156548,6.379714001474668,5.65486394238124,5.893303102451525,6.998842000662334,7.567863427731484,2000
2101,SSP1-2.6,glaciers,1.8380487472870481,6.419622991898044,5.687895054944503,5.93021378595026,7.0433870889052494,7.620883921035995,2000
2102,SSP1-2.6,glaciers,1.8408924496749879,6.461008136752937,5.720899160251094,5.965187913289127,7.088642729407323,7.670359715602057,2000
2103,SSP1-2.6,glaciers,1.8417299558732132,6.499875667676812,5.753331710202163,6.00047648614843,7.134889973448323,7.722307867786886,2000
2104,SSP1-2.6,glaciers,1.8454362231996158,6.539141805116436,5.787571219401393,6.034558198108533,7.181660914284524,7.771221950787843,2000
2105,SSP1-2.6,glaciers,1.835365148261542,6.57586793246137,5.820769125775978,6.068844816184804,7.22900063653319,7.817832646961033,2000
2106,SSP1-2.6,glaciers,1.8280241541843436,6.612942657331951,5.852062539341889,6.104395786500051,7.27565226669803,7.868316251466656,2000
2107,SSP1-2.6,glaciers,1.8185033879702315,6.649296912923577,5.883538406085015,6.135515092042617,7.319675836226728,7.909813639969395,2000
2108,SSP1-2.6,glaciers,1.8164079095692538,6.683701021707417,5.912884344036266,6.168383187870909,7.364215215153671,7.951531646466768,2000
2109,SSP1-2.6,glaciers,1.8102821573716794,6.71899370735139,5.9449879848344205,6.2004491723257615,7.406307543333387,7.9961152671503095,2000
2110,SSP1-2.6,glaciers,1.807983186117213,6.754267020471165,5.972308166426851,6.229217937565935,7.44710319781939,8.035545400646743,2000
2111,SSP1-2.6,glaciers,1.8055641851210984,6.7894085892368805,5.997941168584035,6.261769601827613,7.4853930187481,8.078629975165226,2000
2112,SSP1-2.6,glaciers,1.8076618962781963,6.825454838877507,6.025849941140696,6.2945448068811505,7.527312380900226,8.124528474837996,2000
2113,SSP1-2.6,glaciers,1.8075953956872703,6.857713274722611,6.054771405918947,6.325149015162294,7.567638489219677,8.165874094163462,2000
2114,SSP1-2.6,glaciers,1.8114513558128764,6.892918493255284,6.084976111357983,6.355903820449742,7.605394783114249,8.217625482654613,2000
2115,SSP1-2.6,glaciers,1.8104588831835797,6.924375469719911,6.112863072606558,6.386827432801254,7.648025033901586,8.269266569535429,2000
2116,SSP1-2.6,glaciers,1.8052107493746183,6.95904660259653,6.137915801655623,6.415124529551207,7.690438245614678,8.320564919155787,2000
2117,SSP1-2.6,glaciers,1.7991511351973277,6.9923570212889965,6.162265176937513,6.444842490841676,7.731403963987587,8.364328521104635,2000
2118,SSP1-2.6,glaciers,1.7872868393660173,7.0252426851035175,6.186683341320298,6.4734005361639735,7.770744950756178,8.41016839820247,2000
2119,SSP1-2.6,glaciers,1.782611841819303,7.058397211162513,6.2170868991158015,6.501496892373293,7.808711915047777,8.459576888703202,2000
2120,SSP1-2.6,glaciers,1.7813903107925637,7.089037385488578,6.2436722990436335,6.528269011873442,7.84944899360044,8.50002293362652,2000
2121,SSP1-2.6,glaciers,1.7740254406988418,7.1202202503677,6.267875368414435,6.5563782304988205,7.884730066681014,8.540534034134252,2000
2122,SSP1-2.6,glaciers,1.7791762789015566,7.152471082981042,6.2906809274571795,6.583093170808228,7.9229900182277815,8.580447434573047,2000
2123,SSP1-2.6,glaciers,1.7820504661612924,7.181353887007058,6.313777869885454,6.61107055965703,7.957722654741573,8.625412391724204,2000
2124,SSP1-2.6,glaciers,1.7820934226471334,7.205629826217907,6.337174582820399,6.635954680104656,7.99668046462191,8.66072322012537,2000
2125,SSP1-2.6,glaciers,1.7772546535568932,7.236467222005316,6.361538147886861,6.66230256912545,8.035295920511999,8.70110063769918,2000
2126,SSP1-2.6,glaciers,1.7706499712428887,7.2644464413989285,6.387163425664354,6.686738485541486,8.0738783942437,8.74124058159453,2000
2127,SSP1-2.6,glaciers,1.7649321916701854,7.2925628527721225,6.412368040560876,6.7120769439022006,8.11076247764603,8.780782480925803,2000
2128,SSP1-2.6,glaciers,1.7610100465302303,7.32475975077286,6.433365897471334,6.737097858141725,8.145818283646143,8.81976816926064,2000
2129,SSP1-2.6,glaciers,1.7580051620207746,7.3557020763047944,6.455635295581556,6.7654946353515015,8.178969029842573,8.85775722185025,2000
2130,SSP1-2.6,glaciers,1.7451699302930812,7.385628181797985,6.478501790110928,6.79033662354325,8.213148566132348,8.886868780948653,2000
2131,SSP1-2.6,glaciers,1.7455784579132692,7.414986429271735,6.499949942401985,6.813990875854513,8.246438451824531,8.924208969754229,2000
2132,SSP1-2.6,glaciers,1.7535337834231555,7.443187777625874,6.5198953119220775,6.8383782536675,8.27910099513555,8.95788326436249,2000
2133,SSP1-2.6,glaciers,1.7588481389431556,7.468950546848008,6.53920510091604,6.8612274006266505,8.315368358359578,8.993949945934478,2000
2134,SSP1-2.6,glaciers,1.7649549456228502,7.495201004240339,6.560472836260276,6.882031525751772,8.35198368307429,9.029833355524737,2000
2135,SSP1-2.6,glaciers,1.7596542477135748,7.527019697242773,6.580011433357142,6.903873459148543,8.387240737261447,9.069168274916114,2000
2136,SSP1-2.6,glaciers,1.754678034720505,7.555789206689353,6.601465891023847,6.928082881552598,8.418611324075727,9.103155095515602,2000
2137,SSP1-2.6,glaciers,1.7462456678547724,7.582949718857062,6.621340389678142,6.951287333142164,8.450375603110938,9.139831897061114,2000
2138,SSP1-2.6,glaciers,1.7382426666916422,7.608656420868202,6.640599762402787,6.977184902071159,8.483721300644946,9.182194629653326,2000
2139,SSP1-2.6,glaciers,1.7379354547822008,7.634288783347218,6.660483572969094,6.99845699789705,8.51301125026752,9.219602103367105,2000
2140,SSP1-2.6,glaciers,1.7326487054932853,7.660981264454969,6.680467207263682,7.0199555119383925,8.545116552921833,9.256488425537096,2000
2141,SSP1-2.6,glaciers,1.7278880379354689,7.684806963633062,6.698401943858169,7.0418809336640855,8.578077642697655,9.290060319111975,2000
