ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvVL,glaciers,2100,fixed,2000,7.711461500250213,7.748138283457075,6.734512354537479,8.863915609804042,2.1294032552665634,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,glaciers,2100,joint,2000,7.498445647140576,7.768935985271167,5.675122716711599,10.795154096186051,5.120031379474452,2.4044442342291408,0.97237672092343,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,glaciers,2150,fixed,2000,9.31091666821754,9.35503283536038,8.014414202076509,10.836806130345108,2.8223919282685994,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,glaciers,2150,joint,2000,8.97548087967365,9.354103870264266,6.549783419238163,13.384879136930536,6.835095717692373,2.4217386852737257,0.9639739243195155,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,glaciers,2300,fixed,2000,11.049546824035579,11.10903161949476,9.226497377069123,13.135653465617892,3.9091560885487695,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,glaciers,2300,joint,2000,10.59163260526909,11.065832501789851,7.457239869372688,16.093354401949643,8.636114532576954,2.2092017655357976,0.9585580996163202,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,gis,2100,fixed,2000,6.041387384541451,6.0256432673966716,4.913352385450008,7.073603261227837,2.1602508757778294,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,gis,2100,joint,2000,5.857703607170713,6.051946382540326,4.47966139218327,8.159475000072364,3.679813607889094,1.7034195653614186,0.9695957624169667,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,gis,2150,fixed,2000,7.89076281281305,7.889221667223749,6.190615148054192,9.600675903085433,3.4100607550312407,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,gis,2150,joint,2000,7.5581099814574095,7.893705964567927,5.468740092525836,11.33718374159427,5.868443649068434,1.720920555567835,0.9578427537049424,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,gis,2300,fixed,2000,10.263857410077566,10.391740119410207,7.609375815820091,13.476005053840789,5.866629238020698,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,gis,2300,joint,2000,9.750712004948547,10.28493554913296,6.274547465409619,16.031141750233473,9.756594284823855,1.6630664541731917,0.9500046245161992,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2100,fixed,2000,4.557376413873307,5.425582811089071,3.4510059473884724,5.78299895644656,2.331993009058088,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2100,joint,2000,4.344398945391158,8.873964670565034,3.0320112582043173,46.88992791417575,43.85791665597144,18.80705323112698,0.9532675273796093,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2150,fixed,2000,6.92123197772074,7.912168693376225,5.235631194184822,8.789323999465042,3.55369280528022,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2150,joint,2000,6.498498852443577,14.081186009131931,4.346274660490162,78.17643967624491,73.83016501575474,20.775618226216658,0.9389222718386077,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2300,fixed,2000,12.626406249178364,13.554601296116795,9.801211178343518,15.63369068319436,5.832479504850841,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
