draw,amp,ll,logpost
1,0.5500010000000001,153.34578075597855,149.64165731751703
1,0.5770009500000001,169.40171940448354,166.13634434102354
1,0.6040009000000001,174.5903219865193,171.74119538139408
1,0.6310008500000001,190.96023258050352,188.50485451704628
1,0.6580008,196.50004336165662,194.41591392320066
1,0.68500075,225.79787137135168,224.06249064123026
1,0.7120007,231.94208837562098,230.53295643716734
1,0.7390006500000001,233.06866042154877,231.96327735809618
1,0.7660006000000001,233.91549729201253,233.09136318689423
1,0.7930005500000001,234.70079701898317,234.13541195553242
1,0.8200005000000001,232.75658632720302,232.4274503887531
1,0.8470004500000001,233.7903373567754,233.67495062665955
1,0.8740004000000001,231.6767428906527,231.75260545220414
1,0.9010003500000001,233.002934699689,233.24754663624103
1,0.9280003000000001,230.76981524674915,231.160676641635
1,0.9550002500000001,232.27747116183707,232.79208209839004
1,0.9820002000000001,234.142247453149,234.7581080147023
1,1.00900015,232.16957334004007,232.86418360992698
1,1.0360001,233.4346281003593,234.18548816191307
1,1.06300005,233.97554250224368,234.76015243879758
1,1.09,232.29020016440592,233.08606005929317
1,1.11699995,232.51406094799233,233.29867088454623
1,1.1439999,231.8849337537374,232.63579381529118
1,1.17099985,230.51625129748,231.21086156736692
1,1.1979998,229.5105231602166,230.12638372176988
1,1.22499975,228.15682294745093,228.6714338840039
1,1.2519997,227.80019064313996,228.19105203802582
1,1.2789996500000003,222.371803477945,222.61641541449703
1,1.3059996000000003,222.15843599222177,222.23429855377321
1,1.3329995500000003,216.35204222083888,216.236655490723
1,1.3599995000000002,216.50826632430395,216.179130385854
1,1.3869994500000002,207.58111042030046,207.0157253568497
1,1.4139994000000002,208.093758998719,207.2696248936007
1,1.4409993500000002,208.43337768368627,207.32799462023368
1,1.4679993000000002,205.07564485639176,203.66651291793812
1,1.4949992500000002,205.40497335302064,203.66959262289922
1,1.5219992000000002,205.57606712347408,203.49193768501812
1,1.5489991500000002,202.46872686261725,200.01334879916
1,1.5759991000000002,202.64583108033565,199.79670447521042
1,1.6029990500000002,192.63095002607946,189.36557496261946
1,1.6299990000000002,185.4448532482544,181.74072980979287
2,0.5500010000000001,104.57388740655638,100.86976396809487
2,0.5770009500000001,134.53568569563436,131.27031063217436
2,0.6040009000000001,176.70833244552077,173.85920584039553
2,0.6310008500000001,204.33664203997978,201.88126397652255
2,0.6580008,209.4571706730865,207.37304123463053
2,0.68500075,213.5225828952025,211.78720216508108
2,0.7120007,216.785847403427,215.37671546497336
2,0.7390006500000001,215.80714272571885,214.70175966226626
2,0.7660006000000001,218.63686264598567,217.81272854086737
2,0.7930005500000001,220.8526952614613,220.28731019801054
2,0.8200005000000001,220.15342944608162,219.8242935076317
2,0.8470004500000001,219.24036698944903,219.12498025933317
2,0.8740004000000001,223.15173499773303,223.22759755928448
2,0.9010003500000001,222.95102598584228,223.1956379223943
2,0.9280003000000001,223.3068411362655,223.69770253115135
2,0.9550002500000001,222.66442609986987,223.17903703642284
2,0.9820002000000001,220.8695200319399,221.4853805934932
2,1.00900015,217.54849335762012,218.24310362750703
2,1.0360001,218.3626995401194,219.11355960167316
2,1.06300005,214.4641708043013,215.24878074085518
2,1.09,215.34862849141152,216.14448838629878
2,1.11699995,212.35972929606388,213.14433923261777
2,1.1439999,190.43562663290479,191.18648669445855
2,1.17099985,191.99766207144953,192.69227234133643
2,1.1979998,175.10547076336377,175.72133132491706
2,1.22499975,176.78874406660756,177.30335500316053
2,1.2519997,154.49223520559693,154.8830966004828
2,1.2789996500000003,156.17568189614795,156.42029383269997
2,1.3059996000000003,146.7718971744205,146.84775973597195
2,1.3329995500000003,148.26641502193013,148.15102829181427
2,1.3599995000000002,149.59268095126717,149.26354501281722
2,1.3869994500000002,139.85313643519916,139.2877513717484
2,1.4139994000000002,124.29768385998574,123.47354975486743
2,1.4409993500000002,94.29230562979724,93.18692256634463
2,1.4679993000000002,81.61399066253092,80.20485872407728
2,1.4949992500000002,82.30690196875945,80.57152123863801
2,1.5219992000000002,69.24018205661189,67.15605261815593
