year,component,arm,med_cm,p05_cm,p95_cm
2288,gis,fixed,17.23109071410221,13.162083729324356,24.37182819513761
2289,gis,fixed,17.27816638109581,13.203048719150436,24.44044267827097
2290,gis,fixed,17.328386553989702,13.244934522708673,24.50251998356927
2291,gis,fixed,17.376322821426037,13.286791539694093,24.564009299939066
2292,gis,fixed,17.424186019892474,13.328619470397317,24.62536381874132
2293,gis,fixed,17.47198149753485,13.370418817849817,24.686597126656167
2294,gis,fixed,17.519710859950642,13.412189742104076,24.747713250371536
2295,gis,fixed,17.56737932248428,13.453932735216695,24.808725436966256
2296,gis,fixed,17.616505195048184,13.495650293239022,24.86970260575399
2297,gis,fixed,17.664384488172082,13.537344434954647,24.930700408829146
2298,gis,fixed,17.711910255494914,13.579019055130514,24.99182680310311
2299,gis,fixed,17.760115940161697,13.620672937973799,25.053047601488906
2300,gis,fixed,17.81065583008035,13.66230407781092,25.114306480354124
1990,gis,joint,-0.756567696912329,-0.8775369184551363,-0.6592105307102478
1991,gis,joint,-0.705072277613479,-0.818723388871889,-0.6142776497744159
1992,gis,joint,-0.6529818557372092,-0.7590681966083965,-0.56865895396741
1993,gis,joint,-0.6032545252066472,-0.7025136266525733,-0.5245791274858744
1994,gis,joint,-0.5577072557119367,-0.6528534067043399,-0.48176915469719667
1995,gis,joint,-0.5104927542260065,-0.6023424782295717,-0.4391027316440439
1996,gis,joint,-0.46159715652988664,-0.5487258962805432,-0.3951201413562297
1997,gis,joint,-0.4110379611411453,-0.49139375266803426,-0.3502108395637783
1998,gis,joint,-0.35895900991134366,-0.4317612561959065,-0.3046797412294959
1999,gis,joint,-0.30630252549138026,-0.37145906343449997,-0.25828941591715976
2000,gis,joint,-0.2531967474614219,-0.30903556531068227,-0.212713876397357
2001,gis,joint,-0.1990986969876315,-0.24536428613846423,-0.1665665979350937
2002,gis,joint,-0.14420358606000508,-0.18022086246692642,-0.12000593230585599
2003,gis,joint,-0.08886630351754715,-0.11307683724781727,-0.07270162212519991
2004,gis,joint,-0.033260662660913876,-0.045996633661889164,-0.025161976559352418
2005,gis,joint,0.022279311861990447,0.01859673992420801,0.02554430745396026
2006,gis,joint,0.07835859135031376,0.06837908543570158,0.09092150415527162
2007,gis,joint,0.1345026162861876,0.1157446188642279,0.1586437225568174
2008,gis,joint,0.19074302958616215,0.16323014496909233,0.22704536427805147
2009,gis,joint,0.24717181042987826,0.21028647529622774,0.29587372041136617
2010,gis,joint,0.3037456987400745,0.25777460080222153,0.3654743083853736
2011,gis,joint,0.3607619177319263,0.30494060213406327,0.436152581531527
2012,gis,joint,0.418255242496144,0.35219811205648904,0.5083823456727277
2013,gis,joint,0.47642736787046197,0.4003147328651027,0.5801331492789031
2014,gis,joint,0.5347213311562113,0.44893670040358585,0.6535522187920411
2015,gis,joint,0.59383968776646,0.4971144905939553,0.7281731560503074
2016,gis,joint,0.6536753044484485,0.5462908606784247,0.8078440856466401
2017,gis,joint,0.7130014073169759,0.5954269073605487,0.8834273914101404
2018,gis,joint,0.7725914708589098,0.6447778771233872,0.9646285699957111
2019,gis,joint,0.8330565029224266,0.6943580713528177,1.0495564256183711
2020,gis,joint,0.8942764726080688,0.7441919175205254,1.129698126405169
2021,gis,joint,0.9554122865535184,0.7948476244706655,1.2090538329389664
2022,gis,joint,1.0171767233632487,0.8444779116175927,1.2901268029469897
2023,gis,joint,1.0795133339488694,0.8943154605321281,1.3737952507460274
2024,gis,joint,1.14248945914317,0.9442961676696283,1.4609343865419064
2025,gis,joint,1.2065016961974235,0.9944751298643433,1.546868319622431
2026,gis,joint,1.2723030911079847,1.0457113770884472,1.634882758296634
2027,gis,joint,1.338707345695478,1.0957210303435836,1.7263367600910373
2028,gis,joint,1.402687186730598,1.1458044153509919,1.8161102353682084
2029,gis,joint,1.4673987260263122,1.1961941721120957,1.9060482669181433
2030,gis,joint,1.5324364982106875,1.247825592396373,2.0046690093430435
2031,gis,joint,1.5988499285093827,1.298014713885721,2.105485410409659
2032,gis,joint,1.6655747176375169,1.3483009530813104,2.204293461047564
2033,gis,joint,1.7319607052207961,1.3986563999879462,2.2992272867882813
2034,gis,joint,1.7980618006463598,1.4490853538613533,2.395134475862405
2035,gis,joint,1.864303890149681,1.4995980823269748,2.489656684834286
2036,gis,joint,1.9328425614117828,1.5493466757313616,2.594357357658981
