parameter,value,nlp,params,delta_nlp
beta_f,1e-06,18.1305202,c1=2.92831; c0=6.87661; f=0.627722; alpha_f=0.00762443; beta_f=1e-06; alpha_s=1.41901e-15; beta_s=0.0119677; g=0.33239,0.274489418
beta_f,1.54869418e-06,18.1304749,c1=2.92837; c0=6.87605; f=0.62773; alpha_f=0.00762409; beta_f=1.54869e-06; alpha_s=1.24652e-13; beta_s=0.0119676; g=0.332353,0.274444196
beta_f,2.39845367e-06,18.1304049,c1=2.92847; c0=16.3905; f=0.627743; alpha_f=0.00762358; beta_f=2.39845e-06; alpha_s=1.92552e-18; beta_s=0.0119675; g=0.696602,0.274374174
beta_f,3.71447124e-06,18.1302965,c1=2.92862; c0=399.73; f=0.627763; alpha_f=0.00762278; beta_f=3.71447e-06; alpha_s=1.64414e-13; beta_s=0.0119674; g=0.986798,0.274265764
beta_f,5.75258e-06,18.1301287,c1=2.92885; c0=6.87484; f=0.627793; alpha_f=0.00762155; beta_f=5.75258e-06; alpha_s=9.49222e-16; beta_s=0.0119671; g=0.332334,0.27409795
beta_f,8.90898718e-06,18.129869,c1=2.92921; c0=14.12; f=0.627841; alpha_f=0.00761964; beta_f=8.90899e-06; alpha_s=5.54601e-15; beta_s=0.0119667; g=0.651253,0.273838247
beta_f,1.37972966e-05,18.1344772,c1=2.92769; c0=4.25523; f=0.627887; alpha_f=0.00761637; beta_f=1.37973e-05; alpha_s=3.27121e-16; beta_s=0.0119665; g=6.56883e-20,0.278446462
beta_f,2.1367793e-05,18.1288462,c1=2.93062; c0=148.384; f=0.628027; alpha_f=0.00761209; beta_f=2.13678e-05; alpha_s=2.4124e-15; beta_s=0.0119652; g=0.964608,0.272815414
beta_f,3.30921767e-05,18.1278869,c1=2.93195; c0=6.90162; f=0.628203; alpha_f=0.00760499; beta_f=3.30922e-05; alpha_s=1.28966e-13; beta_s=0.0119637; g=0.335113,0.271856167
beta_f,5.12496615e-05,18.1264006,c1=2.93402; c0=16.2926; f=0.628476; alpha_f=0.00759397; beta_f=5.12497e-05; alpha_s=1.41254e-15; beta_s=0.0119614; g=0.695282,0.270369863
beta_f,7.93700526e-05,18.1241109,c1=2.93722; c0=10.3767; f=0.628896; alpha_f=0.00757691; beta_f=7.93701e-05; alpha_s=2.09373e-19; beta_s=0.0119579; g=0.537891,0.268080162
beta_f,0.000122919939,18.1206019,c1=2.94219; c0=198.457; f=0.629545; alpha_f=0.00755048; beta_f=0.00012292; alpha_s=3.02897e-16; beta_s=0.0119524; g=0.973555,0.264571169
beta_f,0.000190365394,18.1152573,c1=2.94991; c0=16.404; f=0.630542; alpha_f=0.00750955; beta_f=0.000190365; alpha_s=1.37655e-15; beta_s=0.0119437; g=0.698311,0.259226566
beta_f,0.000294817778,18.1071987,c1=2.96192; c0=25.2082; f=0.632069; alpha_f=0.00744612; beta_f=0.000294818; alpha_s=7.25753e-15; beta_s=0.0119299; g=0.79996,0.251167996
beta_f,0.000456582577,18.0952345,c1=2.98065; c0=7.11325; f=0.634401; alpha_f=0.00734766; beta_f=0.000456583; alpha_s=9.73298e-15; beta_s=0.011908; g=0.360068,0.239203807
beta_f,0.000707106781,18.0776596,c1=3.00977; c0=9.4428; f=0.638037; alpha_f=0.00719278; beta_f=0.000707107; alpha_s=1.93245e-15; beta_s=0.011877; g=0.505013,0.221628875
beta_f,0.00109509216,18.0560637,c1=3.05433; c0=4.08971; f=0.643261; alpha_f=0.00695478; beta_f=0.00109509; alpha_s=6.56477e-16; beta_s=0.0118142; g=1.45403e-12,0.200032941
beta_f,0.00169596285,18.0156192,c1=3.12974; c0=218.756; f=0.651691; alpha_f=0.00656196; beta_f=0.00169596; alpha_s=1.40882e-13; beta_s=0.0117287; g=0.976705,0.159588482
beta_f,0.0026265278,17.9681622,c1=3.25616; c0=389.57; f=0.661399; alpha_f=0.00594068; beta_f=0.00262653; alpha_s=2.30077e-12; beta_s=0.0114432; g=0.987021,0.112131463
beta_f,0.00406768833,17.9321385,c1=3.32458; c0=3.87759; f=0.692468; alpha_f=0.00494963; beta_f=0.00406769; alpha_s=0.0010727; beta_s=0.00991563; g=1.51174e-45,0.076107789
beta_f,0.00629960525,17.8754888,c1=3.39793; c0=26.0026; f=0.737772; alpha_f=0.00343884; beta_f=0.00629961; alpha_s=0.0038376; beta_s=0.00554912; g=0.81317,0.0194580307
beta_f,0.009756162,18.2725301,c1=5.00503; c0=15.1639; f=0.448218; alpha_f=0.00286545; beta_f=0.00975616; alpha_s=0.00103156; beta_s=1e-06; g=0.406073,0.416499312
beta_f,0.0151093113,21.4082318,c1=37.0609; c0=400; f=0.0486852; alpha_f=0.00198995; beta_f=0.0151093; alpha_s=5.6249e-05; beta_s=9.36597e-05; g=0.80698,3.5522011
beta_f,0.0233997025,27.0069761,c1=6.88767; c0=32.5631; f=0.194298; alpha_f=0.000251953; beta_f=0.0233997; alpha_s=0.000325444; beta_s=0.00111299; g=0.494115,9.15094539
beta_f,0.0362389832,36.3646367,c1=3.29161; c0=399.906; f=0.245381; alpha_f=1.39546e-14; beta_f=0.036239; alpha_s=0.000958927; beta_s=0.00356984; g=0.971799,18.5086059
beta_f,0.0561231024,52.5268296,c1=2.51194; c0=8.67265; f=0.193493; alpha_f=1.75735e-21; beta_f=0.0561231; alpha_s=0.0018676; beta_s=0.00528327; g=1.03087e-14,34.6707989
beta_f,0.0869175222,76.0477789,c1=2.67033; c0=6.94865; f=0.108718; alpha_f=2.03976e-28; beta_f=0.0869175; alpha_s=0.00214991; beta_s=0.00655317; g=2.86158e-09,58.1917481
beta_f,0.134608661,101.28969,c1=2.99552; c0=240.205; f=0.0535417; alpha_f=3.90154e-13; beta_f=0.134609; alpha_s=0.00246519; beta_s=0.00693363; g=0.972628,83.4336588
beta_f,0.20846765,119.252493,c1=3.24083; c0=57.0543; f=0.0213935; alpha_f=1.19045e-14; beta_f=0.208468; alpha_s=0.00303899; beta_s=0.00661998; g=0.902846,101.396463
beta_f,0.322852637,130.521849,c1=2.14536; c0=307.569; f=0.02; alpha_f=3.0635e-15; beta_f=0.322853; alpha_s=0.00852294; beta_s=5.5933e-05; g=0.983332,112.665819
beta_f,0.5,136.198938,c1=2.16245; c0=8.78316; f=0.02; alpha_f=4.93298e-15; beta_f=0.5; alpha_s=0.0086938; beta_s=1e-06; g=0.471195,118.342908
g,0,17.8562972,c1=3.2766; c0=4.04293; f=0.782569; alpha_f=0.00284865; beta_f=0.00736838; alpha_s=0.00707271; beta_s=1e-06; g=0,0.000266457177
g,0.05,17.8562257,c1=3.27672; c0=4.31656; f=0.782563; alpha_f=0.00284823; beta_f=0.00736883; alpha_s=0.00707257; beta_s=1e-06; g=0.05,0.000194988327
g,0.1,17.8561463,c1=3.27686; c0=4.6205; f=0.782555; alpha_f=0.00284776; beta_f=0.00736937; alpha_s=0.00707238; beta_s=1e-06; g=0.1,0.000115538229
g,0.15,17.8560574,c1=3.27697; c0=4.96015; f=0.782535; alpha_f=0.00284738; beta_f=0.00737006; alpha_s=0.00707152; beta_s=1e-06; g=0.15,2.66934628e-05
g,0.2,17.8560243,c1=3.27732; c0=5.34237; f=0.782603; alpha_f=0.00284599; beta_f=0.00736998; alpha_s=0.00707538; beta_s=1e-06; g=0.2,-6.48947054e-06
g,0.25,17.8560031,c1=3.27746; c0=5.77629; f=0.782619; alpha_f=0.00284544; beta_f=0.00737016; alpha_s=0.00707631; beta_s=1e-06; g=0.25,-2.76223123e-05
g,0.3,17.8559789,c1=3.27758; c0=6.27224; f=0.782627; alpha_f=0.00284497; beta_f=0.00737049; alpha_s=0.00707668; beta_s=1e-06; g=0.3,-5.18193928e-05
g,0.35,17.8559509,c1=3.27772; c0=6.84442; f=0.782635; alpha_f=0.00284441; beta_f=0.00737086; alpha_s=0.00707713; beta_s=1e-06; g=0.35,-7.98009034e-05
g,0.4,17.8559182,c1=3.27789; c0=7.51182; f=0.782648; alpha_f=0.00284373; beta_f=0.00737127; alpha_s=0.00707782; beta_s=1e-06; g=0.4,-0.000112530097
g,0.45,17.8559096,c1=3.27804; c0=8.30089; f=0.782677; alpha_f=0.00284315; beta_f=0.00737122; alpha_s=0.00707949; beta_s=1e-06; g=0.45,-0.000121162985
g,0.5,17.8559096,c1=3.27804; c0=9.24839; f=0.782678; alpha_f=0.00284315; beta_f=0.00737117; alpha_s=0.00707964; beta_s=1e-06; g=0.5,-0.000121161583
g,0.55,17.8559096,c1=3.278; c0=10.4067; f=0.782666; alpha_f=0.00284331; beta_f=0.0073713; alpha_s=0.00707885; beta_s=1e-06; g=0.55,-0.000121162998
g,0.6,17.8559096,c1=3.27802; c0=11.8543; f=0.782672; alpha_f=0.00284322; beta_f=0.00737126; alpha_s=0.00707917; beta_s=1e-06; g=0.6,-0.000121163818
g,0.65,17.8559096,c1=3.27801; c0=13.7156; f=0.782667; alpha_f=0.00284328; beta_f=0.00737129; alpha_s=0.00707892; beta_s=1e-06; g=0.65,-0.000121163341
g,0.7,17.8559096,c1=3.27802; c0=16.1972; f=0.78267; alpha_f=0.00284324; beta_f=0.00737128; alpha_s=0.00707907; beta_s=1e-06; g=0.7,-0.000121163787
g,0.75,17.8559096,c1=3.27807; c0=19.6712; f=0.782684; alpha_f=0.00284299; beta_f=0.00737125; alpha_s=0.00707992; beta_s=1e-06; g=0.75,-0.0001211579
g,0.8,17.8559096,c1=3.27802; c0=24.883; f=0.782672; alpha_f=0.00284322; beta_f=0.00737125; alpha_s=0.00707921; beta_s=1e-06; g=0.8,-0.000121163766
g,0.85,17.9290255,c1=3.33974; c0=32.4937; f=0.69715; alpha_f=0.00477928; beta_f=0.00432739; alpha_s=0.00128826; beta_s=0.00956835; g=0.85,0.0729947171
g,0.9,18.0688326,c1=12.5352; c0=258.552; f=0.167543; alpha_f=0.00425224; beta_f=0.00829042; alpha_s=0.000234121; beta_s=1e-06; g=0.9,0.212801905
g,0.95,17.8559096,c1=3.27803; c0=103.055; f=0.782673; alpha_f=0.0028432; beta_f=0.00737127; alpha_s=0.00707921; beta_s=1e-06; g=0.95,-0.000121163766
g,1,46.8007287,c1=248.933; c0=400; f=0.0316732; alpha_f=7.71575e-22; beta_f=0.00727775; alpha_s=5.42478e-05; beta_s=5.16347e-06; g=1,28.944698
