ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.173985499017315,13.198165937239207,10.425758570690274,15.99213028745621,5.566371716765936,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,14.591256695694284,14.809159516611992,10.752723799069233,19.804692432802472,9.051968633733239,1.6261883133799113,1.1075810503042294,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.827746501689614,20.872981482468944,16.75262257605907,25.001802072496012,8.249179496436941,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,22.02015713769925,22.20354110775073,16.597973711994918,28.221405421724178,11.62343170972926,1.4090409494362144,1.0572510634269965,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,27.15472515820906,27.263054466266652,21.871025017312245,32.67703096150272,10.806005944190478,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,27.63876104038241,27.7468865177548,21.906284519847397,33.54745602258237,11.64117150273497,1.077287164458159,1.0178251070247721,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,12.561557362697041,12.595801389977428,10.60887926560587,14.652822898030054,4.043943632424185,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,14.577335337126232,15.392319666577885,10.455261181319175,23.462218885061496,13.006957703742321,3.2164043038219017,1.1604719794072087,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,27.21974062874981,27.357574651600395,22.509184427401983,32.590817628797105,10.081633201395121,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,32.30760997308288,34.27918415716475,19.846467918456362,55.95064811909865,36.10418020064229,3.5811836712772,1.186918362438737,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,89.26684572138545,90.0608449046847,78.62912842390024,103.851710785164,25.22258236126376,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,joint,2000,102.1547931429653,103.54055620420789,60.516403867519095,153.22195899007292,92.70555512255382,3.675498162508879,1.1443755217004639,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,fixed,2000,38.7440261994691,40.935000268143604,14.407466103692247,72.74599776095563,58.33853165726339,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,joint,2000,46.93957501827117,48.62284754614098,17.11301298144031,85.96766410912059,68.85465112768028,1.1802602700424256,1.2115306441464873,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,fixed,2000,97.88264576840297,100.51977619534345,55.74752175524816,152.6421318348052,96.89461007955705,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,joint,2000,109.27359735286072,112.63319607828309,57.77582230743561,179.00405521738546,121.22823290994984,1.2511349476551197,1.116373556262563,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,fixed,2000,295.80603492950524,299.73325844665226,181.13998188857616,433.0458674415848,251.90588555300863,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,joint,2000,325.7518907975703,344.95014234574137,186.98144913931344,563.3230378298703,376.3415886905568,1.4939769583563904,1.101234769855867,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,fixed,2000,28.888450348666005,28.763752280341578,26.098998792152482,31.074273719779406,4.9752749276269235,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,joint,2000,24.809768962197378,25.04564913261542,15.568092634069552,36.09237197786252,20.52427934379297,4.125255316007736,0.8588127318273765,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,fixed,2000,53.734047315403586,53.50210230545626,48.54551971656525,57.79979452679551,9.254274810230257,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,joint,2000,44.453584246775705,45.36108437807453,27.186422559258833,67.31045265077204,40.124030091513205,4.335729261806401,0.8272889623565074,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,fixed,2000,108.73972016161125,108.27034112290768,98.2398775602008,116.96743119591247,18.727553635711672,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,joint,2000,94.37362219728738,97.21336988432485,53.80870045683831,152.52767430215354,98.71897384531523,5.271322446358797,0.8678854613293774,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,fixed,2000,95.85229205542265,97.95271987570179,71.53408048231927,130.51438513719245,58.98030465487318,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,joint,2000,104.57799639944787,106.32997586194628,65.39344506490785,153.52989727643018,88.13645221152233,1.494337011774661,1.0910328189020242,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,fixed,2000,203.94240039438506,206.212434634869,160.62912895487906,260.3290019712625,99.69987301638346,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,joint,2000,213.65504245119257,218.4370057212731,145.27274030133105,310.0819471307245,164.80920682939342,1.6530533273829815,1.0476244372824148,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,fixed,2000,529.3633509588071,533.7874989405111,414.9137932191192,667.4997255867738,252.5859323676546,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,joint,2000,560.1534315376302,581.9109549520288,379.26318727665694,857.6790646132047,478.41587733654774,1.8940717436321177,1.0581643601187252,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
