gate,key,value,verdict
PRE-PULSE-ZERO,max_abs_cm_glaciers,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_gis,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_ais,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_te,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_lws,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_total,0.0,PASS
NO-REACHBACK,max_abs_cm_glaciers,0.0,PASS
NO-REACHBACK,max_abs_cm_te,0.0,PASS
NO-REACHBACK,max_abs_cm_lws,0.0,PASS
REACHBACK,max_abs_cm_glaciers,0.0,PASS
REACHBACK,pct_of_2100_glaciers,0.0,PASS
REACHBACK,max_abs_cm_gis,2.8752180234903335e-5,PASS
REACHBACK,pct_of_2100_gis,3.830761172019968,PASS
REACHBACK,max_abs_cm_ais,1.4706459383617698e-7,PASS
REACHBACK,pct_of_2100_ais,0.031330178527468576,PASS
REACHBACK,max_abs_cm_te,0.0,PASS
REACHBACK,pct_of_2100_te,0.0,PASS
REACHBACK,max_abs_cm_lws,0.0,PASS
REACHBACK,pct_of_2100_lws,0.0,PASS
REACHBACK,max_abs_cm_total,2.8861278998704165e-5,PASS
REACHBACK,pct_of_2100_total,0.9651750758097353,PASS
DRAW-PAIRING,config_mismatches,0.0,PASS
DRAW-PAIRING,row_mismatches,0.0,PASS
PAIRING,configs_used,600.0,PASS
PAIRING,median_dgmst_bias_degC,0.001828963081138113,PASS
SUM,max_abs_cm,2.5579538487363607e-13,PASS
SIGN,median_cm_2100,0.002990263603159349,PASS
SIGN,frac_negative_2100,0.0,PASS
SIGN,median_cm_2150,0.0023735366301735894,PASS
SIGN,frac_negative_2150,0.0,PASS
SIGN,median_cm_2300,0.0026132337819149143,PASS
SIGN,frac_negative_2300,0.0,PASS
TAP-CROSSING,n_draws_crossing,0.0,PASS
AIS-CROSSING,n_fired_2100,31.0,PASS
AIS-CROSSING,n_bifurcation_2100,0.0,PASS
AIS-CROSSING,p_fired_2100,0.003875,PASS
AIS-CROSSING,int_over_cont_2100,0.8519857817639332,PASS
P-FIRED-CONSISTENT,p_fired_exact_2100,0.004487083333333333,PASS
P-FIRED-CONSISTENT,z_2100,0.8191247158108866,PASS
AIS-CROSSING,n_fired_2150,35.0,PASS
AIS-CROSSING,n_bifurcation_2150,0.0,PASS
AIS-CROSSING,p_fired_2150,0.004375,PASS
AIS-CROSSING,int_over_cont_2150,0.8903252937726092,PASS
P-FIRED-CONSISTENT,p_fired_exact_2150,0.004840625,PASS
P-FIRED-CONSISTENT,z_2150,0.600045584830468,PASS
AIS-CROSSING,n_fired_2300,36.0,PASS
AIS-CROSSING,n_bifurcation_2300,0.0,PASS
AIS-CROSSING,p_fired_2300,0.0045,PASS
AIS-CROSSING,int_over_cont_2300,0.907016743690882,PASS
P-FIRED-CONSISTENT,p_fired_exact_2300,0.004897291666666667,PASS
P-FIRED-CONSISTENT,z_2300,0.5090289821208992,PASS
MAGNITUDE,cm_per_GtCH4_2100,0.2990263603159349,PASS
