year,variable,p05,p17,p50,p83,p95
2000,SLR_total,-1.4625040250775132,-1.3799167144466915,-1.2730337439823158,-1.1590835653389455,-1.072305330492926
2000,ais,-0.22109308125568472,-0.20976139928376603,-0.18293106827947825,-0.11563670856560215,-0.07501005242577348
2000,gsic,-0.3661275586885773,-0.34765663492329923,-0.3257200920040171,-0.3073316486226103,-0.2950999171452831
2000,gis,-0.3163306418984425,-0.2901101852515247,-0.2589444048940841,-0.2325009324270939,-0.21459351616516112
2000,te,-0.6717483908749801,-0.6059721516530059,-0.5118944187245846,-0.42171298677154356,-0.3527873569733956
2000,lws,0.0,0.0,0.0,0.0,0.0
2010,SLR_total,1.271867782364423,1.3713157572727774,1.4979368693523454,1.616722581116148,1.7074826580734612
2010,ais,0.0696109625146243,0.13537694220221722,0.19045929019949007,0.2134395873760167,0.227596484658935
2010,gsic,0.3517520817737911,0.3659429164329999,0.386756904639278,0.4110429554300366,0.4313949392702085
2010,gis,0.2596565710435178,0.2803048026485291,0.31042328660425067,0.3450762868950478,0.3744474795978311
2010,te,0.4349352483905451,0.5102579467036374,0.6155763360433549,0.721518299046134,0.8001303562377206
2010,lws,0.0,0.0,0.0,0.0,0.0
2020,SLR_total,4.024136398157749,4.3077996630166,4.691583319947783,5.084422664458802,5.370393606591759
2020,ais,0.47759115940272395,0.572965528278957,0.662228346848655,0.724646517222175,0.7699082958389846
2020,gsic,1.0208595804393912,1.0620601495384474,1.1255971815072943,1.2022838177635322,1.2693568233874504
2020,gis,0.7518709203502965,0.8209156244519686,0.9256006226244319,1.0506316431648541,1.1603603592677123
2020,te,1.3268684693475756,1.568800978273221,1.911366314294051,2.268654085947039,2.521760742110735
2020,lws,0.05791438615406403,0.05791438615406403,0.05791438615406403,0.05791438615406403,0.05791438615406403
2030,SLR_total,7.30807011453184,7.803175393620192,8.523838861965645,9.302483258515952,9.879388413814766
2030,ais,0.9517027602245532,1.0802110243806382,1.226043204850692,1.3475273880513354,1.448845094599146
2030,gsic,1.6881277183619534,1.7613290847378094,1.873205406060595,2.0116882280019586,2.132966935289328
2030,gis,1.262175422969135,1.389927478807148,1.5923623392206654,1.8383962298126775,2.0599711707571466
2030,te,2.2695960329648455,2.697062316762302,3.3429732199626945,4.019024596312272,4.482542550420546
2030,lws,0.4610753742637405,0.4610753742637405,0.4610753742637405,0.4610753742637405,0.4610753742637405
2040,SLR_total,10.71101307477464,11.45076264026925,12.61203887308724,14.024622957022984,15.994557411324617
2040,ais,1.4881022086856162,1.6564264038887508,1.883007422245334,2.1197571247375,4.525314811875258
2040,gsic,2.3392605105175326,2.44120412629316,2.6033591792435455,2.800961161078399,2.9859191487734007
2040,gis,1.7891526369063462,1.987287439504191,2.309166058325867,2.7111522221080633,3.072110468871148
2040,te,3.2716966733893766,3.924412914614691,4.924024911546008,5.951348498290625,6.698193243356048
2040,lws,0.8201880512157937,0.8201880512157937,0.8201880512157937,0.8201880512157937,0.8201880512157937
2050,SLR_total,14.124101979327765,15.195471239878877,17.00799860431161,20.966899263718844,32.943733558259126
2050,ais,2.087419960790179,2.311987210649654,2.6599956247549015,6.09476461831468,18.022059480347117
2050,gsic,2.964596417753424,3.094355495929586,3.3042479954249178,3.563894112590373,3.812314637250993
2050,gis,2.332254065062333,2.6105987926655945,3.076009498368084,3.6732040371935004,4.217250777659595
2050,te,4.2866106413579494,5.21056030960567,6.629710267276058,8.045053366572201,9.182566685270174
2050,lws,1.0367873592541808,1.0367873592541808,1.0367873592541808,1.0367873592541808,1.0367873592541808
2060,SLR_total,17.74953626569185,19.25141085155878,22.223516835905187,38.06364111793518,50.876699076450414
2060,ais,2.741192542660012,3.0510768731022857,3.636536626574199,19.74696869504061,31.600907739610495
2060,gsic,3.549978003076346,3.710764101429338,3.9663826902605557,4.281492674573929,4.594676481393178
2060,gis,2.8878472872264678,3.2584269495508926,3.8914882013468173,4.716954382450581,5.485127446875938
2060,te,5.319743172426756,6.477561860605391,8.369888761894064,10.23892606548033,11.797694556300929
2060,lws,1.3922663725651958,1.3922663725651958,1.3922663725651958,1.3922663725651958,1.3922663725651958
2070,SLR_total,21.436516481300764,23.46408616299469,29.334807195066325,55.70485973962054,69.01870558781935
2070,ais,3.4613793344992247,3.8739297586097257,6.72186983999876,33.39440922069461,45.335321155003534
2070,gsic,4.0938624572965985,4.281626211541587,4.579498067896099,4.9558945257280635,5.344157789221642
2070,gis,3.456025964733857,3.9244583962289084,4.745324261503045,5.837608652338531,6.864289712304785
2070,te,6.367064895080001,7.739958590291381,10.129094059184016,12.485917654530637,14.547947125029456
2070,lws,1.7402566206886732,1.7402566206886732,1.7402566206886732,1.7402566206886732,1.7402566206886732
2080,SLR_total,24.99223496830071,27.685440794445764,44.9829849500239,73.28604363123634,87.17728118111513
2080,ais,4.215157921304694,4.765373471319147,20.382500596930043,47.12937627945599,59.21914188338577
2080,gsic,4.595991343488176,4.805889577718716,5.1402778947586985,5.573259789242609,6.030455261678441
2080,gis,4.027098251694565,4.60585772969821,5.625546305785878,7.02047970238973,8.343195473044046
2080,te,7.3572330261017145,8.9512606248437,11.838918320022648,14.74010855146229,17.3341694262788
2080,lws,2.0051310144705425,2.0051310144705425,2.0051310144705425,2.0051310144705425,2.0051310144705425
2090,SLR_total,28.593198942731643,32.057907243905156,62.12357067997367,91.19340127221068,105.7045942506025
2090,ais,4.992199126375736,5.720153228087603,34.037096536277545,61.00042698844873,73.20166447671586
2090,gsic,5.051392604229003,5.283151721829287,5.654856145736696,6.142606122517982,6.666330845361635
2090,gis,4.606434559849534,5.296801757740491,6.529457774419831,8.252580155162924,9.891781484638607
2090,te,8.249713710527322,10.097428122449731,13.504408600812276,16.968294858934925,20.13906705488151
2090,lws,2.368107784941434,2.368107784941434,2.368107784941434,2.368107784941434,2.368107784941434
2100,SLR_total,31.891611437578266,36.25134427868802,79.02200603051455,108.8856540566014,124.20730448554558
2100,ais,5.7890159189098025,6.7143367817447235,47.76354049709767,74.81590363173318,87.1849808833047
2100,gsic,5.45893804173296,5.7162604218118656,6.125089527153497,6.660842369677379,7.251861236202471
2100,gis,5.185555776585642,5.993828874969223,7.45133001545692,9.521806880784007,11.499797992121039
2100,te,9.067320764124897,11.155603622511475,15.07743472650646,19.14603910435099,22.85542585377533
2100,lws,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528
