label,arm,variant,profile,nres,hind,sigma,rho,delta,u_mm,delta_sigmas,u_pre_mm,s_r5_mm,s1900_inv_mm,s1900_ledger_mm,lec_z,s1900_legacy_mm,g_s1900_legacy_box,logJ,ll_flow,flow_win,flow_win_deficit,deficit_d1dref,rate_modern_hind,inv_z,S2020_all_mm,com1p2,com1p5,com2p0,com3p0,ds126,ds245,ds585,spread,flow_1900_1919,flow_1920_1949,flow_1950_1979,flow_1980_1999,flow_2000_2023,rate_hind_1900_1919,rate_tot_1900_1919,rate_hind_1920_1949,rate_tot_1920_1949,rate_hind_1950_1979,rate_tot_1950_1979,rate_hind_1980_1999,rate_tot_1980_1999,rate_hind_2000_2023,rate_tot_2000_2023,rate0023_R19,rate1523_R19,rate0023_SLOWP,rate1523_SLOWP,rate0023_FAST,rate1523_FAST,g_inv,g_lec,g_lad,g_spread,npass,feasible,kappa_R19,nu_R19,kappa_SLOWP,nu_SLOWP,kappa_FAST,nu_FAST
C_both/ANCH/unc_t5d,ANCH,unc_t5d,taper,3,SLOWP+FAST,0.02617,0.95747,0.30149,29.60935,1.00497,9.37719,2.50000,8.12281,20.00000,-0.00000,8.12281,False,3.68247,6.89517,42.81903,8.22187,8.21059,0.96568,0.56386,46.50624,46.80532,55.17682,66.25404,80.76428,9.05715,11.23014,15.78114,6.72400,-16.49267,-15.87995,-3.99300,13.29764,29.12246,0.13805,0.46234,0.27917,0.62147,0.18174,0.51039,0.31141,0.46301,0.77909,0.78441,0.00201,0.00322,0.25815,0.35629,0.52094,0.60939,True,True,True,True,4,False,0.00093,1.54476,0.00073,1.62212,0.00339,1.56676
C_both/MID/unc_t5d,MID,unc_t5d,taper,3,SLOWP+FAST,0.02354,0.95268,0.27968,33.30535,0.93227,10.53821,2.50000,6.96179,20.00000,-0.00000,6.96179,False,4.26258,8.11570,44.25009,6.79082,6.77953,0.83241,0.62291,40.90879,47.75374,55.97599,66.85571,81.10724,8.18322,10.22504,14.65560,6.47238,-16.48588,-15.89960,-4.24849,12.69780,31.54992,0.12256,0.48733,0.24392,0.62896,0.16645,0.53612,0.28270,0.45322,0.67439,0.68037,0.00261,0.00418,0.18744,0.26060,0.48695,0.57181,True,True,True,True,4,False,0.00121,1.54476,0.00052,1.62212,0.00283,1.56676
C_both/FREE/unc_t5d,FREE,unc_t5d,taper,3,SLOWP+FAST,0.00500,0.06183,0.19840,23.75783,0.66132,0.00000,2.08614,26.29458,28.38071,0.93119,26.29458,True,10.23709,15.06677,50.44438,0.59653,0.58524,0.76946,0.05913,75.24831,41.33720,50.56925,62.78515,78.78696,6.60666,7.47021,8.79303,2.18637,-16.49666,-15.71314,-3.16781,14.87559,35.56878,0.29612,0.55632,0.45888,0.73353,0.25300,0.51670,0.37971,0.50135,0.68771,0.69198,0.00808,0.01043,0.19770,0.23530,0.49001,0.53416,True,True,True,False,3,False,0.00121,0.29733,0.00195,0.29733,0.01574,0.29733
C_both/ANCH/unc_sx2,ANCH,unc_sx2,taper,3,SLOWP+FAST,0.02697,0.95827,0.00000,39.49751,0.00000,9.37719,2.50000,8.12281,20.00000,0.00000,8.12281,False,-26.65478,-23.66204,43.76955,7.29885,7.34054,0.96568,0.56386,46.50624,46.80532,55.17682,66.25404,80.76428,9.05715,11.23014,15.78114,6.72400,-31.87191,-29.80420,-5.55460,14.21625,29.07361,0.13805,0.57063,0.27917,0.73579,0.18174,0.62014,0.31141,0.51363,0.77909,0.78618,0.00201,0.00322,0.25815,0.35629,0.52094,0.60939,True,True,True,True,4,False,0.00093,1.54476,0.00073,1.62212,0.00339,1.56676
C_both/MID/unc_sx2,MID,unc_sx2,taper,3,SLOWP+FAST,0.02055,0.93589,0.00000,41.55089,0.00000,10.38818,2.50000,7.11182,20.00000,-0.00000,7.11182,False,-25.65001,-21.76219,45.74938,5.31903,5.36071,0.83863,0.61622,41.42392,47.66787,55.90364,66.80124,81.07619,8.20558,10.25159,14.68461,6.47903,-31.98688,-29.75289,-5.70149,13.71514,32.08572,0.12464,0.57972,0.24744,0.72779,0.16810,0.62929,0.28548,0.49821,0.67985,0.68731,0.00261,0.00418,0.18809,0.26148,0.49176,0.57715,True,True,True,True,4,False,0.00121,1.54476,0.00052,1.62212,0.00290,1.56676
C_both/FREE/unc_sx2,FREE,unc_sx2,taper,3,SLOWP+FAST,0.00500,0.04644,0.00000,28.97876,0.00000,0.00000,2.04988,27.06504,29.11492,1.01277,27.06504,True,-18.77035,-13.78118,51.40270,-0.33429,-0.29261,0.76439,0.04220,76.22417,41.13174,50.39613,62.65481,78.71266,6.53812,7.37576,8.63836,2.10024,-31.42336,-29.35912,-4.40139,15.75323,35.64946,0.29993,0.61731,0.46347,0.79848,0.25314,0.57478,0.38077,0.52913,0.68519,0.69039,0.00836,0.01071,0.19636,0.23251,0.48883,0.53189,True,True,True,False,3,False,0.00121,0.26213,0.00200,0.26213,0.01636,0.26213
