rff_idx,fair_cfg_idx,seed_idx,post_idx,axis
19,0,0,1,anovasmoke_brick
19,0,1,1,anovasmoke_brick
19,0,2,1,anovasmoke_brick
19,14,0,1,anovasmoke_brick
19,14,1,1,anovasmoke_brick
19,14,2,1,anovasmoke_brick
19,28,0,1,anovasmoke_brick
19,28,1,1,anovasmoke_brick
19,28,2,1,anovasmoke_brick
19,43,0,1,anovasmoke_brick
19,43,1,1,anovasmoke_brick
19,43,2,1,anovasmoke_brick
19,57,0,1,anovasmoke_brick
19,57,1,1,anovasmoke_brick
19,57,2,1,anovasmoke_brick
19,71,0,1,anovasmoke_brick
19,71,1,1,anovasmoke_brick
19,71,2,1,anovasmoke_brick
19,85,0,1,anovasmoke_brick
19,85,1,1,anovasmoke_brick
19,85,2,1,anovasmoke_brick
19,100,0,1,anovasmoke_brick
19,100,1,1,anovasmoke_brick
19,100,2,1,anovasmoke_brick
19,114,0,1,anovasmoke_brick
19,114,1,1,anovasmoke_brick
19,114,2,1,anovasmoke_brick
19,128,0,1,anovasmoke_brick
19,128,1,1,anovasmoke_brick
19,128,2,1,anovasmoke_brick
19,142,0,1,anovasmoke_brick
19,142,1,1,anovasmoke_brick
19,142,2,1,anovasmoke_brick
19,157,0,1,anovasmoke_brick
19,157,1,1,anovasmoke_brick
19,157,2,1,anovasmoke_brick
19,171,0,1,anovasmoke_brick
19,171,1,1,anovasmoke_brick
19,171,2,1,anovasmoke_brick
19,185,0,1,anovasmoke_brick
19,185,1,1,anovasmoke_brick
19,185,2,1,anovasmoke_brick
19,199,0,1,anovasmoke_brick
19,199,1,1,anovasmoke_brick
19,199,2,1,anovasmoke_brick
19,214,0,1,anovasmoke_brick
19,214,1,1,anovasmoke_brick
19,214,2,1,anovasmoke_brick
19,228,0,1,anovasmoke_brick
19,228,1,1,anovasmoke_brick
19,228,2,1,anovasmoke_brick
19,242,0,1,anovasmoke_brick
19,242,1,1,anovasmoke_brick
19,242,2,1,anovasmoke_brick
19,256,0,1,anovasmoke_brick
19,256,1,1,anovasmoke_brick
19,256,2,1,anovasmoke_brick
19,271,0,1,anovasmoke_brick
19,271,1,1,anovasmoke_brick
19,271,2,1,anovasmoke_brick
19,285,0,1,anovasmoke_brick
19,285,1,1,anovasmoke_brick
19,285,2,1,anovasmoke_brick
19,299,0,1,anovasmoke_brick
19,299,1,1,anovasmoke_brick
19,299,2,1,anovasmoke_brick
19,313,0,1,anovasmoke_brick
19,313,1,1,anovasmoke_brick
19,313,2,1,anovasmoke_brick
19,327,0,1,anovasmoke_brick
19,327,1,1,anovasmoke_brick
19,327,2,1,anovasmoke_brick
19,342,0,1,anovasmoke_brick
19,342,1,1,anovasmoke_brick
19,342,2,1,anovasmoke_brick
19,356,0,1,anovasmoke_brick
19,356,1,1,anovasmoke_brick
19,356,2,1,anovasmoke_brick
19,370,0,1,anovasmoke_brick
19,370,1,1,anovasmoke_brick
19,370,2,1,anovasmoke_brick
19,384,0,1,anovasmoke_brick
19,384,1,1,anovasmoke_brick
19,384,2,1,anovasmoke_brick
19,399,0,1,anovasmoke_brick
19,399,1,1,anovasmoke_brick
19,399,2,1,anovasmoke_brick
19,413,0,1,anovasmoke_brick
19,413,1,1,anovasmoke_brick
19,413,2,1,anovasmoke_brick
19,427,0,1,anovasmoke_brick
19,427,1,1,anovasmoke_brick
19,427,2,1,anovasmoke_brick
19,441,0,1,anovasmoke_brick
19,441,1,1,anovasmoke_brick
19,441,2,1,anovasmoke_brick
19,456,0,1,anovasmoke_brick
19,456,1,1,anovasmoke_brick
19,456,2,1,anovasmoke_brick
19,470,0,1,anovasmoke_brick
19,470,1,1,anovasmoke_brick
19,470,2,1,anovasmoke_brick
19,484,0,1,anovasmoke_brick
19,484,1,1,anovasmoke_brick
19,484,2,1,anovasmoke_brick
19,498,0,1,anovasmoke_brick
19,498,1,1,anovasmoke_brick
19,498,2,1,anovasmoke_brick
19,513,0,1,anovasmoke_brick
19,513,1,1,anovasmoke_brick
19,513,2,1,anovasmoke_brick
19,527,0,1,anovasmoke_brick
19,527,1,1,anovasmoke_brick
19,527,2,1,anovasmoke_brick
19,541,0,1,anovasmoke_brick
19,541,1,1,anovasmoke_brick
19,541,2,1,anovasmoke_brick
19,555,0,1,anovasmoke_brick
19,555,1,1,anovasmoke_brick
19,555,2,1,anovasmoke_brick
19,569,0,1,anovasmoke_brick
19,569,1,1,anovasmoke_brick
19,569,2,1,anovasmoke_brick
19,584,0,1,anovasmoke_brick
19,584,1,1,anovasmoke_brick
19,584,2,1,anovasmoke_brick
19,598,0,1,anovasmoke_brick
19,598,1,1,anovasmoke_brick
19,598,2,1,anovasmoke_brick
19,612,0,1,anovasmoke_brick
19,612,1,1,anovasmoke_brick
19,612,2,1,anovasmoke_brick
19,626,0,1,anovasmoke_brick
19,626,1,1,anovasmoke_brick
19,626,2,1,anovasmoke_brick
19,641,0,1,anovasmoke_brick
19,641,1,1,anovasmoke_brick
19,641,2,1,anovasmoke_brick
19,655,0,1,anovasmoke_brick
19,655,1,1,anovasmoke_brick
19,655,2,1,anovasmoke_brick
19,669,0,1,anovasmoke_brick
