medoid_post_idx,sd_glaciers,sd_greenland,sd_antarctic,sd_gmsl,rho_glaciers,rho_greenland,rho_antarctic,rho_gmsl,thermal_s0,greenland_v0,glaciers_v0,glaciers_s0,antarctic_s0,thermal_alpha,greenland_a,greenland_b,greenland_alpha,greenland_beta,glaciers_beta0,glaciers_n,anto_alpha,anto_beta,antarctic_gamma,antarctic_alpha,antarctic_mu,antarctic_nu,antarctic_precip0,antarctic_kappa,antarctic_flow0,antarctic_runoff_height0,antarctic_c,antarctic_bed_height0,antarctic_slope,antarctic_lambda,antarctic_temp_threshold
5808,0.0004441338242363,0.0005623056157511,0.0001148244048317,0.0014845761422685,-0.4069849832778914,0.9588642971015572,0.969537724829562,0.6888604407891726,-0.0272534709903016,7.352204922628165,0.4998617835793682,0.0775638881918983,0.0096335009600204,0.156593548360514,-0.1095923898934346,6.730685826373627,4.607448262964334e-05,0.0007942747209955,0.0010291221472199,0.6418593810707273,0.1577820882187667,0.5571459515555918,2.0381897198021717,0.1860523661126642,10.626820465059287,0.0056222835907573,0.936331058285378,0.0764876362436509,0.7567713220091319,1548.817911269246,88.8091368978802,763.6093203275869,0.0006933635573752,0.0136513089452001,-15.139625333507354
