year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-3.0916277934835192,-1.8481551982514866,-0.5707703867701279,-3.254656998691169,-0.42075256630581276,-0.7681519642532018,-7.28162723336215,-6.412446263685384,-5.332703065935353,-8.165103780908645,-4.462597214441607,-7.27700420293,-4.542670652782953,-4.089827540027241,-3.7024285133080035,-5.241185010472876,-2.933482566593558,-4.130332357233222,-4.034233353961372,-3.6321042740521277,-3.227921179927881,-4.855046661291328,-2.4200764750003207,-3.6098928928375242,-16.599247877657838,-14.716099593969279,-12.910310138397117,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1911,-2.7477184267083947,-1.6759793768042694,-0.5818219265771377,-2.90377567362289,-0.43363782248031496,-0.7083755627334263,-6.522981330325361,-5.77055669787819,-4.822499951227988,-7.359179783168049,-4.121097013247037,-6.40783153447,-4.096979594937753,-3.744035422451447,-3.425020721230135,-4.390840140600778,-3.114121096067341,-3.7024556940252134,-3.9044630032948406,-3.5152693257618095,-3.124087706082883,-4.631811062666121,-2.2636724147983944,-4.502541589736938,-14.60067906668751,-12.956585575941471,-11.398891624548504,NaN,NaN,-12.7859735900405,-6.40783153447,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1912,-2.716683866482183,-1.6603473642434454,-0.5865401165936749,-2.8361997767286034,-0.3946188246203658,-0.702943815296903,-6.452088347296224,-5.708722212494825,-4.774651056487516,-7.350894346820768,-4.059093149672993,-6.33277965459,-4.056657590730877,-3.712825603791728,-3.398955459045441,-4.408211885411332,-3.0793194147666867,-3.6499250238591983,-3.885014035842393,-3.4977590154718587,-3.10852595532153,-4.613927959362226,-2.3480268418158516,-4.496937417984009,-14.462383522892923,-12.849027660094599,-11.314929155536838,NaN,NaN,-12.504873544685173,-6.33277965459,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1913,-2.6856324857508223,-1.6454560529781923,-0.586763450286298,-2.8297582037411515,-0.45618125500841755,-0.6975461140334751,-6.374973864254632,-5.644158342483211,-4.7194646414449695,-7.162316285289146,-4.045510722678194,-6.26434474858,-3.9948165496340704,-3.659678901221376,-3.3487331653552217,-4.306940975581211,-3.0438210617241848,-3.6160070245916187,-3.970143214786087,-3.574402587511221,-3.1766405772663395,-4.715611536554049,-2.4212231598487666,-4.43869423866272,-14.489843206246144,-12.895395883362674,-11.384450174688487,NaN,NaN,-12.481187939747363,-6.26434474858,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1914,-2.6547046406366075,-1.6302668691492315,-0.5894388155381951,-2.7832327019128376,-0.4082057569317412,-0.692109502857938,-6.309125197299752,-5.588528436778491,-4.673942537866756,-7.172312047955261,-3.9466150306126138,-6.15112605962,-3.96079274152575,-3.6337325089354704,-3.3270763563895116,-4.285483969643144,-2.985523260758339,-3.6001985376531427,-4.070255573960405,-3.6645358286350724,-3.256743728521587,-4.917667617349973,-2.437292388606439,-4.3344473361969,-14.31996505607727,-12.74201671209257,-11.24909768790333,NaN,NaN,-12.215842947480144,-6.15112605962,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1915,-2.6221680708870316,-1.6181267258964274,-0.5940244571243225,-2.729594358630722,-0.4544959556212011,-0.6866780415237095,-6.2333984222915495,-5.524151848618086,-4.621633161068997,-7.14979987839378,-3.9446554397512488,-5.99616084966,-3.9478355469989204,-3.6265083965601526,-3.323201925460578,-4.2903443015864715,-3.0463242220245155,-3.567949086969549,-4.043670728556101,-3.640600938868923,-3.2354723299641885,-4.781549237581917,-2.541358733235606,-4.308618783950806,-14.09518356983449,-12.543626777081235,-11.068379479311416,NaN,NaN,-11.887195821280871,-5.99616084966,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1916,-2.5908632178508575,-1.6042744664816664,-0.5964376756430191,-2.684430890728458,-0.45364948383351705,-0.6812593594253209,-6.128440386831924,-5.429158388330833,-4.540078002696713,-6.9704229474085135,-3.798554901402267,-5.89606166753,-3.886155822050898,-3.5709244488856444,-3.2725390812519155,-4.18724274679365,-2.9712530937759127,-3.5504369562322453,-3.993329665350667,-3.5952778316547,-3.195192809697631,-4.755931049587548,-2.484849837308557,-4.27322907447815,-14.085921246111878,-12.56749280841962,-11.12211520823952,NaN,NaN,-11.995727195056805,-5.89606166753,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1917,-2.5564974487827024,-1.589737683020794,-0.5970370219233346,-2.65496325825004,-0.4751759552517718,-0.6758843556106235,-6.057945413150348,-5.369651675773062,-4.4940909997232135,-6.914094773219004,-3.77762246052006,-5.7766593543,-3.8187697157639144,-3.5088809187643895,-3.217499873740371,-4.129705500331541,-2.9034312269319247,-3.4816617792302904,-3.949432985472565,-3.5557567369105416,-3.1600696499111742,-4.752800107386229,-2.366730570962741,-4.251692819595336,-14.163696304695808,-12.670848080821033,-11.240689905568765,NaN,NaN,-12.29178087162002,-5.7766593543,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1918,-2.5216158452445896,-1.574706154377766,-0.5967154924608497,-2.6420034397766483,-0.4685306971048675,-0.670394529408231,-5.999945635962435,-5.322023983058477,-4.461029370822085,-6.773890044709532,-3.811723074637173,-5.67177921208,-3.772369343788901,-3.469846089736942,-3.1866199189229993,-4.087811251960413,-2.8948227901484995,-3.470746785944159,-3.904923524468705,-3.5156839425618616,-3.1244561840365597,-4.713317839311239,-2.375160151497689,-4.2542582035064695,-13.777141806676012,-12.298647445505832,-10.889030473426287,NaN,NaN,-11.69048315752298,-5.67177921208,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1919,-2.4887675459115584,-1.5602999282005294,-0.5973591694479243,-2.6336614708799626,-0.4835255697833352,-0.664944376057401,-5.939637456771665,-5.271702841217966,-4.424096229657382,-6.779104758082954,-3.743076617177112,-5.58503070745,-3.760292662468287,-3.4605575966367494,-3.1791234914104614,-4.060889948414585,-2.878948613574967,-3.454160482233221,-3.8735698451757212,-3.4874555723671925,-3.099369086544019,-4.616737886787922,-2.356582148899904,-4.2755896091461185,-13.471042118414712,-12.014936293278362,-10.620945443825995,NaN,NaN,-11.250664952584467,-5.58503070745,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1920,-2.4582666239857898,-1.5458563265695773,-0.5986180947013455,-2.600469689001661,-0.47591321568266015,-0.6595906391799595,-5.870709752567376,-5.212962193799855,-4.377924989663844,-6.64826710013043,-3.7027462598996057,-5.53279949102,-3.724337566761928,-3.434104513113983,-3.156974474596884,-4.038250258157526,-2.827243208501172,-3.4362096613103685,-3.8697129125866,-3.4839830956628086,-3.0962830294665933,-4.617909050571281,-2.292372286708713,-4.26266884803772,-13.389293070267934,-11.964647475870503,-10.587841488787012,NaN,NaN,-11.224365852032271,-5.53279949102,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1921,-2.4287830597477593,-1.5313637351352372,-0.6004486765202048,-2.5738531921094645,-0.4563191909678539,-0.6541625157058384,-5.802625502591578,-5.154267739881908,-4.331402429014854,-6.507956624786703,-3.6362695441429658,-5.47143054875,-3.7059960846841697,-3.421319351805541,-3.145452233825644,-4.0250029933722455,-2.8504123309036937,-3.420304281061346,-3.842064985257003,-3.4590910911078656,-3.0741610245209254,-4.504047824603089,-2.4623676519793896,-4.285170221328736,-13.290491762701206,-11.891440661950714,-10.533281770622995,NaN,NaN,-11.325210959935976,-5.47143054875,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1922,-2.397288551431455,-1.5169242103341058,-0.5987450412896111,-2.5276812332155303,-0.4480931609830186,-0.6486930027663853,-5.726654415871134,-5.0887255050489415,-4.279141286960404,-6.549685975926688,-3.6187136666520527,-5.39706416997,-3.6827747333701875,-3.404881536942648,-3.132936807381875,-3.950267745078903,-2.8266829982246664,-3.4399301355535346,-3.8014035303064913,-3.4224827367175794,-3.0416264733124394,-4.443070773921433,-2.4038963133607236,-4.291196298599244,-13.17753719504922,-11.797025330768735,-10.463635913950654,NaN,NaN,-11.200481604358236,-5.39706416997,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1923,-2.3680604155077694,-1.5004626714991263,-0.5931786566767346,-2.468159587198618,-0.48648275430616106,-0.6433162823379186,-5.653747012793264,-5.025254426429658,-4.229068834847653,-6.492022944397222,-3.53689431461511,-5.27797008428,-3.6507580975302094,-3.373177697421835,-3.1069930381444464,-3.9672781407861373,-2.820963262166276,-3.4075719659978687,-3.7669905197768645,-3.3914999869207865,-3.0140915054988926,-4.407294179593709,-2.3738195920269187,-4.334321069717407,-13.216650843020892,-11.852542250099086,-10.550316521409899,NaN,NaN,-11.352617614839804,-5.27797008428,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1924,-2.337103206933214,-1.482496191359014,-0.5906196407685949,-2.4712844141906487,-0.46378725466839715,-0.6378295078933385,-5.5712590351908915,-4.951437579313055,-4.170199910312707,-6.441929634062444,-3.4975671854402512,-5.18389659795,-3.593741746729312,-3.319407974343725,-3.059544380162855,-3.87640435558191,-2.780963422252956,-3.348880941217596,-3.737764489048758,-3.3651871830228925,-2.9907068087510353,-4.4622184052464,-2.3352035830971,-4.327344751358032,-12.926446213634964,-11.580745065861006,-10.303921815092567,NaN,NaN,-11.075476495691147,-5.18389659795,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1925,-2.3064803115617463,-1.4652768967221987,-0.5929408709867556,-2.4015272292552723,-0.46950743978590376,-0.6324462071120884,-5.486437410790879,-4.87830368758555,-4.110013875916133,-6.245261758204763,-3.488429960335708,-5.09053493413,-3.541058657610349,-3.271975707689754,-3.016071289029208,-3.850321605764494,-2.7139667000252596,-3.3296964471990402,-3.7345681382094127,-3.3623094418199546,-2.9881493045941,-4.436480071887274,-2.3222827982561793,-4.261248254776,-12.754877613327155,-11.426213492003399,-10.171957089358315,NaN,NaN,-11.202160503297451,-5.09053493413,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1926,-2.274537016222879,-1.4483089742756856,-0.5922249260159956,-2.3728679167054523,-0.4567499833366125,-0.6269355908095982,-5.409058071115218,-4.810707610522298,-4.0570810056772215,-6.249139187847369,-3.413456251848105,-4.98425517949,-3.498319003360328,-3.233039186817187,-2.984779900513841,-3.7752474340568396,-2.6834778430354915,-3.227677327936346,-3.7071755244729485,-3.3376473014080785,-2.966231584349511,-4.379405353251736,-2.3006532148547865,-4.176789331436157,-12.673282391209371,-11.355931374634999,-10.125602423819942,NaN,NaN,-11.233488262164094,-4.98425517949,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1927,-2.243877638013752,-1.430557719806126,-0.5907567946428128,-2.3553183880709114,-0.473531250525577,-0.6215731754958775,-5.30541047845188,-4.719413273562866,-3.98240141166558,-6.114265514062588,-3.3528456729287397,-4.87102313909,-3.418277742288847,-3.1590247620313185,-2.916871985715123,-3.688354311083412,-2.6253443416074753,-3.1523057764226743,-3.711735877401184,-3.3417530820877124,-2.9698804708945947,-4.353573666920217,-2.3324609522960436,-4.124979639053345,-12.578048626066114,-11.277759255964945,-10.056992899040392,NaN,NaN,-11.300538775892718,-4.87102313909,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1928,-2.212977372237573,-1.4129940512811998,-0.5892988300538414,-2.3470411692256063,-0.46309086696259355,-0.6161877766311314,-5.22850512054014,-4.653191006929935,-3.9285249668196105,-5.962517683463643,-3.243265940299133,-4.76876254949,-3.3405296640638045,-3.087481338474026,-2.8474030357276283,-3.603850054134559,-2.5690024274705006,-3.0399404352361508,-3.686833600655953,-3.31933304391338,-2.9499553501884694,-4.401102667768062,-2.2396112018473473,-4.053016519546508,-12.214335807007654,-10.935244119564315,-9.730841584548557,NaN,NaN,-10.99322183443144,-4.76876254949,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1929,-2.182097381773429,-1.3945607241573938,-0.5876379811653091,-2.2979542298630187,-0.46956905301660995,-0.6107674256026892,-5.134430112506883,-4.569719412232133,-3.858619469826449,-5.8942191612230825,-3.2722674850137023,-4.67126232061,-3.235539952914459,-2.987891249479544,-2.7515785914114326,-3.537263531967175,-2.4882124052649957,-2.9371179407293146,-3.6434369825090305,-3.280262165156187,-2.9152323060402807,-4.3423799132032235,-2.257426787948469,-4.0196997165679935,-11.871356161916946,-10.616351659696678,-9.435244093412281,NaN,NaN,-10.474411885506226,-4.67126232061,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1930,-2.1508388353443144,-1.3770830085731585,-0.5850011326227131,-2.28302153363444,-0.4522219759549024,-0.6053012982070591,-5.057169703744996,-4.502714110288196,-3.8046960013911,-5.764925304823315,-3.1989046998047894,-4.5751269904,-3.128324342944942,-2.887952285282571,-2.6514029223465565,-3.3825866440553276,-2.3825258593902823,-2.8757768457586117,-3.607717406438017,-3.2481030872021415,-2.886651912686374,-4.201894409285317,-2.2830522578788,-3.9823153018951416,-11.516880281732888,-10.280448050203477,-9.12004683644712,NaN,NaN,-10.184452568299797,-4.5751269904,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1931,-2.119730042685541,-1.3609508613098535,-0.5822775598905192,-2.2397111515734194,-0.4366131298654723,-0.5999289169967319,-4.976994496988334,-4.431357706842386,-3.7464875373272384,-5.714110265350511,-3.1523781087710945,-4.44350086125,-3.066024744993735,-2.8279816876919273,-2.5976329254239277,-3.3314048813823773,-2.3270322278183517,-2.6913759058172047,-3.568228612931768,-3.2125505043228255,-2.8550556459995557,-4.206298244319968,-2.200860615006007,-3.9497736454010006,-11.315376323089312,-10.098518305502953,-8.955381755137507,NaN,NaN,-9.757755545159595,-4.44350086125,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1932,-2.086735939513638,-1.3438855036250705,-0.580129386667504,-2.1953878975381675,-0.44764060753578805,-0.5944008007705357,-4.886895757557882,-4.35316434394654,-3.680833745220495,-5.6089091795815085,-3.0650311032480304,-4.35036960515,-3.0036682797460585,-2.7718514062955006,-2.5449711907206747,-3.2470206353459563,-2.290062233060675,-2.5936906641179864,-3.5285272476863176,-3.176806538681347,-2.823289293757685,-4.154296655952334,-2.1659261024258165,-3.9116777896881105,-11.11456546489856,-9.922720918343487,-8.801151122985775,NaN,NaN,-9.504605049194335,-4.35036960515,"posterior_predictive_ladrillo.jl | tag L35 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L35.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
