marker,specie,horizon,metric,value,note
ML,CH4,2100,total_mean_cm,1.0263269343046835,
ML,CH4,2100,total_median_cm,0.45672870438868074,
ML,CH4,2100,n_cross_both,632.0,
ML,CH4,2100,mean_dn_years_int,0.575,what the annual step charges
ML,CH4,2100,mean_dtime_above_yr,0.5678013085806115,what a sub-annual solver would charge
ML,CH4,2100,quantization_bias_yr,0.007198691419388448,
ML,CH4,2100,quantization_bias_ratio,1.0126781874409267,
ML,CH4,2100,sd_dn_years_int,1.1135506263743686,
ML,CH4,2100,sd_dtime_above_yr,1.0631426585105792,
ML,CH4,2100,mean_dt_firstcross_yr,1.635834101764885,entry side only; understates on peak-and-decline
ML,CH4,2150,n_draws,2000.0,
ML,CH4,2150,n_bifurcation,12.0,"never crosses at base, crosses under pulse"
ML,CH4,2150,n_quantization,634.0,"crosses in both, integer year count differs"
ML,CH4,2150,p_fired,0.323,
ML,CH4,2150,ais_mean_cm,0.7757664802319336,
ML,CH4,2150,ais_median_cm,0.0702744967843616,
ML,CH4,2150,ais_smooth_term_cm,0.039098714853473146,P(smooth)*E[d|smooth]
ML,CH4,2150,ais_premium_cm,0.7366677653784606,P(fired)*E[d|fired]
ML,CH4,2150,ais_cond_mean_fired_cm,2.280705155970466,
ML,CH4,2150,ais_median_smooth_cm,0.053664047864643294,
ML,CH4,2150,total_mean_cm,1.0800822851418712,
ML,CH4,2150,total_median_cm,0.37782601500033053,
ML,CH4,2150,n_cross_both,642.0,
ML,CH4,2150,mean_dn_years_int,0.723,what the annual step charges
ML,CH4,2150,mean_dtime_above_yr,0.71855489479867,what a sub-annual solver would charge
ML,CH4,2150,quantization_bias_yr,0.004445105201330013,
ML,CH4,2150,quantization_bias_ratio,1.006186173434356,
ML,CH4,2150,sd_dn_years_int,1.4485579588266533,
ML,CH4,2150,sd_dtime_above_yr,1.4043311686409996,
ML,CH4,2150,mean_dt_firstcross_yr,1.6777784284971828,entry side only; understates on peak-and-decline
ML,CH4,2300,n_draws,2000.0,
ML,CH4,2300,n_bifurcation,12.0,"never crosses at base, crosses under pulse"
ML,CH4,2300,n_quantization,636.0,"crosses in both, integer year count differs"
ML,CH4,2300,p_fired,0.324,
ML,CH4,2300,ais_mean_cm,0.8512687149439091,
ML,CH4,2300,ais_median_cm,0.0826672629260834,
ML,CH4,2300,ais_smooth_term_cm,0.04565195812071088,P(smooth)*E[d|smooth]
ML,CH4,2300,ais_premium_cm,0.8056167568231982,P(fired)*E[d|fired]
ML,CH4,2300,ais_cond_mean_fired_cm,2.4864714716765377,
ML,CH4,2300,ais_median_smooth_cm,0.06349878198775816,
ML,CH4,2300,total_mean_cm,1.0406432775285517,
ML,CH4,2300,total_median_cm,0.2756387029073437,
ML,CH4,2300,n_cross_both,642.0,
ML,CH4,2300,mean_dn_years_int,0.8235,what the annual step charges
ML,CH4,2300,mean_dtime_above_yr,0.818925744586971,what a sub-annual solver would charge
ML,CH4,2300,quantization_bias_yr,0.004574255413029027,
ML,CH4,2300,quantization_bias_ratio,1.0055856778752708,
ML,CH4,2300,sd_dn_years_int,1.551628668774485,
ML,CH4,2300,sd_dtime_above_yr,1.4963618209581888,
ML,CH4,2300,mean_dt_firstcross_yr,1.6777784284971828,entry side only; understates on peak-and-decline
M,CO2,2100,n_draws,2000.0,
M,CO2,2100,n_bifurcation,2.0,"never crosses at base, crosses under pulse"
M,CO2,2100,n_quantization,184.0,"crosses in both, integer year count differs"
M,CO2,2100,p_fired,0.093,
M,CO2,2100,ais_mean_cm,0.10099271382304513,
M,CO2,2100,ais_median_cm,0.009000848052180821,
M,CO2,2100,ais_smooth_term_cm,0.008533990114638904,P(smooth)*E[d|smooth]
M,CO2,2100,ais_premium_cm,0.09245872370840624,P(fired)*E[d|fired]
M,CO2,2100,ais_cond_mean_fired_cm,0.9941798248215725,
M,CO2,2100,ais_median_smooth_cm,0.008513692884331903,
M,CO2,2100,total_mean_cm,0.16865989210293122,
M,CO2,2100,total_median_cm,0.07532109168016632,
M,CO2,2100,n_cross_both,1131.0,
M,CO2,2100,mean_dn_years_int,0.094,what the annual step charges
M,CO2,2100,mean_dtime_above_yr,0.09983488912184817,what a sub-annual solver would charge
M,CO2,2100,quantization_bias_yr,-0.005834889121848166,
M,CO2,2100,quantization_bias_ratio,0.9415546090833365,
M,CO2,2100,sd_dn_years_int,0.29699849166624737,
M,CO2,2100,sd_dtime_above_yr,0.10575993957764886,
M,CO2,2100,mean_dt_firstcross_yr,0.17620123078577135,entry side only; understates on peak-and-decline
M,CO2,2150,n_draws,2000.0,
M,CO2,2150,n_bifurcation,0.0,"never crosses at base, crosses under pulse"
M,CO2,2150,n_quantization,301.0,"crosses in both, integer year count differs"
M,CO2,2150,p_fired,0.1505,
M,CO2,2150,ais_mean_cm,0.1650893259614175,
M,CO2,2150,ais_median_cm,0.01819903975960102,
M,CO2,2150,ais_smooth_term_cm,0.01642687282011075,P(smooth)*E[d|smooth]
M,CO2,2150,ais_premium_cm,0.14866245314130674,P(fired)*E[d|fired]
M,CO2,2150,ais_cond_mean_fired_cm,0.987790386320975,
M,CO2,2150,ais_median_smooth_cm,0.016393212339721686,
M,CO2,2150,total_mean_cm,0.24986035008675114,
M,CO2,2150,total_median_cm,0.10449927312190255,
M,CO2,2150,n_cross_both,1601.0,
M,CO2,2150,mean_dn_years_int,0.1535,what the annual step charges
M,CO2,2150,mean_dtime_above_yr,0.16300994108056654,what a sub-annual solver would charge
M,CO2,2150,quantization_bias_yr,-0.009509941080566547,
M,CO2,2150,quantization_bias_ratio,0.9416603612176859,
M,CO2,2150,sd_dn_years_int,0.37149260204839657,
M,CO2,2150,sd_dtime_above_yr,0.14144688755817683,
M,CO2,2150,mean_dt_firstcross_yr,0.20363515437922322,entry side only; understates on peak-and-decline
M,CO2,2300,n_draws,2000.0,
M,CO2,2300,n_bifurcation,1.0,"never crosses at base, crosses under pulse"
M,CO2,2300,n_quantization,405.0,"crosses in both, integer year count differs"
M,CO2,2300,p_fired,0.203,
M,CO2,2300,ais_mean_cm,0.30151047693516375,
M,CO2,2300,ais_median_cm,0.05519739335417739,
M,CO2,2300,ais_smooth_term_cm,0.04819914980849481,P(smooth)*E[d|smooth]
M,CO2,2300,ais_premium_cm,0.253311327126669,P(fired)*E[d|fired]
M,CO2,2300,ais_cond_mean_fired_cm,1.2478390498850689,
M,CO2,2300,ais_median_smooth_cm,0.04433115216774297,
M,CO2,2300,total_mean_cm,0.4358017046758886,
M,CO2,2300,total_median_cm,0.18647247114424204,
M,CO2,2300,n_cross_both,1780.0,
M,CO2,2300,mean_dn_years_int,0.272,what the annual step charges
M,CO2,2300,mean_dtime_above_yr,0.28136741723279607,what a sub-annual solver would charge
M,CO2,2300,quantization_bias_yr,-0.00936741723279605,
M,CO2,2300,quantization_bias_ratio,0.9667075266748257,
M,CO2,2300,sd_dn_years_int,0.9795385382280457,
M,CO2,2300,sd_dtime_above_yr,0.9421705875293069,
M,CO2,2300,mean_dt_firstcross_yr,0.31673127319357386,entry side only; understates on peak-and-decline
M,CH4,2100,n_draws,2000.0,
M,CH4,2100,n_bifurcation,6.0,"never crosses at base, crosses under pulse"
M,CH4,2100,n_quantization,967.0,"crosses in both, integer year count differs"
M,CH4,2100,p_fired,0.4865,
M,CH4,2100,ais_mean_cm,0.659804752686515,
M,CH4,2100,ais_median_cm,0.10310275129874391,
M,CH4,2100,ais_smooth_term_cm,0.025925314671650424,P(smooth)*E[d|smooth]
M,CH4,2100,ais_premium_cm,0.6338794380148645,P(fired)*E[d|fired]
M,CH4,2100,ais_cond_mean_fired_cm,1.3029382076358982,
M,CH4,2100,ais_median_smooth_cm,0.04755465839532125,
M,CH4,2100,total_mean_cm,1.0599712627257463,
M,CH4,2100,total_median_cm,0.6247478519159557,
M,CH4,2100,n_cross_both,1131.0,
M,CH4,2100,mean_dn_years_int,0.6095,what the annual step charges
M,CH4,2100,mean_dtime_above_yr,0.5975774513822332,what a sub-annual solver would charge
M,CH4,2100,quantization_bias_yr,0.01192254861776687,
M,CH4,2100,quantization_bias_ratio,1.0199514700398906,
M,CH4,2100,sd_dn_years_int,0.7037452512730333,
M,CH4,2100,sd_dtime_above_yr,0.6191683870877657,
M,CH4,2100,mean_dt_firstcross_yr,1.0546970196083705,entry side only; understates on peak-and-decline
M,CH4,2150,n_draws,2000.0,
M,CH4,2150,n_bifurcation,0.0,"never crosses at base, crosses under pulse"
M,CH4,2150,n_quantization,1179.0,"crosses in both, integer year count differs"
M,CH4,2150,p_fired,0.5895,
M,CH4,2150,ais_mean_cm,0.7672035520444735,
M,CH4,2150,ais_median_cm,0.7385604906810865,
M,CH4,2150,ais_smooth_term_cm,0.02481095356968305,P(smooth)*E[d|smooth]
M,CH4,2150,ais_premium_cm,0.7423925984747906,P(fired)*E[d|fired]
M,CH4,2150,ais_cond_mean_fired_cm,1.2593597938503656,
M,CH4,2150,ais_median_smooth_cm,0.054844187078527895,
M,CH4,2150,total_mean_cm,1.0638391953619224,
M,CH4,2150,total_median_cm,1.0400170140596572,
M,CH4,2150,n_cross_both,1601.0,
M,CH4,2150,mean_dn_years_int,0.7145,what the annual step charges
M,CH4,2150,mean_dtime_above_yr,0.7058719616889909,what a sub-annual solver would charge
M,CH4,2150,quantization_bias_yr,0.008628038311009112,
M,CH4,2150,quantization_bias_ratio,1.0122232342114343,
M,CH4,2150,sd_dn_years_int,0.6828051416258638,
M,CH4,2150,sd_dtime_above_yr,0.5486828857422071,
M,CH4,2150,mean_dt_firstcross_yr,0.8817888340899406,entry side only; understates on peak-and-decline
M,CH4,2300,n_draws,2000.0,
M,CH4,2300,n_bifurcation,1.0,"never crosses at base, crosses under pulse"
M,CH4,2300,n_quantization,1277.0,"crosses in both, integer year count differs"
M,CH4,2300,p_fired,0.639,
M,CH4,2300,ais_mean_cm,0.8461409839011526,
M,CH4,2300,ais_median_cm,0.8276021097949808,
M,CH4,2300,ais_smooth_term_cm,0.029791551368535372,P(smooth)*E[d|smooth]
M,CH4,2300,ais_premium_cm,0.8163494325326172,P(fired)*E[d|fired]
M,CH4,2300,ais_cond_mean_fired_cm,1.277542147938368,
M,CH4,2300,ais_median_smooth_cm,0.06636376368968833,
M,CH4,2300,total_mean_cm,1.0441720079475165,
M,CH4,2300,total_median_cm,1.0131262093287035,
M,CH4,2300,n_cross_both,1780.0,
M,CH4,2300,mean_dn_years_int,0.805,what the annual step charges
M,CH4,2300,mean_dtime_above_yr,0.7948283783560444,what a sub-annual solver would charge
M,CH4,2300,quantization_bias_yr,0.010171621643955686,
M,CH4,2300,quantization_bias_ratio,1.0127972552577875,
M,CH4,2300,sd_dn_years_int,0.8119757707753124,
M,CH4,2300,sd_dtime_above_yr,0.7016361669893041,
M,CH4,2300,mean_dt_firstcross_yr,0.8963876497953585,entry side only; understates on peak-and-decline
HL,CO2,2100,n_draws,2000.0,
HL,CO2,2100,n_bifurcation,4.0,"never crosses at base, crosses under pulse"
HL,CO2,2100,n_quantization,176.0,"crosses in both, integer year count differs"
HL,CO2,2100,p_fired,0.09,
HL,CO2,2100,ais_mean_cm,0.10302156041581126,
HL,CO2,2100,ais_median_cm,0.009595768411298167,
HL,CO2,2100,ais_smooth_term_cm,0.009439875242236068,P(smooth)*E[d|smooth]
HL,CO2,2100,ais_premium_cm,0.0935816851735752,P(fired)*E[d|fired]
HL,CO2,2100,ais_cond_mean_fired_cm,1.0397965019286133,
HL,CO2,2100,ais_median_smooth_cm,0.00916588067837143,
HL,CO2,2100,total_mean_cm,0.17100035173531541,
HL,CO2,2100,total_median_cm,0.07647107849196999,
HL,CO2,2100,n_cross_both,1209.0,
HL,CO2,2100,mean_dn_years_int,0.1,what the annual step charges
HL,CO2,2100,mean_dtime_above_yr,0.098959314543763,what a sub-annual solver would charge
HL,CO2,2100,quantization_bias_yr,0.001040685456237006,
HL,CO2,2100,quantization_bias_ratio,1.0105162961266954,
HL,CO2,2100,sd_dn_years_int,0.3392013100864768,
HL,CO2,2100,sd_dtime_above_yr,0.18694555462760143,
HL,CO2,2100,mean_dt_firstcross_yr,0.12662316902536636,entry side only; understates on peak-and-decline
HL,CO2,2150,n_draws,2000.0,
HL,CO2,2150,n_bifurcation,5.0,"never crosses at base, crosses under pulse"
HL,CO2,2150,n_quantization,320.0,"crosses in both, integer year count differs"
HL,CO2,2150,p_fired,0.1625,
HL,CO2,2150,ais_mean_cm,0.20183578283148826,
HL,CO2,2150,ais_median_cm,0.017493039673723842,
HL,CO2,2150,ais_smooth_term_cm,0.015664097394017033,P(smooth)*E[d|smooth]
HL,CO2,2150,ais_premium_cm,0.1861716854374712,P(fired)*E[d|fired]
HL,CO2,2150,ais_cond_mean_fired_cm,1.1456719103844382,
HL,CO2,2150,ais_median_smooth_cm,0.015609304371222876,
HL,CO2,2150,total_mean_cm,0.28917547753662665,
HL,CO2,2150,total_median_cm,0.10588201342531534,
HL,CO2,2150,n_cross_both,1210.0,
HL,CO2,2150,mean_dn_years_int,0.1975,what the annual step charges
HL,CO2,2150,mean_dtime_above_yr,0.19514245708730926,what a sub-annual solver would charge
HL,CO2,2150,quantization_bias_yr,0.0023575429126907466,
HL,CO2,2150,quantization_bias_ratio,1.0120811377896914,
HL,CO2,2150,sd_dn_years_int,0.5372504714139553,
HL,CO2,2150,sd_dtime_above_yr,0.3751170021006279,
HL,CO2,2150,mean_dt_firstcross_yr,0.12716394527863614,entry side only; understates on peak-and-decline
HL,CO2,2300,n_draws,2000.0,
HL,CO2,2300,n_bifurcation,5.0,"never crosses at base, crosses under pulse"
HL,CO2,2300,n_quantization,541.0,"crosses in both, integer year count differs"
HL,CO2,2300,p_fired,0.273,
HL,CO2,2300,ais_mean_cm,0.3453476503655295,
HL,CO2,2300,ais_median_cm,0.036331697647042915,
HL,CO2,2300,ais_smooth_term_cm,0.025655042405915592,P(smooth)*E[d|smooth]
HL,CO2,2300,ais_premium_cm,0.3196926079596139,P(fired)*E[d|fired]
HL,CO2,2300,ais_cond_mean_fired_cm,1.1710351939912595,
HL,CO2,2300,ais_median_smooth_cm,0.029267558126871762,
HL,CO2,2300,total_mean_cm,0.46638771028115616,
HL,CO2,2300,total_median_cm,0.1594119989302456,
HL,CO2,2300,n_cross_both,1210.0,
HL,CO2,2300,mean_dn_years_int,0.337,what the annual step charges
HL,CO2,2300,mean_dtime_above_yr,0.3342231793366018,what a sub-annual solver would charge
HL,CO2,2300,quantization_bias_yr,0.0027768206633982384,
HL,CO2,2300,quantization_bias_ratio,1.0083082827136942,
HL,CO2,2300,sd_dn_years_int,0.6660726885357225,
HL,CO2,2300,sd_dtime_above_yr,0.49309058203503897,
HL,CO2,2300,mean_dt_firstcross_yr,0.12716394527863614,entry side only; understates on peak-and-decline
HL,CH4,2100,n_draws,2000.0,
HL,CH4,2100,n_bifurcation,12.0,"never crosses at base, crosses under pulse"
HL,CH4,2100,n_quantization,951.0,"crosses in both, integer year count differs"
HL,CH4,2100,p_fired,0.4815,
HL,CH4,2100,ais_mean_cm,0.6168319495865976,
HL,CH4,2100,ais_median_cm,0.10540328351691919,
HL,CH4,2100,ais_smooth_term_cm,0.02671279592467258,P(smooth)*E[d|smooth]
HL,CH4,2100,ais_premium_cm,0.5901191536619248,P(fired)*E[d|fired]
HL,CH4,2100,ais_cond_mean_fired_cm,1.2255849504920557,
HL,CH4,2100,ais_median_smooth_cm,0.04714788169279949,
HL,CH4,2100,total_mean_cm,0.9897779039114825,
HL,CH4,2100,total_median_cm,0.5929995298903492,
HL,CH4,2100,n_cross_both,1209.0,
HL,CH4,2100,mean_dn_years_int,0.5835,what the annual step charges
HL,CH4,2100,mean_dtime_above_yr,0.5861965992964908,what a sub-annual solver would charge
HL,CH4,2100,quantization_bias_yr,-0.002696599296490798,
HL,CH4,2100,quantization_bias_ratio,0.9953998380411503,
HL,CH4,2100,sd_dn_years_int,0.7458591709910632,
HL,CH4,2100,sd_dtime_above_yr,0.6559298938012378,
HL,CH4,2100,mean_dt_firstcross_yr,0.852301480782591,entry side only; understates on peak-and-decline
HL,CH4,2150,n_draws,2000.0,
HL,CH4,2150,n_bifurcation,12.0,"never crosses at base, crosses under pulse"
HL,CH4,2150,n_quantization,1037.0,"crosses in both, integer year count differs"
HL,CH4,2150,p_fired,0.5245,
HL,CH4,2150,ais_mean_cm,0.7758235407779958,
HL,CH4,2150,ais_median_cm,0.5998944428886652,
HL,CH4,2150,ais_smooth_term_cm,0.028826565991670026,P(smooth)*E[d|smooth]
HL,CH4,2150,ais_premium_cm,0.7469969747863255,P(fired)*E[d|fired]
HL,CH4,2150,ais_cond_mean_fired_cm,1.4242077688967123,
HL,CH4,2150,ais_median_smooth_cm,0.05380314398096964,
HL,CH4,2150,total_mean_cm,1.0722981043431623,
HL,CH4,2150,total_median_cm,0.8971453575853516,
HL,CH4,2150,n_cross_both,1210.0,
HL,CH4,2150,mean_dn_years_int,0.7455,what the annual step charges
HL,CH4,2150,mean_dtime_above_yr,0.7562932506259521,what a sub-annual solver would charge
HL,CH4,2150,quantization_bias_yr,-0.010793250625952044,
HL,CH4,2150,quantization_bias_ratio,0.985728749242415,
HL,CH4,2150,sd_dn_years_int,1.0051044062353505,
HL,CH4,2150,sd_dtime_above_yr,0.9138459279742808,
HL,CH4,2150,mean_dt_firstcross_yr,0.8534171110829991,entry side only; understates on peak-and-decline
HL,CH4,2300,n_draws,2000.0,
HL,CH4,2300,n_bifurcation,12.0,"never crosses at base, crosses under pulse"
HL,CH4,2300,n_quantization,1079.0,"crosses in both, integer year count differs"
HL,CH4,2300,p_fired,0.5455,
HL,CH4,2300,ais_mean_cm,0.8934499061936229,
HL,CH4,2300,ais_median_cm,0.6975715368644728,
HL,CH4,2300,ais_smooth_term_cm,0.02999560926919592,P(smooth)*E[d|smooth]
HL,CH4,2300,ais_premium_cm,0.8634542969244269,P(fired)*E[d|fired]
HL,CH4,2300,ais_cond_mean_fired_cm,1.582867638724889,
HL,CH4,2300,ais_median_smooth_cm,0.05874860805139548,
HL,CH4,2300,total_mean_cm,1.0853046298302365,
HL,CH4,2300,total_median_cm,0.8912919757916313,
HL,CH4,2300,n_cross_both,1210.0,
HL,CH4,2300,mean_dn_years_int,0.8885,what the annual step charges
HL,CH4,2300,mean_dtime_above_yr,0.8968893859472689,what a sub-annual solver would charge
HL,CH4,2300,quantization_bias_yr,-0.008389385947268901,
HL,CH4,2300,quantization_bias_ratio,0.9906461308621595,
HL,CH4,2300,sd_dn_years_int,1.11206388892299,
HL,CH4,2300,sd_dtime_above_yr,1.0019145950741815,
HL,CH4,2300,mean_dt_firstcross_yr,0.8534171110829991,entry side only; understates on peak-and-decline
H,CO2,2100,n_draws,2000.0,
H,CO2,2100,n_bifurcation,3.0,"never crosses at base, crosses under pulse"
H,CO2,2100,n_quantization,196.0,"crosses in both, integer year count differs"
H,CO2,2100,p_fired,0.0995,
H,CO2,2100,ais_mean_cm,0.10329446801366106,
H,CO2,2100,ais_median_cm,0.009491930196803722,
H,CO2,2100,ais_smooth_term_cm,0.009005328365278916,P(smooth)*E[d|smooth]
H,CO2,2100,ais_premium_cm,0.09428913964838215,P(fired)*E[d|fired]
H,CO2,2100,ais_cond_mean_fired_cm,0.9476295442048457,
H,CO2,2100,ais_median_smooth_cm,0.009028143883881512,
H,CO2,2100,total_mean_cm,0.1701244946099413,
H,CO2,2100,total_median_cm,0.07549506741660394,
H,CO2,2100,n_cross_both,1482.0,
H,CO2,2100,mean_dn_years_int,0.0995,what the annual step charges
H,CO2,2100,mean_dtime_above_yr,0.09822347040606821,what a sub-annual solver would charge
H,CO2,2100,quantization_bias_yr,0.001276529593931791,
H,CO2,2100,quantization_bias_ratio,1.0129961768674478,
H,CO2,2100,sd_dn_years_int,0.2994070344633589,
H,CO2,2100,sd_dtime_above_yr,0.06269967766855666,
H,CO2,2100,mean_dt_firstcross_yr,0.13234055407182937,entry side only; understates on peak-and-decline
H,CO2,2150,n_draws,2000.0,
H,CO2,2150,n_bifurcation,0.0,"never crosses at base, crosses under pulse"
H,CO2,2150,n_quantization,264.0,"crosses in both, integer year count differs"
H,CO2,2150,p_fired,0.132,
H,CO2,2150,ais_mean_cm,0.14467095774897176,
H,CO2,2150,ais_median_cm,0.019841554129072847,
H,CO2,2150,ais_smooth_term_cm,0.018821320218459312,P(smooth)*E[d|smooth]
H,CO2,2150,ais_premium_cm,0.12584963753051245,P(fired)*E[d|fired]
H,CO2,2150,ais_cond_mean_fired_cm,0.9534063449281247,
H,CO2,2150,ais_median_smooth_cm,0.0180319833782292,
H,CO2,2150,total_mean_cm,0.226949979662052,
H,CO2,2150,total_median_cm,0.10217800698168844,
H,CO2,2150,n_cross_both,1913.0,
H,CO2,2150,mean_dn_years_int,0.132,what the annual step charges
H,CO2,2150,mean_dtime_above_yr,0.12722061645952504,what a sub-annual solver would charge
H,CO2,2150,quantization_bias_yr,0.0047793835404749685,
H,CO2,2150,quantization_bias_ratio,1.0375676810369452,
H,CO2,2150,sd_dn_years_int,0.3385754224073704,
H,CO2,2150,sd_dtime_above_yr,0.03830967168801968,
H,CO2,2150,mean_dt_firstcross_yr,0.13300639462574917,entry side only; understates on peak-and-decline
H,CO2,2300,n_draws,2000.0,
H,CO2,2300,n_bifurcation,0.0,"never crosses at base, crosses under pulse"
H,CO2,2300,n_quantization,283.0,"crosses in both, integer year count differs"
H,CO2,2300,p_fired,0.1415,
H,CO2,2300,ais_mean_cm,0.20506970135102967,
H,CO2,2300,ais_median_cm,0.06549628916708627,
H,CO2,2300,ais_smooth_term_cm,0.06817851373340053,P(smooth)*E[d|smooth]
H,CO2,2300,ais_premium_cm,0.1368911876176291,P(fired)*E[d|fired]
H,CO2,2300,ais_cond_mean_fired_cm,0.9674288877570963,
H,CO2,2300,ais_median_smooth_cm,0.05650671064586277,
H,CO2,2300,total_mean_cm,0.3355494245668923,
H,CO2,2300,total_median_cm,0.20987929639221647,
H,CO2,2300,n_cross_both,1987.0,
H,CO2,2300,mean_dn_years_int,0.146,what the annual step charges
H,CO2,2300,mean_dtime_above_yr,0.1405137527650626,what a sub-annual solver would charge
H,CO2,2300,quantization_bias_yr,0.0054862472349374025,
H,CO2,2300,quantization_bias_ratio,1.0390442012043501,
H,CO2,2300,sd_dn_years_int,0.402200052761335,
H,CO2,2300,sd_dtime_above_yr,0.22035185823257533,
H,CO2,2300,mean_dt_firstcross_yr,0.13623436520039636,entry side only; understates on peak-and-decline
H,CH4,2100,n_draws,2000.0,
H,CH4,2100,n_bifurcation,10.0,"never crosses at base, crosses under pulse"
H,CH4,2100,n_quantization,1129.0,"crosses in both, integer year count differs"
H,CH4,2100,p_fired,0.5695,
H,CH4,2100,ais_mean_cm,0.7042444134266842,
H,CH4,2100,ais_median_cm,0.6899892895209536,
H,CH4,2100,ais_smooth_term_cm,0.022776974082360794,P(smooth)*E[d|smooth]
H,CH4,2100,ais_premium_cm,0.6814674393443235,P(fired)*E[d|fired]
H,CH4,2100,ais_cond_mean_fired_cm,1.1966065660128595,
H,CH4,2100,ais_median_smooth_cm,0.049662401573280945,
H,CH4,2100,total_mean_cm,1.1113713792968969,
H,CH4,2100,total_median_cm,1.0975039590427897,
H,CH4,2100,n_cross_both,1482.0,
H,CH4,2100,mean_dn_years_int,0.662,what the annual step charges
H,CH4,2100,mean_dtime_above_yr,0.6554378602182162,what a sub-annual solver would charge
H,CH4,2100,quantization_bias_yr,0.006562139781783882,
H,CH4,2100,quantization_bias_ratio,1.0100118412134433,
H,CH4,2100,sd_dn_years_int,0.6426215692307718,
H,CH4,2100,sd_dtime_above_yr,0.5255733416016349,
H,CH4,2100,mean_dt_firstcross_yr,0.8829121191927416,entry side only; understates on peak-and-decline
H,CH4,2150,n_draws,2000.0,
H,CH4,2150,n_bifurcation,0.0,"never crosses at base, crosses under pulse"
H,CH4,2150,n_quantization,1255.0,"crosses in both, integer year count differs"
H,CH4,2150,p_fired,0.6275,
H,CH4,2150,ais_mean_cm,0.7706318085513052,
H,CH4,2150,ais_median_cm,0.7995233777014832,
H,CH4,2150,ais_smooth_term_cm,0.025279991148752765,P(smooth)*E[d|smooth]
H,CH4,2150,ais_premium_cm,0.7453518174025525,P(fired)*E[d|fired]
H,CH4,2150,ais_cond_mean_fired_cm,1.187811661199287,
H,CH4,2150,ais_median_smooth_cm,0.061046609842279054,
H,CH4,2150,total_mean_cm,1.0718654059974142,
H,CH4,2150,total_median_cm,1.0993997180156043,
H,CH4,2150,n_cross_both,1913.0,
H,CH4,2150,mean_dn_years_int,0.72,what the annual step charges
H,CH4,2150,mean_dtime_above_yr,0.7137608284982664,what a sub-annual solver would charge
H,CH4,2150,quantization_bias_yr,0.006239171501733587,
H,CH4,2150,quantization_bias_ratio,1.0087412635334172,
H,CH4,2150,sd_dn_years_int,0.6251363032962087,
H,CH4,2150,sd_dtime_above_yr,0.4631007453403138,
H,CH4,2150,mean_dt_firstcross_yr,0.7462214620996047,entry side only; understates on peak-and-decline
H,CH4,2300,n_draws,2000.0,
H,CH4,2300,n_bifurcation,0.0,"never crosses at base, crosses under pulse"
H,CH4,2300,n_quantization,1271.0,"crosses in both, integer year count differs"
H,CH4,2300,p_fired,0.6355,
H,CH4,2300,ais_mean_cm,0.7978123266280507,
H,CH4,2300,ais_median_cm,0.8193267976791532,
H,CH4,2300,ais_smooth_term_cm,0.03737447128221996,P(smooth)*E[d|smooth]
H,CH4,2300,ais_premium_cm,0.7604378553458307,P(fired)*E[d|fired]
H,CH4,2300,ais_cond_mean_fired_cm,1.1965977267440295,
H,CH4,2300,ais_median_smooth_cm,0.08365485014003582,
H,CH4,2300,total_mean_cm,1.0152552172804459,
H,CH4,2300,total_median_cm,1.0237453808950647,
H,CH4,2300,n_cross_both,1987.0,
H,CH4,2300,mean_dn_years_int,0.729,what the annual step charges
H,CH4,2300,mean_dtime_above_yr,0.7231001045893616,what a sub-annual solver would charge
H,CH4,2300,quantization_bias_yr,0.0058998954106384005,
H,CH4,2300,quantization_bias_ratio,1.008159168244055,
H,CH4,2300,sd_dn_years_int,0.6306804887892682,
H,CH4,2300,sd_dtime_above_yr,0.4694596970156109,
H,CH4,2300,mean_dt_firstcross_yr,0.7256204613299795,entry side only; understates on peak-and-decline
