tag,draw,shift,ll_ais,ll_smb,ll
L14,2,0.24,61.12259329092679,-5.71364809056425,55.40894520036254
L14,2,0.26,55.00767779553328,-5.713976000245056,49.29370179528823
L14,2,0.28,53.62169633024884,-5.718624041903348,47.90307228834549
L14,2,0.3,41.34564858030265,-5.714798912160401,35.63084966814225
L14,3,-0.5,-187.77295639725764,-6.497850239682659,-194.2708066369403
L14,3,-0.48,-164.50943381160232,-6.522361959391731,-171.03179577099405
L14,3,-0.46,-138.36713887150853,-6.5472687252401975,-144.91440759674873
L14,3,-0.44,-117.37781191313101,-6.572571818648009,-123.95038373177903
L14,3,-0.42,-93.22322630261311,-6.598272524412382,-99.8214988270255
L14,3,-0.4,-70.18949370541955,-6.6243721307162655,-76.81386583613582
L14,3,-0.38,-52.445025436320975,-6.650871929136471,-59.095897365457446
L14,3,-0.36,-31.459798378084173,-6.6777732146524755,-38.13757159273665
L14,3,-0.34,-11.521911899763097,-6.705077285654318,-18.226989185417416
L14,3,-0.32,3.002038454222202,-6.732785443951626,-3.7307469897294245
L14,3,-0.3,24.575387613460222,-6.7280769157620455,17.847310697698177
L14,3,-0.28,42.94325234599344,-6.690498430516581,36.25275391547686
L14,3,-0.26,55.39493124114328,-6.652768632152223,48.74216260899106
L14,3,-0.24,66.70799256856338,-6.677535481822177,60.03045708674121
L14,3,-0.22,75.80904186809894,-6.67046222397377,69.13857964412517
L14,3,-0.2,85.04910033767959,-6.69499813253678,78.35410220514281
L14,3,-0.18,91.78191554502003,-6.68748107431321,85.09443447070682
L14,3,-0.16,99.0186201551456,-6.711758693118659,92.30686146202694
L14,3,-0.14,105.02519559825896,-6.736325979061478,98.28886961919748
L14,3,-0.12,109.13026749006579,-6.7281202643265825,102.40214722573921
L14,3,-0.1,113.21694886167877,-6.752392909792782,106.46455595188598
L14,3,-0.08,115.80434688507954,-6.7437338869609045,109.06061299811863
L14,3,-0.06,118.05871512987059,-6.767685008889412,111.29103012098118
L14,3,-0.04,119.4046583803792,-6.758264127797128,112.64639425258207
L14,3,-0.02,119.92624007668402,-6.781860670875786,113.14437940580824
L14,3,0.0,120.23194069568335,-6.7718301330312825,113.46011056265206
L14,3,0.02,119.12194446824108,-6.795042772631006,112.32690169561008
L14,3,0.04,119.52846320071124,-6.751553593032349,112.77690960767889
L14,3,0.06,117.79707321643662,-6.773527170119795,111.02354604631682
L14,3,0.08,116.57980815477737,-6.762190990654187,109.81761716412318
L14,3,0.1,115.04475268127628,-6.750235680600278,108.294517000676
L14,3,0.12,113.11663807084193,-6.738053711361536,106.3785843594804
L14,3,0.14,110.86949315795556,-6.725159326796231,104.14433383115933
L14,3,0.16,107.13019081521699,-6.744728592695165,100.38546222252182
L14,3,0.18,104.40362203787944,-6.731209226010963,97.67241281186848
L14,3,0.2,102.22680412543002,-6.685083130432325,95.54172099499769
L14,3,0.22,98.32637522081477,-6.670617521540394,91.65575769927437
L14,3,0.24,95.76872212767702,-6.624126275633166,89.14459585204386
L14,3,0.26,92.85503313619945,-6.577749463400291,86.27728367279916
L14,3,0.28,88.60040031947204,-6.53169194457125,82.0687083749008
L14,3,0.3,84.34387611567112,-6.514920069929118,77.828956045742
L14,4,-0.5,-175.290376390261,-5.756420791521887,-181.0467971817829
L14,4,-0.48,-152.99815851600275,-5.75027151630173,-158.74843003230447
L14,4,-0.46,-128.31851690812337,-5.74441770842652,-134.06293461654988
L14,4,-0.44,-108.18207193259843,-5.738860391488708,-113.92093232408715
L14,4,-0.42,-85.29584428538203,-5.733600591832835,-91.02944487721487
L14,4,-0.4,-67.29929279249592,-5.728639338562315,-73.02793213105824
L14,4,-0.38,-46.293483678071226,-5.723977663546384,-52.01746134161761
L14,4,-0.36,-26.286673746307343,-5.719616601426987,-32.00629034773433
L14,4,-0.34,-7.274268727793753,-5.715557189625697,-12.98982591741945
L14,4,-0.32,6.958825060778224,-5.7118004683506225,1.2470245924276018
L14,4,-0.3,27.04743898138132,-5.712281130961331,21.33515785041999
L14,4,-0.28,42.95249078120793,-5.717218254729015,37.235272526478916
L14,4,-0.26,52.05875189404438,-5.722775275383652,46.33597661866072
L14,4,-0.24,60.61549645488259,-5.723631091996398,54.89186536288619
L14,4,-0.22,71.95375302501007,-5.719590260561785,66.23416276444829
L14,4,-0.2,82.07346224311082,-5.715811694886721,76.3576505482241
L14,4,-0.18,87.8029344419084,-5.716664294493685,82.08627014741472
L14,4,-0.16,96.06430063289436,-5.7131333613718445,90.35116727152251
L14,4,-0.14,100.09430110668973,-5.7139508412178674,94.38035026547186
L14,4,-0.12,106.55328543337085,-5.710658693788824,100.84262673958202
L14,4,-0.1,109.185907602696,-5.7114703560697215,103.47443724662628
L14,4,-0.08,113.90726744718671,-5.708406136634937,108.19886131055178
L14,4,-0.06,115.36231208127327,-5.709234814011978,109.6530772672613
L14,4,-0.04,118.41869439983905,-5.706385872471723,112.71230852736733
L14,4,-0.02,118.85482990217112,-5.7072140509077895,113.14761585126332
L14,4,0.0,120.31841262193976,-5.704568827786637,114.61384379415313
L14,4,0.02,118.29951934942679,-5.7089748256718345,112.59054452375496
L14,4,0.04,119.08911659976624,-5.706266260437699,113.38285033932854
L14,4,0.06,115.80747548205979,-5.711013965146414,110.09646151691337
L14,4,0.08,116.0075452860984,-5.708238845260614,110.2993064408378
L14,4,0.1,111.63624790798222,-5.713366952457155,105.92288095552507
L14,4,0.12,111.2326809808874,-5.710523254898043,105.52215772598935
L14,4,0.14,108.40010191687497,-5.711763821504463,102.68833809537051
L14,4,0.16,104.61521733105168,-5.7130888010796195,98.90212852997206
L14,4,0.18,97.8344492906226,-5.719075773278583,92.11537351734401
L14,4,0.2,92.3073412905153,-5.725892805338557,86.58144848517674
L14,4,0.22,86.83740711638004,-5.7335981328192105,81.10380898356082
L14,4,0.24,79.9118539815804,-5.742215084450385,74.16963889713003
L14,4,0.26,75.35822000751301,-5.745017981568056,69.61320202594496
L14,4,0.28,72.2744480530839,-5.747991167206348,66.52645688587755
L14,4,0.3,69.23806611556056,-5.751094341764206,63.48697177379635
L14,5,-0.5,-268.5638776118617,-6.044952448397406,-274.6088300602591
L14,5,-0.48,-237.9645626631543,-6.028131307812827,-243.99269397096714
L14,5,-0.46,-208.25925888504258,-6.011697169514288,-214.27095605455688
L14,5,-0.44,-179.95631418711758,-5.995651681283892,-185.9519658684015
L14,5,-0.42,-152.7226423462606,-5.979996496257273,-158.7026388425179
L14,5,-0.4,-126.76176969383471,-5.964733272939293,-132.726502966774
L14,5,-0.38,-102.01769848004673,-5.949863675220307,-107.96756215526705
L14,5,-0.36,-79.08427228597822,-5.9353893723924145,-85.01966165837064
L14,5,-0.34,-56.69606373334514,-5.921312039165456,-62.6173757725106
L14,5,-0.32,-36.57349048319227,-5.907633355683464,-42.48112383887574
L14,5,-0.3,-16.61215265160172,-5.894355007540893,-22.506507659142613
L14,5,-0.28,2.142159427500701,-5.881478685798994,-3.739319258298293
L14,5,-0.26,18.202681326165347,-5.869006087002136,12.333675239163211
L14,5,-0.24,34.42233529146752,-5.8569389131943765,28.565396378273142
L14,5,-0.22,49.39392573058416,-5.845278871935901,43.548646858648254
L14,5,-0.2,63.13729061832946,-5.834027676319574,57.30326294200989
L14,5,-0.18,73.92633489758538,-5.823187044987526,68.10314785259786
L14,5,-0.16,86.42580466485049,-5.82171157722515,80.60409308762534
L14,5,-0.14,95.06732983622335,-5.8391361734178036,89.22819366280555
L14,5,-0.12,101.63238859377358,-5.838020561177268,95.79436803259631
L14,5,-0.1,106.7762535607837,-5.8370002291230465,100.93925333166065
L14,5,-0.08,112.37947822834415,-5.826658670886738,106.55281955745741
L14,5,-0.06,115.24963625981219,-5.825779431541898,109.42385682827029
L14,5,-0.04,118.30499323413386,-5.815940876489932,112.48905235764393
L14,5,-0.02,119.84171967700645,-5.806466881230261,114.03525279577619
L14,5,0.0,119.81501139991511,-5.805780449680748,114.00923095023435
L14,5,0.02,118.8646585497298,-5.796792550725288,113.06786599900451
L14,5,0.04,117.2469291606575,-5.796224443140032,111.45070471751747
L14,5,0.06,115.11458805706212,-5.795709079140692,109.31887897792143
L14,5,0.08,110.89938003680076,-5.787305443426569,105.11207459337419
L14,5,0.1,107.49901007686262,-5.786922960884066,101.71208711597855
L14,5,0.12,101.00527288974261,-5.778969153361016,95.2263037363816
L14,5,0.14,99.85011016549034,-5.786260593977195,94.06384957151315
L14,5,0.16,91.99480631411132,-5.778509606758998,86.21629670735231
L14,5,0.18,90.52998540075305,-5.785995417520988,84.74398998323205
L14,5,0.2,81.43660968588011,-5.778433584937486,75.65817610094263
L14,5,0.22,79.05890740288095,-5.78613861962421,73.27276878325674
L14,5,0.24,68.73013433074445,-5.778753006118177,62.95138132462627
L14,5,0.26,61.75310574958067,-5.779007149830709,55.97409859974996
L14,5,0.28,58.64114196053379,-5.786992146992051,52.85414981354174
L14,5,0.3,50.812442269451296,-5.787536587091083,45.02490568236021
L14,6,-0.5,-121.15284299354067,-6.367368692098456,-127.52021168563913
L14,6,-0.48,-107.8598918798904,-6.349769379833415,-114.20966125972382
L14,6,-0.46,-88.58814631698397,-6.3323838516982605,-94.92053016868223
L14,6,-0.44,-71.71792717063607,-6.3152128196059385,-78.033139990242
L14,6,-0.42,-60.07843304974631,-6.298256997254323,-66.37669004700064
L14,6,-0.4,-44.22915887876587,-6.281517100130411,-50.51067597889628
L14,6,-0.38,-28.966172054557603,-6.264993845514541,-35.23116590007214
L14,6,-0.36,-14.21364089088209,-6.248687952484401,-20.462328843366492
L14,6,-0.34,-4.872528277257459,-6.232600141919285,-11.105128419176744
L14,6,-0.32,8.992913064386883,-6.216731136504103,2.7761819278827797
L14,6,-0.3,17.061081932189325,-6.201081660733664,10.860000271455661
L14,6,-0.28,29.936641469165338,-6.1856524409169,23.750989028248437
L14,6,-0.26,42.26586539525515,-6.170444205180883,36.09542119007426
L14,6,-0.24,48.59204200990635,-6.155457683475191,42.43658432643116
L14,6,-0.22,59.78012964404961,-6.140693607575992,53.63943603647362
L14,6,-0.2,70.33845269478908,-6.126152711090256,64.21229998369883
L14,6,-0.18,80.27242422879158,-6.111835729460123,74.16058849933145
L14,6,-0.16,89.2719698747841,-6.097743399966945,83.17422647481716
L14,6,-0.14,101.06928220856184,-6.126602069646869,94.94268013891498
L14,6,-0.12,108.16243215490974,-6.156972564857076,102.00545959005267
L14,6,-0.1,111.84618485756862,-6.16567269151764,105.68051216605097
L14,6,-0.08,114.4454358849939,-6.17465516778523,108.27078071720867
L14,6,-0.06,117.06736593866293,-6.160854172164477,110.90651176649845
L14,6,-0.04,118.44336575228105,-6.170037355452028,112.27332839682903
L14,6,-0.02,120.01449869279983,-6.156519394378407,113.85797929842143
L14,6,0.0,120.52648296103114,-6.165765956171181,114.36071700485995
L14,6,0.02,121.09922506819173,-6.152526914248824,114.9466981539429
L14,6,0.04,121.01934632618892,-6.161974835172931,114.857371491016
L14,6,0.06,120.65237916070757,-6.1490098195989376,114.50336934110862
L14,6,0.08,120.1691656009748,-6.158787166994898,114.0103784339799
L14,6,0.1,119.49284390880358,-6.168740556127036,113.32410335267654
L14,6,0.12,118.13910309970393,-6.156137286810762,111.98296581289317
L14,6,0.14,116.08505810832084,-6.143704603352704,109.94135350496813
L14,6,0.16,116.37384853951149,-6.176873865552508,110.19697467395898
L14,6,0.18,115.14087468317132,-6.187770647087981,108.95310403608333
L14,6,0.2,113.52038906149446,-6.199132605007465,107.32125645648699
L14,6,0.22,110.60577844478468,-6.234971509595656,104.37080693518902
L14,6,0.24,109.17177129289271,-6.223013412669945,102.94875788022277
L14,6,0.26,106.73019664872812,-6.23544295220421,100.49475369652392
L14,6,0.28,103.44984805779575,-6.248279535153139,97.2015685226426
L14,6,0.3,97.77716805804698,-6.2870654218567825,91.4901026361902
L14,7,-0.5,-572.482998321713,-5.736120022082903,-578.2191183437959
L14,7,-0.48,-518.1681569216331,-5.742968300343489,-523.9111252219766
L14,7,-0.46,-466.8372626498808,-5.7503075923910885,-472.5875702422719
L14,7,-0.44,-418.50282163313796,-5.758139902082571,-424.26096153522053
L14,7,-0.42,-373.153287755562,-5.7664672397645145,-378.9197549953265
L14,7,-0.4,-330.713818632285,-5.77529162229278,-336.4891102545778
L14,7,-0.38,-290.62564165014135,-5.784615073052415,-296.41025672319375
L14,7,-0.36,-252.96952632812614,-5.794439621977166,-258.7639659501033
L14,7,-0.34,-218.98273867433946,-5.804767305569486,-224.78750597990896
L14,7,-0.32,-185.75197436197496,-5.815600166920379,-191.56757452889534
L14,7,-0.3,-153.39531371614092,-5.826940255729322,-159.22225397187023
L14,7,-0.28,-121.65957248133586,-5.838789628324274,-127.49836210966014
L14,7,-0.26,-90.63172446399628,-5.851150347681792,-96.48287481167807
L14,7,-0.24,-61.71665742561882,-5.864024483447098,-67.58068190906592
L14,7,-0.22,-35.00778607842631,-5.8774141119542485,-40.88520019038056
L14,7,-0.2,-10.395592162738296,-5.891321316246488,-16.286913478984786
L14,7,-0.18,4.7155889626638725,-5.905748186096437,-1.1901592234325644
L14,7,-0.16,25.294008594464586,-5.920696818026517,19.37331177643807
L14,7,-0.14,43.83106613863454,-5.936169315329353,37.89489682330519
L14,7,-0.12,60.294299141646135,-5.952167788088345,54.34213135355779
L14,7,-0.1,66.16346113247403,-5.9686943531981065,60.19476677927592
L14,7,-0.08,78.39140068610857,-5.985751134385102,72.40564955172347
L14,7,-0.06,88.50238277264023,-6.0033402622283685,82.49904251041187
L14,7,-0.04,96.51987100182421,-6.021463874180224,90.49840712764399
L14,7,-0.02,109.30874646203816,-6.02098750402634,103.28775895801182
L14,7,0.0,116.7543695696794,-5.98356059011357,110.77080897956583
L14,7,0.02,114.32606953265228,-5.982301060148185,108.3437684725041
L14,7,0.04,110.22758871975572,-5.980854165731722,104.24673455402399
L14,7,0.06,103.1434437334388,-5.997226259169221,97.14621747426958
L14,7,0.08,96.3121069869336,-5.995495915146523,90.31661107178708
L14,7,0.1,84.87058525286386,-6.012095280802414,78.85848997206145
L14,7,0.12,76.04076848899169,-6.0101759941913535,70.03059249480033
L14,7,0.14,67.11611791567191,-6.008202113434024,61.10791580223788
L14,7,0.16,50.191370867848605,-6.024761342094284,44.16660952575432
L14,7,0.18,40.30479943288418,-6.022388331333691,34.282411101550494
L14,7,0.2,30.78770870423162,-6.019917793039546,24.767790911192073
L14,7,0.22,8.92800429730579,-6.036380340316245,2.8916239569895454
L14,7,0.24,14.432807186434573,-6.014616426097218,8.418190760337355
L14,7,0.26,6.094676023122645,-6.011639186257192,0.08303683686545327
L14,7,0.28,-2.8974469445902287,-6.008374314310118,-8.905821258900346
L14,7,0.3,-0.9519264177530999,-5.986766266540766,-6.938692684293866
L14,8,-0.5,-556.2591382352881,-5.691774466617915,-561.950912701906
L14,8,-0.48,-502.05217548251335,-5.693278049789247,-507.7454535323026
L14,8,-0.46,-450.0698958918498,-5.695429802795873,-455.7653256946457
L14,8,-0.44,-400.32371097724774,-5.698232866133298,-406.02194384338105
L14,8,-0.42,-352.7596433012252,-5.701690392268697,-358.4613336934939
L14,8,-0.4,-307.26500600776023,-5.705805545683432,-312.97081155344364
L14,8,-0.38,-264.90488563025826,-5.710581502915726,-270.615467133174
L14,8,-0.36,-223.84274161254868,-5.716021452603493,-229.55876306515216
L14,8,-0.34,-184.94263701987697,-5.722128595527268,-190.66476561540424
L14,8,-0.32,-148.27173211553853,-5.728906144653359,-154.0006382601919
L14,8,-0.3,-113.79041857412935,-5.736357325177087,-119.52677589930643
L14,8,-0.28,-81.46999356854613,-5.744485374566243,-87.21447894311237
L14,8,-0.26,-51.500056659248315,-5.753293542604598,-57.25335020185291
L14,8,-0.24,-22.214843551511564,-5.746524463750314,-27.961368015261876
L14,8,-0.22,0.06225541039125915,-5.744700492120734,-5.682445081729475
L14,8,-0.2,20.487117071600636,-5.747734539196633,14.739382532404004
L14,8,-0.18,41.175128632169276,-5.756105713644201,35.41902291852507
L14,8,-0.16,56.965133387548036,-5.759269875563941,51.20586351198409
L14,8,-0.14,73.10196373267885,-5.768295551576856,67.333668181102
L14,8,-0.12,84.67659214170503,-5.771617322049858,78.90497481965517
L14,8,-0.1,94.25295709340728,-5.774952011646334,88.47800508176094
L14,8,-0.08,104.03620474989596,-5.784637693590058,98.2515670563059
L14,8,-0.06,109.94432650195559,-5.7879501480111655,104.15637635394442
L14,8,-0.04,114.1863370141366,-5.7912239556054805,108.39511305853112
L14,8,-0.02,117.9988716808829,-5.801448385175202,112.1974232957077
L14,8,0.0,117.93816451829346,-5.797582349699676,112.14058216859378
L14,8,0.02,117.84244015935725,-5.800542828221019,112.04189733113623
L14,8,0.04,116.68189592297936,-5.803286033510338,110.87860988946903
L14,8,0.06,114.14148549748393,-5.798698641900641,108.34278685558328
L14,8,0.08,111.38662004401712,-5.808232483690377,105.57838756032675
L14,8,0.1,107.38181391238555,-5.803179502394848,101.57863440999071
L14,8,0.12,102.62107026866002,-5.7978953499074635,96.82317491875256
L14,8,0.14,98.25802898218265,-5.779150327714185,92.47887865446846
L14,8,0.16,93.39675726408015,-5.7736510552663844,87.62310620881377
L14,8,0.18,88.2103112004209,-5.768012424475528,82.44229877594537
L14,8,0.2,82.3771226387911,-5.774259030470734,76.60286360832038
L14,8,0.22,76.1071255369504,-5.774285429134082,70.33284010781632
L14,8,0.24,73.43894442620876,-5.780486471814286,67.65845795439448
L14,8,0.26,75.06127007801459,-5.7868308617989115,69.27443921621568
L14,8,0.28,74.3726289272736,-5.793356390071761,68.57927253720183
L14,8,0.3,80.05087705927028,-5.799963077517864,74.25091398175242
L14,9,-0.5,-259.81997200782484,-6.788311217881329,-266.60828322570615
L14,9,-0.48,-221.46626898326286,-6.757290427665639,-228.22355941092852
L14,9,-0.46,-191.8837247654056,-6.726669158699936,-198.61039392410552
L14,9,-0.44,-156.56425985845738,-6.696449330472254,-163.26070918892964
L14,9,-0.42,-122.91281890928195,-6.666632869329558,-129.5794517786115
L14,9,-0.4,-91.32945656550393,-6.637221708500191,-97.96667827400412
L14,9,-0.38,-61.59694772007748,-6.640739193042594,-68.23768691312007
L14,9,-0.36,-32.581669727270196,-6.711581093113038,-39.293250820383236
L14,9,-0.34,-13.27623488632642,-6.717104184087927,-19.993339070414347
L14,9,-0.32,2.9193663250729855,-6.72299912416342,-3.803632799090434
L14,9,-0.3,22.855723526646955,-6.695609765923653,16.160113760723302
L14,9,-0.28,40.80028975742506,-6.668575844354043,34.13171391307102
L14,9,-0.26,52.14557263208192,-6.67520473137519,45.470367900706734
L14,9,-0.24,67.0107683861697,-6.648920655172748,60.361847730996956
L14,9,-0.22,75.41616729921104,-6.655529482736524,68.76063781647451
L14,9,-0.2,87.29862557615206,-6.629984877831679,80.66864069832039
L14,9,-0.18,97.22225666176297,-6.604781351830789,90.61747530993217
L14,9,-0.16,102.29364705894494,-6.612092449012164,95.68155460993277
L14,9,-0.14,106.24438514130222,-6.619632759626871,99.62475238167535
L14,9,-0.12,112.5343324462423,-6.595532874033498,105.93879957220881
L14,9,-0.1,114.79779156100682,-6.603529247002656,108.19426231400416
L14,9,-0.08,118.49961163588308,-6.580134858679109,111.91947677720398
L14,9,-0.06,120.32413776368226,-6.5570585393684055,113.76707922431385
L14,9,-0.04,119.84215047896238,-6.5973413909659495,113.24480908799643
L14,9,-0.02,120.67810130260405,-6.57502315686691,114.10307814573714
L14,9,0.0,118.45696994138704,-6.616672792835825,111.84029714855122
L14,9,0.02,118.48113171510988,-6.595129805907781,111.8860019092021
L14,9,0.04,114.30626542636219,-6.638270704117123,107.66799472224507
L14,9,0.06,113.48622661110478,-6.6175238531626785,106.8687027579421
L14,9,0.08,110.33992041703566,-6.629273253888973,103.71064716314669
L14,9,0.1,105.7925088363625,-6.641572547923877,99.15093628843863
L14,9,0.12,101.63165873479059,-6.654803258643047,94.97685547614755
L14,9,0.14,91.30031854822997,-6.73620968467867,84.5641088635513
L14,9,0.16,84.60336674152626,-6.786924004759142,77.81644273676712
L14,9,0.18,81.23301375552442,-6.80435433114483,74.42865942437959
L14,9,0.2,69.53784635019099,-6.858942424738769,62.67890392545222
L14,9,0.22,65.6072202023811,-6.878817242493101,58.728402959888
L14,9,0.24,64.2954447145272,-6.8628606756879975,57.43258403883921
L14,9,0.26,60.05870121755872,-6.883792577694317,53.174908639864405
L14,9,0.28,55.908283772160544,-6.868660043580471,49.039623728580075
L14,9,0.3,49.152879751470905,-6.853857305653609,42.2990224458173
L14,10,-0.5,-140.34472320557336,-6.123065562987363,-146.46778876856072
L14,10,-0.48,-121.89988599527129,-6.108215370069019,-128.0081013653403
L14,10,-0.46,-101.83356061708355,-6.093608860830977,-107.92716947791453
L14,10,-0.44,-82.54142981715015,-6.079246870196802,-88.62067668734694
L14,10,-0.42,-63.963123225700826,-6.065130235265205,-70.02825346096603
L14,10,-0.4,-48.907310819823124,-6.051259795315064,-54.958570615138186
L14,10,-0.38,-31.71248037496281,-6.037636391810914,-37.75011676677372
L14,10,-0.36,-18.469340769863777,-6.024260868407924,-24.493601638271702
L14,10,-0.34,-2.721816026574743,-6.011134070957379,-8.732950097532122
L14,10,-0.32,12.305662494594998,-5.998256847511892,6.3074056470831055
L14,10,-0.3,23.02484391581055,-5.985630048330641,17.03921386747991
L14,10,-0.28,36.5225262184002,-5.973254525884751,30.54927169251545
L14,10,-0.26,49.258573957642426,-5.961131134862579,43.29744282277985
L14,10,-0.24,61.24647042548497,-5.949260732175041,55.29720969330993
L14,10,-0.22,68.79293654651327,-5.937644176960898,62.85529236955237
L14,10,-0.2,82.43867637004752,-5.937630668358162,76.50104570168935
L14,10,-0.18,93.81054992869709,-5.961377285630956,87.84917264306613
L14,10,-0.16,99.77243738594376,-5.9621692477826524,93.8102681381611
L14,10,-0.14,104.47842396663079,-5.963142096356857,98.51528187027392
L14,10,-0.12,109.31463490749404,-5.952364750004136,103.3622701574899
L14,10,-0.1,112.3494178341178,-5.953541983661731,106.39587585045606
L14,10,-0.08,115.63736193631098,-5.943155363896886,109.69420657241409
L14,10,-0.06,117.96297338156344,-5.932981281794389,112.02999209976906
L14,10,-0.04,119.11728462080711,-5.9344084269554696,113.18287619385164
L14,10,-0.02,119.70525032179467,-5.935860328569469,113.76938999322519
