year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.7071115948696582,-1.2522101642896044,-0.7557964854148331,-1.9838383130151318,-0.46838412855711187,-0.7681519642532018,-7.314070890752814,-6.385304317405022,-5.347980725905558,-8.212751615113525,-4.541224758279979,-7.27700420293,-4.53488217136928,-4.097930170416104,-3.686735785762795,-5.220171348836937,-2.9177044590533896,-4.130332357233222,-4.037466172596941,-3.631533344339975,-3.2301855198201577,-4.86702403555398,-2.407062797417874,-3.6098928928375242,-15.670750904375168,-14.06343409363257,-12.644509264524592,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1901,-1.6887425617470815,-1.2410219339652018,-0.7548737651865488,-1.97009739190137,-0.45714632955766926,-0.7626991406142858,-7.276152588080359,-6.351419815035587,-5.319396381672138,-8.23117235288212,-4.413122149430809,-7.19201579961,-4.478466008579552,-4.051205823756343,-3.649761284923718,-5.14197662505658,-2.9024628772720784,-4.14182832891291,-4.009135932785548,-3.606051468794737,-3.207519836319723,-4.790814132214672,-2.4109681811666874,-3.6964476108551025,-15.236056071013575,-13.653153394814499,-12.249572070618061,NaN,NaN,-13.717743189686836,-7.19201579961,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1902,-1.670333740002363,-1.2301131786123616,-0.7536943744908374,-1.9619793686037288,-0.46468364650889876,-0.7572272434890415,-7.200775734671395,-6.285169539123434,-5.261987223322237,-8.023783848805499,-4.400243219626745,-7.10599819097,-4.415659526043495,-4.002609895555121,-3.6114869532416987,-5.144530375262019,-2.8871028499722966,-4.110059530084785,-3.984952085223598,-3.5842991010816068,-3.18817148493579,-4.807681013033851,-2.4413012141468133,-3.7697138309478753,-14.93861580911316,-13.37760717047845,-11.98482820164045,NaN,NaN,-13.307361420412224,-7.10599819097,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1903,-1.6522071494075345,-1.2189677294584622,-0.7521758536211931,-1.9180138292098452,-0.4933020605022208,-0.7518496647536901,-7.120806944095938,-6.216993786508093,-5.204600800790163,-8.112860978842363,-4.350968920793566,-7.04884410771,-4.374639243116878,-3.969086306919259,-3.584405363027995,-5.079720545543117,-2.8179166484541027,-4.069244558160955,-3.9653162111905784,-3.56663744690351,-3.172461751836113,-4.7565390930310265,-2.387845710506066,-3.89201683998108,-14.780269446950605,-13.238455866317505,-11.866491454492222,NaN,NaN,-13.366047505500095,-7.04884410771,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1904,-1.6348219504218948,-1.2082395604638059,-0.7510429496930704,-1.9205847794726763,-0.5121643298282933,-0.7464302197158481,-7.054348437191864,-6.161112537123117,-5.160194062176609,-7.977460647056423,-4.26743825230694,-6.9647086707,-4.339727436619207,-3.9433754766525695,-3.5654609769710297,-4.927621097277017,-2.917419781295382,-3.986545354669745,-3.991803976119499,-3.5904620927195623,-3.193653358420093,-4.834744259695442,-2.413755079035937,-4.005975580215455,-14.730687664889102,-13.207232679771892,-11.849451119066792,NaN,NaN,-13.401862591297018,-6.9647086707,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1905,-1.6171722569212126,-1.1982164046676433,-0.7515222552119583,-1.9043198927704648,-0.49609068590506056,-0.740978254383817,-6.989288360896918,-6.104975203203609,-5.115550149435663,-7.851741958998032,-4.213695730693812,-6.86514507207,-4.31246502815407,-3.9244828828108997,-3.5518247577034554,-4.885281599556822,-3.022637137605505,-3.965610296075995,-3.9763061333712377,-3.576522426032659,-3.1812542682249467,-4.719838705369174,-2.456248965264099,-4.084479761123657,-14.555549243840554,-13.052594227600517,-11.707168206229618,NaN,NaN,-13.311246733632538,-6.86514507207,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1906,-1.599795474855834,-1.1898358507245206,-0.7490814113947718,-1.8381396837978035,-0.4865691752817983,-0.7355258122146275,-6.911303670112099,-6.038363065460931,-5.062025986463151,-7.698870520753972,-4.318141405439936,-6.78516536626,-4.2687015283058685,-3.8893272434093737,-3.521804249259664,-4.83323983363549,-2.9777069987295017,-3.9195184534246272,-3.9455965086292744,-3.5489003924415083,-3.156684951500047,-4.814622156515508,-2.3535639556995798,-4.1820330142974855,-14.599563430166947,-13.110784645787437,-11.77884908040662,NaN,NaN,-13.567440039263273,-6.78516536626,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1907,-1.5841381147820957,-1.1796358239644076,-0.7450178589035006,-1.8541197135608505,-0.4867413837512317,-0.7300945416152622,-6.830885787799942,-5.970909722370137,-5.0099702742167755,-7.726694594929015,-4.1430078143258235,-6.7199607459,-4.244173212358143,-3.8737451476273668,-3.5120018878834065,-4.81878945059168,-2.941435841007897,-3.8829637354070488,-3.9124945871928714,-3.5191265872084356,-3.130201671459754,-4.639341252426171,-2.3847007603718975,-4.245766305923461,-14.490137882077724,-13.028482986880913,-11.706874168610929,NaN,NaN,-13.430518857797505,-6.7199607459,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1908,-1.5686313316606735,-1.1692399823577944,-0.7417178988892885,-1.852108341552438,-0.49664745367715774,-0.7246861591994909,-6.7657358662607034,-5.918036889612405,-4.968799712079664,-7.676120159088516,-4.109376062175412,-6.64097972783,-4.224632850240262,-3.8617595608600475,-3.504357531225827,-4.741850486753652,-2.9683914169767442,-3.8119527643377134,-3.946398483957705,-3.549621735982737,-3.1573265739886094,-4.742567573379019,-2.2978834877982965,-4.304152536392211,-14.357011228884573,-12.906462511996395,-11.605840267746991,NaN,NaN,-13.478100215899776,-6.64097972783,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1909,-1.5522847700733586,-1.1601601424272094,-0.7364431620736395,-1.8238414617951504,-0.4603269108389357,-0.719240202015653,-6.6927405874004595,-5.858313401399474,-4.921985213225412,-7.545215722502922,-4.035901817837961,-6.56629558477,-4.1699273697104555,-3.8175820778463008,-3.4690125989334955,-4.646228570155515,-3.0033696559870973,-3.7546384638006036,-3.9599633924923276,-3.56182280852441,-3.1681792150394794,-4.7669477807167775,-2.3986709397725416,-4.4123697757720945,-14.140992594296126,-12.71256839471069,-11.426462446762807,NaN,NaN,-13.127202387002756,-6.56629558477,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1910,-1.535568054419693,-1.150770508103474,-0.7379452731957967,-1.8178039206108194,-0.4917029410272691,-0.713820756977811,-6.62463569183926,-5.803126945606726,-4.878093202428572,-7.498220373084198,-4.089317604531316,-6.4967437354,-4.115117092360684,-3.7718830646090504,-3.430571306975705,-4.442023501811586,-3.0682107025276366,-3.709659749811346,-3.933401952478687,-3.537931895025764,-3.1469286645085632,-4.7190122413988895,-2.4018385750342124,-4.497396707534791,-13.94957902405341,-12.534519312564377,-11.270121349467967,NaN,NaN,-12.932223767549981,-6.4967437354,"posterior_predictive_ladrillo.jl | tag L29 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L29.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
