rff_idx,cum_co2_2030,cum_co2_2100,cum_co2_2300,peak_co2_emissions,peak_co2_year,slope_co2_2050_2100,frac_negative_post_2050,cum_ch4_2100
50,661.475536968191,3176.125742559335,6331.830119650882,42.93093283037142,2035,-0.2302618005997639,0.0,30748.82569523155
51,651.3076626155046,2098.505467044394,3134.194442878049,41.65317837962168,2024,-0.31836267719236855,0.0,34832.65192699702
52,658.971698178965,3270.2615633968057,7305.743507104074,43.06426699448172,2039,-0.23083780571917606,0.0,31017.95259756398
53,651.2014082358411,2707.1891226101807,3617.042087488096,41.51682314768319,2025,-0.4288994936804097,0.0,25381.082920772315
54,646.1779777250152,1963.631076116581,2473.0276598753253,41.405042124157944,2023,-0.2299268252946434,0.0,32667.37026679171
55,678.0829733643075,4652.710225571607,14473.527994831255,76.47511986978746,2105,0.5219720603633591,0.0,26097.71035153277
56,651.0429861885302,2076.78783826172,-200.73808910619755,41.52089152378072,2024,-0.5160601002046864,0.7569721115537849,26013.02275799848
57,673.6136945120679,4146.2463275472965,9897.065806814559,52.2100648194648,2055,-0.14303999677786858,0.0,33450.30569958943
58,652.0342603469664,2437.90878196452,2524.862694996396,41.48173351286874,2026,-0.4884867849656027,0.6414342629482072,35021.193476020766
59,664.2401029564053,4064.0361341511484,10759.109034826033,51.10529690754779,2075,-0.014009467556178162,0.0,38064.88512502362
60,661.5945787199223,2754.2331612739463,3802.927738788718,42.64016025376074,2028,-0.35781849218112044,0.24302788844621515,14577.217047087217
61,644.5584323404933,1886.5099942488653,765.8340241081121,41.26199946123444,2023,-0.33665156483789976,0.7450199203187251,34315.05350018708
62,645.5997585908738,1816.1135773857307,900.4964863466739,41.34482686817507,2023,-0.43419642498794936,0.7808764940239044,28878.51093210608
63,659.6934469308628,3784.826932065241,9523.595817754556,45.72539378908272,2065,-0.0321561350319262,0.0,31175.68114543122
64,631.4498855602096,1254.8755192008712,1131.5934460422372,40.895773732246646,2022,-0.16121526127941166,0.46613545816733065,33237.61977251952
65,657.6301352828411,2798.5677621137793,4846.334096865426,42.13350756768861,2027,-0.34563623518324954,0.0,29694.084344988667
66,652.2353259174479,2621.5719191059306,4527.620868311447,41.65535126962948,2025,-0.3962028420268794,0.0,20068.31512572548
67,640.5400608865739,1699.446174904704,2422.3474053334003,41.18954683026214,2023,-0.18626901875796076,0.0,23761.851888741643
68,704.0224839808071,6471.985607142402,17647.959732887157,97.46260055228397,2085,0.3912244813701644,0.0,31995.189519946733
69,661.871146495115,3373.732183723784,7640.36442513172,44.251888961958294,2035,-0.15228212986340817,0.0,24313.256640697888
70,651.1765211759616,2132.9997241060955,1196.9334995524127,41.55655525634852,2024,-0.5102716866378919,0.7450199203187251,27845.57787895286
71,668.6750659500887,3468.5708768795325,8659.884095918074,44.71551973381685,2030,-0.3292089116441668,0.0,23930.336395682367
72,665.4601531679797,3262.049644247237,6486.1301044845695,44.50971457099343,2040,-0.4089358877806869,0.0,47705.04077130888
73,650.471669393062,2312.524553503707,3837.88665275634,41.427046656322,2024,-0.24690282720665246,0.0,41414.716123935395
74,648.8409918645671,2118.5658350407816,2976.1823377366704,41.37218636500335,2024,-0.39398510511403395,0.0,20721.324160821332
75,654.6135087540724,2120.4377527566207,1686.6207403097171,42.04834374392201,2025,-0.4037361393692896,0.450199203187251,34005.79912535444
76,668.9520912097948,4455.974325349675,11848.86858700643,57.87149157278373,2080,0.04475065464030513,0.0,21845.352318715246
77,639.5293532080821,1582.5255756380814,2214.4705285639384,41.161319498100504,2023,-0.1303215458168273,0.0,38842.17067013677
78,632.9575834278938,921.8623236353634,-2078.326080947759,41.06311421436228,2022,-0.3553009242418616,0.9362549800796812,43393.74919093113
79,662.2429201571699,3152.944476987543,7186.78980191228,42.96818261395966,2032,-0.28529648418896364,0.0,14746.289023281939
80,648.0985461359643,1977.156908473988,1490.9809875337621,41.37090530121233,2024,-0.3995341049250176,0.6573705179282868,39574.3206998294
81,666.7646259508649,3354.767028858702,7971.371860691095,43.49474799625827,2031,-0.10311229412593283,0.0,29659.108061231836
82,664.9086181249533,3549.0616467956957,7436.1545370010135,45.59217543604093,2051,-0.309968746305718,0.0,21972.633028939897
83,666.5825845985189,3481.595342686211,6453.561654242505,45.72217064859434,2045,-0.3534031186473908,0.0,33101.725523371984
84,649.07586761542,2064.269296372204,1825.768125091497,41.39353803926322,2024,-0.2568922229269265,0.601593625498008,25248.73987923305
85,651.5318336228835,2282.6820933884774,3733.4139338622554,41.63777896556696,2025,-0.31423917130479856,0.0,30735.518804256677
86,666.9233415310008,3635.3902369349503,7105.066189001901,47.02407626108008,2051,-0.3157927151909392,0.0,20536.39749110053
87,660.7581872257497,3128.5495226963108,6943.10153745628,42.52218764314299,2026,-0.07023675317241505,0.0,31176.226633374517
88,678.6698655050778,5327.074316567183,15221.640248296377,77.32352956192037,2117,0.12389296403745347,0.0,25493.19362226823
89,630.7146692776003,1296.5999524710974,1480.9322309992103,40.99866840873749,2022,-0.1304209187389657,0.0,21046.299106463815
90,664.0876632402279,3479.7739720079944,7854.1652784294365,44.40952485941414,2040,-0.2811214543848298,0.0,41781.17549220426
91,631.5422015410261,1048.3750689516435,-999.2632646127845,40.96848340165455,2022,-0.3370271779988186,0.9083665338645418,33975.77557285736
92,638.3327603586479,1313.863209780876,-602.319066287175,41.14590859611494,2023,-0.35963876738922185,0.8605577689243028,27231.527454553674
93,663.6482647055786,2998.167405544432,6523.303954858442,42.92721400760752,2028,-0.13993009748582913,0.0,21159.708396307804
94,650.5885159741092,2275.291642909885,3888.94597625564,41.61812702974593,2024,-0.24155637795745133,0.0,39217.31473194636
95,668.4626889566046,4191.420108781331,10489.528391308238,54.2441252351031,2065,-0.13141068380826823,0.0,41957.105258799
96,652.4899627647844,2374.126244223979,4269.089472664145,41.74623116347911,2025,-0.21149982031720485,0.0,20319.735832702147
97,663.540370864315,3206.2874974326505,6739.140571676371,43.02200884376141,2030,-0.17234350208699206,0.0,28489.026536613448
98,642.3217374471263,1877.8540711361209,2573.7738618330604,41.213182051276284,2023,-0.2017541895424381,0.0,27042.981347733497
99,663.2917299650748,3460.7562138011453,6324.88463919971,43.99163976065955,2035,-0.24757569367572135,0.0,37900.12458436037
100,649.2171420427865,2143.2261576007404,2894.1915715665214,41.44247686692445,2024,-0.3616112595943571,0.0,25495.1675323411
101,640.0100846730152,1548.135717374898,1487.717735333934,41.18151121534586,2023,-0.2656020514613495,0.44223107569721115,26067.321419549375
102,652.774615037091,2279.8017220677893,3910.1518530083436,41.63417217227396,2025,-0.4125809695733607,0.0,33258.9883092538
103,655.6816332442777,2365.512522400792,3507.793947328555,41.97670348223501,2025,-0.25674549762411425,0.0,36481.21098254228
104,657.9892381490332,2873.3319442565553,4785.89011042361,42.20006731277033,2026,-0.43448255556070087,0.0,30896.34630458752
105,640.4033921800221,1463.4833470760805,899.7615703101905,41.205751755570795,2023,-0.292617119441355,0.796812749003984,30309.821649021735
106,625.8543625767041,390.0420186525627,-3372.9952682198145,41.01612055375944,2022,-0.2643119307051029,1.0,33256.432703101775
107,673.2971699603893,4867.226748305324,13138.10859790304,64.12643679249668,2067,-0.04412686329975269,0.0,23570.976450272206
108,642.4430309408182,1474.8674775787777,-526.0221659911924,41.2831486454275,2023,-0.34621668803056393,0.8207171314741036,42569.57320290587
109,646.1993043610009,2201.1322046818636,3760.391411110242,41.381579060280174,2023,-0.08334074056134269,0.0,50177.222202644705
110,632.4343481991677,997.4249721465695,133.99460971800477,41.076621268065416,2022,-0.21483690802065142,0.9362549800796812,39797.194592350905
111,670.3266094901131,4527.0816655421795,13320.412182698525,60.58962264919119,2115,0.0011499629968078052,0.0,30239.13039789106
112,669.5444071983437,3319.912117854095,8283.032913314062,43.68183497881047,2035,-0.24377080436595427,0.0,20576.545646960905
113,635.3639192725814,832.3050158346607,-2619.4663268881454,41.113552339170916,2022,-0.49037537799939407,0.9402390438247012,37254.21549886592
114,666.9448416184034,3514.0144507457467,7779.717641679276,45.33564995595195,2035,-0.16264595683077726,0.0,60261.52313328792
115,649.7488138982458,2043.9489379515592,2442.177629164142,41.49765132236341,2024,-0.36850455485687317,0.099601593625498,29550.152101363346
116,641.8305157828127,1592.7419935742855,1762.0049374190867,41.32137080853198,2023,-0.2292557250828087,0.0,30236.914760768366
117,652.2710270404436,1939.129857722316,2010.5277219608165,41.76184142773989,2024,-0.3427887267044974,0.33067729083665337,42472.359381194925
118,671.7178977641183,3214.7092877897444,7244.5465361606375,44.65832060926432,2030,-0.19337716481682837,0.0,31655.70835699691
119,644.0127720967437,2242.1572702583003,3626.4097081742393,41.21255988782367,2023,-0.21650901087656454,0.0,40404.87965576722
120,669.3865933226242,3200.124749728104,7047.029044684787,44.53725801677478,2034,-0.23828172873600392,0.0,13104.903026694477
121,671.0199800533761,4158.343506445329,11846.27294135897,52.433033383911294,2095,0.02226336053437049,0.0,27646.32219457696
122,674.2470174570471,4077.972605292016,9651.004106725946,51.671225263214325,2050,-0.17378484728505084,0.0,21849.98696485761
123,656.8642880533959,2936.38876508789,3981.829548253102,42.07687745864742,2028,-0.38286831292839657,0.2350597609561753,26278.543570474027
124,659.6689295443346,2936.268610503586,3665.8046710168446,42.88734526680794,2035,-0.5135556741295241,0.18326693227091634,23626.636828093804
125,632.0899441554288,855.0181943961663,-2035.2363712592241,41.09478552929093,2022,-0.2726067791984716,0.952191235059761,44110.4145960189
126,651.0233382093284,1752.8239611693223,637.447033493292,41.59233204823631,2024,-0.4163874063149638,0.7689243027888446,17507.80095759982
127,671.8798628517261,5444.207515352056,19188.523238027414,80.65958132038978,2100,0.40239738006931375,0.0,14082.826609191325
128,650.2826497253311,2866.597864532039,5632.69157906518,41.7377760566165,2025,-0.3507936319531227,0.0,31736.981090256497
129,640.8817353998469,2042.444876249501,3169.7774494101245,41.03132651346517,2023,-0.2551958499846458,0.0,32783.16759627786
130,674.3114623884602,4288.976986979479,9968.919267440233,55.824229602026506,2115,0.07623328852087467,0.0,26341.93981994454
131,648.650708586368,1741.272655767071,491.9654814196906,41.417398277255785,2024,-0.39058360920473995,0.7450199203187251,30768.771339801046
132,668.3450769806959,4075.9144415753526,11268.64742574121,52.33665346636476,2060,-0.15170716616347915,0.0,29102.580832797066
133,652.8945739175739,2401.818633915173,4151.970320687316,41.683794466271266,2025,-0.3219623128488471,0.0,22213.88054016868
134,654.3443963864129,2485.2192392773627,4520.561244824525,41.779167715424165,2025,-0.3271255883476212,0.0,34425.31123877472
135,667.8031057232239,3405.3931123390894,7313.71180801747,44.730618033637704,2035,-0.20648607801951277,0.0,71807.06355348074
136,641.4020974518273,1951.0249018320346,1932.1545512798016,41.10257084589424,2023,-0.40573237222953396,0.5219123505976095,30679.731420378204
137,675.0639991058024,4150.810217461376,10787.500275676412,52.060461036968974,2060,-0.02917489933654247,0.0,34675.64253291805
138,655.7639511921254,2776.3220980325036,4971.784135575529,41.93279918084842,2026,-0.3479372476943482,0.0,41808.29550830148
139,666.3338975429895,3752.637361910709,9056.44519875601,48.42230060348409,2055,-0.24591843762660867,0.0,29251.922296940338
140,640.9352325631398,1539.6803142313013,1350.390954585743,41.14465727750071,2023,-0.3138138401397372,0.7211155378486056,23276.713543153008
141,666.4238781132643,3097.331545808785,6439.810213296651,43.232733350398895,2027,-0.2568529158244874,0.0,41883.00921046904
142,653.7699052824374,3788.8542991028794,8982.362177823532,48.21807331783992,2065,0.012127011353453012,0.0,29781.476391811517
143,641.4342676480197,2083.3104473429935,3312.473339679017,41.18824815033063,2023,-0.08554328516051744,0.0,35923.508487263134
144,651.752447345245,1962.717090418598,6.498666790879042,41.573466139899885,2024,-0.5732821739265443,0.796812749003984,28113.764061935974
145,654.885914068557,3383.84733105299,7650.895866516007,44.71853957094872,2055,-0.3671658288678686,0.0,26150.11473919007
146,671.1811970888341,3934.31688313,9332.556244812582,50.331754474458435,2060,-0.1648900422549673,0.0,36147.07310717224
147,667.2240374555131,3297.9306964409298,6008.601236871538,44.94019620671407,2037,-0.3956411967250394,0.0,27091.632816360594
148,652.2968453695606,3205.9526244700382,5941.907215907973,43.14243206947543,2047,-0.3960118461034435,0.0,29236.774305114322
149,657.4007984326153,2552.2458981719183,4110.869623954106,42.107779370122856,2027,-0.5179081427338245,0.0,32947.611375445136
150,643.3781396335645,1411.4034383039725,-689.3205185023971,41.24014551106153,2023,-0.4264120830340111,0.8605577689243028,15037.61322221253
151,635.4744333936931,1192.4996921244247,646.998879878392,41.09807995565809,2022,-0.2649083392415673,0.8725099601593626,46205.14511835395
152,646.1332190612928,1953.036718701766,2261.6185740252486,41.353018691519296,2023,-0.3153413776883406,0.0,28115.439903716084
153,648.4626459733192,1977.8070884081371,1690.7516566507938,41.49541632912183,2024,-0.4026105416870464,0.6334661354581673,21161.450737906773
154,675.4666111263487,5513.8936123048525,19007.81724470404,86.37431812663776,2140,0.4662219209776044,0.0,35225.89806405745
155,667.1473261481528,3762.5366584772723,8693.310509133673,48.09187503766389,2048,-0.2234951493275832,0.0,22050.90191605294
156,648.0922576855066,1771.999311438641,282.65896657634494,41.46094079636614,2024,-0.5305011704408847,0.8127490039840638,19926.369302884093
157,657.30689775741,2544.9244521576375,2209.0977499742626,42.149379615722914,2028,-0.48643438714538556,0.6533864541832669,30267.569356857006
158,634.6060250420719,1182.5156191233991,1233.462440481667,41.18058248190144,2022,-0.09004817156273082,0.11155378486055777,64927.88979376951
159,651.6516347119041,2456.9880689540514,1047.1123786515204,41.42786125983644,2026,-0.5350027583335288,0.7131474103585658,27687.560081523767
160,680.1193792007614,4452.6601965582695,11641.386677889755,61.08642865571836,2105,0.10422586785234088,0.0,22751.665362935713
161,634.5148296627648,1183.9346066106216,-598.832285114271,41.117297913808684,2022,-0.26843560306257985,0.8764940239043825,35662.40937695742
162,667.3736760541262,4367.904584666684,12220.720676483299,56.865179042980415,2065,-0.042847924340180574,0.0,40365.073753358956
163,664.5351963263431,3074.7942299095353,4575.12133674567,43.96024369041836,2037,-0.4856876281056558,0.0,36560.786656959615
164,643.6158251108834,1427.76107097789,-1112.6103398036034,41.24270935113794,2023,-0.6272814358627492,0.8764940239043825,31014.339962303828
165,668.7116365174996,3322.4432765311017,8094.611905469863,44.41310626556899,2040,-0.15669196328369273,0.0,33119.946007663064
166,651.7363185479606,2415.969629329535,4255.37275978445,41.765989107083435,2025,-0.2564222533273327,0.0,44294.01640347949
167,620.4694801167634,-323.09789408128955,-6136.2094067962735,40.96612792955891,2022,-0.44141979034124756,1.0,30670.21352890026
168,649.3493680135799,2282.98977640367,3371.0054667350237,41.45908511358088,2024,-0.3424587686494087,0.0,20377.96225833075
169,623.9237138083186,226.71020810810757,-3723.016750299182,40.99675976646778,2022,-0.2666842904190155,1.0,27317.214974157072
170,662.8031035905756,4437.98860251544,11681.902846005542,58.27144853135486,2065,0.00931133448222051,0.0,31153.974935681537
171,650.8698479218965,2104.117288176591,1373.5503618193486,41.55155338545199,2024,-0.5157048699317968,0.7649402390438247,34937.237593153
172,666.9160255440588,3476.0837313337447,7603.282911434359,45.892614499269534,2043,-0.3028873105251512,0.0,41711.49574081544
173,644.8422933354562,2181.456212639214,3628.548138586675,41.274195381021336,2023,-0.0866796342868445,0.0,30737.55225663776
174,656.7073517960171,2853.5720883398994,5682.101680259835,42.012879098536985,2027,-0.23435423671750943,0.0,48151.17130077546
175,639.01205871724,1929.3144459598918,3233.5796968754794,41.06134851010676,2022,-0.026319866935267628,0.0,50891.56349815556
176,638.5613525510671,1681.654950871329,1710.8351158147482,41.03804072362147,2022,-0.3699681636146409,0.26294820717131473,33177.2979829258
177,640.3668526025972,1452.3376746862534,1513.014353771987,41.17443302888225,2023,-0.17997976461151563,0.17131474103585656,14132.400521152946
178,630.5808831926054,1396.032083388324,1745.5229275210902,40.89766019644984,2022,-0.12765393652170068,0.0,35761.716853711296
179,642.7276377699436,1762.090218024793,2441.219074784075,41.26868005474401,2023,-0.167918018709192,0.0,35468.29920125769
180,685.1437834815121,5290.947375237309,18003.990083315846,87.39524088256415,2100,0.7907102756927713,0.0,36127.39888046742
181,655.6916272891146,2210.153281284661,339.0894934061737,41.91454440509016,2026,-0.6231505417025546,0.7689243027888446,17581.051997502975
182,680.8068824605779,4471.058039837298,11800.314220167471,62.95698117441405,2105,0.251843203389671,0.0,24120.30371305654
183,636.1212413813209,833.5017908012863,-3104.9911168484095,41.14137956537519,2022,-0.4826562395572423,0.9402390438247012,23065.265973825983
184,642.9032140649226,1952.7474891018967,3073.032914195099,41.23586758193373,2023,-0.1875405338700416,0.0,22926.0576380985
185,663.0692313386231,3546.558132641814,6705.637921050549,45.297018421438324,2053,-0.2863175507416575,0.0,30456.597565911583
186,647.4951735145446,1701.1472827517287,370.3196741462152,41.322117499323376,2023,-0.5461217773058732,0.8326693227091634,43195.92872592523
187,668.6734065023063,4301.227830908792,10790.536252464153,54.91379970331309,2070,-0.1054260798773929,0.0,25466.273439915803
188,651.028498329619,2274.3560094971513,3913.9951843199906,41.582563365915895,2024,-0.3106220545317611,0.0,43034.80827683727
189,662.0609679601075,2840.450834903012,5102.53370311365,42.88952920715858,2025,-0.26942290334563246,0.0,42222.22416662091
190,633.5920391413376,1167.8219055067866,1338.6296516884356,41.12492945888549,2022,-0.07665038779863209,0.0,30654.70754961802
191,652.8061609520639,2343.946245665378,2740.899292692256,41.6847355400242,2025,-0.485916742309456,0.30677290836653387,26867.960569655606
192,669.4137044797009,4011.5382806235884,10501.865179132426,49.85293340206239,2040,-0.02816295300980647,0.0,37865.40011662463
193,652.8611296159927,2536.840205961488,4437.660158328785,41.70046233592263,2025,-0.1867871995072224,0.0,30918.38035929824
194,672.6303427316802,3869.3243444589198,10719.115281948374,47.672877305177416,2040,-0.019414912051014505,0.0,46497.49284415383
195,633.962217773483,1137.8847039444831,-762.5206696080536,41.13717558043724,2022,-0.2451140110387934,0.8844621513944223,22839.5839838634
196,638.6614356166199,1410.718104570529,972.8881283542472,41.14544915878701,2023,-0.3433021103057907,0.8326693227091634,33018.543332800764
197,637.974025507151,1443.143398474899,1562.0067958866002,41.13326040351048,2022,-0.23733549038300425,0.12350597609561753,38988.22489561727
198,647.8037371936932,1957.6117228721007,1675.7594624901476,41.377089747298776,2024,-0.3226472631054122,0.6454183266932271,22328.47295388476
199,633.3098709427286,1339.2141091387084,1053.849215458131,40.994172557362276,2022,-0.30781886436732975,0.8366533864541833,27397.663791491857
200,662.2250777268368,3092.1756020317252,6620.549434829149,42.815956822114586,2029,-0.23279511656475638,0.0,28250.261132506603
201,649.3637823652095,1789.86945815381,-1161.9340760963419,41.48138640307101,2024,-0.6165603367469352,0.8326693227091634,22288.191857285667
202,665.4720815726756,3252.1381010261302,5570.9403365966755,43.830534080955935,2030,-0.22957433026921947,0.0,31378.34433662325
203,636.0592141568955,1213.6164989053934,-264.44844665980145,41.06663113727991,2022,-0.3328319530254961,0.8844621513944223,28033.838494855147
204,664.4535246614581,3194.9489086216713,7000.651411197822,44.11866627570856,2037,-0.3746108312685526,0.0,30762.29705036858
205,666.9475324727357,2807.193427675088,4697.798828144012,43.74411287460039,2030,-0.27838267752539836,0.0,27406.511300712406
206,644.5081110373236,1818.3551715116382,2265.3385035804067,41.2966212167029,2023,-0.28181254237999875,0.0,47423.461546419305
207,672.8112098042088,4486.879942472122,11904.976490201192,58.07920440770941,2070,0.0009125413314427386,0.0,31102.75743506597
208,661.9685602956197,3149.8923149966186,6502.037990808681,43.563429256228616,2035,-0.3508591751531037,0.0,33271.87015123641
209,644.8890118356071,1783.6732037114057,2227.808480583388,41.337687492262155,2023,-0.28948628275735055,0.08366533864541832,22166.0503311388
210,652.0976065059211,2294.873472863757,2787.2166858447144,41.77880091297537,2025,-0.3879606598932485,0.0,30193.717584110887
211,662.8634186774802,3758.7399338828195,8435.805327804148,47.97133011211312,2057,-0.2709446637898169,0.0,13992.294630738514
212,661.8576153287651,3420.6008557928676,7124.186999434219,45.31366787217998,2045,-0.3608997635972376,0.0,15866.423338873907
213,661.3509148379858,3334.631109508291,6950.938056297834,42.73231479063213,2031,-0.28512823806219595,0.0,42095.724406358844
214,654.0722998922661,2270.4790902957743,2528.9500369270327,41.76249225405796,2025,-0.5134210541405017,0.21115537848605578,54940.08063819445
215,635.2949212495841,1402.2817462579528,1676.8582160552378,41.054449017476145,2022,-0.14442370302297514,0.0,25702.208426289802
216,651.1329206427314,2073.431296968935,2250.9623273564703,41.54900620942644,2024,-0.431672330046741,0.24701195219123506,20195.897757598294
217,648.9457313958278,1963.8190081665566,1978.8531075230105,41.45197221704526,2024,-0.38176942206358244,0.4541832669322709,22679.9032149869
218,668.0791449890653,3356.8676542460453,6262.612192364579,45.06120447573215,2040,-0.3636545050493566,0.0,58938.57730251128
219,682.2775724646348,4119.0159679290655,11103.712968749056,51.666832868921624,2045,-0.10146820075801302,0.0,15037.799440782084
220,669.1409046522821,3625.9873618298657,7769.479621369996,47.36412815461262,2047,-0.2474850228994664,0.0,29357.7230366432
221,641.4913720316521,1825.2696480306165,2173.886420318365,41.167476747764184,2023,-0.3018198423883819,0.0,46981.77862565867
222,651.3916128711571,2565.100563439905,4785.916655123037,41.5165889959078,2025,-0.3329685742252009,0.0,43068.28308662245
223,636.5594067891258,975.2544018744637,-2265.4243792121424,41.12212181282906,2022,-0.4907600023039701,0.9243027888446215,51275.94170472194
224,641.4760754034876,1510.5384429427052,-357.3392089037127,41.22168677773783,2023,-0.3413093090449489,0.8087649402390438,15849.675245514918
225,656.1559054596097,2810.188417110778,3387.9426522412336,42.54978658622759,2035,-0.5396624728522349,0.22709163346613545,23927.896917967475
