model,year,base_land,base_allcells,tgt_land,tgt_allcells,anom_consistent_allcells,anom_mixed,anom_land
MRI-ESM2-0,2300,239.4285891055435,254.10259110688034,252.20648375111412,266.57118818885874,12.468597081978402,27.142599083315247,12.777894645570626
CESM2-WACCM,2299,239.01226966825368,254.7460649809341,258.48471933678866,271.8702106181226,17.12414563718849,32.85794094986892,19.472449668534978
IPSL-CM6A-LR,2300,236.55844838165143,254.16335086352186,253.64692699359702,268.8366387733535,14.673287909831657,32.27819039170208,17.08847861194559
UKESM1-0-LL,2300,238.3425162842664,255.18537302747396,253.82987579042685,269.0858833141977,13.900510286723744,30.743367029931306,15.487359506160459
