block,tag,quantity,value,unit,per_chain,provenance
ais_geometry,L27,ais_ocean_temperature₀,-0.2634389457558058,L28-sd,-0.26;-0.24;-0.31;-0.24,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L28,ais_ocean_temperature₀,0.0,L28-sd,0.08;0.00;0.03;-0.11,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L29,ais_ocean_temperature₀,-0.014098754991993314,L28-sd,-0.09;-0.26;0.34;-0.02,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,antarctic_alpha,0.23506245586706026,L28-sd,0.07;0.07;0.55;0.29,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L28,antarctic_alpha,0.0,L28-sd,-0.00;0.19;0.28;-0.32,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L29,antarctic_alpha,0.0276238356352858,L28-sd,-0.38;-0.12;0.16;0.54,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,antarctic_nu,-0.12839136211115537,L28-sd,-0.08;-0.17;-0.14;-0.11,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L28,antarctic_nu,0.0,L28-sd,0.00;0.10;-0.25;0.13,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L29,antarctic_nu,0.12784543771623227,L28-sd,0.46;-0.54;0.17;0.33,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,anto_alpha,0.5669101524012559,L28-sd,0.63;0.39;0.58;0.64,diag_refit_precision.py | tag L27+L28+L29 | seed n/a (no RNG in this driver) | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | commit a539557-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
