ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.097921223281555,8.143331668625237,6.235444509695387,10.106477601107368,3.871033091411981,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,7.924835960121108,8.167936960539487,5.6182637905424775,11.572937537802838,5.954673747260361,1.5382647491366086,0.9786259635790447,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.081084203454282,10.113768606483164,7.802474024760075,12.42940152981341,4.6269275050533345,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,9.79462402722584,10.125088611223726,6.832529040378753,14.627691035746468,7.795161995367715,1.6847383035187322,0.971584388102791,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.897292597310685,12.903788008215551,9.994600301251777,15.880055104761633,5.885454803509855,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,12.382157452675159,12.845905808421474,8.305150787399912,19.108718520537963,10.80356773313805,1.8356385519595233,0.9600586603158139,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.790331755454368,6.7951530923810735,6.043994714136994,7.572517371582786,1.5285226574457926,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,6.584488242281182,6.852348181241001,5.0315213233887555,9.553061978401278,4.521540655012522,2.9581116334697666,0.9696857943637525,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.398943931398563,8.420786105962605,7.269657313886765,9.691964266821097,2.422306952934332,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,8.085163776161988,8.503904030004021,5.760571124578507,12.515000918308317,6.75442979372981,2.788428520814686,0.9626405226895799,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,10.767562673430938,10.859061084852126,8.790353654644314,13.338666872667588,4.548313218023274,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,joint,2000,10.18929051849856,10.962868847473102,6.217372918778866,18.006225537562578,11.78885261878371,2.5919174985726294,0.9462949812812077,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2100,fixed,2000,4.888292018117999,7.344500768705002,3.8489308978206984,23.295516961652208,19.44658606383151,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2100,joint,2000,4.76017880952956,11.921233859488902,3.6221820290609865,58.25893090798074,54.636748878919754,2.809580493953025,0.9737918258333176,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
