ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.154594720956313,13.18392789138217,11.422678800825565,15.051269883513765,3.6285910826881995,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,14.49909788451318,14.749627164256564,11.38512764389473,18.932740147637755,7.547612503743025,2.0800394234975257,1.102207874288591,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.555137952615063,20.626158733862795,17.461331171408556,24.064123190515776,6.60279201910722,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,21.75494795514356,21.926554429839488,17.21885019490844,27.48380524907397,10.26495505416553,1.5546385566076757,1.0583703210990056,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,26.746106883994784,26.85111307277496,22.15503935582237,31.806937623563137,9.651898267740766,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,27.18853798509012,27.350856377887506,22.349776043039817,32.83445011151108,10.484674068471264,1.086281037950209,1.0165418878722905,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,10.05912763536222,10.125900034760882,7.686678229786824,12.621660594241458,4.934982364454634,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,11.515196812572256,12.108308320600251,7.869947306839414,18.494749114869297,10.624801808029883,2.1529563883667557,1.1447510390554463,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,22.583455551633204,22.734586673227057,15.833671300767689,29.88773110691567,14.054059806147981,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,26.812167464104647,28.708672645929713,15.100675222741407,49.297511489178014,34.196836266436605,2.4332354307669246,1.1872482226116023,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,86.54397625356442,86.92726577064637,67.03877533017325,107.65654185083682,40.617766520663565,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
